啊	a
爆	bct
暴	bcv
包	bcw
雹	bcy
鲍	bcz
百	bdd
稗	bdi
柏	bdk
摆	bdn
佰	bdo
败	bdt
拜	bdy
犇	bfc
笨	bfe
栟	bfk
畚	bfl
倴	bfo
奔	bfp
苯	bfr
贲	bft
锛	bfz
琫	bgc
甭	bgd
嘣	bgg
绷	bgh
泵	bgj
甏	bgm
迸	bgp
蹦	bgq
祊	bgv
蚌	bgx
镚	bgz
浜	bha
玤	bhc
邦	bhd
膀	bhf
𠳐	bhg
绑	bhh
磅	bhj
棒	bhk
塝	bhm
搒	bhn
傍	bho
蒡	bhr
谤	bhs
蚌	bhx
镑	bhz
泌	bia
畀	bib
碧	bic
逼	bid
笔	bie
鼻	bif
鄙	big
秘	bii
彼	bio
弊	bip
陛	biq
蔽	bir
诐	bis
毕	bit
避	biu
裨	biv
闭	biw
必	biy
铋	biz
湴	bja
班	bjc
般	bje
绊	bjh
板	bjk
坂	bjm
搬	bjn
版	bjo
半	bjp
阪	bjq
瓣	bjs
瘢	bju
昄	bjv
钣	bjz
冰	bka
兵	bkb
丙	bkd
秉	bki
柄	bkk
摒	bkn
禀	bkp
饼	bks
炳	bkt
病	bku
昺	bkv
蛃	bkx
汴	bma
变	bmc
鞭	bme
编	bmh
砭	bmj
弁	bml
抃	bmn
便	bmo
卞	bmp
苄	bmr
辩	bms
贬	bmt
遍	bmu
褊	bmv
匾	bmw
蝙	bmx
忭	bmy
鳊	bmz
瀌	bna
骉	bnc
彪	bnd
膘	bnf
标	bnk
幖	bnl
摽	bnn
俵	bno
飙	bnp
藨	bnr
熛	bnt
瘭	bnu
裱	bnv
婊	bnw
镖	bnz
波	boa
玻	boc
卜	bod
舶	boe
脖	bof
啵	bog
馞	boi
礴	boj
柏	bok
僰	bol
艴	bom
播	bon
伯	boo
亳	bop
跛	boq
薄	bor
饽	bos
勃	bot
擘	bou
剥	bov
钵	boz
癿	bpf
憋	bpp
瘪	bpu
逋	buc
卜	bud
簿	bue
哺	bug
瓿	buj
埠	bum
捕	bun
堡	buo
步	buq
蔀	bur
布	but
补	buv
怖	buy
钚	buz
𬇙	bwa
狈	bwb
琲	bwc
鞁	bwe
卑	bwf
呗	bwg
碑	bwj
杯	bwk
北	bwo
备	bwp
蓓	bwr
贝	bwt
臂	bwu
褙	bwv
糒	bww
悖	bwy
钡	bwz
嚓	cag
漕	cca
曹	ccd
艚	cce
嘈	ccg
𥕢	ccj
槽	cck
操	ccn
糙	ccw
螬	ccx
猜	cdb
彩	cdh
材	cdk
偲	cdo
踩	cdq
蔡	cdr
财	cdt
睬	cdv
测	cea
侧	ceo
厕	ceu
册	cew
恻	cey
涔	cfa
参	cfl
噌	cgg
嶒	cgl
蹭	cgq
层	cgu
沧	cha
仓	chb
舱	che
伧	cho
苍	chr
瓷	cia
玼	cic
呲	cig
磁	cij
刺	cil
伺	cio
慈	cip
此	ciq
茨	cir
词	cis
辞	cit
疵	ciu
祠	civ
糍	ciw
差	ciy
璨	cjc
黪	cjf
䅟	cji
餐	cjk
蚕	cjp
灿	cjt
惨	cjy
矬	cob
瑳	coc
鹾	cod
脞	cof
磋	coj
棤	cok
嵯	col
措	con
蹉	coq
莝	cor
厝	cou
锉	coz
汆	crb
爨	crd
篡	cre
攒	crn
蹿	crq
镩	crz
淙	csa
丛	csb
琮	csc
囱	csd
枞	csk
匆	csq
葱	csr
熜	cst
悰	csy
聪	csz
猝	cub
簇	cue
殂	cuk
徂	cuo
卒	cup
醋	cuq
蔟	cur
粗	cuw
淬	cva
璀	cvc
啐	cvg
缞	cvh
榱	cvk
崔	cvl
摧	cvn
催	cvo
萃	cvr
翠	cvs
瘁	cvu
粹	cvw
毳	cvx
悴	cvy
邨	cyd
皴	cyl
存	cyt
忖	cyy
辏	cze
腠	czf
溚	daa
答	dae
哒	dag
鿎	daj
垯	dam
打	dan
达	dap
跶	daq
荙	dar
沓	dat
瘩	dau
褡	dav
妲	daw
怛	day
𨱏	daz
盗	dca
纛	dcc
舠	dce
叨	dcg
氘	dch
稻	dci
帱	dcl
导	dcn
倒	dco
道	dcp
蹈	dcq
祷	dcv
岛	dcx
悼	dcy
鱽	dcz
玳	ddc
叇	ddd
轪	dde
呆	ddg
绐	ddh
歹	ddk
怠	ddl
埭	ddm
代	ddo
大	ddp
戴	ddt
逮	ddv
嘚	deg
地	dem
德	deo
锝	dez
澄	dga
璒	dgc
噔	dgg
磴	dgj
登	dgk
嶝	dgl
邓	dgp
蹬	dgq
灯	dgt
瞪	dgv
镫	dgz
𬍡	dha
珰	dhc
筜	dhe
党	dhi
砀	dhj
档	dhk
垱	dhm
挡	dhn
荡	dhr
谠	dhs
凼	dht
裆	dhv
铛	dhz
滴	dia
迪	dib
玓	dic
骶	did
第	die
弟	dif
嘀	dig
缔	dih
帝	dii
砥	dij
棣	dik
地	dim
抵	din
低	dio
踶	diq
蒂	dir
谛	dis
敌	dit
底	diu
睇	div
娣	diw
䗖	dix
羝	diy
镝	diz
淡	dja
单	djb
箪	dje
胆	djf
啖	djg
氮	djh
石	djj
殚	djk
担	djn
儋	djo
弹	djp
蛋	djq
萏	djr
诞	djs
赕	djt
疸	dju
旦	djv
丹	djw
惮	djy
耽	djz
町	dkb
玎	dkc
腚	dkf
叮	dkg
碇	dkj
仃	dko
酊	dkq
萣	dkr
订	dks
顶	dkt
疔	dku
盯	dkv
钉	dkz
淀	dma
电	dmb
玷	dmc
簟	dme
碘	dmj
巅	dml
坫	dmm
垫	dmn
佃	dmo
奠	dmp
踮	dmq
颠	dmt
店	dmu
典	dmw
惦	dmy
钿	dmz
凋	dna
貂	dnb
吊	dng
窎	dni
碉	dnj
刁	dnp
调	dns
雕	dnw
钓	dnz
驮	doc
躲	dod
舵	doe
哆	dog
垛	dom
掇	don
夺	dop
堕	doq
饳	dos
度	dou
裰	dov
朵	dow
惰	doy
铎	doz
迭	dpb
喋	dpg
瓞	dph
碟	dpj
楪	dpk
𫶇	dpl
堞	dpm
牒	dpo
叠	dpp
跌	dpq
谍	dps
昳	dpv
耋	dpw
蝶	dpx
鲽	dpz
铥	dqz
短	drb
瑖	drc
段	drd
簖	dre
缎	drh
端	drj
椴	drk
耑	drl
塅	drm
煅	drt
锻	drz
洞	dsa
东	dse
胴	dsf
咚	dsg
氡	dsh
硐	dsj
栋	dsk
岽	dsl
垌	dsm
侗	dso
冬	dsp
董	dsr
𬟽	dsx
懂	dsy
渡	dua
独	dub
毒	duc
督	dud
笃	due
肚	duf
嘟	dug
蠹	dui
杜	duk
堵	dum
牍	duo
厾	dup
芏	dur
读	dus
赌	dut
度	duu
睹	duv
妒	duw
镀	duz
碓	dvj
堆	dvm
兑	dvp
队	dvq
祋	dvv
嘚	dwg
嗲	dxg
沌	dya
盾	dyd
吨	dyg
礅	dyj
墩	dym
敦	dyp
蹲	dyq
炖	dyt
盹	dyv
惇	dyy
钝	dyz
斗	dza
豆	dzd
篼	dze
兜	dzf
窦	dzi
抖	dzn
陡	dzq
蔸	dzr
读	dzs
痘	dzu
蚪	dzx
钭	dzz
涐	eea
噩	eec
鹅	eed
轭	eee
腭	eef
呃	eeg
额	eei
𥔲	eej
峨	eel
堨	eem
扼	een
俄	eeo
阿	eeq
萼	eer
饿	ees
厄	eeu
遏	eev
娥	eew
蛾	eex
愕	eey
鳄	eez
摁	enn
蒽	enr
洱	era
珥	erc
二	erd
贰	ere
咡	erg
尔	erp
陑	erq
饵	ers
鸸	ery
耳	erz
珐	fac
乏	fad
筏	fae
罚	faf
砝	faj
伐	fao
阀	faw
汾	ffa
豮	ffb
玢	ffc
鼢	fff
吩	ffg
纷	ffh
焚	ffk
坟	ffm
份	ffo
奋	ffp
酚	ffq
芬	ffr
翂	ffs
粉	ffw
愤	ffy
鲼	ffz
冯	fga
丰	fgc
唪	fgg
缝	fgh
砜	fgj
枫	fgk
峰	fgl
封	fgm
俸	fgo
逢	fgp
葑	fgr
讽	fgs
烽	fgt
疯	fgu
凤	fgw
蜂	fgx
奉	fgy
锋	fgz
牥	fhc
舫	fhe
放	fhf
纺	fhh
枋	fhk
坊	fhm
仿	fho
防	fhq
芳	fhr
访	fhs
房	fhu
昉	fhv
妨	fhw
蚄	fhx
钫	fhz
泛	fja
犯	fjb
璠	fjc
返	fjd
翻	fjh
矾	fjj
樊	fjk
帆	fjl
墦	fjm
繁	fjo
蹯	fjq
范	fjr
饭	fjs
烦	fjt
凡	fjw
钒	fjz
浮	fua
付	fub
甫	fuc
副	fud
符	fue
服	fuf
咐	fug
缚	fuh
富	fui
砆	fuj
桴	fuk
幅	ful
弗	fum
扶	fun
佛	fuo
夫	fup
附	fuq
芙	fur
讣	fus
赋	fut
府	fuu
福	fuv
妇	fuw
蝠	fux
怫	fuy
阜	fuz
沸	fwa
狒	fwb
𬴂	fwc
篚	fwe
肥	fwf
啡	fwg
绯	fwh
榧	fwk
费	fwm
斐	fwo
飞	fwp
菲	fwr
诽	fws
废	fwu
匪	fww
霏	fwy
鲱	fwz
缶	fzc
否	fzd
戛	gad
嘎	gag
旮	gal
伽	gao
尜	gap
钆	gaz
告	gcc
睾	gcd
篙	gce
皋	gcf
缟	gch
稿	gci
槁	gck
搞	gcn
膏	gcp
藁	gcr
诰	gcs
杲	gcv
糕	gcw
羔	gcy
镐	gcz
溉	gda
丐	gdd
概	gdk
垓	gdm
改	gdn
陔	gdq
荄	gdr
赅	gdt
晐	gdv
盖	gdy
钙	gdz
滆	gea
鸽	geb
骼	ged
革	gee
胳	gef
咯	geg
割	gei
硌	gej
格	gek
圪	gem
搁	gen
仡	geo
隔	geq
葛	ger
饹	ges
哥	get
疙	geu
袼	gev
阁	gew
蛤	gex
盖	gey
铬	gez
亘	gfd
哏	gfg
根	gfk
茛	gfr
艮	gfv
浭	gga
哽	ggg
绠	ggh
𬒔	ggj
梗	ggk
埂	ggm
耕	ggt
庚	ggu
暅	ggv
羹	ggy
耿	ggz
港	gha
戆	ghb
缸	ghc
筻	ghe
肛	ghf
纲	ghh
矼	ghj
杠	ghk
岗	ghl
堽	ghm
扛	ghn
冈	ghw
钢	ghz
泔	gja
赣	gjb
玕	gjc
甘	gje
肝	gjf
绀	gjh
秆	gji
矸	gjj
杆	gjk
坩	gjm
擀	gjn
敢	gjp
赶	gjq
苷	gjr
干	gjt
疳	gju
旰	gjv
虷	gjx
鳡	gjz
拐	gkn
夬	gkp
乖	gkt
洸	gla
逛	glb
珖	glc
𨐈	gle
胱	glf
咣	glg
桄	glk
垙	glm
广	glu
涡	goa
果	gob
腘	gof
呙	gog
虢	goh
国	goj
裹	gok
帼	gol
埚	gom
郭	gop
馃	gos
粿	gow
蝈	gox
锅	goz
灌	gra
罐	grc
盥	grd
管	gre
纶	grh
官	gri
贯	grj
棺	grk
掼	grn
倌	gro
观	grp
莞	grr
馆	grs
爟	grt
祼	grv
惯	gry
鳏	grz
珙	gsc
躬	gsd
肱	gsf
功	gsh
宫	gsi
硔	gsj
龚	gsl
拱	gsn
供	gso
公	gsp
共	gsr
蚣	gsx
沽	gua
牯	guc
骨	gud
箍	gue
股	guf
咕	gug
固	guj
梏	guk
孤	gul
鼓	gum
估	guo
谷	gup
贾	guq
菇	gur
诂	gus
古	gut
顾	guu
姑	guw
蛊	gux
羖	guy
锢	guz
鬼	gvb
瑰	gvc
轨	gve
皈	gvf
宄	gvi
硅	gvj
柜	gvk
刿	gvl
圭	gvm
鬶	gvp
归	gvq
诡	gvs
庋	gvu
晷	gvv
闺	gvw
贵	gvx
龟	gvz
胍	gxf
呱	gxg
瓜	gxh
寡	gxi
栝	gxk
卦	gxm
诖	gxs
刮	gxt
褂	gxv
辊	gye
绲	gyh
磙	gyj
棍	gyk
鲧	gyz
沟	gza
狗	gzb
篝	gze
缑	gzh
构	gzk
岣	gzl
垢	gzm
佝	gzo
苟	gzr
诟	gzs
购	gzt
勾	gzw
钩	gzz
蛤	hax
铪	haz
浩	hca
貉	hcb
皓	hcf
号	hcg
郝	hcm
毫	hcp
蒿	hcr
耗	hct
昊	hcv
蚝	hcx
海	hda
骇	hdc
骸	hdd
胲	hdf
嗨	hdg
氦	hdh
害	hdi
孩	hdl
亥	hdp
醢	hdq
河	hea
盒	heb
壑	hed
鞨	hee
喝	heg
纥	heh
鹤	hei
核	hek
赫	hem
贺	hen
何	heo
劾	hep
龁	heq
荷	her
诃	hes
熇	het
褐	hev
阂	hew
狠	hfb
𬣳	hfs
痕	hfu
恨	hfy
珩	hgc
哼	hgg
横	hgk
堼	hgm
衡	hgo
亨	hgp
蘅	hgr
姮	hgw
恒	hgy
沆	hha
航	hhe
吭	hhg
绗	hhh
杭	hhk
夯	hhp
巷	hhr
汗	hja
含	hjb
琀	hjc
邯	hje
鼾	hjf
喊	hjg
寒	hji
崡	hjl
垾	hjm
撼	hjn
函	hjp
酣	hjq
菡	hjr
韩	hjt
旱	hjv
蚶	hjx
憾	hjy
淮	hka
槐	hkk
徊	hko
踝	hkq
怀	hky
潢	hla
璜	hlc
簧	hle
皇	hlf
喤	hlg
幌	hll
徨	hlo
肓	hlp
隍	hlq
荒	hlr
谎	hls
煌	hlt
癀	hlu
晃	hlv
凰	hlw
蝗	hlx
慌	hly
鳇	hlz
漷	hoa
夥	hob
𬴃	hoc
或	hoe
嚯	hog
和	hoi
攉	hon
伙	hoo
获	hor
火	hot
祸	hov
蠖	hox
霍	hoy
镬	hoz
浣	hra
獾	hrb
环	hrc
还	hrd
鹮	hrf
唤	hrg
缓	hrh
寰	hri
圜	hrj
桓	hrk
峘	hrl
换	hrn
奂	hrp
荁	hrr
焕	hrt
痪	hru
㬊	hrv
郇	hrw
豢	hry
鲩	hrz
洪	hsa
玒	hsc
轰	hse
哄	hsg
纮	hsh
宏	hsi
竑	hsj
弘	hsp
蕻	hsr
讧	hss
烘	hst
訇	hsw
虹	hsx
𫟹	hsz
湖	hua
狐	hub
瑚	huc
乎	hud
笏	hue
呼	hug
和	hui
囫	huj
槲	huk
岵	hul
壶	hum
弧	hup
忽	huq
葫	hur
胡	hut
户	huu
互	huv
糊	huw
蝴	hux
惚	huy
鳠	huz
汇	hva
慧	hvc
惠	hvd
毁	hvf
喙	hvg
绘	hvh
秽	hvi
回	hvj
桧	hvk
翙	hvl
恚	hvm
挥	hvn
徽	hvo
辉	hvp
隳	hvq
荟	hvr
讳	hvs
灰	hvt
麾	hvu
晦	hvv
蛔	hvx
悔	hvy
𬭬	hvz
嘿	hwg
𬭶	hwz
滑	hxa
猾	hxb
骅	hxc
画	hxd
划	hxe
哗	hxg
桦	hxk
化	hxo
觟	hxp
花	hxr
婳	hxw
铧	hxz
混	hya
珲	hyc
魂	hyd
碈	hyj
荤	hyr
馄	hys
昏	hyt
阍	hyw
惛	hyy
猴	hzb
逅	hzd
篌	hze
齁	hzf
吼	hzg
鲎	hzi
堠	hzm
候	hzo
厚	hzu
糇	hzw
鲘	hzz
汊	iaa
猹	iab
刹	iae
嚓	iag
察	iai
碴	iaj
杈	iak
嵖	ial
垞	iam
插	ian
侘	iao
叉	iap
蹅	iaq
茶	iar
诧	ias
衩	iav
姹	iaw
差	iay
镲	iaz
潮	ica
吵	icg
绰	ich
抄	icn
弨	icp
巢	icq
朝	ict
晁	icv
怊	icy
钞	icz
豺	idb
侪	ido
柴	idq
茝	idr
虿	idt
瘥	idu
差	idy
钗	idz
澈	iea
掣	iec
砗	iej
坼	iem
扯	ien
彻	ieo
尺	ieu
㬚	iev
琛	ifc
臣	ifd
嗔	ifg
𬘭	ifh
称	ifi
碜	ifj
郴	ifk
抻	ifn
尘	ifp
陈	ifq
谌	ifs
辰	ift
疢	ifu
晨	ifv
忱	ify
澄	iga
骋	igc
盛	ige
塍	igf
呈	igg
程	igi
橙	igk
承	igl
城	igm
撑	ign
惩	igo
丞	igp
酲	igq
诚	igs
庱	igu
晟	igv
蛏	igx
憕	igy
铖	igz
畅	ihb
鬯	ihe
肠	ihf
唱	ihg
尝	ihi
场	ihm
偿	iho
敞	ihp
菖	ihr
昶	iht
厂	ihu
昌	ihv
娼	ihw
长	ihx
怅	ihy
鲳	ihz
池	iia
魑	iib
驰	iic
豉	iid
篪	iie
胣	iif
嗤	iig
𫄨	iih
啻	iii
敕	iil
赤	iim
摛	iin
侈	iio
翅	iip
齿	iiq
茌	iir
饬	iis
炽	iit
迟	iiu
匙	iiv
蚩	iiw
螭	iix
耻	iiz
潺	ija
单	ijb
骣	ijc
觇	ijd
刬	ije
啴	ijg
缠	ijh
梴	ijk
巉	ijl
掺	ijn
儳	ijo
颤	ijp
躔	ijq
蒇	ijr
馋	ijs
𬊤	ijt
孱	iju
禅	ijv
阐	ijw
蝉	ijx
忏	ijy
铲	ijz
啜	ikg
搋	ikn
踹	ikq
噇	ilg
窗	ili
幢	ill
床	ilu
闯	ilw
怆	ily
逴	iod
辍	ioe
啜	iog
绰	ioh
龊	ioq
惙	ioy
船	ire
串	irg
氚	irh
穿	iri
椽	irk
遄	irl
川	irq
钏	irz
冲	isa
珫	isc
艟	ise
宠	isi
崇	isl
摏	isn
充	isp
茺	isr
翀	iss
虫	isx
憧	isy
铳	isz
滁	iua
䝙	iub
琡	iuc
亍	iud
黜	iuf
绌	iuh
础	iuj
楚	iuk
搐	iun
储	iuo
处	iup
除	iuq
矗	iut
厨	iuu
初	iuv
䢺	iuw
蜍	iux
怵	iuy
锄	iuz
圌	ivj
槌	ivk
捶	ivn
倕	ivo
陲	ivq
垂	ivt
锤	ivz
淳	iya
瑃	iyc
纯	iyh
椿	iyk
堾	iym
鹑	iyp
醇	iyq
莼	iyr
唇	iyt
蝽	iyx
蠢	iyy
䲠	iyz
畴	izb
筹	ize
臭	izf
绸	izh
愁	izi
杻	izk
帱	izl
仇	izo
丑	izp
酬	izq
雠	izt
瘳	izu
瞅	izv
惆	izy
津	jba
今	jbb
瑾	jbc
筋	jbe
噤	jbg
劲	jbh
晋	jbi
禁	jbk
巾	jbl
墐	jbm
仅	jbo
近	jbp
紧	jbq
荩	jbr
谨	jbs
烬	jbt
尽	jbu
襟	jbv
妗	jbw
金	jbz
济	jia
畸	jib
迹	jic
及	jid
基	jie
肌	jif
唧	jig
级	jih
积	jii
矶	jij
机	jik
棘	jil
吉	jim
技	jin
冀	jio
急	jip
际	jiq
藉	jir
记	jis
集	jit
疾	jiu
即	jiv
几	jiw
麂	jix
悸	jiy
鲫	jiz
净	jka
竟	jkb
静	jkc
胫	jkf
颈	jkh
竞	jkj
境	jkm
径	jko
京	jkp
阱	jkq
警	jkr
兢	jkt
痉	jku
睛	jkv
精	jkw
麖	jkx
惊	jky
镜	jkz
江	jla
豇	jld
膙	jlf
缰	jlh
礓	jlj
奖	jlo
疆	jlp
降	jlq
蒋	jlr
讲	jls
耩	jlt
匠	jlw
虹	jlx
姜	jly
鳉	jlz
减	jma
剑	jmb
犍	jmc
简	jme
腱	jmf
缄	jmh
蹇	jmi
碱	jmj
检	jmk
柬	jml
捡	jmn
件	jmo
剪	jmp
坚	jmq
荐	jmr
饯	jms
贱	jmt
肩	jmu
建	jmv
间	jmw
毽	jmx
键	jmz
浇	jna
矫	jnb
骄	jnc
较	jne
脚	jnf
嚼	jng
缴	jnh
觉	jni
礁	jnj
椒	jnk
峤	jnl
搅	jnn
侥	jno
交	jnp
跤	jnq
蕉	jnr
饺	jns
焦	jnt
教	jnw
蛟	jnx
恔	jny
铰	jnz
洁	jpa
界	jpb
絜	jpc
骱	jpd
戒	jpe
嗟	jpg
秸	jpi
竭	jpj
杰	jpk
孑	jpl
劫	jpm
接	jpn
街	jpo
解	jpp
阶	jpq
节	jpr
诫	jps
截	jpt
届	jpu
睫	jpv
姐	jpw
蚧	jpx
羯	jpy
鲒	jpz
酒	jqa
玖	jqc
救	jqd
舅	jqf
啾	jqg
纠	jqh
究	jqi
柩	jqk
九	jql
揪	jqn
韭	jqo
咎	jqp
旧	jqq
疚	jqu
阄	jqw
涓	jra
狷	jrb
鹃	jrg
绢	jrh
圈	jrj
捐	jrn
倦	jro
蠲	jrp
鄄	jrq
隽	jrt
娟	jrw
眷	jry
镌	jrz
泂	jsa
𬳶	jsc
䌹	jsh
窘	jsi
坰	jsm
炯	jst
扃	jsu
炅	jsv
迥	jsw
决	jta
獗	jtb
珏	jtc
嚼	jtg
绝	jth
砄	jtj
橛	jtk
崛	jtl
掘	jtn
倔	jto
角	jtp
蹶	jtq
蕨	jtr
诀	jts
爝	jtt
厥	jtu
矍	jtv
镢	jtz
沮	jua
矩	jub
驹	juc
具	jud
鞠	jue
腒	juf
咀	jug
秬	jui
砠	juj
橘	juk
岠	jul
弆	jum
拒	jun
俱	juo
举	jup
距	juq
菊	jur
讵	jus
炬	jut
局	juu
裾	juv
句	juw
惧	juy
聚	juz
浃	jxa
甲	jxb
珈	jxc
夹	jxd
笳	jxe
胛	jxf
斝	jxg
稼	jxi
枷	jxk
岬	jxl
嘉	jxm
加	jxn
假	jxo
贾	jxq
茄	jxr
痂	jxu
嫁	jxw
蛱	jxx
钾	jxz
浚	jya
畯	jyb
骏	jyc
筠	jye
䐃	jyf
皲	jyi
竣	jyj
峻	jyl
均	jym
捃	jyn
俊	jyo
菌	jyr
焌	jyt
君	jyv
麇	jyx
钧	jyz
胩	kaf
咖	kag
洘	kca
靠	kcc
栲	kck
拷	kcn
烤	kct
尻	kcu
铐	kcz
楷	kdk
凯	kdl
垲	kdm
揩	kdn
蒈	kdr
炌	kdt
闿	kdw
慨	kdy
铠	kdz
渴	kea
颗	keb
珂	kec
髁	ked
轲	kee
咳	keg
氪	keh
科	kei
磕	kej
柯	kek
岢	kel
壳	kem
牁	keo
刻	kep
苛	ker
课	kes
克	ket
疴	keu
瞌	kev
匼	kew
蝌	kex
恪	key
锞	kez
啃	kfg
恳	kfv
吭	kgg
硁	kgj
铿	kgz
𡐓	khm
抗	khn
伉	kho
亢	khp
炕	kht
糠	khw
慷	khy
钪	khz
龛	kjb
勘	kje
砍	kjj
槛	kjk
崁	kjl
堪	kjm
侃	kjo
莰	kjr
瞰	kjv
阚	kjw
会	kkb
筷	kke
脍	kkf
哙	kkg
块	kkm
㧟	kkn
侩	kko
蒯	kkr
鲙	kkz
洭	kla
狂	klb
筐	kle
哐	klg
