啊	a
孢	bcp
豹	bcq
宝	bcr
褒	bct
鸨	bcw
鲍	bcx
饱	bcy
褓	bcz
摆	bda
佰	bdb
柏	bdc
百	bde
稗	bdi
败	bdt
拜	bdx
倴	bfb
栟	bfc
锛	bfi
苯	bfl
坌	bfn
畚	bfp
奔	bft
笨	bfu
犇	bfv
贲	bfz
甭	bge
泵	bgg
甏	bgh
镚	bgi
绷	bgj
嘣	bgk
迸	bgn
蹦	bgp
琫	bgt
祊	bgz
搒	bha
傍	bhb
棒	bhc
邦	bhe
浜	bhf
磅	bhg
塝	bhh
镑	bhi
绑	bhj
𠳐	bhk
蒡	bhl
蚌	bhp
玤	bht
谤	bhw
彼	bib
陛	bid
逼	bie
泌	bif
弼	big
秘	bii
鄙	bik
蔽	bil
鼻	bim
弊	bin
闭	bio
币	bip
避	biq
舭	bir
婢	bis
碧	bit
笔	biu
必	biv
毕	biw
髀	bix
裨	biz
搬	bja
伴	bjb
板	bjc
阪	bjd
瓣	bje
湴	bjf
坂	bjh
钣	bji
绊	bjj
半	bjn
昄	bjo
靽	bjq
般	bjr
班	bjt
版	bju
𨭉	bjz
兵	bka
柄	bkc
丙	bke
冰	bkf
炳	bkg
秉	bki
病	bkn
昺	bko
蛃	bkp
屏	bkq
饼	bky
禀	bkz
抃	bma
便	bmb
辩	bme
汴	bmf
煸	bmg
编	bmj
变	bmk
苄	bml
匾	bmo
蝙	bmp
遍	bmq
贬	bmt
笾	bmu
忭	bmv
鳊	bmx
卞	bmz
摽	bna
俵	bnb
标	bnc
膘	bne
瀌	bnf
熛	bng
镖	bni
藨	bnl
瘭	bnn
飑	bno
婊	bns
飙	bnt
幖	bnv
彪	bnx
裱	bnz
播	boa
伯	bob
柏	boc
脖	boe
波	bof
礴	bog
僰	boh
钵	boi
啵	bok
薄	bol
帛	bom
跛	bop
剥	boq
舶	bor
玻	bot
簸	bou
驳	bov
卜	box
饽	boy
勃	boz
癿	bpm
憋	bpn
捕	bua
堡	bub
埠	buh
钚	bui
哺	buk
蔀	bul
逋	bum
晡	buo
步	bup
瓿	buq
簿	buu
怖	buv
卜	bux
醭	buy
布	buz
倍	bwb
杯	bwc
糒	bwd
𬇙	bwf
碑	bwg
钡	bwi
呗	bwk
蓓	bwl
卑	bwm
备	bwq
贝	bwt
北	bwu
悖	bwv
孛	bwz
嚓	cak
操	cca
槽	ccc
糙	ccd
曹	cce
漕	ccf
𥕢	ccg
嘈	cck
螬	ccp
艚	ccr
偲	cdb
材	cdc
蔡	cdl
睬	cdo
踩	cdp
猜	cdq
彩	cds
财	cdt
裁	cdz
侧	ceb
测	cef
厕	cen
册	ceo
恻	cev
涔	cff
参	cfp
噌	cgk
嶒	cgm
蹭	cgp
层	cgq
伧	chb
沧	chf
苍	chl
仓	cho
舱	chr
伺	cib
糍	cid
瓷	cif
磁	cig
刺	cih
呲	cik
茨	cil
慈	cin
此	cip
赐	cit
词	ciw
差	cix
辞	ciz
灿	cjg
䅟	cji
黪	cjm
餐	cjs
蚕	cjt
惨	cjv
措	coa
棤	coc
脞	coe
磋	cog
锉	coi
莝	col
嵯	com
厝	con
蹉	cop
瑳	cot
矬	cox
攒	cra
镩	cri
汆	cro
蹿	crp
篡	cru
枞	csc
匆	cse
淙	csf
熜	csg
葱	csl
丛	cso
琮	cst
骢	csv
聪	csw
囱	csy
徂	cub
粗	cud
蔟	cul
蹴	cup
猝	cuq
蹙	cus
簇	cuu
醋	cuy
卒	cuz
摧	cva
催	cvb
榱	cvc
粹	cvd
淬	cvf
缞	cvj
啐	cvk
萃	cvl
崔	cvm
瘁	cvn
翠	cvr
璀	cvt
悴	cvv
毳	cvy
邨	cye
皴	cyp
忖	cyv
寸	cyy
存	cyz
腠	cze
辏	czr
打	daa
溚	daf
炟	dag
垯	dah
𨱏	dai
哒	dak
荙	dal
瘩	dan
跶	dap
鞑	daq
妲	das
达	dat
答	dau
怛	dav
沓	dax
褡	daz
捣	dca
倒	dcb
盗	dcf
稻	dci
叨	dck
道	dcn
导	dco
岛	dcp
舠	dcr
纛	dct
悼	dcv
刀	dcx
祷	dcz
代	ddb
叇	dde
埭	ddh
绐	ddj
呆	ddk
怠	ddp
逮	ddq
轪	ddr
歹	dds
大	ddt
骀	ddv
戴	ddz
德	deb
地	deh
锝	dei
嘚	dek
澄	dgf
灯	dgg
镫	dgi
噔	dgk
嶝	dgm
瞪	dgo
蹬	dgp
邓	dgq
登	dgs
璒	dgt
挡	dha
档	dhc
𬍡	dhf
砀	dhg
垱	dhh
铛	dhi
荡	dhl
党	dhr
珰	dht
筜	dhu
谠	dhw
凼	dhx
裆	dhz
抵	dia
低	dib
棣	dic
弟	did
髢	die
滴	dif
砥	dig
地	dih
镝	dii
缔	dij
嘀	dik
蒂	dil
底	din
睇	dio
䗖	dip
狄	diq
帝	dir
娣	dis
迪	dit
第	diu
谛	diw
骶	dix
敌	diz
担	dja
儋	djb
单	djc
胆	dje
淡	djf
弹	djg
𬘘	djj
啖	djk
萏	djl
疸	djn
丹	djo
蛋	djp
殚	djs
赕	djt
箪	dju
惮	djv
诞	djw
氮	djz
仃	dkb
腚	dke
碇	dkg
钉	dki
叮	dkk
萣	dkl
疔	dkn
盯	dko
町	dkt
订	dkw
顶	dky
垫	dma
佃	dmb
阽	dmd
淀	dmf
碘	dmg
坫	dmh
钿	dmi
巅	dmm
店	dmn
典	dmo
踮	dmp
殿	dmq
电	dmt
簟	dmu
惦	dmv
颠	dmz
凋	dnf
刁	dng
钓	dni
吊	dnk
雕	dno
貂	dnq
窎	dnr
调	dnw
鲷	dnx
掇	doa
堕	dod
垛	doh
铎	doi
哆	dok
度	don
朵	doo
踱	dop
剟	doq
舵	dor
夺	dot
惰	dov
躲	doy
亸	doz
耋	dpb
楪	dpc
碟	dpg
堞	dph
绖	dpj
喋	dpk
𫶇	dpm
昳	dpo
跌	dpp
叠	dpq
瓞	dps
牒	dpu
谍	dpw
迭	dpx
铥	dqi
椴	drc
煅	drg
塅	drh
锻	dri
缎	drj
耑	drm
段	drp
端	drq
瑖	drt
簖	dru
短	drx
侗	dsb
栋	dsc
胴	dse
洞	dsf
硐	dsg
垌	dsh
咚	dsk
董	dsl
岽	dsm
𬟽	dsp
冬	dsq
东	dsr
懂	dsv
氡	dsz
杜	duc
肚	due
渡	duf
厾	dug
堵	duh
镀	dui
嘟	duk
芏	dul
黩	dum
度	dun
睹	duo
独	duq
蠹	dur
妒	dus
毒	dut
笃	duu
犊	duv
读	duw
督	dux
队	dvd
碓	dvg
堆	dvh
兑	dvn
怼	dvq
祋	dvz
嘚	dwk
嗲	dxk
沌	dyf
炖	dyg
墩	dyh
钝	dyi
吨	dyk
盹	dyo
盾	dyp
惇	dyv
敦	dyz
抖	dza
陡	dzd
豆	dze
斗	dzf
钭	dzi
蔸	dzl
兜	dzm
痘	dzn
蚪	dzp
窦	dzr
篼	dzu
读	dzw
扼	eea
俄	eeb
阿	eed
腭	eee
涐	eef
𥔲	eeg
堨	eeh
锷	eei
呃	eek
萼	eel
峨	eem
厄	een
遏	eeo
鹅	eep
屙	eeq
额	eer
娥	ees
噩	eet
垩	eeu
愕	eev
讹	eew
鳄	eex
饿	eey
摁	ena
蒽	enl
陑	erd
二	ere
洱	erf
铒	eri
咡	erk
贰	ers
珥	ert
耳	erw
尔	erx
饵	ery
伐	fab
砝	fag
阀	fao
乏	fap
罚	far
珐	fat
筏	fau
份	ffb
焚	ffc
粉	ffd
汾	fff
坟	ffh
纷	ffj
吩	ffk
芬	ffl
鼢	ffm
忿	ffn
豮	ffq
翂	ffr
奋	fft
愤	ffv
鲼	ffx
酚	ffy
氛	ffz
俸	fgb
枫	fgc
冯	fgf
烽	fgg
封	fgh
锋	fgi
缝	fgj
唪	fgk
葑	fgl
峰	fgm
疯	fgn
凤	fgo
蜂	fgp
逢	fgq
丰	fgt
讽	fgw
奉	fgx
仿	fhb
枋	fhc
防	fhd
肪	fhe
坊	fhh
钫	fhi
纺	fhj
芳	fhl
昉	fho
放	fhp
房	fhq
舫	fhr
妨	fhs
牥	fhv
访	fhw
鲂	fhx
繁	fjb
樊	fjc
泛	fjf
烦	fjg
墦	fjh
钒	fji
范	fjl
凡	fjo
返	fjp
犯	fjq
翻	fjs
贩	fjt
帆	fjv
饭	fjy
扶	fua
佛	fub
桴	fuc
附	fud
服	fue
浮	fuf
砆	fug
垺	fuh
馥	fui
缚	fuj
咐	fuk
芙	ful
甫	fum
父	fun
匐	fuo
弗	fup
富	fur
妇	fus
夫	fut
符	fuu
幅	fuv
讣	fuw
负	fux
覆	fuy
福	fuz
榧	fwc
肥	fwe
沸	fwf
飞	fwg
镄	fwi
绯	fwj
啡	fwk
菲	fwl
废	fwn
匪	fwo
费	fwp
扉	fwq
妃	fws
斐	fwu
悱	fwv
诽	fww
鲱	fwx
霏	fwy
否	fze
缶	fzv
伽	gab
戛	gae
钆	gai
嘎	gak
旮	gal
尕	gam
尜	gat
搞	gca
槁	gcc
糕	gcd
稿	gci
缟	gcj
藁	gcl
皋	gcm
杲	gco
睾	gcp
篙	gcu
告	gcv
诰	gcw
羔	gcx
膏	gcz
概	gdc
陔	gdd
丐	gde
溉	gdf
垓	gdh
钙	gdi
荄	gdl
戤	gdm
改	gdo
赅	gdt
盖	gdx
搁	gea
仡	geb
格	gec
隔	ged
胳	gee
滆	gef
硌	geg
圪	geh
铬	gei
咯	gek
葛	gel
疙	gen
阁	geo
蛤	gep
革	geq
割	ger
戈	ges
骼	gex
哥	gey
袼	gez
根	gfc
亘	gfe
哏	gfk
茛	gfl
艮	gfo
梗	ggc
浭	ggf
𬒔	ggg
埂	ggh
绠	ggj
哽	ggk
庚	ggn
暅	ggo
耕	ggp
耿	ggw
羹	ggx
扛	gha
杠	ghc
肛	ghe
港	ghf
戆	ghg
堽	ghh
钢	ghi
纲	ghj
岗	ghm
冈	gho
罡	ghr
筻	ghu
缸	ghv
擀	gja
杆	gjc
肝	gje
泔	gjf
敢	gjg
坩	gjh
秆	gji
绀	gjj
苷	gjl
疳	gjn
旰	gjo
赶	gjp
甘	gjq
玕	gjt
竿	gju
鳡	gjx
酐	gjy
干	gjz
拐	gka
夬	gkg
乖	gkz
桄	glc
胱	gle
洸	glf
垙	glh
咣	glk
广	gln
逛	glq
𨐈	glr
珖	glt
椁	goc
粿	god
腘	goe
涡	gof
埚	goh
锅	goi
呙	gok
崞	gom
馘	gon
国	goo
蝈	gop
虢	gos
果	got
帼	gov
聒	gow
馃	goy
郭	goz
掼	gra
倌	grb
棺	grc
贯	gre
灌	grf
爟	grg
纶	grj
莞	grl
盥	grp
观	grq
官	grr
琯	grt
管	gru
惯	grv
鳏	grx
馆	gry
祼	grz
拱	gsa
供	gsb
肱	gse
弓	gsg
功	gsk
共	gsl
公	gsn
蚣	gsp
宫	gsr
珙	gst
觥	gsx
躬	gsy
估	gub
梏	guc
股	gue
沽	guf
鼓	guh
锢	gui
咕	guk
菇	gul
崮	gum
顾	gun
固	guo
孤	gup
古	guq
轱	gur
姑	gus
箍	guu
牯	guv
诂	guw
骨	gux
贾	guy
柜	gvc
鬼	gve
硅	gvg
圭	gvh
归	gvm
庋	gvn
闺	gvo
贵	gvp
轨	gvr
癸	gvs
瑰	gvt
簋	gvu
诡	gvw
龟	gvx
栝	gxc
胍	gxe
卦	gxh
呱	gxk
寡	gxr
瓜	gxs
诖	gxw
刮	gxz
棍	gyc
磙	gyg
绲	gyj
辊	gyr
衮	gyt
鲧	gyx
佝	gzb
构	gzc
沟	gzf
垢	gzh
钩	gzi
缑	gzj
苟	gzl
岣	gzm
勾	gzo
狗	gzq
媾	gzs
购	gzt
篝	gzu
诟	gzw
铪	hai
蛤	hap
浩	hcf
郝	hch
号	hck
蒿	hcl
皓	hcm
昊	hco
耗	hcp
貉	hcq
毫	hcz
胲	hde
海	hdf
亥	hdj
嗨	hdk
孩	hdp
害	hdr
骇	hdv
骸	hdx
醢	hdy
氦	hdz
何	heb
核	hec
河	hef
熇	heg
赫	heh
禾	hei
劾	hej
喝	hek
荷	hel
盒	heo
贺	hep
貉	heq
鹤	her
诃	hew
壑	hex
饸	hey
褐	hez
痕	hfn
狠	hfq
恨	hfv
𬣳	hfw
衡	hgb
横	hgc
堼	hgh
哼	hgk
蘅	hgl
姮	hgs
珩	hgt
恒	hgv
亨	hgz
杭	hhc
沆	hhf
绗	hhj
吭	hhk
巷	hhl
航	hhr
夯	hht
颃	hhz
撼	hja
含	hjd
汗	hjf
函	hjg
垾	hjh
喊	hjk
菡	hjl
鼾	hjm
旱	hjo
蚶	hjp
邯	hjq
寒	hjr
琀	hjt
憾	hjv
酣	hjy
韩	hjz
徊	hkb
槐	hkc
淮	hkf
踝	hkp
怀	hkv
徨	hlb
隍	hld
潢	hlf
煌	hlg
锽	hli
喤	hlk
荒	hll
皇	hlm
癀	hln
晃	hlo
蝗	hlp
艎	hlr
媓	hls
璜	hlt
簧	hlu
慌	hlv
谎	hlw
鳇	hlx
肓	hlz
攉	hoa
伙	hob
漷	hof
火	hog
和	hoi
嚯	hok
获	hol
蠖	hop
豁	hor
或	hos
夥	hot
𬴃	hov
霍	hoy
祸	hoz
换	hra
桓	hrc
还	hre
浣	hrf
焕	hrg
锾	hri
缓	hrj
唤	hrk
荁	hrl
峘	hrm
痪	hrn
圜	hro
獾	hrq
寰	hrr
环	hrt
奂	hrx
洪	hsf
弘	hsg
𫟹	hsi
纮	hsj
哄	hsk
蕻	hsl
谼	hsn
訇	hso
虹	hsp
竑	hsq
轰	hsr
玒	hst
讧	hsw
翃	hsz
槲	huc
糊	hud
忽	hue
湖	huf
弧	hug
壶	huh
和	hui
呼	huk
葫	hul
岵	hum
囫	huo
乎	hup
户	huq
轷	hur
嫭	hus
瑚	hut
笏	huu
惚	huv
虎	hux
醐	huy
祜	huz
挥	hva
徽	hvb
桧	hvc
隳	hvd
惠	hve
汇	hvf
烩	hvg
恚	hvh
秽	hvi
绘	hvj
喙	hvk
荟	hvl
毁	hvm
麾	hvn
回	hvo
蛔	hvp
翚	hvr
慧	hvt
悔	hvv
讳	hvw
灰	hvz
𬭶	hwi
嘿	hwk
化	hxb
桦	hxc
画	hxe
滑	hxf
铧	hxi
哗	hxk
花	hxl
猾	hxq
划	hxs
砉	hxt
骅	hxv
觟	hxx
昏	hya
魂	hye
混	hyf
碈	hyg
荤	hyl
阍	hyo
珲	hyt
惛	hyv
诨	hyw
馄	hyy
候	hzb
糇	hzd
堠	hzh
𬭤	hzi
吼	hzk
齁	hzm
厚	hzn
逅	hzp
猴	hzq
鲎	hzr
篌	hzu
骺	hzx
插	iaa
侘	iab
杈	iac
𥻗	iad
刹	iae
汊	iaf
碴	iag
垞	iah
镲	iai
嚓	iak
茶	ial
嵖	iam
岔	ian
蹅	iap
叉	iaq
察	iar
姹	ias
诧	iaw
差	iax
馇	iay
衩	iaz
抄	ica
潮	icf
炒	icg
钞	ici
绰	icj
吵	ick
巢	icm
晁	ico
耖	icp
怊	icv
朝	icz
侪	idb
钗	idi
茝	idl
瘥	idn
柴	idp
豺	idq
差	idx
虿	idz
扯	iea
彻	ieb
澈	ief
砗	ieg
坼	ieh
㬚	ieo
尺	ieq
掣	iev
辰	ifa
郴	ifc
陈	ifd
碜	ifg
称	ifi
𬘭	ifj
嗔	ifk
疢	ifn
晨	ifo
趁	ifp
宸	ifr
尘	ift
忱	ifv
谌	ifw
臣	ify
衬	ifz
撑	iga
惩	igb
橙	igc
塍	ige
澄	igf
丞	igg
城	igh
程	igi
呈	igk
庱	ign
晟	igo
承	igp
宬	igr
盛	igs
琤	igt
骋	igv
诚	igw
酲	igy
裎	igz
偿	ihb
肠	ihe
场	ihh
𬬮	ihi
唱	ihk
菖	ihl
厂	ihn
昌	iho
猖	ihq
尝	ihr
娼	ihs
畅	iht
怅	ihv
昶	ihx
长	ihz
鸱	iia
侈	iib
豉	iie
池	iif
炽	iig
赤	iih
𫄨	iij
嗤	iik
茌	iil
痴	iin
匙	iio
齿	iip
迟	iiq
啻	iir
媸	iis
篪	iiu
驰	iiv
耻	iiw
饬	iiy
褫	iiz
掺	ija
儳	ijb
单	ijc
潺	ijf
𬊤	ijg
铲	iji
缠	ijj
啴	ijk
蒇	ijl
巉	ijm
廛	ijn
阐	ijo
蝉	ijp
孱	ijq
婵	ijs
忏	ijv
谄	ijw
觇	ijx
馋	ijy
颤	ijz
搋	ika
啜	ikk
踹	ikp
噇	ilk
床	iln
闯	ilo
窗	ilr
幢	ilv
绰	ioj
啜	iok
龊	iop
辍	ior
惙	iov
逴	iox
椽	irc
钏	iri
串	irk
川	irm
穿	irr
舛	irs
氚	irz
摏	isa
冲	isf
铳	isi
茺	isl
崇	ism
虫	isp
宠	isr
珫	ist
憧	isv
舂	isx
充	isz
搐	iua
储	iub
楚	iuc
除	iud
亍	iue
滁	iuf
础	iug
锄	iui
绌	iuj
黜	ium
厨	iun
䢺	iuo
躇	iup
处	iuq
琡	iut
怵	iuv
触	iux
初	iuz
捶	iva
倕	ivb
槌	ivc
陲	ivd
炊	ivg
锤	ivi
圌	ivo
垂	ivz
唇	iya
椿	iyc
淳	iyf
堾	iyh
𬭚	iyi
纯	iyj
莼	iyl
蝽	iyp
瑃	iyt
蠢	iyx
醇	iyy
鹑	iyz
仇	izb
杻	izc
丑	izg
愁	izi
绸	izj
臭	izm
瘳	izn
瞅	izo
踌	izp
畴	izt
筹	izu
惆	izv
酬	izy
仅	jbb
禁	jbc
今	jbd
津	jbf
烬	jbg
墐	jbh
金	jbi
缙	jbj
劲	jbk
荩	jbl
紧	jbm
近	jbn
尽	jbq
妗	jbs
瑾	jbt
筋	jbu
巾	jbv
谨	jbw
馑	jby
襟	jbz
技	jia
伎	jib
机	jic
际	jid
击	jie
济	jif
矶	jig
吉	jih
积	jii
级	jij
迹	jik
藉	jil
及	jim
疾	jin
几	jio
亟	jip
基	jiq
寄	jir
嫉	jis
畸	jit
籍	jiu
集	jiv
记	jiw
急	jix
饥	jiy
剂	jiz
径	jkb
精	jkd
胫	jke
净	jkf
竟	jkg
境	jkh
镜	jki
麖	jkj
颈	jkk
警	jkl
鼱	jkm
痉	jkn
睛	jko
旌	jkp
竞	jkq
婧	jks
静	jkt
惊	jkv
鲸	jkx
京	jkz
僵	jlb
降	jld
豇	jle
江	jlf
疆	jlg
缰	jlj
蒋	jll
匠	jlo
耩	jlp
奖	jlu
讲	jlw
姜	jlx
捡	jma
件	jmb
检	jmc
腱	jme
减	jmf
碱	jmg
柬	jmh
键	jmi
缄	jmj
荐	jml
坚	jmm
剪	jmn
间	jmo
践	jmp
建	jmq
舰	jmr
奸	jms
尖	jmt
简	jmu
犍	jmv
谏	jmw
鲣	jmx
饯	jmy
裥	jmz
搅	jna
教	jnb
椒	jnc
脚	jne
浇	jnf
礁	jng
铰	jni
缴	jnj
嚼	jnk
蕉	jnl
剿	jnm
跤	jnp
狡	jnq
较	jnr
娇	jns
璬	jnt
焦	jnv
角	jnx
饺	jny
交	jnz
接	jpa
街	jpb
杰	jpc
阶	jpd
洁	jpf
碣	jpg
劫	jph
秸	jpi
嗟	jpk
节	jpl
疥	jpn
介	jpo
孑	jpp
届	jpq
姐	jps
界	jpt
悈	jpv
皆	jpw
解	jpx
截	jpz
揪	jqa
僦	jqb
柩	jqc
救	jqe
酒	jqf
纠	jqj
啾	jqk
九	jql
旧	jqm
疚	jqn
阄	jqo
赳	jqp
咎	jqq
究	jqr
玖	jqt
韭	jqu
鹫	jqz
捐	jra
倦	jrb
涓	jrf
焆	jrg
镌	jri
绢	jrj
鹃	jrk
蠲	jrn
圈	jro
狷	jrq
娟	jrs
隽	jrv
眷	jrx
鄄	jry
泂	jsf
炯	jsg
坰	jsh
䌹	jsj
迥	jso
扃	jsq
窘	jsr
𬳶	jsv
颎	jsw
掘	jta
倔	jtb
橛	jtc
决	jtf
爝	jtg
镢	jti
绝	jtj
嚼	jtk
蕨	jtl
崛	jtm
厥	jtn
矍	jto
蹶	jtp
獗	jtq
爵	jts
珏	jtt
𫘝	jtv
诀	jtw
角	jtx
拒	jua
俱	jub
橘	juc
腒	jue
沮	juf
炬	jug
弆	juh
锯	jui
咀	juk
菊	jul
岠	jum
疽	jun
句	juo
距	jup
局	juq
车	jur
娵	jus
举	jut
筥	juu
惧	juv
聚	juw
具	jux
醵	juy
裾	juz
假	jxb
枷	jxc
夹	jxe
浃	jxf
嘉	jxh
稼	jxi
斝	jxk
茄	jxl
岬	jxm
痂	jxn
加	jxp
嫁	jxs
甲	jxt
笳	jxu
贾	jxy
捃	jya
俊	jyb
䐃	jye
浚	jyf
焌	jyg
均	jyh
钧	jyi
麇	jyj
菌	jyl
峻	jym
晙	jyo
君	jyq
皲	jyr
珺	jyt
筠	jyu
骏	jyv
鲪	jyx
胩	kae
咖	kak
拷	kca
栲	kcc
洘	kcf
烤	kcg
铐	kci
尻	kcq
靠	kcv
揩	kda
楷	kdc
炌	kdg
垲	kdh
铠	kdi
蒈	kdl
凯	kdm
闿	kdo
慨	kdv
柯	kec
渴	kef
磕	keg
壳	keh
科	kei
刻	kej
咳	kek
苛	kel
岢	kem
疴	ken
瞌	keo
蝌	kep
克	keq
客	ker
颗	ket
牁	keu
恪	kev
课	kew
髁	kex
氪	kez
啃	kfk
恳	kfo
裉	kfz
硁	kgg
铿	kgi
吭	kgk
抗	kha
伉	khb
糠	khd
炕	khg
𡐓	khh
钪	khi
闶	kho
慷	khv
𩾌	khx
亢	khz
侃	kjb
槛	kjc
砍	kjg
堪	kjh
莰	kjl
崁	kjm
瞰	kjo
勘	kjq
㧟	kka
侩	kkb
脍	kke
块	kkh
哙	kkk
蒯	kkl
会	kko
狯	kkq
筷	kku
鲙	kkx
框	klc
洭	klf
矿	klg
圹	klh
纩	klj
哐	klk
邝	kln
旷	klo
狂	klq
夼	klt
筐	klu
诳	klw
括	koa
廓	kon
阔	koo
蛞	kop
宽	krr
髋	krx
控	ksa
倥	ksb
硿	ksg
埪	ksh
恐	ksk
崆	ksm
孔	ksp
箜	ksu
枯	kuc
矻	kug
绔	kuj
哭	kuk
库	kun
圐	kuo
窟	kur
刳	kut
骷	kux
酷	kuy
裤	kuz
揆	kva
傀	kvb
