啊	a
剥	bcv
饱	bcw
孢	bcx
雹	bcy
褒	bcz
柏	bdk
败	bdm
百	bdo
拜	bdr
佰	bds
苯	bfa
贲	bfc
笨	bfj
畚	bfk
锛	bfn
奔	bfp
倴	bfs
坌	bfv
甏	bgg
镚	bgn
甭	bgo
嘣	bgp
泵	bgu
迸	bgv
琫	bgw
蹦	bgz
蒡	bha
谤	bhe
浜	bhf
塝	bhg
棒	bhk
镑	bhn
邦	bho
𠳐	bhp
傍	bhs
膀	bht
磅	bhu
蚌	bhv
玤	bhw
绑	bhz
必	bia
舭	bib
婢	bic
髀	bid
庇	bie
泌	bif
裨	big
避	bih
笔	bij
闭	bil
赑	bim
铋	bin
逼	bio
鄙	bip
陛	biq
狴	bir
彼	bis
币	bit
弊	biv
碧	biw
鼻	biy
跸	biz
般	bjb
瘢	bje
湴	bjf
坂	bjg
板	bjk
钣	bjn
版	bjo
瓣	bjp
阪	bjq
靽	bjr
伴	bjs
昄	bjt
半	bjv
班	bjw
绊	bjz
炳	bkb
病	bke
冰	bkf
屏	bkh
柄	bkk
禀	bkn
秉	bko
兵	bkr
昺	bkt
蛃	bkv
饼	bkw
忭	bma
煸	bmb
变	bmc
鳊	bmd
汴	bmf
褊	bmg
遍	bmh
笾	bmj
弁	bmk
匾	bml
贬	bmm
卞	bmn
抃	bmo
辩	bmp
鞭	bmr
便	bms
昪	bmt
砭	bmu
蝙	bmv
编	bmz
藨	bna
幖	bnb
婊	bnc
鳔	bnd
瘭	bne
瀌	bnf
裱	bng
标	bnk
飑	bnl
镖	bnn
摽	bno
飙	bnp
俵	bns
膘	bnt
薄	boa
舶	bob
勃	boc
僰	bod
波	bof
袯	bog
擘	boh
簸	boj
柏	bok
钵	bon
播	boo
啵	bop
伯	bos
脖	bot
礴	bou
剥	bov
玻	bow
帛	boy
跛	boz
瘪	bpe
憋	bpv
癿	bpy
怖	bua
布	buc
补	bug
逋	buh
簿	buj
醭	bum
钚	bun
捕	buo
哺	bup
堡	bus
晡	but
步	buz
蓓	bwa
焙	bwb
孛	bwc
𬇙	bwf
褙	bwg
臂	bwh
杯	bwk
贝	bwm
钡	bwn
北	bwo
呗	bwp
备	bwq
狈	bwr
倍	bws
碑	bwu
琲	bww
卑	bwy
嚓	cap
艚	ccb
漕	ccf
槽	cck
操	cco
嘈	ccp
糙	ccq
𥕢	ccu
螬	ccv
蔡	cda
裁	cdc
材	cdk
财	cdm
猜	cdr
彩	cds
睬	cdt
踩	cdz
恻	cea
厕	cee
测	cef
册	cel
侧	ces
涔	cff
参	cfk
层	cgh
噌	cgp
蹭	cgz
苍	cha
舱	chb
沧	chf
仓	cho
伧	chs
茨	cia
辞	cic
刺	cid
词	cie
瓷	cif
祠	cig
赐	cim
呲	cip
糍	ciq
差	cir
伺	cis
磁	ciu
慈	civ
玼	ciw
此	ciz
惨	cja
灿	cjb
䅟	cjo
蚕	cjp
餐	cjr
璨	cjw
黪	cjy
莝	coa
矬	cob
鹾	coc
厝	coe
嵯	coh
棤	cok
锉	con
措	coo
脞	cot
磋	cou
瑳	cow
蹉	coz
篡	crj
镩	crn
攒	cro
爨	crt
蹿	crz
葱	csa
熜	csb
淙	csf
枞	csk
丛	cso
聪	csr
匆	cst
琮	csw
囱	csx
蔟	cua
蹙	cue
簇	cuj
醋	cum
卒	cun
粗	cuq
猝	cur
徂	cus
蹴	cuz
悴	cva
瘁	cve
淬	cvf
崔	cvh
榱	cvk
摧	cvo
啐	cvp
粹	cvq
催	cvs
毳	cvv
璀	cvw
翠	cvx
缞	cvz
忖	cya
存	cyc
皴	cyk
邨	cyo
寸	cyq
辏	czb
腠	czt
怛	daa
炟	dab
妲	dac
瘩	dae
溚	daf
褡	dag
答	daj
𨱏	dan
打	dao
达	dap
沓	daq
鞑	dar
鿎	dau
跶	daz
悼	dca
帱	dcb
鱽	dcd
盗	dcf
祷	dcg
稻	dco
叨	dcp
导	dcq
倒	dcs
氘	dcu
道	dcv
纛	dcw
刀	dcy
蹈	dcz
骀	dda
轪	ddb
戴	ddc
埭	ddg
怠	ddk
叇	ddo
呆	ddp
歹	ddr
代	dds
逮	ddv
玳	ddw
绐	ddz
地	deg
锝	den
嘚	dep
德	des
灯	dgb
澄	dgf
嶝	dgh
镫	dgn
噔	dgp
邓	dgq
登	dgr
瞪	dgt
磴	dgu
璒	dgw
蹬	dgz
荡	dha
谠	dhe
𬍡	dhf
裆	dhg
党	dhi
筜	dhj
档	dhk
铛	dhn
挡	dho
凼	dhq
砀	dhu
珰	dhw
蒂	dia
弟	dib
敌	dic
骶	did
底	die
滴	dif
地	dig
帝	dii
第	dij
棣	dik
镝	din
抵	dio
嘀	dip
邸	diq
狄	dir
低	dis
睇	dit
砥	diu
迪	div
玓	diw
翟	dix
缔	diz
惮	dja
单	djb
诞	dje
淡	djf
箪	djj
丹	djl
赕	djm
亶	djn
担	djo
啖	djp
耽	djr
儋	djs
旦	djt
氮	dju
弹	djw
蛋	djz
萣	dka
订	dke
酊	dkm
钉	dkn
叮	dkp
顶	dkq
耵	dkr
仃	dks
盯	dkt
碇	dku
町	dkv
玎	dkw
惦	dma
颠	dmc
店	dme
淀	dmf
坫	dmg
殿	dmh
簟	dmj
典	dml
钿	dmn
垫	dmo
阽	dmq
佃	dms
碘	dmu
电	dmv
玷	dmw
踮	dmz
鲷	dnd
调	dne
凋	dnf
窎	dni
雕	dnl
钓	dnn
吊	dnp
貂	dnr
碉	dnu
刁	dnw
惰	doa
舵	dob
度	doe
垛	dog
朵	dol
铎	don
掇	doo
夺	dop
堕	doq
饳	dow
躲	dox
踱	doz
迭	dpb
鲽	dpd
谍	dpe
堞	dpg
𫶇	dph
楪	dpk
牒	dpo
喋	dpp
叠	dpq
瓞	dps
昳	dpt
碟	dpu
蝶	dpv
跌	dpz
铥	dqn
短	drb
塅	drg
耑	drh
簖	drj
椴	drk
锻	drn
段	drt
瑖	drw
端	drz
懂	dsa
东	dsb
洞	dsf
垌	dsg
岽	dsh
栋	dsk
咚	dsp
冬	dsq
侗	dss
胴	dst
氡	dsu
𬟽	dsv
犊	dua
督	duc
髑	dud
度	due
渡	duf
堵	dug
蠹	dui
笃	duj
杜	duk
阇	dul
赌	dum
镀	dun
牍	duo
嘟	dup
独	dur
肚	dut
毒	duw
黩	duy
堆	dvg
队	dvq
碓	dvu
兑	dvv
嘚	dwp
嗲	dxp
惇	dya
炖	dyb
趸	dyc
沌	dyf
墩	dyg
敦	dyn
吨	dyp
盾	dyt
礅	dyu
蹲	dyz
蔸	dza
痘	dze
斗	dzf
窦	dzi
篼	dzj
钭	dzn
豆	dzo
陡	dzq
蚪	dzv
兜	dzy
愕	eea
轭	eeb
娥	eec
鳄	eed
厄	eee
涐	eef
堨	eeg
峨	eeh
额	eei
垩	eem
锷	een
扼	eeo
呃	eep
阿	eeq
俄	ees
鹅	eet
𥔲	eeu
蛾	eev
饿	eew
蒽	ena
摁	eno
鲕	erd
贰	ere
洱	erf
铒	ern
二	ero
咡	erp
陑	erq
耳	err
饵	erw
尔	ery
筏	faj
阀	fal
伐	fas
乏	fat
砝	fau
珐	faw
罚	fax
愤	ffa
鲼	ffd
汾	fff
坟	ffg
焚	ffk
酚	ffm
奋	ffp
粉	ffq
豮	ffr
份	ffs
氛	ffu
忿	ffv
玢	ffw
翂	ffx
鼢	ffy
纷	ffz
葑	fga
烽	fgb
疯	fge
冯	fgf
封	fgg
峰	fgh
枫	fgk
凤	fgl
赗	fgm
锋	fgn
唪	fgp
逢	fgq
奉	fgr
俸	fgs
砜	fgu
蜂	fgv
丰	fgw
缝	fgz
芳	fha
舫	fhb
妨	fhc
鲂	fhd
访	fhe
坊	fhg
房	fhh
放	fhi
枋	fhk
钫	fhn
防	fhq
仿	fhs
肪	fht
蚄	fhv
纺	fhz
范	fja
烦	fjb
泛	fjf
墦	fjg
樊	fjk
凡	fjl
贩	fjm
钒	fjn
犯	fjr
翻	fjs
返	fjt
矾	fju
畈	fjv
饭	fjw
蹯	fjz
芙	fua
幅	fub
妇	fuc
鲋	fud
府	fue
浮	fuf
福	fug
甫	fuh
富	fui
符	fuj
弗	fuk
匐	ful
覆	fum
𫓧	fun
副	fuo
夫	fup
附	fuq
付	fur
佛	fus
服	fut
氟	fuu
父	fuv
麸	fuw
罘	fux
负	fuy
赴	fuz
菲	fwa
妃	fwc
鲱	fwd
废	fwe
沸	fwf
扉	fwh
篚	fwj
费	fwk
匪	fwl
镄	fwn
斐	fwo
啡	fwp
狒	fwr
肥	fwt
飞	fww
霏	fwy
绯	fwz
缶	fza
否	fzo
旮	gaj
钆	gan
戛	gao
嘎	gap
伽	gas
尕	gat
告	gca
诰	gce
篙	gcj
槁	gck
膏	gcn
搞	gco
糕	gcq
羔	gcr
睾	gct
皋	gcy
缟	gcz
荄	gda
溉	gdf
垓	gdg
概	gdk
赅	gdm
钙	gdn
丐	gdo
改	gdq
盖	gdr
戤	gdt
葛	gea
舸	geb
骼	ged
戈	gee
滆	gef
圪	geg
割	gei
格	gek
阁	gel
铬	gen
搁	geo
咯	gep
哥	geq
革	ger
仡	ges
胳	get
硌	geu
蛤	gev
饹	gew
茛	gfa
艮	gfe
根	gfk
亘	gfo
哏	gfp
耕	ggb
鲠	ggd
庚	gge
浭	ggf
埂	ggg
梗	ggk
哽	ggp
耿	ggr
暅	ggt
𬒔	ggu
颈	ggy
绠	ggz
缸	gha
戆	ghc
港	ghf
堽	ghg
岗	ghh
筻	ghj
杠	ghk
冈	ghl
钢	ghn
扛	gho
肛	ght
矼	ghu
罡	ghx
纲	ghz
苷	gja
干	gjc
鳡	gjd
疳	gje
泔	gjf
坩	gjg
竿	gjj
杆	gjk
酐	gjm
秆	gjo
甘	gjr
肝	gjt
矸	gju
虷	gjv
敢	gjw
赶	gjz
乖	gkc
拐	gko
夬	gkw
𨐈	glb
广	gle
洸	glf
垙	glg
桄	glk
咣	glp
逛	glr
胱	glt
珖	glw
帼	gob
涡	gof
埚	gog
崞	goh
椁	gok
锅	gon
呙	gop
粿	goq
聒	gor
虢	gos
腘	got
国	gou
果	gov
馃	gow
裹	goz
惯	gra
爟	grb
鳏	grd
灌	grf
祼	grg
官	gri
管	grj
棺	grk
掼	gro
观	grq
倌	grs
盥	grt
馆	grw
贯	grz
共	gsa
宫	gsi
龚	gsl
拱	gso
供	gss
肱	gst
硔	gsu
公	gsv
弓	gsw
躬	gsx
功	gsy
菇	gua
古	gub
姑	guc
骨	gud
顾	gue
沽	guf
鼓	gug
雇	guh
箍	guj
梏	guk
贾	gum
锢	gun
咕	gup
羖	gur
估	gus
股	gut
固	guu
谷	guv
馉	guw
孤	gux
觚	guy
轨	gvb
妫	gvc
龟	gvd
诡	gve
圭	gvg
刿	gvh
宄	gvi
簋	gvj
柜	gvk
归	gvl
鬼	gvm
刽	gvo
鬶	gvp
癸	gvr
晷	gvt
硅	gvu
贵	gvv
瑰	gvw
皈	gvy
跪	gvz
刮	gxc
诖	gxe
卦	gxg
寡	gxi
栝	gxk
呱	gxp
瓜	gxs
胍	gxt
辊	gyb
鲧	gyd
棍	gyk
磙	gyu
衮	gyz
苟	gza
媾	gzc
诟	gze
沟	gzf
垢	gzg
岣	gzh
篝	gzj
构	gzk
勾	gzl
购	gzm
钩	gzn
耇	gzq
狗	gzr
佝	gzs
缑	gzz
铪	han
蛤	hav
蒿	hca
耗	hcb
浩	hcf
郝	hcg
毫	hcn
号	hcp
貉	hcr
昊	hct
蚝	hcv
皓	hcy
骇	hda
骸	hdd
海	hdf
亥	hdh
害	hdi
醢	hdm
嗨	hdp
胲	hdt
氦	hdu
孩	hdx
荷	hea
熇	heb
壑	hec
诃	hee
河	hef
赫	heg
劾	heh
鹤	hei
核	hek
阂	hel
盒	heo
喝	hep
翮	heq
貉	her
何	hes
曷	het
饸	hew
翯	hex
纥	hez
恨	hfa
痕	hfe
狠	hfr
恒	hga
姮	hgc
堼	hgg
横	hgk
亨	hgn
哼	hgp
衡	hgs
珩	hgw
巷	hha
航	hhb
沆	hhf
杭	hhk
颃	hhn
夯	hhp
绗	hhz
憾	hja
焊	hjb
韩	hjc
含	hjd
汗	hjf
垾	hjg
崡	hjh
寒	hji
酣	hjm
撼	hjo
喊	hjp
邯	hjr
旱	hjt
蚶	hjv
函	hjw
鼾	hjy
怀	hka
淮	hkf
槐	hkk
徊	hks
踝	hkz
荒	hla
煌	hlb
媓	hlc
鳇	hld
谎	hle
潢	hlf
簧	hlj
凰	hll
肓	hln
喤	hlp
隍	hlq
徨	hls
晃	hlt
蝗	hlv
璜	hlw
皇	hly
获	hoa
火	hob
或	hoe
漷	hof
祸	hog
豁	hoi
镬	hon
和	hoo
嚯	hop
伙	hos
夥	hov
霍	hoy
荁	hra
焕	hrb
鲩	hrd
痪	hre
浣	hrf
峘	hrh
寰	hri
桓	hrk
郇	hrl
锾	hrn
换	hro
唤	hrp
獾	hrr
㬊	hrt
圜	hru
环	hrw
鹮	hrx
奂	hry
缓	hrz
蕻	hsa
轰	hsb
翃	hsc
讧	hse
洪	hsf
宏	hsi
訇	hsl
𫟹	hsn
哄	hsp
虹	hsv
弘	hsw
竑	hsz
惚	hua
胡	hub
虎	huc
鹘	hud
湖	huf
壶	hug
户	huh
笏	huj
槲	huk
醐	hum
和	huo
呼	hup
糊	huq
狐	hur
乎	hut
囫	huu
互	huv
弧	huw
斛	huy
悔	hva
烩	hvb
灰	hvc
讳	hve
汇	hvf
恚	hvg
翙	hvh
桧	hvk
贿	hvm
𬭬	hvn
挥	hvo
辉	hvp
隳	hvq
徽	hvs
晦	hvt
回	hvu
蛔	hvv
慧	hvw
翚	hvx
毁	hvy
绘	hvz
𬭶	hwn
嘿	hwp
花	hxa
婳	hxc
划	hxe
滑	hxf
桦	hxk
铧	hxn
画	hxo
哗	hxp
猾	hxr
化	hxs
砉	hxw
觟	hxy
荤	hya
诨	hye
混	hyf
阍	hyl
魂	hyo
昏	hyq
碈	hyu
馄	hyw
骺	hzd
厚	hze
堠	hzg
鲎	hzi
篌	hzj
𬭤	hzn
吼	hzp
糇	hzq
猴	hzr
候	hzs
逅	hzt
齁	hzy
茶	iaa
姹	iac
诧	iae
汊	iaf
衩	iag
嵖	iah
察	iai
杈	iak
刹	iam
镲	ian
插	iao
嚓	iap
叉	iaq
差	iar
侘	ias
碴	iau
岔	iav
馇	iaw
蹅	iaz
怊	ica
炒	icb
朝	icc
潮	icf
巢	icl
钞	icn
抄	ico
吵	icp
晁	ict
弨	icw
绰	icz
茝	ida
虿	idc
瘥	ide
钗	idn
差	idr
侪	ids
柴	idz
掣	iea
澈	ief
坼	ieg
尺	ieh
扯	ieo
彻	ies
㬚	iet
砗	ieu
忱	ifa
煁	ifb
谌	ife
衬	ifg
宸	ifi
臣	ifj
郴	ifk
称	ifo
尘	ifp
陈	ifq
晨	ift
碜	ifu
琛	ifw
趁	ifz
骋	iga
诚	ige
澄	igf
城	igg
宬	igi
橙	igk
酲	igm
铖	ign
程	igo
呈	igp
惩	igs
晟	igt
蛏	igv
丞	igw
承	igx
怅	iha
长	ihb
娼	ihc
鲳	ihd
厂	ihe
场	ihg
尝	ihi
阊	ihl
鬯	ihm
𬬮	ihn
唱	ihp
昶	ihq
猖	ihr
偿	ihs
肠	iht
畅	ihv
驰	iia
斥	iib
媸	iic
敕	iid
痴	iie
池	iif
赤	iig
迟	iih
啻	iii
篪	iij
蚩	iil
魑	iim
豉	iio
嗤	iip
翅	iiq
耻	iir
侈	iis
匙	iit
螭	iiv
弛	iiw
齿	iiz
忏	ija
单	ijb
婵	ijc
谄	ije
潺	ijf
禅	ijg
孱	ijh
梴	ijk
阐	ijl
颤	ijn
掺	ijo
啴	ijp
韂	ijr
儳	ijs
旵	ijt
蝉	ijv
馋	ijw
缠	ijz
搋	iko
啜	ikp
踹	ikz
怆	ila
幢	ilb
床	ile
窗	ili
闯	ill
噇	ilp
惙	ioa
辍	iob
逴	ioc
啜	iop
绰	ioz
船	irb
遄	irh
穿	iri
椽	irk
川	irl
钏	irn
串	irp
舛	irr
氚	iru
憧	isa
艟	isb
冲	isf
崇	ish
宠	isi
充	isn
摏	iso
舂	isr
虫	isv
珫	isw
翀	isx
怵	iua
斶	iub
矗	iuc
厨	iue
滁	iuf
初	iug
楚	iuk
䢺	iul
畜	iun
搐	iuo
处	iuq
䝙	iur
储	ius
础	iuu
蜍	iuv
琡	iuw
触	iuy
躇	iuz
炊	ivb
垂	ivc
槌	ivk
锤	ivn
捶	ivo
陲	ivq
倕	ivs
圌	ivu
莼	iya
䲠	iyd
淳	iyf
堾	iyg
椿	iyk
醇	iym
鹑	iyn
唇	iyq
蠢	iyr
蝽	iyv
瑃	iyw
纯	iyz
惆	iza
帱	izb
瘳	ize
筹	izj
杻	izk
酬	izm
愁	izo
仇	izs
瞅	izt
畴	izv
丑	izw
雠	izx
臭	izy
绸	izz
矜	jba
近	jbb
妗	jbc
今	jbd
谨	jbe
津	jbf
襟	jbg
尽	jbh
筋	jbj
禁	jbk
紧	jbl
晋	jbm
金	jbn
噤	jbp
堇	jbr
仅	jbs
瑾	jbw
劲	jby
缙	jbz
藉	jia
辑	jib
迹	jic
棘	jid
记	jie
济	jif
吉	jig
岌	jih
寄	jii
籍	jij
机	jik
几	jil
剂	jin
技	jio
唧	jip
际	jiq
基	jir
伎	jis
及	jit
矶	jiu
畸	jiv
饥	jiw
集	jix
急	jiy
级	jiz
警	jka
兢	jkb
竟	jkc
鲸	jkd
痉	jke
净	jkf
境	jkg
旌	jki
京	jkn
精	jkq
猄	jkr
径	jks
睛	jkt
静	jkw
颈	jky
竞	jkz
蒋	jla
耩	jlb
鳉	jld
讲	jle
江	jlf
匠	jll
奖	jlo
降	jlq
姜	jlr
僵	jls
膙	jlt
礓	jlu
虹	jlv
疆	jlw
缰	jlz
荐	jma
舰	jmb
奸	jmc
柬	jmd
谏	jme
减	jmf
裥	jmg
肩	jmh
蹇	jmi
简	jmj
检	jmk
间	jml
贱	jmm
键	jmn
剑	jmo
尖	jmp
艰	jmq
歼	jmr
件	jms
睑	jmt
碱	jmu
建	jmv
饯	jmw
践	jmz
骄	jna
较	jnb
娇	jnc
鲛	jnd
浇	jnf
峤	jnh
觉	jni
椒	jnk
剿	jnl
酵	jnm
交	jnn
搅	jno
嚼	jnp
教	jnq
狡	jnr
侥	jns
脚	jnt
礁	jnu
蛟	jnv
饺	jnw
焦	jnx
角	jny
缴	jnz
节	jpa
姐	jpc
骱	jpd
戒	jpe
洁	jpf
劫	jpg
届	jph
杰	jpk
接	jpo
嗟	jpp
阶	jpq
羯	jpr
街	jps
睫	jpt
碣	jpu
界	jpv
絜	jpw
孑	jpx
解	jpy
竭	jpz
疚	jqe
酒	jqf
㠇	jqh
究	jqi
九	jqj
柩	jqk
旧	jql
鹫	jqn
救	jqo
啾	jqp
咎	jqq
僦	jqs
玖	jqw
舅	jqy
纠	jqz
焆	jrb
娟	jrc
涓	jrf
鄄	jrm
镌	jrn
捐	jro
鹃	jrp
眷	jrr
倦	jrs
圈	jru
蠲	jrv
隽	jrx
绢	jrz
颎	jsa
炯	jsb
泂	jsf
坰	jsg
扃	jsh
窘	jsi
迥	jsl
炅	jst
䌹	jsz
蕨	jta
爝	jtb
诀	jte
决	jtf
崛	jth
橛	jtk
镢	jtn
掘	jto
嚼	jtp
獗	jtr
爵	jts
矍	jtt
砄	jtu
珏	jtw
孓	jtx
角	jty
绝	jtz
惧	jua
矩	jub
遽	juc
𬶋	jud
疽	jue
沮	juf
裾	jug
局	juh
窭	jui
筥	juj
橘	juk
句	jul
醵	jum
锯	jun
拒	juo
举	jup
聚	jur
俱	jus
䴗	jut
砠	juu
琚	juw
具	jux
距	juz
茄	jxa
嫁	jxc
痂	jxe
浃	jxf
嘉	jxg
岬	jxh
笳	jxj
枷	jxk
贾	jxm
钾	jxn
夹	jxo
加	jxp
假	jxs
胛	jxt
甲	jxv
珈	jxw
跏	jxz
菌	jya
焌	jyb
麇	jyd
浚	jyf
均	jyg
峻	jyh
皲	jyi
筠	jyj
钧	jyn
捃	jyo
俊	jys
晙	jyt
君	jyv
珺	jyw
竣	jyz
咖	kap
胩	kat
靠	kca
烤	kcb
洘	kcf
尻	kch
栲	kck
铐	kcn
拷	kco
慨	kda
炌	kdb
垲	kdg
凯	kdh
楷	kdk
闿	kdl
铠	kdn
揩	kdo
苛	kea
克	keb
髁	ked
课	kee
渴	kef
壳	keg
刻	keh
客	kei
柯	kek
匼	kel
锞	ken
科	keo
咳	kep
瞌	ket
磕	keu
颗	kev
珂	kew
缂	kez
恳	kfe
裉	kfg
啃	kfp
铿	kgn
吭	kgp
硁	kgu
慷	kha
炕	khb
𩾌	khd
𡐓	khg
闶	khl
亢	khn
抗	kho
糠	khq
伉	khs
莰	kja
堪	kjg
崁	kjh
槛	kjk
阚	kjl
龛	kjo
勘	kjr
侃	kjs
瞰	kjt
砍	kju
蒯	kka
鲙	kkd
块	kkg
筷	kkj
会	kko
哙	kkp
狯	kkr
侩	kks
脍	kkt
诳	kle
洭	klf
圹	klg
筐	klj
框	klk
匡	kll
贶	klm
哐	klp
狂	klr
旷	klt
矿	klu
纩	klz
廓	koe
阔	kol
括	koo
蛞	kov
髋	krd
宽	kri
埪	ksg
崆	ksh
箜	ksj
控	kso
倥	kss
硿	ksu
孔	ksx
恐	ksy
骷	kud
库	kue
裤	kug
窟	kui
枯	kuk
酷	kum
哭	kup
矻	kuu
绔	kuz
愧	kva
煃	kvb
盔	kvc
溃	kvf
逵	kvg
岿	kvh
窥	kvi
篑	kvj
櫆	kvk
匮	kvl
魁	kvm
揆	kvo
奎	kvp
𫠆	kvq
聩	kvr
傀	kvs
睽	kvt
夔	kvv
馈	kvw
跬	kvz
剋	kwb
姱	kxc
垮	kxg
挎	kxo
侉	kxs
胯	kxt
跨	kxz
悃	kya
焜	kyb
婫	kyc
鲲	kyd
坤	kyg
堃	kyi
阃	kyl
醌	kym
锟	kyn
捆	kyo
昆	kyt
琨	kyw
蔻	kza
寇	kzi
筘	kzj
扣	kzo
叩	kzp
眍	kzt
𫸩	kzw
落	laa
剌	lad
瘌	lae
垃	lag
邋	lal
镴	lan
拉	lao
辣	lap
鞡	lar
