啊	a
豹	bcv
鸨	bcw
孢	bcy
败	bdb
摆	bdc
佰	bde
拜	bdh
柏	bdq
稗	bdr
百	bdw
犇	bfa
贲	bfd
倴	bfe
笨	bfh
苯	bfk
坌	bfp
栟	bfq
畚	bfs
奔	bft
锛	bfw
蹦	bga
绷	bgf
祊	bgi
迸	bgp
泵	bgr
甏	bgs
蚌	bgv
甭	bgw
嘣	bgz
搒	bhc
傍	bhe
绑	bhf
蒡	bhk
浜	bho
膀	bhp
棒	bhq
磅	bhr
塝	bhs
蚌	bhv
邦	bhw
谤	bhx
𠳐	bhz
陛	bia
避	bib
币	bic
闭	bid
彼	bie
碧	bif
必	big
笔	bih
裨	bii
蔽	bik
庇	bil
婢	bim
泌	bio
弊	bip
秘	bir
畀	bit
髀	biu
狴	biv
毕	biw
诐	bix
鼻	biy
鄙	biz
阪	bja
搬	bjc
伴	bje
班	bjf
靽	bjg
般	bji
瘢	bjl
版	bjm
昄	bjn
湴	bjo
半	bjp
板	bjq
坂	bjs
钣	bjw
瓣	bjy
屏	bkb
摒	bkc
病	bkl
昺	bkn
冰	bko
炳	bkp
柄	bkq
秉	bkr
饼	bks
兵	bku
蛃	bkv
丙	bkw
遍	bmb
鳊	bmc
匾	bmd
便	bme
编	bmf
鞭	bmg
笾	bmh
褊	bmi
苄	bmk
昪	bmn
汴	bmo
卞	bmp
砭	bmr
弁	bms
蝙	bmv
辩	bmy
变	bmz
骉	bna
摽	bnc
飑	bnd
俵	bne
裱	bni
彪	bnj
藨	bnk
瘭	bnl
婊	bnm
瀌	bno
膘	bnp
标	bnq
飙	bnt
镖	bnw
幖	bny
驳	boa
擘	bob
播	boc
勃	bod
伯	boe
玻	bof
簸	boh
舶	boi
卜	boj
薄	bok
波	boo
脖	bop
柏	boq
剥	bor
饽	bos
僰	bov
钵	bow
帛	boy
啵	boz
瘪	bpl
憋	bpp
癿	bpy
步	bua
捕	buc
布	bud
堡	bue
怖	bug
簿	buh
补	bui
卜	buj
蔀	buk
逋	bun
埠	bus
钚	buw
哺	buz
贝	bwb
孛	bwd
倍	bwe
琲	bwf
悖	bwg
褙	bwi
蓓	bwk
北	bwm
𬇙	bwo
焙	bwp
杯	bwq
碑	bwr
备	bwt
狈	bwv
钡	bww
糒	bwx
卑	bwy
呗	bwz
嚓	caz
操	ccc
艚	cci
漕	cco
槽	ccq
𥕢	ccr
螬	ccv
曹	ccw
糙	ccx
嘈	ccz
踩	cda
财	cdb
裁	cdd
偲	cde
蔡	cdk
睬	cdn
材	cdq
彩	cdt
猜	cdv
册	ced
侧	cee
恻	ceg
厕	cel
测	ceo
涔	cfo
参	cfs
蹭	cga
层	cgb
噌	cgz
伧	che
仓	chg
舱	chi
苍	chk
沧	cho
此	cia
赐	cib
辞	cid
伺	cie
玼	cif
差	cih
祠	cii
茨	cik
疵	cil
瓷	cio
慈	cip
磁	cir
刺	civ
词	cix
呲	ciz
骖	cja
璨	cjf
惨	cjg
灿	cjp
䅟	cjr
蚕	cjt
餐	cju
黪	cjy
蹉	coa
嵯	cob
措	coc
瑳	cof
鹾	coj
莝	cok
厝	col
脞	cop
矬	coq
磋	cor
锉	cow
蹿	cra
攒	crc
汆	crg
篡	crh
镩	crw
骢	csa
琮	csf
丛	csg
囱	csh
葱	csk
淙	cso
熜	csp
枞	csq
聪	csr
匆	cst
醋	cua
徂	cue
簇	cuh
蔟	cuk
卒	cup
殂	cuu
猝	cuv
粗	cux
蹙	cuz
翠	cva
崔	cvb
摧	cvc
催	cve
璀	cvf
悴	cvg
萃	cvk
瘁	cvl
淬	cvo
榱	cvq
毳	cvt
粹	cvx
啐	cvz
存	cyd
忖	cyg
皴	cys
寸	cyv
邨	cyw
辏	czi
腠	czp
跶	daa
打	dac
鞑	dag
答	dah
褡	dai
荙	dak
瘩	dal
妲	dam
溚	dao
炟	dap
鿎	dar
垯	das
达	dat
𨱏	daw
沓	dax
哒	daz
蹈	dca
捣	dcc
倒	dce
纛	dcf
悼	dcg
祷	dci
氘	dcm
盗	dco
道	dcp
刀	dcq
稻	dcr
导	dct
岛	dcv
帱	dcy
叨	dcz
骀	dda
戴	ddd
代	dde
玳	ddf
轪	ddi
逮	ddr
怠	dds
大	ddt
歹	ddu
叇	ddw
呆	ddz
德	dee
地	des
锝	dew
嘚	dez
蹬	dga
嶝	dgb
璒	dgf
瞪	dgn
澄	dgo
灯	dgp
磴	dgr
邓	dgt
登	dgu
镫	dgw
噔	dgz
挡	dhc
珰	dhf
筜	dhh
裆	dhi
党	dhj
荡	dhk
𬍡	dho
档	dhq
砀	dhr
垱	dhs
铛	dhw
凼	dhx
翟	dia
抵	dic
敌	did
低	die
缔	dif
籴	dig
第	dih
弟	dii
帝	dij
蒂	dik
底	dil
娣	dim
睇	din
滴	dio
邸	dip
棣	diq
砥	dir
地	dis
迪	dit
骶	diu
狄	div
镝	diw
谛	dix
嘀	diz
蛋	dja
赕	djb
担	djc
丹	djd
儋	dje
𬘘	djf
惮	djg
箪	djh
单	djj
萏	djk
疸	djl
氮	djm
旦	djn
淡	djo
胆	djp
耽	djr
殚	dju
诞	djx
弹	djy
啖	djz
酊	dka
仃	dke
玎	dkf
萣	dkk
疔	dkl
盯	dkn
腚	dkp
碇	dkr
町	dkt
顶	dkv
钉	dkw
订	dkx
叮	dkz
踮	dma
殿	dmb
垫	dmc
典	dmd
佃	dme
玷	dmf
惦	dmg
簟	dmh
店	dml
淀	dmo
奠	dmp
碘	dmr
坫	dms
电	dmt
钿	dmw
鲷	dnc
雕	dnd
窎	dnj
凋	dno
碉	dnr
貂	dnv
钓	dnw
调	dnx
刁	dny
吊	dnz
堕	doa
掇	doc
朵	dod
惰	dog
躲	doh
舵	doi
度	dol
亸	dop
垛	dos
夺	dot
铎	dow
哆	doz
跌	dpa
𫶇	dpb
鲽	dpc
绖	dpf
耋	dpg
牒	dpm
昳	dpn
迭	dpq
碟	dpr
堞	dps
叠	dpt
蝶	dpv
谍	dpx
喋	dpz
铥	dqw
耑	drb
段	drc
缎	drf
簖	drh
煅	drp
短	drq
塅	drs
锻	drw
端	drz
岽	dsb
侗	dse
懂	dsg
东	dsi
董	dsk
氡	dsm
洞	dso
胴	dsp
栋	dsq
硐	dsr
垌	dss
冬	dst
𬟽	dsv
咚	dsz
犊	dua
赌	dub
阇	dud
毒	duf
笃	duh
督	duj
芏	duk
度	dul
妒	dum
睹	dun
渡	duo
肚	dup
杜	duq
堵	dus
髑	duu
独	duv
镀	duw
读	dux
黩	duy
嘟	duz
队	dva
祋	dvi
兑	dvp
碓	dvr
堆	dvs
怼	dvt
嘚	dwz
嗲	dxz
蹲	dya
盾	dyc
趸	dyd
惇	dyg
盹	dyn
沌	dyo
敦	dyp
礅	dyr
墩	dys
钝	dyw
吨	dyz
陡	dza
抖	dzc
篼	dzh
窦	dzj
蔸	dzk
痘	dzl
斗	dzo
蚪	dzv
豆	dzw
读	dzx
兜	dzy
阿	eea
峨	eeb
鹅	eec
俄	eee
噩	eef
愕	eeg
垩	eeh
轭	eei
额	eej
萼	eek
厄	eel
娥	eem
遏	een
涐	eeo
腭	eep
𥔲	eer
饿	ees
蛾	eev
锷	eew
讹	eex
呃	eez
摁	enc
蒽	enk
陑	era
鲕	erc
珥	erf
洱	ero
尔	erq
耳	err
饵	ers
鸸	eru
二	erw
贰	erz
乏	fac
阀	fad
伐	fae
珐	faf
筏	fah
罚	faq
砝	far
酚	ffa
鲼	ffc
份	ffe
纷	fff
愤	ffg
芬	ffk
氛	ffm
汾	ffo
忿	ffp
焚	ffq
坟	ffs
奋	fft
豮	ffv
粉	ffx
鼢	ffy
吩	ffz
峰	fgb
凤	fgd
俸	fge
丰	fgf
奉	fgh
葑	fgk
疯	fgl
冯	fgo
烽	fgp
枫	fgq
砜	fgr
封	fgs
逢	fgt
蜂	fgv
锋	fgw
讽	fgx
唪	fgz
防	fha
房	fhb
鲂	fhc
仿	fhe
纺	fhf
放	fhh
舫	fhi
芳	fhk
妨	fhm
昉	fhn
肪	fhp
枋	fhq
坊	fhs
蚄	fhv
钫	fhw
访	fhx
蹯	fja
贩	fjb
返	fjc
凡	fjd
繁	fje
璠	fjf
范	fjk
泛	fjo
烦	fjp
樊	fjq
矾	fjr
饭	fjs
翻	fjt
犯	fjv
钒	fjw
帆	fjy
附	fua
赋	fub
扶	fuc
阜	fud
佛	fue
缚	fuf
怫	fug
符	fuh
福	fui
富	fuj
芙	fuk
府	ful
妇	fum
甫	fun
浮	fuo
服	fup
负	fuq
弗	fur
垺	fus
夫	fut
付	fuu
蝠	fuv
副	fuw
讣	fux
幅	fuy
咐	fuz
𬴂	fwa
扉	fwb
鲱	fwc
匪	fwd
绯	fwf
悱	fwg
篚	fwh
菲	fwk
废	fwl
斐	fwm
沸	fwo
肥	fwp
榧	fwq
费	fwr
霏	fwu
狒	fwv
镄	fww
诽	fwx
飞	fwy
啡	fwz
缶	fza
否	fzw
伽	gae
尕	gah
尜	gat
戛	gaw
旮	gax
嘎	gaz
告	gca
搞	gcc
缟	gcf
羔	gch
藁	gck
杲	gcn
膏	gcp
槁	gcq
稿	gcr
镐	gcw
糕	gcx
皋	gcy
陔	gda
赅	gdb
盖	gdh
荄	gdk
晐	gdn
溉	gdo
概	gdq
垓	gds
改	gdt
丐	gdw
隔	gea
搁	gec
阁	ged
仡	gee
革	geg
盖	geh
舸	gei
割	gej
葛	gek
疙	gel
滆	geo
胳	gep
格	geq
硌	ger
圪	ges
哿	get
骼	geu
哥	gev
铬	gew
咯	gez
茛	gfk
艮	gfo
根	gfq
亘	gfw
哏	gfz
鲠	ggc
绠	ggf
羹	ggh
耕	ggj
庚	ggl
暅	ggn
浭	ggo
梗	ggq
耿	ggr
埂	ggs
颈	ggt
哽	ggz
缸	gha
岗	ghb
扛	ghc
冈	ghd
纲	ghf
筻	ghh
港	gho
肛	ghp
杠	ghq
矼	ghr
堽	ghs
戆	ghu
钢	ghw
赶	gja
擀	gjc
干	gjd
绀	gjf
甘	gjg
竿	gjh
苷	gjk
疳	gjl
旰	gjn
泔	gjo
肝	gjp
杆	gjq
秆	gjr
坩	gjs
赣	gju
虷	gjv
敢	gjy
拐	gkc
乖	gkd
夬	gky
珖	glf
𨐈	gli
广	gll
洸	glo
胱	glp
桄	glq
垙	gls
逛	glv
咣	glz
崞	gob
裹	gom
国	gon
涡	goo
郭	gop
椁	goq
聒	gor
埚	gos
果	got
蝈	gov
锅	gow
粿	gox
帼	goy
呙	goz
罐	gra
盥	grc
贯	grd
倌	gre
琯	grf
惯	grg
管	grh
祼	gri
官	grj
莞	grk
灌	gro
爟	grp
棺	grq
馆	grs
观	grt
拱	gsc
供	gse
珙	gsf
躬	gsh
宫	gsj
共	gsk
公	gsp
觥	gsq
硔	gsr
龚	gss
功	gst
蚣	gsv
弓	gsy
贾	gua
古	gub
鲴	guc
估	gue
箍	guh
轱	gui
菇	guk
顾	gul
姑	gum
固	gun
沽	guo
股	gup
梏	guq
鼓	gus
骨	guu
蛊	guv
锢	guw
诂	gux
孤	guy
咕	guz
跪	gva
刿	gvb
龟	gvc
闺	gvd
瑰	gvf
刽	gvg
簋	gvh
轨	gvi
宄	gvj
归	gvl
妫	gvm
晷	gvn
柜	gvq
硅	gvr
圭	gvs
鬶	gvt
癸	gvu
贵	gvv
诡	gvx
皈	gvy
鬼	gvz
刮	gxd
褂	gxi
寡	gxj
胍	gxp
栝	gxq
卦	gxs
瓜	gxt
诖	gxx
呱	gxz
鲧	gyc
绲	gyf
辊	gyi
衮	gym
棍	gyq
磙	gyr
购	gzb
勾	gzd
佝	gze
缑	gzf
耇	gzg
篝	gzh
苟	gzk
媾	gzm
沟	gzo
构	gzq
垢	gzs
狗	gzv
钩	gzw
诟	gzx
蛤	hav
铪	haw
耗	hcj
蒿	hck
昊	hcn
浩	hco
毫	hcp
郝	hcs
蚝	hcv
皓	hcy
号	hcz
骇	hda
亥	hdh
害	hdj
氦	hdm
海	hdo
胲	hdp
骸	hdu
孩	hdy
嗨	hdz
翮	hea
阂	hed
何	hee
纥	hef
盒	heg
劾	heh
褐	hei
鹤	hej
荷	hek
曷	hen
河	heo
熇	hep
核	heq
禾	her
赫	hes
贺	het
𬌗	heu
貉	hev
诃	hex
喝	hez
恨	hfg
痕	hfl
狠	hfv
𬣳	hfx
衡	hge
珩	hgf
恒	hgg
蘅	hgk
姮	hgm
亨	hgp
横	hgq
堼	hgs
哼	hgz
绗	hhf
航	hhi
巷	hhk
沆	hho
颃	hhp
杭	hhq
夯	hht
吭	hhz
酣	hja
崡	hjb
撼	hjc
韩	hjd
琀	hjf
憾	hjg
寒	hjj
菡	hjk
含	hjm
旱	hjn
汗	hjo
焊	hjp
垾	hjs
蚶	hjv
函	hjy
喊	hjz
踝	hka
徊	hke
怀	hkg
淮	hko
槐	hkq
隍	hla
鳇	hlc
凰	hld
徨	hle
璜	hlf
慌	hlg
簧	hlh
艎	hli
荒	hlk
癀	hll
媓	hlm
晃	hln
潢	hlo
煌	hlp
蝗	hlv
锽	hlw
谎	hlx
皇	hly
喤	hlz
𬴃	hoa
攉	hoc
伙	hoe
祸	hoi
豁	hoj
获	hok
漷	hoo
火	hop
和	hor
夥	hot
霍	hou
蠖	hov
镬	how
或	hoz
峘	hrb
换	hrc
郇	hrd
环	hrf
豢	hrh
寰	hrj
荁	hrk
痪	hrl
圜	hrn
浣	hro
焕	hrp
桓	hrq
獾	hrv
还	hrw
唤	hrz
訇	hsd
玒	hsf
轰	hsi
宏	hsj
蕻	hsk
洪	hso
烘	hsp
虹	hsv
𫟹	hsw
讧	hsx
弘	hsy
哄	hsz
鹄	hua
户	hub
乎	huc
瑚	huf
惚	hug
笏	huh
祜	hui
虎	huj
葫	huk
嫭	hum
囫	hun
湖	huo
煳	hup
槲	huq
互	hur
壶	hus
忽	hut
鹘	huu
狐	huv
糊	hux
弧	huy
呼	huz
翚	hva
贿	hvb
挥	hvc
灰	hvd
徽	hve
慧	hvf
悔	hvg
袆	hvi
荟	hvk
麾	hvl
回	hvn
汇	hvo
烩	hvp
桧	hvq
秽	hvr
恚	hvs
辉	hvt
蛔	hvv
惠	hvw
讳	hvx
毁	hvy
喙	hvz
𬭶	hww
嘿	hwz
骅	hxa
化	hxe
砉	hxf
花	hxk
婳	hxm
滑	hxo
桦	hxq
猾	hxv
画	hxw
划	hxz
阍	hyd
珲	hyf
惛	hyg
荤	hyk
混	hyo
昏	hyp
碈	hyr
馄	hys
魂	hyw
诨	hyx
逅	hzc
候	hze
篌	hzh
鲎	hzj
厚	hzl
堠	hzs
骺	hzu
猴	hzv
𬭤	hzw
糇	hzx
齁	hzy
吼	hzz
蹅	iaa
嵖	iab
插	iac
侘	iae
差	iah
衩	iai
察	iaj
茶	iak
姹	iam
汊	iao
岔	iap
杈	iaq
碴	iar
垞	ias
叉	iat
刹	iav
镲	iaw
诧	iax
嚓	iaz
抄	icc
朝	icd
绰	icf
怊	icg
耖	icj
巢	icl
晁	icn
潮	ico
炒	icp
钞	icw
弨	icy
吵	icz
柴	ida
虿	idd
侪	ide
差	idh
茝	idk
瘥	idl
豺	idv
钗	idw
掣	iea
尺	ieb
扯	iec
彻	iee
㬚	ien
澈	ieo
砗	ier
坼	ies
陈	ifa
抻	ifc
琛	iff
忱	ifg
衬	ifi
宸	ifj
疢	ifl
晨	ifn
辰	ifp
郴	ifq
称	ifr
臣	ifs
尘	ift
谌	ifx
嗔	ifz
骋	iga
撑	igc
惩	ige
琤	igf
憕	igg
裎	igi
宬	igj
庱	igl
晟	ign
澄	igo
塍	igp
橙	igq
程	igr
城	igs
蛏	igv
铖	igw
诚	igx
承	igy
呈	igz
鲳	ihc
长	ihd
偿	ihe
怅	ihg
尝	ihj
菖	ihk
厂	ihl
娼	ihm
昌	ihn
肠	ihp
场	ihs
畅	iht
猖	ihv
𬬮	ihw
昶	ihx
唱	ihz
齿	iia
迟	iib
摛	iic
蚩	iid
侈	iie
𫄨	iif
篪	iih
褫	iii
啻	iij
茌	iik
痴	iil
媸	iim
匙	iin
池	iio
炽	iip
耻	iir
赤	iis
翅	iit
敕	iiv
豉	iiw
弛	iiy
嗤	iiz
躔	ija
孱	ijb
掺	ijc
阐	ijd
儳	ije
缠	ijf
忏	ijg
禅	iji
单	ijj
蒇	ijk
廛	ijl
婵	ijm
旵	ijn
潺	ijo
颤	ijp
梴	ijq
馋	ijs
蝉	ijv
铲	ijw
谄	ijx
刬	ijz
踹	ika
搋	ikc
啜	ikz
闯	ild
怆	ilg
窗	ilj
床	ill
幢	ily
噇	ilz
龊	ioa
绰	iof
惙	iog
辍	ioi
逴	ioj
啜	ioz
遄	irb
船	iri
穿	irj
川	irl
氚	irm
椽	irq
舛	iru
钏	irw
串	irz
翀	isa
崇	isb
摏	isc
珫	isf
憧	isg
舂	ish
艟	isi
宠	isj
茺	isk
冲	iso
充	isp
种	isr
虫	isv
铳	isw
除	iua
搐	iuc
矗	iud
储	iue
绌	iuf
怵	iug
初	iui
厨	iul
滁	iuo
畜	iup
楚	iuq
础	iur
处	iut
蜍	iuv
锄	iuw
黜	iuy
陲	iva
捶	ivc
垂	ivd
倕	ive
圌	ivn
炊	ivp
槌	ivq
锤	ivw
醇	iya
䲠	iyc
纯	iyf
蠢	iyh
莼	iyk
淳	iyo
唇	iyp
椿	iyq
堾	iys
蝽	iyv
𬭚	iyw
酬	iza
仇	ize
绸	izf
惆	izg
筹	izh
瘳	izl
瞅	izn
杻	izq
愁	izr
畴	izt
丑	izy
雠	izz
近	jba
尽	jbb
仅	jbe
瑾	jbf
堇	jbg
筋	jbh
襟	jbi
荩	jbk
紧	jbl
今	jbm
津	jbo
烬	jbp
禁	jbq
矜	jbr
馑	jbs
劲	jbt
殣	jbu
金	jbw
谨	jbx
巾	jby
噤	jbz
际	jia
岌	jib
技	jic
几	jid
伎	jie
级	jif
基	jig
及	jih
辑	jii
寄	jij
藉	jik
疾	jil
嫉	jim
济	jio
剂	jip
机	jiq
积	jir
吉	jis
鸡	jit
祭	jiu
棘	jiv
击	jiw
记	jix
亟	jiy
集	jiz
阱	jka
兢	jkb
鲸	jkc
径	jke
静	jkf
惊	jkg
旌	jkh
警	jkk
痉	jkl
婧	jkm
睛	jkn
净	jko
京	jkp
境	jks
颈	jkt
竟	jku
猄	jkv
镜	jkw
精	jkx
鼱	jky
竞	jkz
降	jla
鳉	jlc
匠	jld
僵	jle
缰	jlf
姜	jlh
耩	jlj
蒋	jlk
奖	jlm
江	jlo
膙	jlp
礓	jlr
虹	jlv
豇	jlw
讲	jlx
疆	jly
践	jma
肩	jmb
捡	jmc
间	jmd
件	jme
缄	jmf
剑	jmg
简	jmh
舰	jmi
蹇	jmj
荐	jmk
坚	jml
奸	jmm
睑	jmn
减	jmo
剪	jmp
检	jmq
建	jmr
饯	jms
尖	jmt
歼	jmu
柬	jmv
键	jmw
谏	jmx
戋	jmz
骄	jna
峤	jnb
搅	jnc
侥	jne
缴	jnf
教	jng
较	jni
觉	jnj
蕉	jnk
剿	jnl
娇	jnm
浇	jno
交	jnp
角	jnq
礁	jnr
饺	jns
狡	jnv
铰	jnw
皎	jny
焦	jnz
阶	jpa
届	jpb
接	jpc
截	jpd
街	jpe
絜	jpf
介	jpg
羯	jph
褯	jpi
节	jpk
疥	jpl
姐	jpm
睫	jpn
洁	jpo
解	jpq
秸	jpr
劫	jps
界	jpt
桀	jpu
蚧	jpv
皆	jpw
诫	jpx
孑	jpy
戒	jpz
赳	jqa
㠇	jqb
揪	jqc
阄	jqd
僦	jqe
纠	jqf
究	jqj
旧	jql
韭	jqm
酒	jqo
鹫	jqp
柩	jqq
咎	jqt
救	jqw
九	jqx
舅	jqy
啾	jqz
鄄	jra
捐	jrc
倦	jre
绢	jrf
眷	jrh
娟	jrm
圈	jrn
涓	jro
蠲	jrp
狷	jrv
镌	jrw
鹃	jrz
𬳶	jsa
扃	jsb
迥	jsd
䌹	jsf
窘	jsj
炅	jsn
泂	jso
炯	jsp
坰	jss
颎	jsw
蹶	jta
崛	jtb
掘	jtc
倔	jte
绝	jtf
蕨	jtk
厥	jtl
矍	jtn
决	jto
爝	jtp
角	jtq
砄	jtr
爵	jtt
獗	jtv
镢	jtw
诀	jtx
孓	jty
嚼	jtz
距	jua
局	jub
拒	juc
句	jud
俱	jue
琚	juf
具	jug
筥	juh
裾	jui
遽	juj
菊	juk
疽	jul
娵	jum
䴗	jun
沮	juo
炬	jup
矩	juq
聚	jur
弆	jus
举	jut
狙	juv
锯	juw
讵	jux
咀	juz
贾	jxa
岬	jxb
假	jxe
珈	jxf
笳	jxh
茄	jxk
痂	jxl
嫁	jxm
浃	jxo
胛	jxp
枷	jxq
稼	jxr
嘉	jxs
加	jxt
蛱	jxv
夹	jxw
斝	jxz
骏	jya
峻	jyb
捃	jyc
俊	jye
珺	jyf
筠	jyh
皲	jyj
菌	jyk
晙	jyn
浚	jyo
䐃	jyp
君	jyr
均	jys
畯	jyt
钧	jyw
竣	jyz
胩	kap
咖	kaz
靠	kca
尻	kcb
拷	kcc
洘	kco
烤	kcp
栲	kcq
铐	kcw
凯	kdb
揩	kdc
闿	kdd
慨	kdg
蒈	kdk
炌	kdp
楷	kdq
垲	kds
铠	kdw
骒	kea
克	keb
匼	ked
珂	kef
恪	keg
刻	keh
轲	kei
客	kej
苛	kek
疴	kel
氪	kem
瞌	ken
渴	keo
炣	kep
柯	keq
科	ker
壳	kes
颗	ket
髁	keu
蝌	kev
锞	kew
课	kex
咳	kez
裉	kfi
恳	kfo
啃	kfz
硁	kgr
铿	kgw
吭	kgz
抗	khc
闶	khd
伉	khe
慷	khg
炕	khp
𡐓	khs
钪	khw
糠	khx
崁	kjb
阚	kjd
侃	kje
勘	kjg
莰	kjk
瞰	kjn
槛	kjq
砍	kjr
堪	kjs
㧟	kkc
侩	kke
会	kkg
筷	kkh
蒯	kkk
脍	kkp
块	kks
狯	kkv
哙	kkz
贶	klb
匡	kld
纩	klf
筐	klh
邝	kll
旷	kln
洭	klo
框	klq
矿	klr
圹	kls
夼	klt
狂	klv
诳	klx
哐	klz
括	koc
阔	kod
廓	kol
蛞	kov
宽	krj
髋	kru
崆	ksb
控	ksc
倥	kse
