啊	a
薄	bcr
褒	bcs
宝	bcu
豹	bcv
鸨	bcw
包	bcx
鲍	bcy
枹	bcz
摆	bde
佰	bdi
拜	bdm
百	bdp
败	bdq
稗	bdu
柏	bdz
犇	bfc
锛	bff
倴	bfi
笨	bfk
奔	bfl
畚	bfn
苯	bfr
贲	bfw
栟	bfz
泵	bgc
镚	bgf
祊	bgj
绷	bgk
迸	bgn
蹦	bgp
嘣	bgt
琫	bgv
蚌	bgy
谤	bha
磅	bhc
膀	bhd
搒	bhe
镑	bhf
傍	bhi
绑	bhk
塝	bhn
浜	bho
邦	bhp
蒡	bhr
𠳐	bht
玤	bhv
蚌	bhy
棒	bhz
诐	bia
币	bib
铋	bif
婢	big
陛	bih
彼	bii
裨	bij
笔	bik
舭	bil
必	bim
弊	bin
泌	bio
逼	bip
避	biq
蔽	bir
庇	bis
鄙	bit
秘	biu
碧	biv
毕	biw
闭	bix
鲾	biy
𨭉	bja
昄	bjb
搬	bje
钣	bjf
阪	bjh
伴	bji
绊	bjk
般	bjl
半	bjn
湴	bjo
瘢	bjs
瓣	bjt
班	bjv
版	bjw
板	bjz
禀	bka
昺	bkb
摒	bke
炳	bkh
兵	bkl
饼	bkm
冰	bko
丙	bkp
屏	bkq
病	bks
秉	bku
蛃	bky
柄	bkz
卞	bma
昪	bmb
变	bmc
抃	bme
鞭	bmf
煸	bmh
便	bmi
褊	bmj
编	bmk
忭	bmm
弁	bmn
汴	bmo
遍	bmq
苄	bmr
辩	bmt
匾	bmx
蝙	bmy
骉	bnc
膘	bnd
摽	bne
镖	bnf
婊	bng
熛	bnh
俵	bni
裱	bnj
飙	bnl
瀌	bno
藨	bnr
瘭	bns
飑	bnx
鳔	bny
标	bnz
亳	boa
驳	boc
脖	bod
播	boe
钵	bof
卜	bog
僰	boh
伯	boi
艴	boj
簸	bok
舶	bol
饽	bom
波	boo
跛	bop
帛	boq
薄	bor
剥	bos
啵	bot
馞	bou
玻	bov
勃	bow
鲌	boy
柏	boz
憋	bpn
癿	bpq
瘪	bps
醭	bua
晡	bub
捕	bue
钚	buf
卜	bug
堡	bui
补	buj
簿	buk
瓿	bul
怖	bum
埠	bun
步	bup
蔀	bur
哺	but
布	buw
逋	buz
碑	bwc
糒	bwd
钡	bwf
焙	bwh
倍	bwi
褙	bwj
悖	bwm
𬇙	bwo
备	bwp
贝	bwq
蓓	bwr
呗	bwt
狈	bwv
北	bww
杯	bwz
嚓	cat
𥕢	ccc
糙	ccd
操	cce
艚	ccl
漕	cco
曹	ccp
嘈	cct
螬	ccy
槽	ccz
睬	cdb
彩	cdc
偲	cdi
踩	cdp
财	cdq
蔡	cdr
猜	cdv
裁	cdw
材	cdz
侧	cei
恻	cem
测	ceo
厕	ces
册	cex
参	cfn
涔	cfo
蹭	cgp
层	cgq
噌	cgt
嶒	cgw
伧	chi
舱	chl
沧	cho
苍	chr
仓	chv
词	cia
磁	cic
糍	cid
刺	cih
伺	cii
祠	cij
差	cim
慈	cin
瓷	cio
此	cip
赐	ciq
茨	cir
疵	cis
呲	cit
玼	civ
辞	ciw
骖	cjc
灿	cjh
餐	cjk
蚕	cjl
惨	cjm
黪	cjq
䅟	cju
璨	cjv
磋	coc
脞	cod
措	coe
锉	cof
鹾	cog
蹉	cop
莝	cor
厝	cos
瑳	cov
嵯	cow
矬	cox
棤	coz
爨	crb
攒	cre
镩	crf
篡	crk
蹿	crp
汆	crv
聪	csa
骢	csc
匆	csf
熜	csh
悰	csm
淙	cso
囱	csq
葱	csr
丛	csv
枞	csz
醋	cua
粗	cud
徂	cui
簇	cuk
蹴	cup
蔟	cur
蹙	cus
猝	cuv
翠	cvc
粹	cvd
摧	cve
催	cvi
缞	cvk
悴	cvm
淬	cvo
毳	cvp
萃	cvr
瘁	cvs
啐	cvt
璀	cvv
崔	cvw
榱	cvz
忖	cym
皴	cyn
邨	cyp
寸	cyq
存	cyw
腠	czd
辏	czl
鿎	dac
打	dae
鞑	daf
妲	dag
炟	dah
褡	daj
答	dak
达	dal
怛	dam
垯	dan
溚	dao
跶	dap
沓	daq
荙	dar
瘩	das
哒	dat
捣	dce
倒	dci
祷	dcj
导	dcl
悼	dcm
道	dcn
盗	dco
蹈	dcp
叨	dct
稻	dcu
纛	dcv
刀	dcy
骀	ddc
代	ddi
歹	ddk
大	ddl
怠	ddn
叇	ddp
逮	dds
呆	ddt
玳	ddv
戴	ddw
锝	def
德	dei
地	den
嘚	det
瞪	dgb
磴	dgc
镫	dgf
灯	dgh
登	dgk
澄	dgo
邓	dgp
噔	dgt
璒	dgv
嶝	dgw
谠	dha
砀	dhc
挡	dhe
铛	dhf
裆	dhj
筜	dhk
垱	dhn
𬍡	dho
凼	dhq
荡	dhr
党	dhu
珰	dhv
档	dhz
谛	dia
睇	dib
砥	dic
弟	did
抵	die
镝	dif
娣	dig
低	dii
禘	dij
第	dik
羝	dim
地	din
滴	dio
迪	dip
蒂	dir
底	dis
嘀	dit
帝	diu
狄	div
敌	diw
邸	diy
棣	diz
诞	dja
旦	djb
石	djc
胆	djd
担	dje
儋	dji
氮	djj
殚	djk
惮	djm
弹	djn
淡	djo
蛋	djp
赕	djq
萏	djr
疸	djs
啖	djt
单	djv
丹	djx
订	dka
盯	dkb
碇	dkc
腚	dkd
钉	dkf
仃	dki
町	dkp
顶	dkq
萣	dkr
疔	dks
叮	dkt
玎	dkv
碘	dmc
垫	dme
钿	dmf
阽	dmh
佃	dmi
簟	dmk
惦	dmm
奠	dmn
淀	dmo
电	dmp
殿	dmq
店	dms
玷	dmv
颠	dmw
典	dmx
调	dna
碉	dnc
钓	dnf
刁	dnn
凋	dno
吊	dnt
窎	dnu
貂	dnv
雕	dnx
鲷	dny
亸	doa
驮	doc
掇	doe
铎	dof
堕	doh
裰	doj
夺	dol
惰	dom
垛	don
踱	dop
躲	doq
度	dos
哆	dot
朵	dox
谍	dpa
昳	dpb
碟	dpc
绖	dpk
耋	dpn
跌	dpp
喋	dpt
牒	dpw
迭	dpx
蝶	dpy
楪	dpz
铥	dqf
段	drb
锻	drf
煅	drh
缎	drk
端	drl
塅	drn
瑖	drv
耑	drw
短	drx
椴	drz
硐	dsc
胴	dsd
侗	dsi
氡	dsj
东	dsl
懂	dsm
垌	dsn
洞	dso
冬	dsp
董	dsr
咚	dst
岽	dsw
𬟽	dsy
栋	dsz
读	dua
睹	dub
犊	duc
肚	dud
镀	duf
督	dug
笃	duk
堵	dun
渡	duo
髑	dup
赌	duq
芏	dur
度	dus
嘟	dut
蠹	duu
独	duv
牍	duw
阇	dux
杜	duz
碓	dvc
队	dvh
祋	dvj
堆	dvn
怼	dvp
嘚	dwt
嗲	dxt
敦	dya
盾	dyb
礅	dyc
钝	dyf
炖	dyh
惇	dym
墩	dyn
沌	dyo
蹲	dyp
吨	dyt
趸	dyw
读	dza
抖	dze
钭	dzf
陡	dzh
篼	dzk
斗	dzo
豆	dzp
兜	dzq
蔸	dzr
痘	dzs
窦	dzu
蚪	dzy
讹	eea
鹅	eeb
𥔲	eec
腭	eed
扼	eee
锷	eef
娥	eeg
阿	eeh
俄	eei
垩	eej
轭	eel
饿	eem
堨	een
涐	eeo
屙	eeq
萼	eer
厄	ees
呃	eet
额	eeu
噩	eev
峨	eew
鳄	eey
摁	ene
蒽	enr
耳	era
铒	erf
陑	erh
饵	erm
洱	ero
二	erp
鸸	erq
贰	ers
咡	ert
珥	erv
尔	ery
乏	fab
砝	fac
罚	fag
伐	fai
筏	fak
珐	fav
阀	fax
酚	ffa
翂	ffc
粉	ffd
份	ffi
氛	ffj
纷	ffk
奋	ffl
愤	ffm
坟	ffn
汾	ffo
鼢	ffq
芬	ffr
吩	fft
玢	ffv
鲼	ffy
焚	ffz
讽	fga
砜	fgc
锋	fgf
烽	fgh
俸	fgi
缝	fgk
奉	fgm
封	fgn
冯	fgo
逢	fgp
赗	fgq
葑	fgr
疯	fgs
唪	fgt
丰	fgv
峰	fgw
凤	fgx
蜂	fgy
枫	fgz
访	fha
昉	fhb
牥	fhc
肪	fhd
钫	fhf
妨	fhg
防	fhh
仿	fhi
纺	fhk
舫	fhl
坊	fhn
房	fhq
芳	fhr
放	fhu
鲂	fhy
枋	fhz
返	fjb
翻	fjc
钒	fjf
烦	fjh
繁	fji
帆	fjl
饭	fjm
墦	fjn
泛	fjo
畈	fjp
贩	fjq
范	fjr
犯	fjv
凡	fjx
樊	fjz
覆	fua
付	fub
孚	fuc
服	fud
扶	fue
𫓧	fuf
妇	fug
附	fuh
佛	fui
福	fuj
符	fuk
夫	ful
怫	fum
父	fun
浮	fuo
副	fup
赋	fuq
芙	fur
府	fus
咐	fut
富	fuu
麸	fuv
阜	fuw
匐	fux
负	fuy
甫	fuz
诽	fwa
𬴂	fwc
肥	fwd
镄	fwf
妃	fwg
费	fwj
绯	fwk
悱	fwm
飞	fwn
沸	fwo
扉	fwq
菲	fwr
废	fws
啡	fwt
狒	fwv
斐	fww
匪	fwx
鲱	fwy
榧	fwz
缶	fzc
否	fzp
钆	gaf
伽	gai
旮	gaj
尜	gal
尕	gan
戛	gap
嘎	gat
膏	gca
睾	gcb
告	gcc
糕	gcd
搞	gce
镐	gcf
篙	gck
羔	gcm
皋	gcq
藁	gcr
稿	gcu
槁	gcz
晐	gdb
钙	gdf
陔	gdh
改	gdl
盖	gdm
垓	gdn
溉	gdo
丐	gdp
赅	gdq
荄	gdr
概	gdz
硌	gec
胳	ged
搁	gee
革	gef
隔	geh
仡	gei
袼	gej
舸	gel
饹	gem
圪	gen
滆	geo
骼	gep
哥	geq
葛	ger
戈	ges
咯	get
割	geu
鸽	gev
阁	gex
蛤	gey
格	gez
亘	gfp
茛	gfr
哏	gft
艮	gfw
根	gfz
耿	gga
暅	ggb
𬒔	ggc
绠	ggk
耕	ggl
羹	ggm
埂	ggn
浭	ggo
颈	ggp
庚	ggs
哽	ggt
鲠	ggy
梗	ggz
缸	ghc
肛	ghd
扛	ghe
钢	ghf
罡	ghg
纲	ghk
堽	ghn
港	gho
岗	ghw
冈	ghx
杠	ghz
酐	gja
旰	gjb
赣	gjc
肝	gjd
擀	gje
甘	gjf
竿	gjk
敢	gjn
泔	gjo
赶	gjp
苷	gjr
疳	gjs
秆	gju
玕	gjv
干	gjw
虷	gjy
杆	gjz
拐	gke
夬	gkn
乖	gkw
胱	gld
𨐈	gll
垙	gln
洸	glo
广	gls
咣	glt
逛	glv
桄	glz
郭	goa
国	gob
虢	goc
粿	god
锅	gof
帼	gol
馃	gom
埚	gon
涡	goo
果	gop
裹	gos
呙	got
崞	gow
蝈	goy
椁	goz
盥	grb
罐	grc
掼	gre
爟	grh
倌	gri
祼	grj
管	grk
贯	grl
馆	grm
灌	gro
观	grp
莞	grr
官	gru
琯	grv
鳏	gry
棺	grz
硔	gsc
肱	gsd
拱	gse
供	gsi
龚	gsl
公	gsn
功	gsp
躬	gsq
共	gsr
宫	gsu
珙	gsv
蚣	gsy
贾	gua
固	gub
牯	guc
股	gud
古	gue
锢	guf
姑	gug
估	gui
箍	guk
轱	gul
羖	gum
鼓	gun
沽	guo
骨	gup
雇	guq
菇	gur
顾	gus
咕	gut
崮	guw
孤	gux
蛊	guy
梏	guz
诡	gva
晷	gvb
鬼	gvc
归	gvd
妫	gvg
癸	gvk
轨	gvl
圭	gvn
跪	gvp
皈	gvq
庋	gvs
宄	gvu
瑰	gvv
刿	gvw
闺	gvx
贵	gvy
柜	gvz
诖	gxa
瓜	gxc
胍	gxd
褂	gxj
卦	gxn
呱	gxt
寡	gxu
刮	gxw
栝	gxz
磙	gyc
绲	gyk
辊	gyl
衮	gys
鲧	gyy
棍	gyz
诟	gza
钩	gzf
媾	gzg
佝	gzi
篝	gzk
垢	gzn
沟	gzo
购	gzq
苟	gzr
狗	gzv
岣	gzw
勾	gzx
构	gzz
铪	haf
蛤	hay
毫	hca
昊	hcb
耗	hcl
郝	hcn
浩	hco
皓	hcq
蒿	hcr
号	hct
貉	hcv
蚝	hcy
醢	hda
骇	hdc
胲	hdd
氦	hdj
亥	hdk
海	hdo
骸	hdp
嗨	hdt
害	hdu
孩	hdx
诃	hea
曷	heb
翯	hec
鞨	hef
壑	heg
熇	heh
何	hei
褐	hej
劾	hek
翮	hel
饸	hem
贺	hen
河	heo
龁	hep
荷	her
喝	het
鹤	heu
盒	hev
阂	hex
核	hez
𬣳	hfa
恨	hfm
痕	hfs
狠	hfv
亨	hga
姮	hgg
衡	hgi
恒	hgm
堼	hgn
蘅	hgr
哼	hgt
珩	hgv
横	hgz
颃	hha
绗	hhk
航	hhl
沆	hho
巷	hhr
吭	hht
杭	hhz
酣	hja
旱	hjb
撼	hje
邯	hjf
焊	hjh
含	hjk
憾	hjm
函	hjn
汗	hjo
鼾	hjq
菡	hjr
喊	hjt
寒	hju
犴	hjv
韩	hjw
蚶	hjy
徊	hki
怀	hkm
淮	hko
踝	hkp
槐	hkz
谎	hla
晃	hlb
锽	hlf
媓	hlg
煌	hlh
徨	hli
簧	hlk
幌	hll
慌	hlm
潢	hlo
皇	hlq
荒	hlr
癀	hls
喤	hlt
璜	hlv
凰	hlx
蝗	hly
𬴃	hoc
攉	hoe
镬	hof
火	hoh
伙	hoi
祸	hoj
耠	hol
漷	hoo
夥	hop
霍	hoq
获	hor
或	hos
嚯	hot
和	hou
蠖	hoy
圜	hrb
换	hre
锾	hrf
鹮	hrg
焕	hrh
缓	hrk
豢	hrm
浣	hro
还	hrp
荁	hrr
痪	hrs
唤	hrt
寰	hru
环	hrv
峘	hrw
郇	hrx
奂	hry
桓	hrz
讧	hsa
𫟹	hsf
烘	hsh
纮	hsk
轰	hsl
弘	hsn
洪	hso
蕻	hsr
哄	hst
宏	hsu
玒	hsv
翃	hsw
訇	hsx
虹	hsy
醐	hua
乎	hub
鹄	huc
糊	hud
胡	hue
忽	huf
虎	hug
煳	huh
祜	huj
笏	huk
瓠	hul
惚	hum
壶	hun
湖	huo
鹘	hup
户	huq
葫	hur
互	hus
呼	hut
和	huu
狐	huv
岵	huw
蝴	huy
槲	huz
讳	hva
回	hvb
翚	hvc
挥	hve
𬭬	hvf
烩	hvh
徽	hvi
袆	hvj
绘	hvk
辉	hvl
悔	hvm
恚	hvn
汇	hvo
惠	hvp
毁	hvq
荟	hvr
麾	hvs
喙	hvt
秽	hvu
慧	hvv
灰	hvw
虺	hvx
蛔	hvy
桧	hvz
𬭶	hwf
嘿	hwt
骅	hxc
铧	hxf
婳	hxg
化	hxi
滑	hxo
画	hxp
花	hxr
划	hxs
哗	hxt
猾	hxv
觟	hxy
桦	hxz
诨	hya
碈	hyc
馄	hym
混	hyo
魂	hyp
荤	hyr
珲	hyv
阍	hyx
昏	hyy
逅	hzb
糇	hzd
𬭤	hzf
候	hzi
篌	hzk
堠	hzn
骺	hzp
齁	hzq
厚	hzs
吼	hzt
鲎	hzu
猴	hzv
鲘	hzy
诧	iaa
碴	iac
𥻗	iad
插	iae
镲	iaf
姹	iag
侘	iai
衩	iaj
差	iam
岔	ian
汊	iao
叉	iap
茶	iar
嚓	iat
察	iau
猹	iav
嵖	iaw
刹	iax
杈	iaz
晁	icb
巢	icd
抄	ice
钞	icf
炒	ich
绰	ick
耖	icl
怊	icm
弨	icn
潮	ico
吵	ict
朝	icw
钗	idf
侪	idi
差	idm
柴	idp
茝	idr
瘥	ids
豺	idv
虿	idw
㬚	ieb
掣	iec
扯	iee
彻	iei
坼	ien
澈	ieo
尺	ieq
谌	ifa
晨	ifb
碜	ifc
抻	ife
陈	ifh
衬	ifj
𬘭	ifk
尘	ifl
忱	ifm
臣	ifn
趁	ifp
疢	ifs
嗔	ift
称	ifu
琛	ifv
辰	ify
郴	ifz
诚	iga
晟	igb
骋	igc
塍	igd
撑	ige
铖	igf
惩	igi
裎	igj
憕	igm
城	ign
澄	igo
盛	igs
呈	igt
程	igu
琤	igv
承	igx
蛏	igy
橙	igz
昌	ihb
肠	ihd
𬬮	ihf
娼	ihg
偿	ihi
敞	ihl
怅	ihm
场	ihn
畅	ihp
昶	ihq
菖	ihr
厂	ihs
唱	iht
尝	ihu
猖	ihv
长	ihw
鬯	ihx
鲳	ihy
耻	iia
匙	iib
驰	iic
胣	iid
摛	iie
媸	iig
炽	iih
侈	iii
褫	iij
篪	iik
漦	iil
饬	iim
赤	iin
池	iio
齿	iip
迟	iiq
茌	iir
痴	iis
嗤	iit
啻	iiu
蚩	iix
鸱	iiy
颤	ija
旵	ijb
骣	ijc
掺	ije
铲	ijf
婵	ijg
𬊤	ijh
儳	iji
禅	ijj
缠	ijk
馋	ijm
潺	ijo
躔	ijp
孱	ijq
蒇	ijr
廛	ijs
啴	ijt
单	ijv
巉	ijw
阐	ijx
蝉	ijy
梴	ijz
搋	ike
踹	ikp
啜	ikt
幢	ill
怆	ilm
床	ils
噇	ilt
窗	ilu
闯	ilx
逴	iog
绰	iok
辍	iol
惙	iom
龊	iop
啜	iot
川	ird
钏	irf
氚	irj
舛	irk
船	irl
串	irt
穿	iru
遄	irw
椽	irz
充	isa
翀	isc
摏	ise
铳	isf
艟	isl
憧	ism
冲	iso
茺	isr
宠	isu
珫	isv
崇	isw
虫	isy
畜	iua
础	iuc
搐	iue
锄	iuf
除	iuh
储	iui
初	iuj
绌	iuk
怵	ium
斶	iun
滁	iuo
处	iup
黜	iuq
厨	ius
琡	iuv
矗	iuw
䢺	iux
触	iuy
楚	iuz
圌	ivb
捶	ive
锤	ivf
炊	ivh
倕	ivi
垂	ivw
槌	ivz
醇	iya
𬭚	iyf
纯	iyk
蠢	iym
堾	iyn
淳	iyo
莼	iyr
瑃	iyv
唇	iyy
椿	iyz
酬	iza
瞅	izb
仇	izi
筹	izk
帱	izl
惆	izm
丑	izn
畴	izp
臭	izq
瘳	izs
愁	izu
侴	izv
杻	izz
谨	jba
紧	jbd
金	jbf
妗	jbg
烬	jbh
仅	jbi
晋	jbj
今	jbk
巾	jbl
馑	jbm
近	jbn
津	jbo
劲	jbp
尽	jbq
荩	jbr
廑	jbs
噤	jbt
瑾	jbv
禁	jbz
记	jia
系	jib
迹	jic
肌	jid
技	jie
基	jif
嫉	jig
际	jih
伎	jii
𫌀	jij
级	jik
辑	jil
饥	jim
及	jin
济	jio
击	jip
集	jiq
藉	jir
疾	jis
唧	jit
积	jiu
玑	jiv
即	jiw
几	jix
急	jiy
机	jiz
京	jka
睛	jkb
竟	jkc
精	jkd
兢	jke
镜	jkf
婧	jkg
阱	jkh
径	jki
竞	jkl
惊	jkm
境	jkn
净	jko
颈	jkp
鼱	jkq
警	jkr
痉	jks
旌	jku
静	jkv
鲸	jky
讲	jla
礓	jlc
糨	jld
降	jlh
僵	jli
缰	jlk
耩	jll
姜	jlm
疆	jln
江	jlo
豇	jlp
蒋	jlr
奖	jlw
匠	jlx
虹	jly
谏	jma
睑	jmb
碱	jmc
坚	jmd
捡	jme
键	jmf
奸	jmg
柬	jmh
件	jmi
裥	jmj
简	jmk
尖	jml
饯	jmm
剪	jmn
减	jmo
践	jmp
肩	jmq
荐	jmr
建	jms
蹇	jmu
剑	jmv
间	jmx
鲣	jmy
检	jmz
交	jna
骄	jnc
脚	jnd
搅	jne
铰	jnf
娇	jng
燋	jnh
侥	jni
缴	jnk
较	jnl
饺	jnm
教	jnn
浇	jno
跤	jnp
焦	jnq
蕉	jnr
嚼	jnt
觉	jnu
狡	jnv
峤	jnw
矫	jnx
角	jny
椒	jnz
诫	jpa
睫	jpb
碣	jpc
接	jpe
姐	jpg
阶	jph
街	jpi
褯	jpj
桀	jpk
竭	jpl
羯	jpm
劫	jpn
洁	jpo
界	jpp
届	jpq
节	jpr
戒	jps
嗟	jpt
秸	jpu
介	jpv
截	jpw
孑	jpx
解	jpy
杰	jpz
鹫	jqa
旧	jqd
揪	jqe
僦	jqi
九	jqj
纠	jqk
酒	jqo
救	jqp
舅	jqq
疚	jqs
啾	jqt
究	jqu
玖	jqv
韭	jqw
阄	jqx
柩	jqz
鄄	jra
圈	jrb
捐	jre
镌	jrf
娟	jrg
焆	jrh
倦	jri
绢	jrk
眷	jrm
蠲	jrn
涓	jro
隽	jrq
鹃	jrt
狷	jrv
炅	jsb
𬳶	jsc
炯	jsh
䌹	jsk
坰	jsn
泂	jso
扃	jsq
窘	jsu
颎	jsw
迥	jsx
诀	jta
矍	jtb
爵	jtc
掘	jte
镢	jtf
爝	jth
倔	jti
绝	jtk
决	jto
蹶	jtp
蕨	jtr
厥	jts
嚼	jtt
珏	jtv
崛	jtw
孓	jtx
角	jty
橛	jtz
聚	jua
䴗	jub
驹	juc
具	jud
拒	jue
鞠	juf
遽	jug
炬	juh
俱	jui
裾	juj
筥	juk
举	jul
惧	jum
弆	jun
沮	juo
距	jup
局	juq
菊	jur
疽	jus
咀	jut
秬	juu
狙	juv
岠	juw
句	jux
𬶋	juy
橘	juz
贾	jxa
胛	jxd
钾	jxf
嫁	jxg
假	jxi
笳	jxk
加	jxn
浃	jxo
甲	jxp
茄	jxr
痂	jxs
斝	jxt
稼	jxu
珈	jxv
岬	jxw
蛱	jxy
枷	jxz
麇	jya
晙	jyb
骏	jyc
䐃	jyd
捃	jye
钧	jyf
焌	jyh
俊	jyi
筠	jyk
竣	jyl
均	jyn
浚	jyo
畯	jyp
菌	jyr
君	jys
皲	jyu
珺	jyv
峻	jyw
鲪	jyy
胩	kad
咖	kat
靠	kcc
拷	kce
铐	kcf
烤	kch
洘	kco
尻	kcq
栲	kcz
揩	kde
铠	kdf
炌	kdh
慨	kdm
垲	kdn
蒈	kdr
凯	kdw
闿	kdx
楷	kdz
课	kea
瞌	keb
磕	kec
克	kee
锞	kef
炣	keh
氪	kej
刻	kek
轲	kel
恪	kem
壳	ken
渴	keo
颗	kep
苛	ker
疴	kes
咳	ket
科	keu
珂	kev
岢	kew
匼	kex
蝌	key
柯	kez
裉	kfj
啃	kft
恳	kfw
硁	kgc
铿	kgf
吭	kgt
亢	kha
糠	khd
抗	khe
钪	khf
炕	khh
伉	khi
慷	khm
𡐓	khn
闶	khx
𩾌	khy
瞰	kjb
砍	kjc
勘	kjf
侃	kji
堪	kjn
莰	kjr
龛	kjv
崁	kjw
阚	kjx
槛	kjz
脍	kkd
㧟	kke
侩	kki
