啊	a
摆	bde
败	bdj
稗	bdk
柏	bdl
佰	bdp
百	bdq
拜	bdz
苯	bfc
锛	bfd
犇	bfh
栟	bfl
畚	bfm
笨	bfn
坌	bfo
奔	bfp
贲	bfq
镚	bgd
祊	bgi
绷	bgo
甭	bgq
甏	bgr
蹦	bgs
嘣	bgt
蚌	bgv
琫	bgx
泵	bgz
浜	bha
蒡	bhc
镑	bhd
搒	bhe
膀	bhk
棒	bhl
绑	bho
傍	bhp
邦	bhq
塝	bhr
𠳐	bht
蚌	bhv
谤	bhw
玤	bhx
磅	bhz
泌	bia
蔽	bic
铋	bid
畀	bif
鼻	big
避	bii
赑	bij
秘	bik
舭	bim
笔	bin
弊	bio
彼	bip
逼	biq
毕	bir
庇	bis
鄙	bit
弼	biv
诐	biw
碧	bix
闭	biy
必	biz
湴	bja
昄	bjb
钣	bjd
版	bje
𨭉	bjf
板	bjl
般	bjm
靽	bjn
半	bjo
伴	bjp
瓣	bjq
坂	bjr
瘢	bjs
阪	bjt
班	bjx
冰	bka
饼	bkb
摒	bke
禀	bkf
屏	bki
秉	bkk
柄	bkl
丙	bkq
病	bks
兵	bkt
蛃	bkv
炳	bkw
汴	bma
昪	bmb
苄	bmc
抃	bme
卞	bmf
遍	bmi
贬	bmj
弁	bmm
鞭	bmn
编	bmo
便	bmp
辩	bmq
变	bmt
蝙	bmv
煸	bmw
匾	bmy
砭	bmz
瀌	bna
幖	bnb
藨	bnc
镖	bnd
摽	bne
骉	bnh
裱	bni
膘	bnk
标	bnl
婊	bnn
飙	bnp
彪	bnq
瘭	bns
鳔	bnv
熛	bnw
飑	bny
波	boa
饽	bob
薄	boc
钵	bod
播	boe
亳	bof
剥	bog
驳	boh
擘	boi
脖	bok
柏	bol
舶	bom
簸	bon
伯	bop
勃	boq
跛	bos
啵	bot
鲌	bov
玻	box
礴	boz
癿	bpg
憋	bpo
瘪	bps
晡	bub
蔀	buc
钚	bud
捕	bue
醭	buh
补	bui
簿	bun
堡	bup
布	buq
埠	bur
步	bus
哺	but
怖	buz
𬇙	bwa
蓓	bwc
钡	bwd
北	bwe
卑	bwg
臂	bwi
贝	bwj
杯	bwl
鞁	bwn
狈	bwo
倍	bwp
孛	bwq
呗	bwt
焙	bww
琲	bwx
备	bwy
碑	bwz
嚓	cat
漕	cca
操	cce
槽	ccl
艚	ccm
曹	ccq
嘈	cct
螬	ccv
糙	ccy
𥕢	ccz
睬	cdb
蔡	cdc
财	cdj
彩	cdk
材	cdl
猜	cdo
偲	cdp
裁	cdq
踩	cds
测	cea
侧	cep
厕	ces
册	cey
恻	cez
涔	cfa
参	cfm
层	cgi
嶒	cgm
蹭	cgs
噌	cgt
沧	cha
苍	chc
仓	chf
舱	chm
伧	chp
瓷	cia
茨	cic
祠	cii
赐	cij
刺	cik
慈	cio
伺	cip
辞	ciq
此	cis
呲	cit
词	ciw
玼	cix
糍	ciy
磁	ciz
餐	cje
黪	cjg
骖	cjh
䅟	cjk
蚕	cjp
灿	cjw
璨	cjx
惨	cjz
莝	coc
锉	cod
措	coe
脞	cok
棤	col
嵯	com
鹾	coq
蹉	cos
矬	cot
瑳	cox
磋	coz
镩	crd
攒	cre
汆	crf
篡	crn
爨	crq
蹿	crs
淙	csa
葱	csc
聪	csf
骢	csh
匆	csk
枞	csl
囱	csq
熜	csw
琮	csx
悰	csz
蔟	cuc
殂	cue
卒	cuf
蹙	cug
醋	cuh
簇	cun
猝	cuo
徂	cup
蹴	cus
粗	cuy
淬	cva
萃	cvc
摧	cve
毳	cvf
榱	cvl
崔	cvm
翠	cvo
催	cvp
瘁	cvs
啐	cvt
璀	cvx
粹	cvy
悴	cvz
皴	cym
存	cyq
寸	cyt
忖	cyz
腠	czk
辏	czm
溚	daa
荙	dac
𨱏	dad
打	dae
褡	dai
答	dan
达	dap
沓	daq
垯	dar
瘩	das
哒	dat
炟	daw
怛	daz
盗	dca
帱	dcb
捣	dce
氘	dcg
祷	dci
刀	dcj
稻	dck
舠	dcm
道	dco
导	dcp
蹈	dcs
叨	dct
岛	dcv
纛	dcx
悼	dcz
歹	dde
逮	ddg
骀	ddh
怠	ddm
绐	ddo
代	ddp
戴	ddq
埭	ddr
呆	ddt
玳	ddx
锝	ded
德	dep
地	der
嘚	det
澄	dga
瞪	dgb
镫	dgd
登	dge
嶝	dgm
蹬	dgs
噔	dgt
灯	dgw
璒	dgx
邓	dgy
磴	dgz
𬍡	dha
荡	dhc
铛	dhd
挡	dhe
裆	dhi
档	dhl
筜	dhn
凼	dhq
垱	dhr
党	dhu
谠	dhw
珰	dhx
砀	dhz
滴	dia
睇	dib
蒂	dic
镝	did
抵	die
迪	dif
禘	dii
邸	dij
棣	dil
第	din
狄	dio
低	dip
敌	diq
地	dir
底	dis
嘀	dit
帝	diu
弟	div
谛	diw
骶	dix
砥	diz
淡	dja
旦	djb
萏	djc
担	dje
耽	djf
氮	djg
赕	djj
胆	djk
箪	djn
𬘘	djo
儋	djp
单	djq
蛋	djs
啖	djt
弹	djv
诞	djw
丹	djy
惮	djz
盯	dkb
萣	dkc
钉	dkd
町	dkf
酊	dkh
腚	dkk
仃	dkp
疔	dks
顶	dkt
订	dkw
玎	dkx
碇	dkz
淀	dma
钿	dmd
垫	dme
电	dmf
殿	dmi
巅	dmm
簟	dmn
奠	dmo
佃	dmp
颠	dmq
坫	dmr
店	dms
阽	dmt
玷	dmx
典	dmy
惦	dmz
凋	dna
钓	dnd
貂	dno
吊	dnt
窎	dnu
刁	dnv
调	dnw
雕	dny
碉	dnz
饳	dob
铎	dod
掇	doe
亸	dof
驮	doh
裰	doi
舵	dom
夺	dop
躲	doq
垛	dor
踱	dos
堕	dot
朵	doy
惰	doz
昳	dpb
牒	dpe
瓞	dpk
楪	dpl
𫶇	dpm
绖	dpo
耋	dpq
堞	dpr
跌	dps
喋	dpt
蝶	dpv
谍	dpw
叠	dpy
碟	dpz
铥	dqd
锻	drd
端	dri
椴	drl
耑	drm
簖	drn
缎	dro
段	drq
塅	drr
短	drt
煅	drw
瑖	drx
洞	dsa
董	dsc
氡	dsg
胴	dsk
栋	dsl
东	dsm
侗	dsp
垌	dsr
咚	dst
𬟽	dsv
冬	dsy
懂	dsz
渡	dua
睹	dub
芏	duc
镀	dud
牍	due
黩	dug
犊	duh
赌	duj
肚	duk
杜	dul
妒	dun
独	duo
督	duq
堵	dur
度	dus
嘟	dut
蠹	duu
厾	duv
读	duw
毒	dux
阇	duy
祋	dvi
兑	dvo
堆	dvr
队	dvt
怼	dvy
碓	dvz
嘚	dwt
嗲	dxt
沌	dya
盹	dyb
钝	dyd
敦	dyf
囤	dyh
盾	dyq
墩	dyr
蹲	dys
吨	dyt
炖	dyw
惇	dyz
斗	dza
蔸	dzc
钭	dzd
抖	dze
兜	dzg
篼	dzn
豆	dzq
痘	dzs
陡	dzt
窦	dzu
蚪	dzv
读	dzw
涐	eea
饿	eeb
萼	eec
锷	eed
扼	eee
屙	eei
垩	eej
腭	eek
峨	eem
娥	een
俄	eep
鹅	eeq
堨	eer
厄	ees
呃	eet
额	eeu
鳄	eev
讹	eew
噩	eex
愕	eez
蒽	enc
摁	ene
洱	era
饵	erb
铒	erd
耳	erf
贰	erg
尔	erj
二	erq
鸸	err
咡	ert
鲕	erv
珥	erx
罚	fag
筏	fan
伐	fap
乏	faq
珐	fax
阀	fay
砝	faz
汾	ffa
芬	ffc
氛	ffg
酚	ffh
焚	ffl
纷	ffo
份	ffp
坟	ffr
吩	fft
鲼	ffv
玢	ffx
粉	ffy
愤	ffz
冯	fga
葑	fgc
锋	fgd
赗	fgj
枫	fgl
峰	fgm
缝	fgo
俸	fgp
封	fgr
疯	fgs
唪	fgt
蜂	fgv
讽	fgw
丰	fgx
凤	fgy
奉	fgz
昉	fhb
芳	fhc
钫	fhd
牥	fhh
房	fhi
放	fhj
肪	fhk
枋	fhl
舫	fhm
妨	fhn
纺	fho
仿	fhp
坊	fhr
防	fht
鲂	fhv
访	fhw
泛	fja
饭	fjb
范	fjc
钒	fjd
畈	fjf
贩	fjj
翻	fjk
樊	fjl
犯	fjo
繁	fjp
返	fjq
墦	fjr
蹯	fjs
烦	fjw
璠	fjx
凡	fjy
矾	fjz
付	fua
幅	fub
芙	fuc
甫	fud
扶	fue
孵	fuf
氟	fug
覆	fuh
福	fui
负	fuj
服	fuk
弗	ful
辅	fum
妇	fun
父	fuo
夫	fup
副	fuq
阜	fur
府	fus
附	fut
富	fuu
蝠	fuv
讣	fuw
麸	fux
匐	fuy
怫	fuz
沸	fwa
菲	fwc
镄	fwd
斐	fwe
𬴂	fwh
扉	fwi
肥	fwk
费	fwl
妃	fwn
绯	fwo
霏	fwr
废	fws
啡	fwt
飞	fwv
诽	fww
匪	fwy
悱	fwz
缶	fzh
否	fzq
尕	gad
旮	gaj
伽	gap
戛	gaq
嘎	gat
杲	gcb
藁	gcc
镐	gcd
搞	gce
膏	gcf
皋	gcg
告	gch
稿	gck
槁	gcl
篙	gcn
缟	gco
睾	gcq
诰	gcw
糕	gcy
羔	gcz
溉	gda
晐	gdb
荄	gdc
钙	gdd
赅	gdj
概	gdl
改	gdp
丐	gdq
垓	gdr
陔	gdt
盖	gdz
滆	gea
饹	geb
葛	gec
铬	ged
搁	gee
鸽	gef
戈	geg
袼	gei
胳	gek
格	gel
舸	gem
革	gen
仡	gep
圪	ger
疙	ges
哥	get
割	geu
蛤	gev
骼	gex
阁	gey
硌	gez
茛	gfc
根	gfl
艮	gfp
亘	gfq
哏	gft
浭	gga
暅	ggb
耿	ggf
梗	ggl
颈	ggm
绠	ggo
埂	ggr
庚	ggs
哽	ggt
鲠	ggv
耕	ggy
羹	ggz
港	gha
钢	ghd
扛	ghe
罡	ghg
缸	ghh
肛	ghk
杠	ghl
岗	ghm
筻	ghn
纲	gho
堽	ghr
戆	ghw
冈	ghy
矼	ghz
泔	gja
旰	gjb
苷	gjc
擀	gje
酐	gjh
肝	gjk
杆	gjl
甘	gjn
绀	gjo
干	gjq
坩	gjr
赶	gjs
敢	gjv
赣	gjw
玕	gjx
矸	gjz
拐	gke
乖	gkq
夬	gkv
洸	gla
胱	glk
桄	gll
𨐈	glm
逛	glo
垙	glr
广	gls
咣	glt
珖	glx
涡	goa
帼	gob
锅	god
果	gof
国	goh
虢	gok
椁	gol
崞	gom
馘	goo
埚	gor
裹	gos
呙	got
蝈	gov
粿	goy
灌	gra
馆	grb
莞	grc
掼	gre
罐	grh
祼	gri
棺	grl
管	grn
纶	gro
倌	grp
盥	grq
贯	grs
官	gru
鳏	grv
爟	grw
琯	grx
观	gry
惯	grz
共	gsc
拱	gse
龚	gsh
觥	gsj
肱	gsk
功	gsm
公	gso
供	gsp
躬	gsq
宫	gsu
弓	gsv
珙	gsx
硔	gsz
沽	gua
馉	gub
菇	guc
锢	gud
孤	guf
罟	gug
固	guh
雇	gui
觚	guj
股	guk
梏	gul
轱	gum
姑	gun
谷	guo
估	gup
古	guq
鼓	gur
顾	gus
咕	gut
蛊	guv
诂	guw
骨	gux
羖	guz
晷	gvb
癸	gve
刽	gvf
皈	gvg
柜	gvl
轨	gvm
簋	gvn
鬼	gvo
鬶	gvp
圭	gvr
跪	gvs
宄	gvu
贵	gvv
诡	gvw
归	gvx
闺	gvy
硅	gvz
褂	gxi
瓜	gxk
栝	gxl
刮	gxq
卦	gxr
呱	gxt
寡	gxu
诖	gxw
棍	gyl
辊	gym
绲	gyo
衮	gys
鲧	gyv
磙	gyz
沟	gza
苟	gzc
钩	gzd
购	gzj
构	gzl
岣	gzm
篝	gzn
狗	gzo
佝	gzp
耇	gzq
垢	gzr
诟	gzw
勾	gzy
铪	had
蛤	hav
浩	hca
昊	hcb
蒿	hcc
毫	hcf
皓	hcg
貉	hco
郝	hcr
号	hct
蚝	hcv
耗	hcy
海	hda
孩	hdf
氦	hdg
骇	hdh
胲	hdk
亥	hdn
嗨	hdt
害	hdu
骸	hdx
河	hea
曷	heb
荷	hec
贺	hee
盒	hef
褐	hei
禾	hek
核	hel
劾	hen
貉	heo
何	hep
壑	heq
赫	her
龁	hes
喝	het
鹤	heu
诃	hew
阂	hey
狠	hfo
痕	hfs
𬣳	hfw
恨	hfz
蘅	hgc
亨	hgf
横	hgl
姮	hgn
衡	hgp
堼	hgr
哼	hgt
珩	hgx
恒	hgz
沆	hha
巷	hhc
颃	hhf
杭	hhl
航	hhm
绗	hho
夯	hhp
吭	hht
汗	hja
含	hjb
菡	hjc
撼	hje
鼾	hjg
酣	hjh
崡	hjm
邯	hjn
犴	hjo
韩	hjq
垾	hjr
喊	hjt
寒	hju
函	hjv
焊	hjw
琀	hjx
憾	hjz
淮	hka
槐	hkl
徊	hkp
踝	hks
怀	hkz
潢	hla
晃	hlb
荒	hlc
锽	hld
肓	hlf
皇	hlg
艎	hlm
簧	hln
徨	hlp
癀	hls
隍	hlt
蝗	hlv
谎	hlw
璜	hlx
凰	hly
慌	hlz
漷	hoa
获	hoc
镬	hod
攉	hoe
夥	hof
或	hog
𬴃	hoh
祸	hoi
和	hok
伙	hop
霍	hor
嚯	hot
豁	hou
蠖	hov
火	how
耠	hoy
浣	hra
㬊	hrb
荁	hrc
锾	hrd
换	hre
鹮	hrg
圜	hrh
奂	hrj
桓	hrl
峘	hrm
缓	hro
还	hrq
痪	hrs
唤	hrt
寰	hru
鲩	hrv
焕	hrw
环	hrx
郇	hry
豢	hrz
洪	hsa
蕻	hsc
𫟹	hsd
竑	hsi
轰	hsm
纮	hso
翃	hsq
哄	hst
宏	hsu
虹	hsv
烘	hsw
玒	hsx
訇	hsy
湖	hua
昈	hub
葫	huc
互	hug
鹄	huh
户	hui
斛	huj
忽	huk
槲	hul
岵	hum
笏	hun
狐	huo
瓠	hup
乎	huq
壶	hur
呼	hut
蝴	huv
煳	huw
瑚	hux
糊	huy
惚	huz
汇	hva
晦	hvb
荟	hvc
𬭬	hvd
挥	hve
虺	hvf
毁	hvg
回	hvh
袆	hvi
贿	hvj
秽	hvk
桧	hvl
翙	hvm
绘	hvo
辉	hvp
灰	hvq
恚	hvr
麾	hvs
喙	hvt
蛔	hvv
讳	hvw
慧	hvx
悔	hvz
𬭶	hwd
嘿	hwt
滑	hxa
花	hxc
铧	hxd
划	hxg
骅	hxh
觟	hxj
桦	hxl
婳	hxn
猾	hxo
化	hxp
画	hxq
哗	hxt
砉	hxx
混	hya
馄	hyb
荤	hyc
昏	hyj
魂	hyq
诨	hyw
珲	hyx
阍	hyy
惛	hyz
𬭤	hzd
齁	hzg
篌	hzn
猴	hzo
候	hzp
逅	hzq
堠	hzr
厚	hzs
吼	hzt
鲎	hzu
鲘	hzv
骺	hzx
糇	hzy
汊	iaa
馇	iab
茶	iac
镲	iad
插	iae
衩	iai
杈	ial
嵖	iam
姹	ian
岔	iao
刹	iap
垞	iar
蹅	ias
嚓	iat
察	iau
诧	iaw
叉	iay
差	iaz
潮	ica
晁	icb
钞	icd
抄	ice
绰	ico
朝	icq
吵	ict
弨	icv
炒	icw
巢	icx
耖	icy
怊	icz
茝	idc
钗	idd
豺	ido
侪	idp
虿	idq
柴	ids
差	idz
澈	iea
㬚	ieb
扯	iee
掣	ieh
尺	iei
彻	iep
坼	ier
砗	iez
晨	ifb
抻	ife
衬	ifi
辰	ifj
称	ifk
郴	ifl
𬘭	ifo
尘	ifp
臣	ifq
趁	ifs
陈	ift
宸	ifu
谌	ifw
琛	ifx
忱	ifz
澄	iga
晟	igb
铖	igd
撑	ige
承	igf
盛	igg
骋	igh
裎	igi
程	igk
橙	igl
惩	igp
城	igr
庱	igs
呈	igt
宬	igu
丞	igv
诚	igw
琤	igx
憕	igz
昌	ihb
菖	ihc
𬬮	ihd
畅	ihf
肠	ihk
娼	ihn
猖	iho
偿	ihp
昶	ihq
场	ihr
厂	ihs
唱	iht
尝	ihu
鲳	ihv
长	ihw
阊	ihy
怅	ihz
池	iia
匙	iib
茌	iic
摛	iie
耻	iif
驰	iih
迟	iii
鸱	iij
敕	iik
篪	iin
魑	iio
侈	iip
豉	iiq
赤	iir
痴	iis
嗤	iit
啻	iiu
弛	iiv
炽	iiw
翅	iiy
斥	iiz
潺	ija
馋	ijb
蒇	ijc
铲	ijd
掺	ije
颤	ijf
刬	ijg
骣	ijh
禅	iji
梴	ijl
巉	ijm
婵	ijn
缠	ijo
儳	ijp
单	ijq
廛	ijs
啴	ijt
蝉	ijv
谄	ijw
阐	ijy
忏	ijz
搋	ike
踹	iks
啜	ikt
幢	ilb
床	ils
噇	ilt
窗	ilu
闯	ily
怆	ilz
辍	iom
绰	ioo
逴	ioq
龊	ios
啜	iot
惙	ioz
钏	ird
舛	ire
氚	irg
椽	irl
船	irm
串	irt
穿	iru
川	irx
冲	isa
茺	isc
铳	isd
摏	ise
充	isf
种	isk
崇	ism
翀	iso
宠	isu
虫	isv
珫	isx
憧	isz
滁	iua
锄	iud
搐	iue
畜	iuf
黜	iug
初	iui
触	iuj
楚	iul
绌	iuo
储	iup
矗	iuq
厨	ius
除	iut
蜍	iuv
琡	iux
处	iuy
础	iuz
锤	ivd
捶	ive
圌	ivh
槌	ivl
倕	ivp
垂	ivq
陲	ivt
炊	ivw
淳	iya
莼	iyc
𬭚	iyd
鹑	iyf
醇	iyh
唇	iyj
椿	iyl
纯	iyo
堾	iyr
䲠	iyv
瑃	iyx
蠢	iyz
瞅	izb
畴	izf
臭	izg
酬	izh
愁	izk
杻	izl
筹	izn
绸	izo
仇	izp
踌	izs
丑	izv
雠	izw
惆	izz
津	jba
今	jbb
荩	jbc
金	jbd
殣	jbe
尽	jbi
晋	jbj
禁	jbl
劲	jbm
筋	jbn
缙	jbo
仅	jbp
矜	jbr
廑	jbs
噤	jbt
卺	jbv
谨	jbw
紧	jbx
近	jbz
济	jia
饥	jib
藉	jic
及	jid
技	jie
剂	jif
羁	jig
骥	jih
屐	jii
急	jij
积	jik
机	jil
辑	jim
基	jin
级	jio
即	jip
击	jiq
吉	jir
疾	jis
际	jit
寄	jiu
鲫	jiv
记	jiw
玑	jix
几	jiy
矶	jiz
净	jka
睛	jkb
警	jkc
镜	jkd
京	jkf
鼱	jkg
竞	jki
旌	jkj
胫	jkk
颈	jkm
婧	jkn
猄	jko
径	jkp
兢	jkq
境	jkr
痉	jks
阱	jkt
鲸	jkv
竟	jkw
静	jkx
精	jky
惊	jkz
江	jla
蒋	jlc
奖	jle
膙	jlk
缰	jlo
僵	jlp
豇	jlq
降	jlt
疆	jlv
讲	jlw
匠	jly
姜	jlz
减	jma
睑	jmb
荐	jmc
键	jmd
捡	jme
剑	jmf
建	jmg
犍	jmh
肩	jmi
贱	jmj
柬	jmk
检	jml
舰	jmm
简	jmn
剪	jmo
件	jmp
践	jms
蹇	jmu
鲣	jmv
谏	jmw
坚	jmx
间	jmy
碱	jmz
浇	jna
饺	jnb
蕉	jnc
铰	jnd
搅	jne
交	jnf
皎	jng
骄	jnh
角	jnj
脚	jnk
椒	jnl
较	jnm
娇	jnn
缴	jno
侥	jnp
教	jnq
跤	jns
矫	jnt
觉	jnu
蛟	jnv
焦	jnw
剿	jnx
礁	jnz
洁	jpa
睫	jpb
节	jpc
接	jpe
界	jpf
戒	jpg
届	jpi
解	jpj
秸	jpk
杰	jpl
姐	jpn
街	jpp
截	jpq
劫	jpr
疥	jps
阶	jpt
蚧	jpv
诫	jpw
絜	jpx
羯	jpz
酒	jqa
揪	jqe
鹫	jqf
舅	jqg
九	jqj
柩	jql
㠇	jqm
纠	jqo
僦	jqp
救	jqq
疚	jqs
啾	jqt
究	jqu
旧	jqx
咎	jqy
涓	jra
镌	jrd
捐	jre
圈	jrh
娟	jrn
绢	jro
倦	jrp
鹃	jrt
隽	jrw
眷	jrz
泂	jsa
炅	jsb
𬳶	jsh
扃	jsi
䌹	jso
坰	jsr
窘	jsu
炯	jsw
迥	jsy
决	jta
矍	jtb
蕨	jtc
镢	jtd
掘	jte
孓	jtf
𫘝	jth
角	jtj
爵	jtk
橛	jtl
崛	jtm
绝	jto
倔	jtp
厥	jts
嚼	jtt
诀	jtw
珏	jtx
砄	jtz
沮	jua
䴗	jub
菊	juc
锯	jud
拒	jue
聚	juf
具	jug
驹	juh
局	jui
秬	juk
橘	jul
车	jum
鞠	jun
狙	juo
举	jup
遽	juq
弆	jur
距	jus
矩	jut
窭	juu
𬶋	juv
炬	juw
琚	jux
句	juy
惧	juz
浃	jxa
茄	jxc
钾	jxd
加	jxe
甲	jxf
贾	jxh
稼	jxk
枷	jxl
岬	jxm
嫁	jxn
假	jxp
夹	jxq
嘉	jxr
痂	jxs
斝	jxt
蛱	jxv
珈	jxx
浚	jya
晙	jyb
菌	jyc
钧	jyd
捃	jye
畯	jyf
君	jyg
骏	jyh
竣	jyi
䐃	jyk
峻	jym
筠	jyn
俊	jyp
均	jyr
皲	jyu
鲪	jyv
焌	jyw
珺	jyx
胩	kak
咖	kat
洘	kca
铐	kcd
拷	kce
靠	kch
尻	kci
栲	kcl
烤	kcw
蒈	kdc
铠	kdd
揩	kde
楷	kdl
凯	kdm
垲	kdr
炌	kdw
闿	kdy
慨	kdz
渴	kea
瞌	keb
苛	kec
锞	ked
牁	kee
颗	kef
氪	keg
骒	keh
科	kek
柯	kel
轲	kem
刻	ken
缂	keo
克	keq
壳	ker
疴	kes
咳	ket
客	keu
蝌	kev
课	kew
珂	kex
匼	key
磕	kez
裉	kfi
恳	kfp
啃	kft
铿	kgd
吭	kgt
硁	kgz
钪	khd
抗	khe
亢	khf
伉	khp
𡐓	khr
𩾌	khv
炕	khw
糠	khy
慷	khz
瞰	kjb
莰	kjc
龛	kjf
槛	kjl
崁	kjm
勘	kjn
侃	kjp
堪	kjr
阚	kjy
砍	kjz
蒯	kkc
㧟	kke
会	kkf
脍	kkk
筷	kkn
狯	kko
侩	kkp
块	kkr
哙	kkt
鲙	kkv
洭	kla
旷	klb
贶	klj
框	kll
筐	kln
狂	klo
夼	klp
圹	klr
邝	kls
哐	klt
诳	klw
匡	kly
矿	klz
括	koe
廓	kos
蛞	kov
阔	koy
宽	kru
髋	krx
控	kse
孔	ksf
恐	ksm
箜	ksn
倥	ksp
埪	ksr
硿	ksz
酷	kuh
裤	kui
枯	kul
绔	kuo
