啊	a
剥	bco
包	bcq
鸨	bcr
龅	bcs
爆	bct
鲍	bcu
豹	bcv
宝	bcw
褓	bcy
雹	bcz
败	bdb
百	bdd
佰	bde
摆	bdi
稗	bdo
柏	bdr
拜	bdx
倴	bfe
笨	bff
锛	bfg
苯	bfk
栟	bfr
贲	bft
畚	bfv
奔	bfx
犇	bfz
琫	bgc
甭	bgd
蚌	bgf
镚	bgg
泵	bgh
甏	bgm
嘣	bgp
蹦	bgs
迸	bgv
祊	bgy
浜	bha
膀	bhb
玤	bhc
邦	bhd
傍	bhe
蚌	bhf
镑	bhg
磅	bhh
搒	bhi
蒡	bhk
塝	bhm
谤	bho
𠳐	bhp
棒	bhr
绑	bhs
泌	bia
赑	bib
避	bic
逼	bid
彼	bie
笔	bif
铋	big
髀	bij
蔽	bik
陛	bil
舭	bim
必	bio
鄙	bip
闭	biq
毕	bir
币	bis
鲾	biu
弊	biv
庇	biw
弼	bix
鼻	biy
畀	biz
湴	bja
靽	bjb
班	bjc
伴	bje
钣	bjg
版	bji
𨭉	bjj
阪	bjl
般	bjm
昄	bjn
板	bjr
绊	bjs
半	bjv
瘢	bjw
瓣	bjx
冰	bka
屏	bkc
丙	bkd
蛃	bkf
摒	bki
禀	bkj
饼	bkn
秉	bko
柄	bkr
炳	bkt
病	bkw
兵	bky
汴	bma
鞭	bmb
遍	bmc
便	bme
蝙	bmf
砭	bmh
抃	bmi
卞	bmj
苄	bmk
昪	bmn
忭	bmo
匾	bmq
编	bms
煸	bmt
鳊	bmu
弁	bmv
辩	bmx
褊	bmy
变	bmz
瀌	bna
膘	bnb
彪	bnd
俵	bne
婊	bnf
镖	bng
摽	bni
藨	bnk
飑	bnq
标	bnr
幖	bnt
鳔	bnu
瘭	bnw
飙	bnx
裱	bny
骉	bnz
波	boa
脖	bob
玻	boc
卜	bod
伯	boe
簸	bof
钵	bog
礴	boh
播	boi
亳	boj
薄	bok
舶	bom
饽	bon
剥	boo
啵	bop
柏	bor
跛	bos
勃	bot
鲌	bou
帛	boy
驳	boz
憋	bpv
瘪	bpw
癿	bpy
瓿	bub
卜	bud
堡	bue
簿	buf
钚	bug
捕	bui
蔀	buk
埠	bum
晡	bun
怖	buo
哺	bup
醭	buq
逋	bur
步	bus
布	but
补	buy
𬇙	bwa
贝	bwb
臂	bwc
倍	bwe
钡	bwg
碑	bwh
北	bwi
蓓	bwk
糒	bwl
悖	bwo
呗	bwp
杯	bwr
备	bwt
狈	bwv
卑	bwy
嚓	cap
漕	cca
曹	ccd
螬	ccf
𥕢	cch
操	cci
糙	ccl
艚	ccm
嘈	ccp
槽	ccr
财	cdb
偲	cde
蔡	cdk
睬	cdn
材	cdr
踩	cds
裁	cdt
猜	cdv
彩	cdz
测	cea
侧	cee
恻	ceo
册	ceq
厕	cew
涔	cfa
参	cfv
层	cgc
嶒	cgh
噌	cgp
蹭	cgs
沧	cha
伧	che
苍	chk
舱	chm
仓	chv
瓷	cia
赐	cib
玼	cic
伺	cie
磁	cih
刺	cij
茨	cik
糍	cil
词	cio
呲	cip
此	cis
辞	cit
慈	civ
疵	ciw
差	cix
祠	ciy
璨	cjc
惨	cjo
灿	cjt
餐	cju
蚕	cjx
黪	cjy
骖	cjz
脞	cob
瑳	coc
鹾	cod
锉	cog
磋	coh
措	coi
莝	cok
棤	cor
蹉	cos
厝	cow
矬	cox
篡	crf
镩	crg
攒	cri
蹿	crs
汆	crv
淙	csa
琮	csc
囱	csd
匆	cse
聪	csg
葱	csk
悰	cso
枞	csr
熜	cst
丛	csv
骢	csz
徂	cue
簇	cuf
卒	cuj
蔟	cuk
粗	cul
醋	cuq
蹴	cus
殂	cuu
猝	cuv
蹙	cuy
淬	cva
璀	cvc
催	cve
崔	cvh
摧	cvi
萃	cvk
粹	cvl
悴	cvo
啐	cvp
翠	cvq
榱	cvr
缞	cvs
毳	cvv
瘁	cvw
邨	cyd
寸	cym
忖	cyo
存	cyt
皴	cyv
腠	czb
辏	czm
溚	daa
鞑	dab
答	daf
𨱏	dag
鿎	dah
打	dai
荙	dak
垯	dam
怛	dao
哒	dap
跶	das
炟	dat
瘩	daw
达	dax
褡	day
盗	dca
纛	dcc
氘	dcd
倒	dce
岛	dcf
捣	dci
舠	dcm
导	dcn
稻	dco
叨	dcp
刀	dcq
蹈	dcs
帱	dct
鱽	dcu
道	dcv
祷	dcy
玳	ddc
叇	ddd
代	dde
埭	ddm
逮	ddo
呆	ddp
绐	dds
戴	ddt
歹	ddu
怠	ddv
大	ddx
骀	ddz
德	dee
锝	deg
地	dem
嘚	dep
澄	dga
璒	dgc
镫	dgg
磴	dgh
瞪	dgn
噔	dgp
蹬	dgs
灯	dgt
登	dgu
𬍡	dha
珰	dhc
筜	dhf
铛	dhg
砀	dhh
挡	dhi
荡	dhk
垱	dhm
谠	dho
档	dhr
党	dhw
裆	dhy
滴	dia
鞮	dib
玓	dic
弟	did
低	die
第	dif
邸	dig
砥	dih
抵	dii
骶	dij
蒂	dik
地	dim
睇	din
谛	dio
嘀	dip
翟	diq
棣	dir
缔	dis
敌	dit
狄	div
底	diw
羝	dix
禘	diy
迪	diz
淡	dja
胆	djb
单	djd
儋	dje
箪	djf
耽	djg
石	djh
担	dji
亶	djj
萏	djk
旦	djn
诞	djo
啖	djp
丹	djq
蛋	djs
殚	dju
疸	djw
弹	djx
腚	dkb
玎	dkc
仃	dke
钉	dkg
碇	dkh
萣	dkk
顶	dkm
盯	dkn
订	dko
叮	dkp
酊	dkq
疔	dkw
町	dkz
淀	dma
殿	dmc
佃	dme
簟	dmf
钿	dmg
巅	dmh
垫	dmi
阽	dml
坫	dmm
惦	dmo
典	dmq
踮	dms
颠	dmt
奠	dmv
店	dmw
电	dmz
凋	dna
钓	dng
碉	dnh
调	dno
吊	dnp
雕	dnq
鲷	dnu
貂	dnv
窎	dnw
刁	dnx
躲	dod
铎	dog
掇	doi
亸	doj
堕	dol
舵	dom
饳	don
惰	doo
哆	dop
朵	doq
踱	dos
剟	dot
度	dow
夺	dox
裰	doy
驮	doz
蝶	dpf
碟	dph
牒	dpi
耋	dpl
堞	dpm
昳	dpn
谍	dpo
喋	dpp
楪	dpr
跌	dps
叠	dpt
鲽	dpu
迭	dpx
瓞	dpz
铥	dqg
端	drb
瑖	drc
簖	drf
锻	drg
耑	drh
塅	drm
椴	drr
段	drs
煅	drt
短	drx
洞	dsa
胴	dsb
氡	dsd
侗	dse
𬟽	dsf
硐	dsh
董	dsk
东	dsm
懂	dso
咚	dsp
栋	dsr
冬	dst
渡	dua
肚	dub
毒	duc
督	dud
妒	duf
镀	dug
牍	dui
髑	duj
芏	duk
堵	dum
睹	dun
读	duo
嘟	dup
阇	duq
杜	dur
独	duv
度	duw
厾	dux
黩	duy
犊	duz
碓	dvh
队	dvl
堆	dvm
怼	dvt
兑	dvv
祋	dvy
嘚	dwp
嗲	dxp
沌	dya
钝	dyg
礅	dyh
敦	dyj
墩	dym
盹	dyn
惇	dyo
吨	dyp
盾	dys
炖	dyt
囤	dyu
斗	dza
豆	dzd
蚪	dzf
钭	dzg
抖	dzi
蔸	dzk
陡	dzl
读	dzo
痘	dzw
兜	dzy
涐	eea
腭	eeb
噩	eec
俄	eee
娥	eef
锷	eeg
峨	eeh
扼	eei
萼	eek
阿	eel
轭	eem
饿	een
愕	eeo
呃	eep
鹅	ees
鳄	eeu
额	eew
摁	eni
蒽	enk
洱	era
珥	erc
二	erd
耳	erg
陑	erl
饵	ern
咡	erp
尔	erq
鲕	eru
贰	ery
鸸	erz
珐	fac
伐	fae
筏	faf
砝	fah
阀	faq
乏	fas
罚	fay
汾	ffa
玢	ffc
氛	ffd
份	ffe
芬	ffk
粉	ffl
坟	ffm
愤	ffo
吩	ffp
酚	ffq
焚	ffr
纷	ffs
鲼	ffu
忿	ffv
奋	ffx
鼢	ffy
冯	fga
赗	fgb
丰	fgc
俸	fge
蜂	fgf
锋	fgg
峰	fgh
葑	fgk
封	fgm
讽	fgo
唪	fgp
凤	fgq
枫	fgr
缝	fgs
逢	fgt
疯	fgw
奉	fgx
肪	fhb
房	fhc
仿	fhe
妨	fhf
钫	fhg
芳	fhk
防	fhl
坊	fhm
昉	fhn
访	fho
枋	fhr
纺	fhs
鲂	fhu
放	fhw
牥	fhz
泛	fja
贩	fjb
璠	fjc
繁	fje
钒	fjg
矾	fjh
范	fjk
墦	fjm
饭	fjn
凡	fjq
樊	fjr
返	fjs
烦	fjt
犯	fjv
翻	fjz
浮	fua
服	fub
麸	fuc
副	fud
佛	fue
妇	fuf
鄜	fug
弗	fuh
扶	fui
阜	fuj
芙	fuk
附	ful
辅	fum
讣	fuo
付	fup
负	fuq
甫	fur
赴	fus
幅	fut
黼	fuu
父	fuv
府	fuw
夫	fux
福	fuy
孚	fuz
沸	fwa
肥	fwb
扉	fwc
妃	fwf
镄	fwg
费	fwh
斐	fwi
菲	fwk
诽	fwo
啡	fwp
匪	fwq
榧	fwr
绯	fws
鲱	fwu
狒	fwv
废	fww
飞	fwx
霏	fwz
否	fzd
缶	fzz
戛	gad
伽	gae
钆	gag
旮	gan
嘎	gap
尕	gat
尜	gax
篙	gcf
镐	gcg
搞	gci
膏	gcj
藁	gck
糕	gcl
杲	gcn
稿	gco
槁	gcr
睾	gcs
羔	gcx
皋	gcy
告	gcz
溉	gda
赅	gdb
丐	gdd
钙	gdg
荄	gdk
陔	gdl
垓	gdm
改	gdn
概	gdr
戤	gdt
盖	gdx
滆	gea
革	geb
仡	gee
蛤	gef
铬	geg
硌	geh
搁	gei
骼	gej
葛	gek
隔	gel
哥	gem
饹	gen
咯	gep
阁	geq
格	ger
鸽	gev
割	gew
哿	gex
戈	gey
亘	gfd
茛	gfk
哏	gfp
根	gfr
艮	gfv
浭	gga
耕	ggd
耿	ggg
𬒔	ggh
埂	ggm
暅	ggn
哽	ggp
梗	ggr
绠	ggs
鲠	ggu
颈	ggv
庚	ggw
羹	ggx
港	gha
肛	ghb
筻	ghf
钢	ghg
岗	ghh
扛	ghi
堽	ghm
冈	ghq
杠	ghr
纲	ghs
罡	ghy
缸	ghz
泔	gja
甘	gjb
玕	gjc
竿	gjf
矸	gjh
擀	gji
苷	gjk
坩	gjm
旰	gjn
秆	gjo
酐	gjq
杆	gjr
赶	gjs
干	gjt
鳡	gju
疳	gjw
敢	gjx
赣	gjz
拐	gki
乖	gkt
夬	gkx
洸	gla
胱	glb
珖	glc
垙	glm
咣	glp
桄	glr
逛	glv
广	glw
涡	goa
腘	gob
裹	goc
蝈	gof
锅	gog
崞	goh
郭	goj
粿	gol
埚	gom
馃	gon
呙	gop
椁	gor
帼	got
国	gou
馘	gov
果	goz
灌	gra
琯	grc
倌	gre
管	grf
掼	gri
莞	grk
馆	grn
惯	gro
棺	grr
盥	grs
观	grt
鳏	gru
官	grw
贯	grx
祼	gry
罐	grz
肱	gsb
珙	gsc
躬	gsd
供	gse
蚣	gsf
硔	gsh
拱	gsi
龚	gsj
共	gsk
觥	gsq
公	gsv
宫	gsw
弓	gsx
沽	gua
股	gub
雇	guc
估	gue
姑	guf
锢	gug
崮	guh
骨	guj
菇	guk
孤	gul
鼓	gum
馉	gun
诂	guo
咕	gup
贾	guq
梏	gur
古	gut
固	guu
谷	guv
顾	guw
羖	gux
罟	guy
牯	guz
瑰	gvc
贵	gvf
硅	gvh
轨	gvm
晷	gvn
诡	gvo
归	gvq
柜	gvr
跪	gvs
龟	gvu
刽	gvv
宄	gvw
鬼	gvx
皈	gvy
胍	gxb
卦	gxm
诖	gxo
呱	gxp
栝	gxr
刮	gxt
寡	gxw
褂	gxy
瓜	gxz
衮	gyc
磙	gyh
辊	gym
棍	gyr
绲	gys
鲧	gyu
沟	gza
购	gzb
佝	gze
篝	gzf
钩	gzg
岣	gzh
苟	gzk
耇	gzl
垢	gzm
诟	gzo
勾	gzq
构	gzr
缑	gzs
狗	gzv
蛤	haf
铪	hag
浩	hca
耗	hcd
蚝	hcf
毫	hcj
蒿	hck
郝	hcm
昊	hcn
号	hcp
貉	hcv
皓	hcy
海	hda
胲	hdb
氦	hdd
亥	hdi
骸	hdj
孩	hdl
嗨	hdp
醢	hdq
害	hdw
骇	hdz
河	hea
翮	heb
壑	hed
何	hee
劾	hei
荷	hek
𬌗	hel
赫	hem
曷	hen
诃	heo
喝	hep
阂	heq
核	her
纥	hes
熇	het
盒	hev
鹤	hew
贺	hex
褐	hey
恨	hfo
狠	hfv
痕	hfw
珩	hgc
衡	hge
姮	hgf
亨	hgj
蘅	hgk
堼	hgm
恒	hgo
哼	hgp
横	hgr
沆	hha
颃	hhj
巷	hhk
航	hhm
吭	hhp
杭	hhr
绗	hhs
夯	hhx
汗	hja
邯	hjb
琀	hjc
含	hjd
蚶	hjf
崡	hjh
撼	hji
菡	hjk
垾	hjm
旱	hjn
憾	hjo
喊	hjp
酣	hjq
韩	hjt
犴	hjv
寒	hjw
函	hjx
鼾	hjy
淮	hka
徊	hke
怀	hko
槐	hkr
踝	hks
潢	hla
璜	hlc
徨	hle
簧	hlf
锽	hlg
肓	hlj
荒	hlk
隍	hll
艎	hlm
晃	hln
谎	hlo
喤	hlp
凰	hlq
煌	hlt
鳇	hlu
癀	hlw
皇	hly
漷	hoa
耠	hod
伙	hoe
蠖	hof
镬	hog
攉	hoi
获	hok
和	hoo
嚯	hop
火	hot
豁	how
或	hoy
霍	hoz
浣	hra
环	hrc
还	hrd
锾	hrg
峘	hrh
换	hri
荁	hrk
㬊	hrn
唤	hrp
奂	hrq
桓	hrr
缓	hrs
焕	hrt
圜	hru
獾	hrv
痪	hrw
豢	hrx
鹮	hry
洪	hsa
竑	hsb
玒	hsc
虹	hsf
𫟹	hsg
蕻	hsk
轰	hsm
讧	hso
哄	hsp
訇	hsq
纮	hss
烘	hst
谼	hsv
宏	hsw
弘	hsx
湖	hua
户	huc
虎	hud
忽	hue
蝴	huf
岵	huh
鹘	huj
葫	huk
糊	hul
壶	hum
昈	hun
互	huo
呼	hup
醐	huq
槲	hur
乎	hus
胡	hut
囫	huu
狐	huv
弧	hux
祜	huy
鹄	huz
汇	hva
贿	hvb
慧	hvc
惠	hvd
徽	hve
蛔	hvf
𬭬	hvg
翙	hvh
挥	hvi
荟	hvk
虺	hvl
恚	hvm
晦	hvn
悔	hvo
喙	hvp
翚	hvq
桧	hvr
绘	hvs
灰	hvt
回	hvu
麾	hvw
辉	hvx
毁	hvy
𬭶	hwg
嘿	hwp
滑	hxa
砉	hxc
画	hxd
化	hxe
婳	hxf
铧	hxg
花	hxk
哗	hxp
觟	hxq
桦	hxr
猾	hxv
划	hxy
骅	hxz
混	hya
珲	hyc
魂	hyd
昏	hyg
碈	hyh
荤	hyk
馄	hyn
诨	hyo
阍	hyq
候	hze
篌	hzf
𬭤	hzg
骺	hzj
糇	hzl
堠	hzm
吼	hzp
逅	hzs
鲘	hzu
猴	hzv
厚	hzw
齁	hzy
汊	iaa
刹	iab
侘	iae
姹	iaf
镲	iag
碴	iah
插	iai
茶	iak
𥻗	ial
垞	iam
馇	ian
诧	iao
嚓	iap
杈	iar
蹅	ias
叉	iat
岔	iav
察	iaw
差	iax
衩	iay
潮	ica
耖	icd
钞	icg
抄	ici
晁	icn
怊	ico
吵	icp
巢	icq
绰	ics
朝	ict
弨	icx
侪	ide
钗	idg
茝	idk
柴	ids
虿	idt
豺	idv
瘥	idw
差	idx
澈	iea
尺	iec
彻	iee
砗	ieh
扯	iei
坼	iem
㬚	ien
掣	iez
琛	ifc
臣	ifd
辰	ifg
碜	ifh
抻	ifi
陈	ifl
晨	ifn
称	ifo
嗔	ifp
郴	ifr
趁	ifs
煁	ift
宸	ifw
尘	ifx
衬	ify
澄	iga
塍	igb
琤	igc
惩	ige
蛏	igf
铖	igg
撑	igi
承	igl
城	igm
晟	ign
程	igo
呈	igp
酲	igq
橙	igr
宬	igw
丞	igx
盛	igy
骋	igz
肠	ihb
偿	ihe
娼	ihf
𬬮	ihg
菖	ihk
场	ihm
昌	ihn
怅	iho
唱	ihp
阊	ihq
长	iht
鲳	ihu
猖	ihv
厂	ihw
敞	ihx
昶	ihy
畅	ihz
池	iia
斥	iib
迟	iic
豉	iid
侈	iie
篪	iif
耻	iig
摛	iii
敕	iij
茌	iik
赤	iim
匙	iin
嗤	iip
蚩	iiq
齿	iis
翅	iit
痴	iiw
弛	iix
褫	iiy
驰	iiz
潺	ija
韂	ijb
孱	ijc
单	ijd
儳	ije
蝉	ijf
铲	ijg
巉	ijh
掺	iji
颤	ijj
蒇	ijk
馋	ijn
忏	ijo
啴	ijp
阐	ijq
梴	ijr
缠	ijs
𬊤	ijt
廛	ijw
禅	ijy
骣	ijz
搋	iki
啜	ikp
踹	iks
怆	ilo
噇	ilp
闯	ilq
幢	ilt
床	ilw
逴	iod
辍	iom
惙	ioo
啜	iop
绰	ios
氚	ird
钏	irg
遄	irh
船	irm
串	irp
川	irq
椽	irr
舛	iru
穿	irw
冲	isa
珫	isc
虫	isf
铳	isg
崇	ish
摏	isi
充	isj
茺	isk
艟	ism
憧	iso
翀	isq
宠	isw
舂	isx
滁	iua
斶	iub
琡	iuc
亍	iud
储	iue
蜍	iuf
锄	iug
础	iuh
搐	iui
畜	iuj
除	iul
怵	iuo
触	iuq
楚	iur
躇	ius
处	iut
䝙	iuv
厨	iuw
初	iuy
倕	ive
锤	ivg
捶	ivi
陲	ivl
槌	ivr
垂	ivt
圌	ivu
淳	iya
瑃	iyc
蝽	iyf
唇	iyg
鹑	iyj
莼	iyk
堾	iym
醇	iyq
椿	iyr
纯	iys
䲠	iyu
蠢	iyx
雠	izc
仇	ize
筹	izf
瞅	izn
愁	izo
酬	izq
杻	izr
绸	izs
帱	izt
侴	izv
瘳	izw
丑	izx
臭	izy
畴	izz
津	jba
近	jbb
尽	jbc
今	jbd
仅	jbe
筋	jbf
金	jbg
荩	jbk
墐	jbm
馑	jbn
谨	jbo
矜	jbp
紧	jbq
禁	jbr
缙	jbs
巾	jbt
晋	jbu
劲	jbv
廑	jbw
卺	jbx
襟	jby
济	jia
基	jib
集	jic
击	jid
伎	jie
嫉	jif
麂	jig
矶	jih
技	jii
剂	jij
藉	jik
际	jil
吉	jim
忌	jin
记	jio
唧	jip
几	jiq
机	jir
级	jis
及	jit
祭	jiu
即	jiv
寄	jiw
奇	jix
羁	jiy
迹	jiz
净	jka
竞	jkb
静	jkc
径	jke
婧	jkf
镜	jkg
京	jkj
警	jkk
精	jkl
境	jkm
睛	jkn
惊	jko
兢	jkt
鲸	jku
颈	jkv
痉	jkw
鼱	jky
竟	jkz
江	jla
膙	jlb
豇	jld
僵	jle
虹	jlf
礓	jlh
奖	jli
蒋	jlk
降	jll
讲	jlo
匠	jlq
缰	jls
鳉	jlu
疆	jlx
减	jma
贱	jmb
肩	jmc
件	jme
简	jmf
键	jmg
碱	jmh
捡	jmi
柬	jmj
荐	jmk
舰	jmm
睑	jmn
建	jmo
间	jmq
检	jmr
践	jms
艰	jmt
歼	jmu
剑	jmv
蹇	jmw
尖	jmx
裥	jmy
犍	jmz
浇	jna
脚	jnb
焦	jnc
侥	jne
娇	jnf
铰	jng
礁	jnh
搅	jni
交	jnj
蕉	jnk
教	jnl
较	jnm
饺	jnn
恔	jno
嚼	jnp
角	jnq
椒	jnr
缴	jns
燋	jnt
鲛	jnu
狡	jnv
觉	jnw
矫	jnx
皎	jny
骄	jnz
洁	jpa
竭	jpb
届	jpc
街	jpe
姐	jpf
碣	jph
接	jpi
骱	jpj
节	jpk
阶	jpl
劫	jpm
睫	jpn
诫	jpo
嗟	jpp
解	jpq
杰	jpr
截	jpt
桀	jpu
介	jpv
疥	jpw
羯	jpx
戒	jpy
界	jpz
酒	jqa
玖	jqc
救	jqd
僦	jqe
㠇	jqh
揪	jqi
鹫	jqj
九	jqn
啾	jqp
旧	jqq
柩	jqr
纠	jqs
咎	jqt
究	jqw
舅	jqy
涓	jra
隽	jrc
倦	jre
娟	jrf
镌	jrg
捐	jri
鹃	jrp
鄄	jrq
绢	jrs
焆	jrt
圈	jru
狷	jrv
眷	jrx
泂	jsa
扃	jsc
坰	jsm
炅	jsn
迥	jsq
颎	jsr
䌹	jss
炯	jst
窘	jsw
𬳶	jsz
决	jta
珏	jtc
倔	jte
镢	jtg
崛	jth
掘	jti
蕨	jtk
孓	jtl
矍	jtn
诀	jto
嚼	jtp
角	jtq
橛	jtr
绝	jts
爝	jtt
獗	jtv
厥	jtw
爵	jtz
沮	jua
鞠	jub
局	juc
遽	jud
俱	jue
娵	juf
聚	jug
岠	juh
拒	jui
具	juj
菊	juk
车	jum
䴗	jun
惧	juo
咀	jup
句	juq
橘	jur
距	jus
炬	jut
𬶋	juu
狙	juv
疽	juw
举	jux
裾	juy
驹	juz
浃	jxa
胛	jxb
珈	jxc
夹	jxd
假	jxe
嫁	jxf
钾	jxg
岬	jxh
茄	jxk
嘉	jxm
稼	jxo
斝	jxp
贾	jxq
枷	jxr
跏	jxs
痂	jxw
加	jxx
甲	jxz
浚	jya
竣	jyb
珺	jyc
俊	jye
筠	jyf
钧	jyg
峻	jyh
捃	jyi
菌	jyk
均	jym
晙	jyn
君	jyo
焌	jyt
鲪	jyu
皲	jyw
骏	jyz
胩	kab
咖	kap
洘	kca
尻	kcc
铐	kcg
拷	kci
栲	kcr
烤	kct
靠	kcz
铠	kdg
凯	kdh
揩	kdi
蒈	kdk
垲	kdm
慨	kdo
闿	kdq
楷	kdr
炌	kdt
渴	kea
珂	kec
氪	ked
蝌	kef
锞	keg
磕	keh
刻	kei
髁	kej
苛	kek
壳	kem
瞌	ken
科	keo
咳	kep
匼	keq
柯	ker
缂	kes
克	ket
客	kew
颗	kez
啃	kfp
恳	kfv
裉	kfy
铿	kgg
硁	kgh
吭	kgp
伉	khe
钪	khg
抗	khi
亢	khj
糠	khl
𡐓	khm
慷	kho
闶	khq
炕	kht
𩾌	khu
勘	kjb
侃	kje
砍	kjh
莰	kjk
堪	kjm
瞰	kjn
阚	kjq
槛	kjr
龛	kjv
脍	kkb
侩	kke
筷	kkf
㧟	kki
蒯	kkk
块	kkm
哙	kkp
鲙	kku
会	kkv
洭	kla
贶	klb
筐	klf
矿	klh
圹	klm
旷	kln
