啊	a
暴	bcv
鸨	bcw
褒	bcx
豹	bcy
摆	bde
百	bdh
柏	bdl
佰	bdo
稗	bdp
败	bdt
拜	bdz
苯	bff
笨	bfk
栟	bfl
畚	bfm
锛	bfn
倴	bfo
贲	bfp
犇	bfr
坌	bft
奔	bfx
嘣	bga
蚌	bgc
甭	bgh
泵	bgj
琫	bgm
镚	bgn
蹦	bgq
绷	bgs
迸	bgt
祊	bgv
甏	bgz
𠳐	bha
蚌	bhc
搒	bhe
蒡	bhf
邦	bhh
磅	bhj
棒	bhl
玤	bhm
镑	bhn
傍	bho
膀	bhq
绑	bhs
谤	bhu
浜	bhw
塝	bhz
鄙	bia
闭	bib
婢	bic
庇	bid
蔽	bif
畀	big
逼	bih
笔	bik
碧	bim
铋	bin
彼	bio
秘	bip
跸	biq
必	bir
弊	bit
髀	biu
裨	biv
毕	biw
鼻	bix
狴	biy
避	biz
阪	bja
瓣	bjb
瘢	bjd
搬	bje
般	bjg
版	bjk
板	bjl
班	bjm
钣	bjn
伴	bjo
绊	bjs
半	bjt
昄	bjv
湴	bjw
坂	bjz
蛃	bkc
病	bkd
禀	bke
丙	bkh
兵	bkk
柄	bkl
秉	bkp
炳	bkq
饼	bkr
昺	bkv
冰	bkw
屏	bkz
变	bma
辩	bmb
蝙	bmc
卞	bme
苄	bmf
砭	bmj
笾	bmk
弁	bmm
便	bmo
煸	bmq
忭	bmr
编	bms
贬	bmt
褊	bmv
汴	bmw
遍	bmz
飑	bnb
婊	bnc
瘭	bnd
摽	bne
藨	bnf
彪	bnh
标	bnl
镖	bnn
俵	bno
幖	bnp
膘	bnq
骉	bnr
裱	bnv
瀌	bnw
飙	bnx
啵	boa
鲌	boc
播	boe
薄	bof
剥	bog
卜	boh
礴	boj
簸	bok
柏	bol
玻	bom
钵	bon
伯	boo
勃	bop
脖	boq
驳	bor
袯	bov
波	bow
帛	box
擘	boz
瘪	bpd
憋	bpt
癿	bpx
哺	bua
捕	bue
蔀	buf
卜	buh
簿	buk
钚	bun
堡	buo
布	bup
步	buq
怖	bur
补	buv
埠	buz
呗	bwa
蓓	bwf
碑	bwj
北	bwk
杯	bwl
琲	bwm
钡	bwn
倍	bwo
孛	bwp
焙	bwq
悖	bwr
鞁	bws
备	bwt
褙	bwv
𬇙	bww
卑	bwx
狈	bwy
臂	bwz
嚓	caa
嘈	cca
螬	ccc
操	cce
艚	ccg
曹	cch
𥕢	ccj
槽	ccl
漕	ccw
糙	ccy
蔡	cdf
材	cdl
彩	cdo
裁	cdp
踩	cdq
财	cdt
睬	cdv
猜	cdy
册	ceb
厕	ced
侧	ceo
恻	cer
测	cew
参	cfm
涔	cfw
噌	cga
嶒	cgk
蹭	cgq
层	cgz
苍	chf
舱	chg
伧	cho
仓	cht
沧	chw
呲	cia
疵	cid
茨	cif
刺	cij
玼	cim
伺	cio
辞	cip
此	ciq
慈	cit
词	ciu
祠	civ
瓷	ciw
糍	ciy
差	ciz
餐	cje
璨	cjm
䅟	cjp
灿	cjq
惨	cjr
蚕	cjx
厝	cod
措	coe
莝	cof
鹾	coh
磋	coj
嵯	cok
棤	col
瑳	com
锉	con
蹉	coq
矬	cot
爨	crb
攒	cre
篡	crk
镩	crn
蹿	crq
汆	crt
葱	csf
聪	csg
囱	csh
匆	csk
枞	csl
琮	csm
熜	csq
骢	csr
丛	cst
淙	csw
蹙	cub
卒	cue
蔟	cuf
簇	cuk
徂	cuo
醋	cup
蹴	cuq
粗	cuy
啐	cva
毳	cvc
瘁	cvd
摧	cve
萃	cvf
翠	cvg
崔	cvk
榱	cvl
璀	cvm
催	cvo
悴	cvr
缞	cvs
淬	cvw
粹	cvy
邨	cyh
皴	cym
存	cyp
忖	cyr
寸	cyt
辏	czg
腠	czq
哒	daa
妲	dac
瘩	dad
打	dae
荙	daf
鿎	daj
答	dak
𨱏	dan
跶	daq
沓	dar
鞑	das
褡	dav
溚	daw
达	dax
垯	daz
叨	dca
岛	dcc
捣	dce
舠	dcg
纛	dcm
倒	dco
导	dcp
蹈	dcq
悼	dcr
道	dct
祷	dcv
盗	dcw
刀	dcy
呆	dda
歹	dde
逮	ddg
叇	ddh
怠	ddm
代	ddo
戴	ddp
骀	ddr
绐	dds
大	ddx
埭	ddz
嘚	dea
锝	den
德	deo
地	dez
噔	dga
登	dge
磴	dgj
嶝	dgk
璒	dgm
镫	dgn
灯	dgq
邓	dgt
瞪	dgv
澄	dgw
挡	dhe
荡	dhf
党	dhi
砀	dhj
筜	dhk
档	dhl
珰	dhm
铛	dhn
凼	dhr
谠	dhu
裆	dhv
𬍡	dhw
垱	dhz
嘀	dia
娣	dic
底	did
抵	die
蒂	dif
迪	dig
髢	dih
帝	dii
砥	dij
第	dik
棣	dil
玓	dim
邸	din
低	dio
敌	dip
踶	diq
缔	dis
弟	dit
谛	diu
睇	div
滴	diw
狄	diy
地	diz
啖	dja
丹	djb
疸	djd
担	dje
萏	djf
耽	djg
石	djj
弹	djk
氮	djm
儋	djo
蛋	djq
惮	djr
𬘘	djs
赕	djt
诞	dju
旦	djv
淡	djw
单	djx
叮	dka
疔	dkd
萣	dkf
町	dkg
碇	dkj
玎	dkm
钉	dkn
仃	dko
酊	dkp
腚	dkq
顶	dkt
订	dku
盯	dkv
阽	dma
典	dmb
店	dmd
垫	dme
电	dmg
碘	dmj
巅	dmk
玷	dmm
钿	dmn
佃	dmo
颠	dmp
踮	dmq
惦	dmr
奠	dmt
淀	dmw
殿	dmz
吊	dna
雕	dnb
鲷	dnc
窎	dni
碉	dnj
刁	dnk
钓	dnn
调	dnu
凋	dnw
貂	dny
堕	doa
朵	dob
度	dod
掇	doe
舵	dog
躲	doh
铎	don
踱	doq
惰	dor
剟	dot
裰	dov
夺	dox
垛	doz
喋	dpa
耋	dpb
蝶	dpc
碟	dpj
牒	dpk
楪	dpl
瓞	dpo
跌	dpq
绖	dps
叠	dpt
谍	dpu
昳	dpv
堞	dpz
铥	dqn
段	drb
簖	drk
椴	drl
瑖	drm
端	drn
煅	drq
缎	drs
短	drt
塅	drz
咚	dsa
𬟽	dsc
董	dsf
东	dsg
硐	dsj
岽	dsk
栋	dsl
氡	dsm
侗	dso
胴	dsq
懂	dsr
冬	dst
洞	dsw
垌	dsz
嘟	dua
阇	dub
妒	duc
度	dud
芏	duf
督	duh
蠹	dui
笃	duk
杜	dul
毒	dum
镀	dun
肚	duq
犊	dur
赌	dut
读	duu
睹	duv
渡	duw
黩	dux
独	duy
堵	duz
队	dva
碓	dvj
兑	dvt
祋	dvv
堆	dvz
嘚	dwa
嗲	dxa
吨	dya
盾	dyb
敦	dye
礅	dyj
钝	dyn
趸	dyp
蹲	dyq
惇	dyr
盹	dyv
沌	dyw
墩	dyz
陡	dza
蚪	dzc
痘	dzd
抖	dze
蔸	dzf
豆	dzh
窦	dzi
篼	dzk
钭	dzn
读	dzu
斗	dzw
兜	dzx
呃	eea
鹅	eeb
娥	eec
厄	eed
扼	eee
萼	eef
轭	eeg
额	eei
𥔲	eej
峨	eek
噩	eem
垩	een
俄	eeo
腭	eeq
饿	eer
讹	eeu
遏	eev
涐	eew
屙	eez
摁	ene
蒽	enf
咡	era
贰	erb
鲕	erc
耳	erg
二	erh
鸸	eri
珥	erm
铒	ern
饵	err
洱	erw
尔	ery
乏	fab
砝	faj
筏	fak
珐	fam
伐	fao
罚	fax
吩	ffa
鲼	ffc
芬	fff
翂	ffg
焚	ffl
氛	ffm
份	ffo
酚	ffp
愤	ffr
纷	ffs
忿	fft
汾	ffw
奋	ffx
粉	ffy
坟	ffz
唪	fga
凤	fgb
蜂	fgc
疯	fgd
葑	fgf
砜	fgj
峰	fgk
枫	fgl
丰	fgm
锋	fgn
俸	fgo
烽	fgq
缝	fgs
逢	fgt
讽	fgu
冯	fgw
封	fgz
防	fha
妨	fhc
芳	fhf
舫	fhg
放	fhk
枋	fhl
钫	fhn
仿	fho
肪	fhq
牥	fhr
纺	fhs
访	fhu
昉	fhv
房	fhz
凡	fjb
范	fjf
畈	fjg
矾	fjj
樊	fjl
璠	fjm
钒	fjn
翻	fjo
帆	fjp
烦	fjq
饭	fjr
贩	fjt
泛	fjw
犯	fjy
墦	fjz
附	fua
匐	fub
妇	fuc
府	fud
扶	fue
付	fuf
辅	fug
副	fuh
富	fui
弗	fuj
符	fuk
孵	ful
氟	fum
黼	fun
佛	fuo
幅	fup
服	fuq
驸	fur
缚	fus
父	fut
讣	fuu
福	fuv
浮	fuw
夫	fux
负	fuy
甫	fuz
啡	fwa
匪	fwb
妃	fwc
废	fwd
菲	fwf
霏	fwi
费	fwj
飞	fwk
榧	fwl
镄	fwn
肥	fwq
悱	fwr
绯	fws
诽	fwu
沸	fww
狒	fwy
扉	fwz
否	fzh
缶	fzr
嘎	gaa
戛	gah
旮	gaj
钆	gan
伽	gao
尕	gar
尜	gax
睾	gcb
搞	gce
藁	gcf
篙	gck
槁	gcl
镐	gcn
稿	gcp
告	gcr
缟	gcs
诰	gcu
杲	gcv
皋	gcx
糕	gcy
羔	gcz
陔	gda
荄	gdf
丐	gdh
概	gdl
钙	gdn
改	gdp
戤	gdr
赅	gdt
晐	gdv
溉	gdw
盖	gdz
隔	gea
阁	geb
蛤	gec
疙	ged
搁	gee
葛	gef
舸	geg
割	gei
硌	gej
格	gel
铬	gen
仡	geo
胳	geq
饹	ger
革	ges
哥	get
骼	geu
袼	gev
滆	gew
圪	gez
哏	gfa
茛	gff
亘	gfh
根	gfl
艮	gfo
哽	gga
鲠	ggc
庚	ggd
耿	ggg
𬒔	ggj
梗	ggl
绠	ggs
耕	ggt
暅	ggv
浭	ggw
羹	ggz
冈	ghb
扛	ghe
戆	ghj
岗	ghk
杠	ghl
钢	ghn
肛	ghq
缸	ghr
纲	ghs
港	ghw
罡	ghx
堽	ghz
虷	gjc
疳	gjd
擀	gje
苷	gjf
赣	gjj
敢	gjk
杆	gjl
玕	gjm
干	gjp
赶	gjq
甘	gjs
旰	gjv
泔	gjw
坩	gjz
拐	gke
夬	gkk
乖	gkp
咣	gla
广	gld
𨐈	glg
桄	gll
珖	glm
胱	glq
洸	glw
逛	gly
垙	glz
呙	goa
蝈	goc
郭	goe
果	gog
国	goj
崞	gok
椁	gol
锅	gon
虢	goo
帼	gop
腘	goq
馃	gor
馘	got
涡	gow
裹	gox
粿	goy
埚	goz
盥	grb
鳏	grc
掼	gre
莞	grf
官	gri
管	grk
棺	grl
琯	grm
倌	gro
贯	grq
馆	grr
纶	grs
观	grt
祼	grv
灌	grw
龚	gsb
蚣	gsc
拱	gse
共	gsf
躬	gsh
宫	gsi
硔	gsj
弓	gsk
珙	gsm
供	gso
肱	gsq
功	gss
公	gst
觥	gsy
咕	gua
姑	guc
顾	gud
菇	guf
轱	gug
固	guj
箍	guk
梏	gul
锢	gun
估	guo
孤	gup
股	guq
牯	gur
谷	gut
骨	guu
沽	guw
古	gux
觚	guy
鼓	guz
闺	gvb
贵	gvc
庋	gvd
癸	gve
轨	gvg
宄	gvi
硅	gvj
簋	gvk
柜	gvl
瑰	gvm
归	gvp
跪	gvq
刽	gvt
诡	gvu
晷	gvv
鬼	gvx
圭	gvz
呱	gxa
寡	gxi
栝	gxl
瓜	gxo
刮	gxp
胍	gxq
诖	gxu
褂	gxv
卦	gxz
鲧	gyc
辊	gyg
磙	gyj
棍	gyl
绲	gys
衮	gyx
勾	gzb
媾	gzc
苟	gzf
篝	gzk
构	gzl
钩	gzn
佝	gzo
缑	gzs
购	gzt
诟	gzu
沟	gzw
狗	gzy
垢	gzz
蛤	hac
铪	han
号	hca
蚝	hcc
毫	hce
蒿	hcf
耗	hct
昊	hcv
浩	hcw
皓	hcx
貉	hcy
郝	hcz
嗨	hda
害	hdi
氦	hdm
亥	hdn
孩	hdp
胲	hdq
骇	hdr
骸	hdu
海	hdw
喝	hea
阂	heb
荷	hef
翯	heg
壑	heh
鹤	hei
翮	hej
核	hel
劾	hen
何	heo
禾	hep
熇	heq
饸	her
纥	hes
贺	het
诃	heu
褐	hev
河	hew
貉	hey
赫	hez
痕	hfd
恨	hfr
𬣳	hfu
狠	hfy
哼	hga
姮	hgc
亨	hge
蘅	hgf
横	hgl
珩	hgm
衡	hgo
恒	hgr
堼	hgz
吭	hha
颃	hhe
巷	hhf
航	hhg
杭	hhl
绗	hhs
沆	hhw
夯	hhx
喊	hja
含	hjb
蚶	hjc
撼	hje
菡	hjf
寒	hji
函	hjk
琀	hjm
韩	hjp
焊	hjq
憾	hjr
邯	hjs
旱	hjv
汗	hjw
鼾	hjx
犴	hjy
垾	hjz
槐	hkl
徊	hko
踝	hkq
怀	hkr
淮	hkw
隍	hla
凰	hlb
蝗	hlc
癀	hld
肓	hle
荒	hlf
艎	hlg
簧	hlk
璜	hlm
锽	hln
徨	hlo
幌	hlp
煌	hlq
慌	hlr
谎	hlu
晃	hlv
潢	hlw
皇	hlx
嚯	hoa
或	hob
蠖	hoc
攉	hoe
获	hof
夥	hog
霍	hoi
镬	hon
伙	hoo
和	hop
火	hoq
𬴃	hor
耠	hot
祸	hov
漷	how
唤	hra
郇	hrb
鲩	hrc
痪	hrd
换	hre
荁	hrf
还	hrh
寰	hri
圜	hrj
峘	hrk
桓	hrl
环	hrm
锾	hrn
焕	hrq
缓	hrs
㬊	hrv
浣	hrw
鹮	hrx
獾	hry
豢	hrz
哄	hsa
訇	hsb
虹	hsc
蕻	hsf
轰	hsg
宏	hsi
弘	hsk
玒	hsm
竑	hsn
翃	hsp
烘	hsq
纮	hss
谼	hst
讧	hsu
洪	hsw
呼	hua
乎	hub
蝴	huc
葫	huf
互	hug
虎	huh
鄠	hui
囫	huj
忽	huk
槲	hul
瑚	hum
醐	hup
煳	huq
惚	hur
鹘	huu
祜	huv
湖	huw
胡	hux
糊	huy
户	huz
喙	hva
蛔	hvc
麾	hvd
挥	hve
荟	hvf
翚	hvg
惠	hvh
回	hvj
翙	hvk
桧	hvl
慧	hvm
𬭬	hvn
徽	hvo
灰	hvp
烩	hvq
悔	hvr
绘	hvs
贿	hvt
讳	hvu
晦	hvv
汇	hvw
毁	hvx
恚	hvz
嘿	hwa
𬭶	hwn
哗	hxa
划	hxb
婳	hxc
花	hxf
画	hxh
桦	hxl
砉	hxm
铧	hxn
化	hxo
骅	hxr
滑	hxw
猾	hxy
阍	hyb
荤	hyf
魂	hyh
碈	hyj
珲	hym
昏	hyn
馄	hyr
诨	hyu
混	hyw
吼	hza
逅	hzb
鲘	hzc
厚	hzd
鲎	hzi
篌	hzk
𬭤	hzn
候	hzo
骺	hzu
齁	hzx
猴	hzy
堠	hzz
嚓	iaa
姹	iac
插	iae
茶	iaf
察	iai
碴	iaj
嵖	iak
杈	ial
镲	ian
侘	iao
刹	iap
蹅	iaq
馇	iar
叉	iat
诧	iau
衩	iav
汊	iaw
猹	iay
差	iaz
吵	ica
抄	ice
弨	ick
钞	icn
朝	icp
炒	icq
怊	icr
绰	ics
耖	ict
晁	icv
潮	icw
瘥	idd
茝	idf
钗	idn
侪	ido
虿	idp
柴	idq
豺	idy
差	idz
扯	iee
砗	iej
彻	ieo
掣	ier
㬚	iev
澈	iew
坼	iez
陈	ifa
疢	ifd
抻	ife
宸	ifi
碜	ifj
臣	ifk
郴	ifl
琛	ifm
辰	ifn
称	ifp
趁	ifq
忱	ifr
𬘭	ifs
谌	ifu
晨	ifv
尘	ifx
呈	iga
盛	igb
蛏	igc
庱	igd
撑	ige
宬	igi
丞	igk
橙	igl
琤	igm
铖	ign
惩	igo
程	igp
塍	igq
骋	igr
诚	igu
晟	igv
澄	igw
城	igz
唱	iha
阊	ihb
娼	ihc
厂	ihd
长	ihe
菖	ihf
畅	ihg
尝	ihi
𬬮	ihn
偿	iho
鬯	ihp
肠	ihq
怅	ihr
昌	ihv
敞	ihx
猖	ihy
场	ihz
嗤	iia
蚩	iib
媸	iic
痴	iid
摛	iie
茌	iif
耻	iig
豉	iih
啻	iii
敕	iij
弛	iik
鸱	iin
侈	iio
斥	iip
齿	iiq
驰	iir
𫄨	iis
翅	iit
匙	iiv
池	iiw
魑	iix
迟	iiz
啴	ija
阐	ijb
蝉	ijc
廛	ijd
颤	ije
蒇	ijf
觇	ijh
巉	ijk
梴	ijl
铲	ijn
儳	ijo
躔	ijq
馋	ijr
缠	ijs
谄	iju
禅	ijv
潺	ijw
单	ijx
孱	ijz
啜	ika
搋	ike
踹	ikq
噇	ila
闯	ilb
床	ild
窗	ili
幢	ilp
怆	ilr
啜	ioa
辍	iog
逴	ioh
龊	ioq
惙	ior
绰	ios
串	ira
舛	ire
船	irg
穿	iri
遄	irk
椽	irl
氚	irm
钏	irn
川	irp
虫	isc
充	ise
茺	isf
翀	isg
宠	isi
崇	isk
珫	ism
铳	isn
种	isp
憧	isr
冲	isw
舂	isz
除	iua
䢺	iub
蜍	iuc
厨	iud
畜	iue
亍	iuh
础	iuj
楚	iul
琡	ium
锄	iun
储	iuo
矗	iup
躇	iuq
怵	iur
绌	ius
处	iut
初	iuv
滁	iuw
黜	iux
触	iuy
陲	iva
捶	ive
圌	ivj
槌	ivl
锤	ivn
倕	ivo
垂	ivp
炊	ivq
䲠	iyc
鹑	iye
莼	iyf
椿	iyl
瑃	iym
唇	iyn
醇	iyp
纯	iys
淳	iyw
蠢	iyz
瘳	izd
畴	izg
丑	izk
杻	izl
仇	izo
愁	izp
踌	izq
惆	izr
绸	izs
侴	izt
瞅	izv
臭	izx
噤	jba
今	jbb
妗	jbc
廑	jbd
殣	jbe
荩	jbf
筋	jbk
禁	jbl
瑾	jbm
金	jbn
仅	jbo
近	jbp
烬	jbq
馑	jbr
劲	jbs
赆	jbt
谨	jbu
襟	jbv
津	jbw
尽	jbz
际	jia
几	jib
嫉	jic
疾	jid
技	jie
藉	jif
辑	jig
击	jih
寄	jii
矶	jij
籍	jik
机	jil
玑	jim
麂	jin
即	jio
积	jip
肌	jiq
及	jir
级	jis
鸡	jit
记	jiu
集	jiv
济	jiw
羁	jix
急	jiy
吉	jiz
阱	jka
鲸	jkc
痉	jkd
京	jke
警	jkf
竟	jkj
旌	jkk
静	jkm
镜	jkn
径	jko
胫	jkq
惊	jkr
颈	jks
睛	jkv
净	jkw
兢	jkx
精	jky
境	jkz
降	jla
匠	jlb
虹	jlc
蒋	jlf
豇	jlh
礓	jlj
奖	jlk
僵	jlo
膙	jlq
缰	jls
耩	jlt
讲	jlu
江	jlw
糨	jly
姜	jlz
间	jmb
奸	jmc
捡	jme
荐	jmf
建	jmg
蹇	jmi
柬	jmj
简	jmk
检	jml
键	jmn
件	jmo
坚	jmp
践	jmq
饯	jmr
缄	jms
剑	jmt
谏	jmu
睑	jmv
减	jmw
尖	jmx
肩	jmz
嚼	jna
教	jnb
娇	jnc
交	jne
蕉	jnf
较	jng
觉	jni
礁	jnj
峤	jnk
椒	jnl
璬	jnm
铰	jnn
侥	jno
剿	jnp
脚	jnq
骄	jnr
缴	jns
矫	jnt
焦	jnv
浇	jnw
皎	jnx
角	jny
阶	jpa
戒	jpb
姐	jpc
疥	jpd
接	jpe
节	jpf
界	jpg
碣	jpj
杰	jpl
絜	jpm
竭	jpn
街	jpo
截	jpp
悈	jpr
介	jpt
诫	jpu
睫	jpv
洁	jpw
解	jpy
届	jpz
啾	jqa
阄	jqb
疚	jqd
揪	jqe
救	jqh
究	jqi
九	jqj
韭	jqk
柩	jql
玖	jqm
僦	jqo
旧	jqp
赳	jqq
纠	jqs
咎	jqt
酒	jqw
舅	jqx
鹃	jra
娟	jrc
捐	jre
圈	jrj
镌	jrn
倦	jro
鄄	jrp
焆	jrq
绢	jrs
蠲	jrt
隽	jrv
涓	jrw
狷	jry
眷	jrz
迥	jsb
窘	jsi
炯	jsq
𬳶	jsr
䌹	jss
炅	jsv
泂	jsw
坰	jsz
嚼	jta
厥	jtd
掘	jte
蕨	jtf
砄	jtj
崛	jtk
橛	jtl
珏	jtm
镢	jtn
爵	jto
孓	jtp
蹶	jtq
𫘝	jtr
绝	jts
诀	jtu
矍	jtv
决	jtw
角	jty
咀	jua
句	jub
娵	juc
疽	jud
拒	jue
菊	juf
聚	jug
遽	juh
窭	jui
砠	juj
岠	juk
橘	jul
琚	jum
锯	jun
俱	juo
具	jup
距	juq
惧	jur
鞠	jus
矩	jut
讵	juu
裾	juv
沮	juw
举	jux
狙	juy
局	juz
斝	jxa
嫁	jxc
痂	jxd
茄	jxf
甲	jxg
夹	jxh
岬	jxk
枷	jxl
珈	jxm
钾	jxn
假	jxo
贾	jxp
胛	jxq
加	jxt
浃	jxw
嘉	jxz
鲪	jyc
捃	jye
菌	jyf
君	jyg
皲	jyi
峻	jyk
珺	jym
钧	jyn
俊	jyo
䐃	jyq
骏	jyr
晙	jyv
浚	jyw
均	jyz
咖	kaa
胩	kaq
拷	kce
栲	kcl
铐	kcn
烤	kcq
靠	kcr
洘	kcw
尻	kcz
闿	kdb
揩	kde
蒈	kdf
凯	kdk
楷	kdl
铠	kdn
炌	kdq
慨	kdr
垲	kdz
咳	kea
匼	keb
蝌	kec
疴	ked
苛	kef
颗	keg
客	kei
磕	kej
岢	kek
柯	kel
珂	kem
刻	ken
科	kep
炣	keq
恪	ker
缂	kes
课	keu
瞌	kev
渴	kew
克	kex
壳	kez
啃	kfa
恳	kfo
裉	kfv
吭	kga
硁	kgj
铿	kgn
闶	khb
𩾌	khc
抗	khe
钪	khn
伉	kho
炕	khq
慷	khr
糠	khy
𡐓	khz
阚	kjb
莰	kjf
砍	kjj
崁	kjk
槛	kjl
侃	kjo
勘	kjs
龛	kjt
瞰	kjv
堪	kjz
哙	kka
鲙	kkc
㧟	kke
蒯	kkf
筷	kkk
侩	kko
脍	kkq
会	kkt
狯	kky
块	kkz
哐	kla
匡	klb
邝	kld
矿	klj
筐	klk
框	kll
纩	kls
贶	klt
诳	klu
旷	klv
洭	klw
夼	klx
狂	kly
圹	klz
阔	kob
蛞	koc
廓	kod
括	koe
宽	kri
髋	kru
控	kse
硿	ksj
崆	ksk
倥	kso
孔	ksp
恐	kss
埪	ksz
哭	kua
库	kud
窟	kui
矻	kuj
枯	kul
酷	kup
绔	kus
骷	kuu
裤	kuv
刳	kux
喟	kva
匮	kvb
蝰	kvc
揆	kve
葵	kvf
