啊	a
胞	bcw
雹	bcy
鸨	bcz
佰	bdb
稗	bdd
败	bdh
拜	bdi
柏	bdr
摆	bds
百	bdw
苯	bfa
倴	bfb
畚	bfd
锛	bfh
笨	bfj
奔	bfl
犇	bfo
坌	bfp
栟	bfr
贲	bfv
琫	bgg
镚	bgh
泵	bgl
蚌	bgm
绷	bgn
甏	bgo
迸	bgp
祊	bgu
甭	bgw
蹦	bgz
蒡	bha
傍	bhb
玤	bhg
镑	bhh
浜	bhk
磅	bhl
蚌	bhm
绑	bhn
塝	bho
𠳐	bhp
棒	bhr
搒	bhs
邦	bhw
谤	bhy
闭	bia
彼	bib
秘	bid
必	bie
鼻	bif
碧	big
铋	bih
髀	bii
笔	bij
泌	bik
陛	bio
鄙	bip
弼	biq
狴	bis
裨	biu
逼	biw
避	bix
诐	biy
毕	biz
伴	bjb
般	bjd
瘢	bje
𨭉	bjf
班	bjg
钣	bjh
湴	bjk
绊	bjn
版	bjo
半	bjp
板	bjr
搬	bjs
昄	bjt
瓣	bjv
秉	bkd
病	bke
禀	bkf
饼	bki
兵	bkj
冰	bkk
蛃	bkm
炳	bkq
柄	bkr
摒	bks
昺	bkt
丙	bkw
屏	bkx
匾	bma
便	bmb
弁	bmd
鞭	bme
卞	bmf
贬	bmh
鳊	bmj
汴	bmk
砭	bml
蝙	bmm
编	bmn
煸	bmq
变	bmr
抃	bms
昪	bmt
褊	bmu
辩	bmv
遍	bmx
藨	bna
俵	bnb
彪	bnc
瘭	bne
婊	bnf
镖	bnh
鳔	bnj
瀌	bnk
飙	bnl
骉	bno
熛	bnq
标	bnr
摽	bns
裱	bnu
幖	bnv
膘	bnw
薄	boa
伯	bob
卜	boc
舶	bod
帛	bof
玻	bog
钵	boh
饽	boi
簸	boj
波	bok
礴	bol
僰	bom
驳	boo
啵	bop
柏	bor
播	bos
剥	bot
袯	bou
勃	bov
脖	bow
擘	box
跛	boz
瘪	bpe
癿	bpf
憋	bpp
逋	bua
堡	bub
卜	buc
怖	bue
醭	bug
钚	buh
簿	buj
埠	buo
哺	bup
捕	bus
晡	but
补	buu
布	buv
步	buz
蓓	bwa
倍	bwb
悖	bwe
卑	bwf
琲	bwg
贝	bwh
𬇙	bwk
碑	bwl
北	bwo
呗	bwp
焙	bwq
杯	bwr
狈	bws
备	bwt
褙	bwu
孛	bwv
臂	bwx
嚓	cap
艚	ccd
漕	cck
𥕢	ccl
螬	ccm
嘈	ccp
槽	ccr
操	ccs
糙	ccv
曹	ccw
蔡	cda
偲	cdb
财	cdh
材	cdr
猜	cds
睬	cdt
裁	cdv
彩	cdz
册	cea
侧	ceb
厕	cee
测	cek
参	cfd
涔	cfk
噌	cgp
层	cgx
蹭	cgz
苍	cha
伧	chb
舱	chd
沧	chk
仓	chq
茨	cia
伺	cib
疵	cie
玼	cig
赐	cih
差	cii
瓷	cik
磁	cil
刺	cim
慈	cip
祠	ciu
辞	civ
词	ciy
此	ciz
䅟	cjd
惨	cje
黪	cjf
璨	cjg
蚕	cjl
骖	cjo
灿	cjq
餐	cjy
莝	coa
鹾	coc
厝	coe
瑳	cog
锉	coh
磋	col
矬	coq
棤	cor
措	cos
脞	cow
蹉	coz
镩	crh
篡	crj
汆	crq
攒	crs
爨	crx
蹿	crz
葱	csa
悰	cse
琮	csg
淙	csk
骢	cso
聪	csq
枞	csr
囱	csx
匆	csz
蔟	cua
徂	cub
卒	cuf
醋	cug
簇	cuj
猝	cus
粗	cuv
殂	cuy
蹴	cuz
萃	cva
催	cvb
毳	cvd
悴	cve
璀	cvg
翠	cvh
淬	cvk
缞	cvn
啐	cvp
榱	cvr
摧	cvs
粹	cvv
崔	cvz
皴	cyd
忖	cye
寸	cyg
存	cyv
邨	cyw
辏	czd
腠	czw
荙	daa
瘩	dae
妲	daf
𨱏	dah
答	daj
溚	dak
达	dal
垯	dao
哒	dap
炟	daq
打	das
褡	dau
沓	dax
跶	daz
倒	dcb
稻	dcd
悼	dce
纛	dcg
鱽	dcj
盗	dck
导	dcl
岛	dcm
道	dcp
刀	dcr
捣	dcs
祷	dcu
帱	dcv
蹈	dcz
代	ddb
怠	ddd
玳	ddg
大	ddl
绐	ddn
骀	ddo
呆	ddp
逮	ddt
戴	ddv
叇	ddw
歹	ddy
德	deb
锝	deh
地	deo
嘚	dep
璒	dgg
镫	dgh
澄	dgk
磴	dgl
噔	dgp
灯	dgq
邓	dgt
登	dgy
蹬	dgz
荡	dha
党	dhc
珰	dhg
铛	dhh
筜	dhj
𬍡	dhk
砀	dhl
垱	dho
档	dhr
挡	dhs
裆	dhu
凼	dhx
谠	dhy
蒂	dia
低	dib
帝	dic
弟	did
底	die
娣	dif
玓	dig
翟	dih
骶	dii
第	dij
滴	dik
砥	dil
䗖	dim
缔	din
地	dio
嘀	dip
籴	diq
邸	dir
抵	dis
睇	dit
禘	diu
敌	div
髢	diw
谛	diy
迪	diz
丹	dja
儋	djb
惮	dje
亶	djf
赕	djh
箪	djj
淡	djk
石	djl
𬘘	djn
啖	djp
弹	djq
担	djs
旦	djt
氮	dju
单	djv
胆	djw
诞	djy
蛋	djz
萣	dka
仃	dkb
疔	dke
顶	dkg
钉	dkh
碇	dkl
叮	dkp
耵	dkq
盯	dkt
腚	dkw
订	dky
町	dkz
典	dma
佃	dmb
店	dme
玷	dmg
钿	dmh
簟	dmj
淀	dmk
碘	dml
坫	dmo
奠	dmp
垫	dms
颠	dmv
殿	dmx
电	dmz
雕	dna
窎	dnc
钓	dnh
鲷	dnj
凋	dnk
碉	dnl
吊	dnp
刁	dnq
貂	dns
调	dny
朵	doa
舵	dod
惰	doe
亸	dof
铎	doh
饳	doi
夺	dol
堕	doo
哆	dop
掇	dos
剟	dot
裰	dou
躲	dox
踱	doz
鲽	dpj
碟	dpl
蝶	dpm
绖	dpn
牒	dpo
喋	dpp
迭	dpq
楪	dpr
叠	dpt
耋	dpv
谍	dpy
跌	dpz
铥	dqh
瑖	drg
锻	drh
簖	drj
缎	drn
塅	dro
短	drq
椴	drr
端	drs
段	drx
耑	drz
董	dsa
侗	dsb
东	dsd
懂	dse
洞	dsk
硐	dsl
𬟽	dsm
垌	dso
咚	dsp
栋	dsr
冬	dst
氡	dsu
胴	dsw
岽	dsz
阇	dua
督	duc
度	due
妒	duf
毒	dug
赌	duh
髑	dui
笃	duj
渡	duk
堵	duo
嘟	dup
厾	duq
杜	dur
独	dus
睹	dut
肚	duw
读	duy
碓	dvl
队	dvo
兑	dvp
怼	dvt
祋	dvu
嘚	dwp
嗲	dxp
囤	dyc
惇	dye
敦	dyf
钝	dyh
沌	dyk
礅	dyl
墩	dyo
吨	dyp
炖	dyq
盹	dyt
趸	dyv
盾	dyx
蹲	dyz
蔸	dza
窦	dzc
痘	dze
兜	dzf
钭	dzh
篼	dzj
斗	dzk
蚪	dzm
陡	dzo
抖	dzs
豆	dzw
读	dzy
萼	eea
俄	eeb
额	eec
轭	eed
厄	eee
娥	eef
噩	eeg
锷	eeh
饿	eei
鳄	eej
涐	eek
垩	eel
蛾	eem
阿	eeo
呃	eep
扼	ees
遏	eet
腭	eew
鹅	eex
讹	eey
峨	eez
蒽	ena
摁	ens
贰	erg
铒	erh
饵	eri
鲕	erj
洱	erk
陑	ero
咡	erp
耳	erq
尔	err
二	erw
鸸	ery
阀	faa
伐	fab
罚	faf
珐	fag
筏	faj
砝	fal
乏	fax
芬	ffa
份	ffb
愤	ffe
鼢	fff
酚	ffg
翂	ffh
鲼	ffj
汾	ffk
奋	ffl
纷	ffn
坟	ffo
吩	ffp
焚	ffr
豮	ffs
氛	ffu
粉	ffv
凤	fga
俸	fgb
疯	fge
丰	fgg
锋	fgh
奉	fgi
冯	fgk
砜	fgl
蜂	fgm
缝	fgn
封	fgo
唪	fgp
烽	fgq
枫	fgr
逢	fgt
讽	fgy
峰	fgz
芳	fha
仿	fhb
舫	fhd
妨	fhf
钫	fhh
放	fhi
鲂	fhj
蚄	fhm
纺	fhn
防	fho
枋	fhr
昉	fht
肪	fhw
房	fhx
访	fhy
范	fja
繁	fjb
璠	fjg
贩	fjh
饭	fji
泛	fjk
矾	fjl
墦	fjo
烦	fjq
樊	fjr
犯	fjs
帆	fjv
返	fjx
翻	fjz
芙	fua
佛	fub
富	fuc
辅	fud
府	fue
妇	fuf
覆	fug
赋	fuh
孵	fui
符	fuj
浮	fuk
夫	ful
蝠	fum
缚	fun
附	fuo
父	fup
阜	fuq
负	fur
扶	fus
弗	fut
福	fuu
幅	fuv
服	fuw
付	fux
讣	fuy
赴	fuz
菲	fwa
废	fwe
妃	fwf
镄	fwh
鲱	fwj
沸	fwk
绯	fwn
斐	fwo
啡	fwp
飞	fwq
榧	fwr
狒	fws
费	fwt
肥	fww
扉	fwx
诽	fwy
缶	fzo
否	fzw
伽	gab
尕	gah
旮	gal
嘎	gap
戛	gaw
藁	gca
稿	gcd
膏	gcf
镐	gch
羔	gci
篙	gcj
缟	gcn
告	gco
槁	gcr
搞	gcs
杲	gct
糕	gcv
睾	gcx
诰	gcy
荄	gda
钙	gdh
盖	gdi
溉	gdk
改	gdl
垓	gdo
概	gdr
晐	gdt
丐	gdw
阁	gea
仡	geb
割	gec
舸	ged
革	gee
哥	geg
铬	geh
骼	gei
滆	gek
硌	gel
蛤	gem
隔	geo
咯	gep
鸽	geq
格	ger
搁	ges
袼	geu
胳	gew
茛	gfa
艮	gfg
哏	gfp
根	gfr
亘	gfw
庚	gge
羹	ggi
鲠	ggj
浭	ggk
耕	ggl
绠	ggn
埂	ggo
哽	ggp
耿	ggq
梗	ggr
暅	ggt
冈	gha
罡	ghf
钢	ghh
筻	ghj
港	ghk
矼	ghl
纲	ghn
缸	gho
戆	ghp
杠	ghr
扛	ghs
肛	ghw
岗	ghz
苷	gja
秆	gjd
甘	gje
玕	gjg
竿	gjj
泔	gjk
矸	gjl
虷	gjm
绀	gjn
坩	gjo
赣	gjp
敢	gjq
杆	gjr
擀	gjs
旰	gjt
干	gjv
肝	gjw
赶	gjz
夬	gkq
拐	gks
乖	gkv
𨐈	gld
广	gle
珖	glg
洸	glk
垙	glo
咣	glp
桄	glr
逛	gls
胱	glw
国	goc
郭	gof
锅	goh
馃	goi
涡	gok
裹	gom
埚	goo
呙	gop
聒	goq
椁	gor
帼	gov
腘	gow
果	goz
莞	gra
倌	grb
官	grc
惯	gre
琯	grg
馆	gri
管	grj
灌	grk
纶	grn
罐	gro
贯	grq
棺	grr
掼	grs
观	grt
祼	gru
盥	grx
共	gsa
供	gsb
宫	gsc
珙	gsg
龚	gsi
硔	gsl
蚣	gsm
功	gso
公	gsp
弓	gsq
觥	gsr
拱	gss
肱	gsw
躬	gsx
菇	gua
估	gub
固	guc
轱	gud
顾	gue
姑	guf
贾	gug
锢	guh
骨	gui
箍	guj
沽	guk
蛊	gum
鼓	guo
谷	gup
古	guq
梏	gur
股	guw
雇	gux
孤	guy
崮	guz
闺	gva
宄	gvc
轨	gvd
庋	gve
皈	gvf
瑰	gvg
龟	gvj
硅	gvl
贵	gvm
鬼	gvn
圭	gvo
归	gvp
刽	gvq
柜	gvr
晷	gvt
诡	gvy
跪	gvz
寡	gxc
卦	gxo
呱	gxp
栝	gxr
褂	gxu
刮	gxv
胍	gxw
诖	gxy
瓜	gxz
辊	gyd
鲧	gyj
磙	gyl
衮	gym
绲	gyn
棍	gyr
勾	gza
佝	gzb
鞲	gze
媾	gzf
购	gzh
篝	gzj
沟	gzk
缑	gzn
垢	gzo
构	gzr
狗	gzs
耇	gzv
诟	gzy
岣	gzz
铪	hah
蛤	ham
蒿	hca
毫	hcf
浩	hck
耗	hcl
蚝	hcm
郝	hco
号	hcp
貉	hcs
昊	hct
害	hdc
醢	hdg
骸	hdi
海	hdk
亥	hdn
骇	hdo
嗨	hdp
氦	hdu
胲	hdw
孩	hdy
荷	hea
何	heb
鹤	hec
禾	hed
鞨	hee
翯	heh
饸	hei
河	hek
贺	hel
劾	hen
赫	heo
喝	hep
盒	heq
核	her
貉	hes
曷	het
褐	heu
诃	hey
龁	hez
恨	hfe
狠	hfs
𬣳	hfy
蘅	hga
衡	hgb
恒	hge
亨	hgf
珩	hgg
堼	hgo
哼	hgp
横	hgr
巷	hha
航	hhd
颃	hhf
沆	hhk
夯	hhl
绗	hhn
吭	hhp
杭	hhr
菡	hja
寒	hjc
憾	hje
鼾	hjf
酣	hjg
汗	hjk
含	hjm
垾	hjo
喊	hjp
函	hjq
撼	hjs
旱	hjt
韩	hjv
崡	hjz
徊	hkb
怀	hke
淮	hkk
槐	hkr
踝	hkz
荒	hla
徨	hlb
艎	hld
慌	hle
皇	hlf
璜	hlg
锽	hlh
簧	hlj
潢	hlk
蝗	hlm
隍	hlo
喤	hlp
煌	hlq
晃	hlt
幌	hlv
谎	hly
获	hoa
伙	hob
豁	hoc
和	hod
或	hog
镬	hoh
漷	hok
耠	hol
蠖	hom
𬴃	hoo
嚯	hop
火	hoq
攉	hos
祸	hou
霍	hoy
夥	hoz
郇	hra
寰	hrc
痪	hre
鹮	hrf
环	hrg
锾	hrh
豢	hri
鲩	hrj
浣	hrk
缓	hrn
唤	hrp
焕	hrq
桓	hrr
换	hrs
㬊	hrt
还	hrw
峘	hrz
訇	hsa
宏	hsc
轰	hsd
玒	hsg
𫟹	hsh
洪	hsk
虹	hsm
纮	hsn
哄	hsp
弘	hsq
竑	hss
翃	hsv
讧	hsy
葫	hua
虎	huc
和	hud
惚	hue
嫭	huf
瑚	hug
鹘	hui
笏	huj
湖	huk
瓠	hul
蝴	hum
壶	huo
呼	hup
胡	huq
槲	hur
狐	hus
互	hut
祜	huu
糊	huv
乎	hux
鄠	huy
忽	huz
荟	hva
徽	hvb
回	hvc
秽	hvd
悔	hve
毁	hvf
慧	hvg
贿	hvh
汇	hvk
辉	hvl
蛔	hvm
绘	hvn
恚	hvo
喙	hvp
烩	hvq
桧	hvr
挥	hvs
晦	hvt
袆	hvu
灰	hvv
惠	hvw
讳	hvy
翙	hvz
𬭶	hwh
嘿	hwp
花	hxa
化	hxb
婳	hxf
划	hxg
铧	hxh
滑	hxk
骅	hxo
哗	hxp
桦	hxr
猾	hxs
画	hxw
荤	hya
惛	hye
珲	hyg
馄	hyi
混	hyk
碈	hyl
昏	hyr
魂	hyw
诨	hyy
候	hzb
鲎	hzc
厚	hze
齁	hzf
𬭤	hzh
骺	hzi
篌	hzj
堠	hzo
吼	hzp
猴	hzs
糇	hzv
逅	hzx
茶	iaa
侘	iab
察	iac
姹	iaf
镲	iah
差	iai
汊	iak
碴	ial
垞	iao
岔	iap
杈	iar
插	ias
叉	iat
衩	iau
𥻗	iav
诧	iay
嵖	iaz
怊	ice
钞	ich
潮	ick
耖	icl
绰	icn
吵	icp
炒	icq
抄	ics
晁	ict
朝	icv
茝	ida
侪	idb
瘥	ide
钗	idh
差	idi
豺	ids
虿	idv
柴	idz
彻	ieb
澈	iek
砗	iel
掣	ieo
扯	ies
㬚	iet
尺	iex
宸	ifc
称	ifd
忱	ife
琛	ifg
尘	ifl
𬘭	ifn
陈	ifo
嗔	ifp
煁	ifq
辰	ifr
抻	ifs
晨	ift
衬	ifu
臣	ifv
谌	ify
趁	ifz
惩	igb
宬	igc
程	igd
庱	ige
琤	igg
铖	igh
澄	igk
蛏	igm
城	igo
呈	igp
丞	igq
橙	igr
撑	igs
晟	igt
裎	igu
塍	igw
承	igy
菖	iha
偿	ihb
尝	ihc
厂	ihe
娼	ihf
𬬮	ihh
鲳	ihj
敞	ihl
场	iho
唱	ihp
长	ihr
猖	ihs
昌	iht
肠	ihw
昶	ihx
畅	ihz
蚩	iia
侈	iib
啻	iic
痴	iie
媸	iif
饬	iii
篪	iij
池	iik
漦	iil
敕	iim
斥	iin
赤	iio
嗤	iip
耻	iiq
鸱	iir
摛	iis
翅	iit
褫	iiu
豉	iiw
迟	iix
齿	iiz
阐	ija
儳	ijb
觇	ijc
忏	ije
颤	ijf
刬	ijg
铲	ijh
馋	iji
潺	ijk
蝉	ijm
缠	ijn
骣	ijo
啴	ijp
𬊤	ijq
梴	ijr
掺	ijs
旵	ijt
禅	iju
单	ijv
孱	ijx
谄	ijy
巉	ijz
啜	ikp
搋	iks
踹	ikz
闯	ila
窗	ilc
床	ile
噇	ilp
幢	ilv
逴	ioc
辍	iod
惙	ioe
绰	ion
啜	iop
龊	ioz
穿	irc
船	ird
钏	irh
川	irp
椽	irr
氚	iru
舛	iry
遄	irz
茺	isa
宠	isc
艟	isd
憧	ise
充	isf
珫	isg
铳	ish
舂	isi
冲	isk
虫	ism
摏	iss
崇	isz
䢺	iua
储	iub
厨	iue
畜	iuf
琡	iug
锄	iuh
滁	iuk
础	iul
蜍	ium
绌	iun
除	iuo
楚	iur
搐	ius
处	iut
初	iuu
矗	iuv
亍	iuw
躇	iuz
倕	ivb
圌	ivc
锤	ivh
陲	ivo
炊	ivq
槌	ivr
捶	ivs
垂	ivv
莼	iya
鹑	iyf
醇	iyg
𬭚	iyh
蠢	iyi
䲠	iyj
淳	iyk
蝽	iym
纯	iyn
堾	iyo
唇	iyr
仇	izb
愁	izd
惆	ize
臭	izf
酬	izg
筹	izj
绸	izn
丑	izq
杻	izr
瞅	izt
帱	izv
畴	izz
荩	jba
仅	jbb
矜	jbc
堇	jbe
妗	jbf
瑾	jbg
金	jbh
馑	jbi
筋	jbj
津	jbk
晋	jbl
今	jbm
近	jbn
劲	jbo
紧	jbp
烬	jbq
禁	jbr
襟	jbu
巾	jbv
尽	jbx
谨	jby
几	jia
伎	jib
寄	jic
积	jid
基	jie
嫉	jif
即	jig
及	jih
饥	jii
籍	jij
济	jik
忌	jil
棘	jim
级	jin
际	jio
唧	jip
机	jir
技	jis
集	jit
𫌀	jiu
戟	jiv
击	jiw
屐	jix
记	jiy
畸	jiz
警	jka
径	jkb
麖	jkc
惊	jke
京	jkf
静	jkg
镜	jkh
旌	jki
鲸	jkj
净	jkk
境	jko
竟	jkp
兢	jkq
竞	jks
睛	jkt
精	jkv
胫	jkw
蒋	jla
僵	jlb
姜	jli
鳉	jlj
江	jlk
耩	jll
虹	jlm
缰	jln
奖	jlo
疆	jlq
糨	jlv
豇	jlw
讲	jly
间	jma
件	jmb
蹇	jmc
舰	jmd
鞯	jme
奸	jmf
戋	jmg
键	jmh
饯	jmi
简	jmj
减	jmk
尖	jml
柬	jmm
缄	jmn
犍	jmo
坚	jmp
剑	jmq
检	jmr
捡	jms
建	jmt
裥	jmu
腱	jmw
肩	jmx
歼	jmy
践	jmz
蕉	jna
侥	jnb
觉	jnc
较	jnd
恔	jne
交	jnf
酵	jng
铰	jnh
饺	jni
鲛	jnj
浇	jnk
礁	jnl
蛟	jnm
缴	jnn
骄	jno
剿	jnp
矫	jnq
角	jnr
搅	jns
焦	jnt
教	jnv
脚	jnw
跤	jnz
节	jpa
街	jpb
秸	jpd
疥	jpe
姐	jpf
戒	jpg
羯	jpi
鲒	jpj
洁	jpk
碣	jpl
蚧	jpm
阶	jpo
嗟	jpp
介	jpq
解	jpr
接	jps
睫	jpt
褯	jpu
截	jpv
届	jpx
诫	jpy
界	jpz
阄	jqa
僦	jqb
究	jqc
疚	jqe
舅	jqf
玖	jqg
酒	jqk
九	jql
纠	jqn
韭	jqo
旧	jqp
柩	jqr
揪	jqs
咎	jqt
救	jqw
赳	jqz
倦	jrb
圈	jrc
娟	jrf
鄄	jrg
镌	jrh
眷	jri
涓	jrk
绢	jrn
鹃	jrp
焆	jrq
捐	jrs
隽	jrt
迥	jsa
窘	jsc
泂	jsk
䌹	jsn
坰	jso
炯	jsq
炅	jst
扃	jsx
颎	jsz
蕨	jta
倔	jtb
厥	jte
珏	jtg
镢	jth
决	jtk
砄	jtl
绝	jtn
𫘝	jto
嚼	jtp
爝	jtq
角	jtr
掘	jts
矍	jtt
诀	jty
爵	jtz
句	jua
俱	jub
遽	juc
具	jud
惧	jue
娵	juf
琚	jug
锯	juh
筥	juj
沮	juk
举	jul
驹	juo
咀	jup
聚	juq
橘	jur
拒	jus
䴗	jut
裾	juu
腒	juw
局	jux
讵	juy
距	juz
茄	jxa
假	jxb
稼	jxd
痂	jxe
嫁	jxf
贾	jxg
钾	jxh
笳	jxj
浃	jxk
加	jxl
蛱	jxm
嘉	jxo
斝	jxp
枷	jxr
夹	jxw
甲	jxz
菌	jya
俊	jyb
皲	jyc
珺	jyg
钧	jyh
筠	jyj
浚	jyk
均	jyo
焌	jyq
竣	jys
君	jyt
䐃	jyw
峻	jyz
咖	kap
胩	kaw
铐	kch
洘	kck
靠	kco
烤	kcq
栲	kcr
拷	kcs
尻	kcx
蒈	kda
慨	kde
铠	kdh
垲	kdo
炌	kdq
楷	kdr
揩	kds
凯	kdz
苛	kea
客	kec
科	ked
恪	kee
珂	keg
锞	keh
髁	kei
渴	kek
磕	kel
蝌	kem
刻	ken
壳	keo
咳	kep
克	keq
柯	ker
瞌	ket
氪	keu
课	key
颗	kez
恳	kfg
啃	kfp
裉	kfu
铿	kgh
硁	kgl
吭	kgp
闶	kha
伉	khb
慷	khe
亢	khf
钪	khh
𩾌	khj
𡐓	kho
炕	khq
抗	khs
糠	khv
阚	kja
侃	kjb
勘	kje
砍	kjl
堪	kjo
龛	kjq
槛	kjr
瞰	kjt
崁	kjz
蒯	kka
侩	kkb
筷	kkj
块	kko
哙	kkp
会	kkq
狯	kks
脍	kkw
匡	kla
邝	kle
贶	klh
筐	klj
洭	klk
矿	kll
纩	kln
圹	klo
哐	klp
框	klr
狂	kls
旷	klt
诳	kly
阔	koa
廓	koe
蛞	kom
括	kos
宽	krc
髋	kri
倥	ksb
箜	ksj
硿	ksl
恐	kso
控	kss
孔	ksy
崆	ksz
窟	kuc
库	kue
酷	kug
骷	kui
刳	kul
绔	kun
哭	kup
枯	kur
裤	kuu
葵	kva
傀	kvb
窥	kvc
愧	kve
馈	kvi
篑	kvj
溃	kvk
奎	kvl
蝰	kvm
魁	kvn
逵	kvo
喟	kvp
聩	kvq
櫆	kvr
揆	kvs
睽	kvt
盔	kvv
戣	kvy
岿	kvz
剋	kwq
侉	kxb
姱	kxf
垮	kxo
挎	kxs
胯	kxw
跨	kxz
阃	kya
悃	kye
婫	kyf
琨	kyg
锟	kyh
堃	kyi
