啊	a
柏	bdi
败	bdn
摆	bds
笨	bfa
锛	bfc
倴	bff
畚	bfh
栟	bfi
贲	bfk
苯	bfo
坌	bfp
犇	bft
奔	bfy
甭	bgc
泵	bgg
祊	bgl
蚌	bgm
甏	bgn
迸	bgp
琫	bgr
蹦	bgt
绷	bgv
嘣	bgw
邦	bhc
谤	bhd
傍	bhf
磅	bhg
棒	bhi
蚌	bhm
塝	bhn
蒡	bho
膀	bhp
玤	bhr
搒	bhs
绑	bhv
𠳐	bhw
浜	bhz
笔	bia
逼	bic
诐	bid
币	bie
彼	bif
鼻	big
髀	bij
闭	bik
裨	bil
婢	bim
秘	bin
蔽	bio
弊	bip
陛	biq
避	bir
鲾	bis
畀	bit
毕	biv
鄙	biw
必	bix
泌	biz
𨭉	bjb
般	bjc
瘢	bje
伴	bjf
版	bjh
板	bji
瓣	bjk
坂	bjn
靽	bjo
半	bjp
阪	bjq
班	bjr
搬	bjs
绊	bjv
湴	bjz
禀	bkb
丙	bkc
病	bke
饼	bkh
柄	bki
兵	bkl
蛃	bkm
秉	bkn
炳	bkp
昺	bkq
屏	bkr
摒	bks
冰	bkz
笾	bma
卞	bmb
便	bmf
砭	bmg
弁	bmh
辩	bmk
褊	bml
蝙	bmm
贬	bmn
鞭	bmo
煸	bmp
昪	bmq
变	bmr
鳊	bms
编	bmv
忭	bmx
汴	bmz
幖	bna
镖	bnc
彪	bne
俵	bnf
标	bni
飑	bnk
裱	bnl
婊	bnm
藨	bno
膘	bnp
摽	bns
骉	bnt
飙	bny
瀌	bnz
簸	boa
亳	bob
舶	boc
卜	boe
伯	bof
礴	bog
饽	boh
柏	boi
勃	bok
僰	bol
艴	bon
薄	boo
脖	bop
剥	boq
玻	bor
播	bos
驳	bot
啵	bow
波	boz
瘪	bpe
癿	bpg
憋	bpp
簿	bua
逋	bub
钚	buc
卜	bue
堡	buf
布	buk
补	bul
埠	bun
蔀	buo
晡	buq
捕	bus
步	but
哺	buw
怖	bux
钡	bwc
糒	bwd
倍	bwf
卑	bwg
北	bwh
杯	bwi
孛	bwk
褙	bwl
贝	bwn
蓓	bwo
备	bwp
臂	bwr
狈	bwv
呗	bww
悖	bwx
𬇙	bwz
嚓	caw
曹	ccc
糙	ccd
𥕢	ccg
槽	cci
螬	ccm
操	ccs
嘈	ccw
漕	ccz
彩	cda
偲	cdf
材	cdi
裁	cdk
财	cdn
蔡	cdo
睬	cdq
踩	cdt
猜	cdv
厕	cee
侧	cef
册	cek
恻	cex
测	cez
参	cfh
涔	cfz
嶒	cgh
层	cgr
蹭	cgt
噌	cgw
仓	chb
舱	chc
伧	chf
苍	cho
沧	chz
差	cia
词	cid
疵	cie
伺	cif
磁	cig
辞	cik
刺	cil
赐	cin
茨	cio
慈	cip
玼	cir
此	cit
呲	ciw
瓷	ciz
餐	cjf
黪	cjg
䅟	cjn
灿	cjp
璨	cjr
骖	cjt
惨	cjx
蚕	cjy
锉	coc
厝	coe
磋	cog
嵯	coh
棤	coi
莝	coo
脞	cop
矬	cor
措	cos
蹉	cot
篡	cra
汆	crb
镩	crc
爨	cre
攒	crs
蹿	crt
聪	csb
枞	csi
囱	csj
匆	csl
葱	cso
熜	csp
琮	csr
骢	cst
悰	csx
淙	csz
簇	cua
醋	cub
粗	cud
徂	cuf
蔟	cuo
蹙	cuq
蹴	cut
猝	cuv
粹	cvd
瘁	cve
催	cvf
崔	cvh
榱	cvi
翠	cvj
萃	cvo
璀	cvr
摧	cvs
毳	cvt
缞	cvv
啐	cvw
悴	cvx
淬	cvz
寸	cyb
邨	cyc
皴	cyh
存	cyk
忖	cyx
辏	czc
腠	czp
答	daa
𨱏	dac
瘩	dae
鿎	dag
褡	dal
妲	dam
垯	dan
鞑	dao
炟	dap
打	das
跶	dat
哒	daw
怛	dax
达	day
溚	daz
导	dca
舠	dcc
倒	dcf
氘	dcg
祷	dcl
岛	dcm
稻	dcn
道	dcp
纛	dcr
捣	dcs
蹈	dct
叨	dcw
悼	dcx
刀	dcy
盗	dcz
叇	ddc
代	ddf
怠	ddh
戴	ddk
埭	ddn
逮	ddq
玳	ddr
骀	ddt
绐	ddv
呆	ddw
大	ddy
锝	dec
德	def
地	den
嘚	dew
镫	dgc
登	dgf
磴	dgg
嶝	dgh
灯	dgp
瞪	dgq
璒	dgr
蹬	dgt
噔	dgw
澄	dgz
筜	dha
铛	dhc
谠	dhd
砀	dhg
档	dhi
裆	dhl
垱	dhn
荡	dho
珰	dhr
挡	dhs
党	dhu
凼	dhy
𬍡	dhz
第	dia
籴	dib
镝	dic
谛	did
底	die
低	dif
砥	dig
棣	dii
翟	dij
敌	dik
禘	dil
娣	dim
地	din
蒂	dio
睇	diq
弟	dir
抵	dis
迪	dit
帝	diu
狄	div
嘀	diw
滴	diz
箪	dja
耽	djb
诞	djd
疸	dje
殚	djf
氮	djg
单	djj
弹	djk
赕	djn
萏	djo
胆	djp
旦	djq
担	djs
蛋	djt
𬘘	djv
啖	djw
惮	djx
淡	djz
顶	dkb
钉	dkc
订	dkd
疔	dke
仃	dkf
碇	dkg
萣	dko
腚	dkp
盯	dkq
玎	dkr
町	dkt
叮	dkw
簟	dma
钿	dmc
店	dme
佃	dmf
碘	dmg
巅	dmh
典	dmk
坫	dmn
奠	dmp
阽	dmq
殿	dmr
垫	dms
电	dmt
惦	dmx
淀	dmz
钓	dnc
调	dnd
碉	dng
雕	dnk
鲷	dns
窎	dnu
貂	dnv
吊	dnw
凋	dnz
亸	dob
舵	doc
度	doe
饳	doh
躲	doj
朵	dok
裰	dol
垛	don
剟	dop
堕	doq
掇	dos
踱	dot
哆	dow
惰	dox
夺	doy
瓞	dpa
谍	dpd
耋	dpe
碟	dpg
牒	dph
楪	dpi
蝶	dpm
堞	dpn
叠	dpp
昳	dpq
迭	dpr
鲽	dps
跌	dpt
绖	dpv
喋	dpw
铥	dqc
端	dra
锻	drc
段	dre
耑	drh
椴	dri
塅	drn
煅	drp
短	drr
缎	drv
东	dsc
侗	dsf
氡	dsg
岽	dsh
栋	dsi
𬟽	dsm
垌	dsn
董	dso
冬	dsp
咚	dsw
懂	dsx
洞	dsz
笃	dua
镀	duc
读	dud
度	due
黩	dug
牍	duh
杜	dui
髑	duj
阇	duk
妒	dum
赌	dun
芏	duo
肚	dup
睹	duq
毒	dur
犊	dut
蠹	duu
独	duv
嘟	duw
渡	duz
碓	dvg
祋	dvl
堆	dvn
兑	dvp
队	dvq
嘚	dww
嗲	dxw
敦	dyb
钝	dyc
盾	dye
礅	dyg
趸	dyk
墩	dyn
炖	dyp
盹	dyq
蹲	dyt
吨	dyw
惇	dyx
沌	dyz
篼	dza
豆	dzc
读	dzd
痘	dze
兜	dzg
蚪	dzm
蔸	dzo
陡	dzq
抖	dzs
窦	dzu
斗	dzz
轭	eec
讹	eed
鹅	eee
俄	eef
𥔲	eeg
饿	eeh
娥	eem
堨	een
萼	eeo
腭	eep
遏	eeq
噩	eer
鳄	ees
额	eeu
呃	eew
愕	eex
涐	eez
蒽	eno
摁	ens
耳	erb
二	erc
饵	erh
鸸	erk
贰	erq
珥	err
鲕	ers
咡	erw
尔	ery
洱	erz
筏	faa
乏	fae
伐	faf
砝	fag
罚	faj
阀	fak
珐	far
酚	ffb
粉	ffd
份	fff
氛	ffg
焚	ffi
翂	ffj
坟	ffn
芬	ffo
忿	ffp
玢	ffr
鲼	ffs
纷	ffv
吩	ffw
愤	ffx
奋	ffy
汾	ffz
奉	fga
锋	fgc
讽	fgd
疯	fge
俸	fgf
砜	fgg
峰	fgh
枫	fgi
凤	fgk
蜂	fgm
封	fgn
葑	fgo
逢	fgp
丰	fgr
缝	fgv
唪	fgw
冯	fgz
放	fha
舫	fhc
访	fhd
仿	fhf
枋	fhi
妨	fhm
坊	fhn
芳	fho
肪	fhp
防	fhq
房	fhr
鲂	fhs
牥	fht
纺	fhv
翻	fja
钒	fjc
返	fje
繁	fjf
矾	fjg
饭	fjh
樊	fji
凡	fjk
贩	fjn
范	fjo
烦	fjp
璠	fjr
畈	fjt
犯	fjv
泛	fjz
幅	fua
覆	fub
副	fuc
讣	fud
府	fue
佛	fuf
氟	fug
阜	fui
罘	fuj
匐	fuk
福	ful
妇	fum
弗	fun
芙	fuo
服	fup
附	fuq
付	fur
扶	fus
赴	fut
富	fuu
缚	fuv
咐	fuw
怫	fux
夫	fuy
浮	fuz
篚	fwa
镄	fwc
诽	fwd
废	fwe
斐	fwh
榧	fwi
飞	fwk
妃	fwm
费	fwn
菲	fwo
肥	fwp
扉	fwr
鲱	fws
𬴂	fwt
绯	fwv
啡	fww
悱	fwx
沸	fwz
否	fzc
缶	fzt
戛	gac
伽	gaf
旮	gal
尕	gas
嘎	gaw
尜	gay
羔	gca
膏	gcb
镐	gcc
糕	gcd
睾	gce
皋	gcg
槁	gci
稿	gcn
藁	gco
杲	gcq
搞	gcs
告	gct
缟	gcv
改	gda
丐	gdc
概	gdi
赅	gdn
荄	gdo
陔	gdq
戤	gds
溉	gdz
盖	gea
哥	geb
铬	gec
疙	gee
仡	gef
硌	geg
饹	geh
格	gei
骼	gej
阁	gek
袼	gel
蛤	gem
圪	gen
革	geo
胳	gep
隔	geq
搁	ges
割	geu
咯	gew
滆	gez
亘	gfc
艮	gff
根	gfi
茛	gfo
哏	gfw
羹	gga
耿	ggb
庚	gge
𬒔	ggg
梗	ggi
耕	ggk
埂	ggn
暅	ggq
鲠	ggs
绠	ggv
哽	ggw
浭	ggz
筻	gha
戆	ghb
钢	ghc
矼	ghg
岗	ghh
杠	ghi
罡	ghj
冈	ghk
堽	ghn
肛	ghp
扛	ghs
缸	ght
纲	ghv
港	ghz
竿	gja
赣	gjb
疳	gje
矸	gjg
杆	gji
干	gjk
虷	gjm
秆	gjn
甘	gjo
肝	gjp
旰	gjq
玕	gjr
擀	gjs
赶	gjt
绀	gjv
泔	gjz
乖	gkk
拐	gks
𨐈	glc
广	gle
桄	gli
垙	gln
胱	glp
珖	glr
逛	glv
咣	glw
洸	glz
帼	goa
郭	gob
锅	goc
粿	god
崞	goh
椁	goi
国	gok
蝈	gom
埚	gon
腘	gop
裹	gor
果	got
呙	gow
涡	goz
管	gra
盥	gre
倌	grf
馆	grh
棺	gri
祼	grl
莞	gro
观	grp
琯	grr
鳏	grs
罐	grt
官	gru
贯	grv
惯	grx
灌	grz
供	gsf
硔	gsg
躬	gsj
弓	gsk
蚣	gsm
共	gso
公	gsp
珙	gsr
拱	gss
宫	gsu
功	gsv
觥	gsy
箍	gua
贾	gub
锢	guc
诂	gud
顾	gue
估	guf
崮	guh
梏	gui
骨	guj
固	guk
孤	gul
姑	gum
鼓	gun
菇	guo
股	gup
雇	gur
鲴	gus
牯	gut
古	guw
觚	guy
沽	guz
簋	gva
刽	gvb
轨	gvc
诡	gvd
庋	gve
癸	gvf
硅	gvg
刿	gvh
柜	gvi
归	gvj
闺	gvk
贵	gvm
鬼	gvn
晷	gvq
瑰	gvr
龟	gvs
跪	gvt
宄	gvu
鬶	gvy
瓜	gxa
诖	gxd
栝	gxi
刮	gxk
褂	gxl
卦	gxn
胍	gxp
寡	gxu
呱	gxw
辊	gyc
磙	gyg
棍	gyi
衮	gyr
鲧	gys
绲	gyv
篝	gza
钩	gzc
诟	gzd
耇	gze
佝	gzf
岣	gzh
构	gzi
勾	gzk
媾	gzm
购	gzn
苟	gzo
狗	gzv
沟	gzz
铪	hac
蛤	ham
毫	hcb
皓	hcg
耗	hck
蚝	hcm
郝	hcn
蒿	hco
昊	hcq
貉	hcv
号	hcw
浩	hcz
醢	hdb
氦	hdg
骸	hdj
孩	hdl
胲	hdp
骇	hdt
害	hdu
嗨	hdw
亥	hdy
海	hdz
盒	heb
诃	hed
壑	hee
何	hef
饸	heh
核	hei
翯	hej
阂	hek
褐	hel
赫	hen
荷	heo
贺	hep
曷	heq
龁	het
鹤	heu
貉	hev
喝	hew
劾	hey
河	hez
𬣳	hfd
痕	hfe
狠	hfv
恨	hfx
亨	hgb
衡	hgf
横	hgi
姮	hgm
堼	hgn
蘅	hgo
珩	hgr
哼	hgw
恒	hgx
颃	hhb
航	hhc
杭	hhi
巷	hho
绗	hhv
吭	hhw
夯	hhy
沆	hhz
酣	hjb
鼾	hjg
崡	hjh
韩	hjk
含	hjl
蚶	hjm
垾	hjn
邯	hjo
焊	hjp
旱	hjq
琀	hjr
撼	hjs
寒	hju
犴	hjv
喊	hjw
憾	hjx
汗	hjz
徊	hkf
槐	hki
踝	hkt
怀	hkx
淮	hkz
簧	hla
肓	hlb
艎	hlc
谎	hld
癀	hle
徨	hlf
皇	hlg
凰	hlk
蝗	hlm
荒	hlo
煌	hlp
晃	hlq
璜	hlr
鳇	hls
喤	hlw
慌	hlx
潢	hlz
镬	hoc
伙	hof
霍	hok
祸	hol
蠖	hom
和	hon
获	hoo
火	hop
或	hoq
攉	hos
夥	hot
豁	hou
嚯	how
漷	hoz
豢	hra
还	hrc
痪	hre
峘	hrh
桓	hri
鹮	hrj
圜	hrk
荁	hro
焕	hrp
㬊	hrq
环	hrr
换	hrs
寰	hru
缓	hrv
唤	hrw
奂	hry
浣	hrz
竑	hsa
轰	hsc
讧	hsd
弘	hsk
虹	hsm
蕻	hso
烘	hsp
玒	hsr
宏	hsu
纮	hsv
哄	hsw
洪	hsz
笏	hua
醐	hub
轷	huc
糊	hud
乎	hue
岵	huh
槲	hui
鹘	huj
弧	huk
忽	hul
蝴	hum
壶	hun
葫	huo
煳	hup
互	huq
户	hur
鳠	hus
鹄	hut
狐	huv
呼	huw
惚	hux
斛	huy
湖	huz
惠	hvc
讳	hvd
麾	hve
徽	hvf
毁	hvg
翙	hvh
桧	hvi
翚	hvj
回	hvk
虺	hvl
蛔	hvm
贿	hvn
荟	hvo
烩	hvp
晦	hvq
慧	hvr
挥	hvs
绘	hvv
喙	hvw
悔	hvx
辉	hvy
汇	hvz
𬭶	hwc
嘿	hww
画	hxc
化	hxf
桦	hxi
婳	hxm
花	hxo
划	hxq
砉	hxr
骅	hxt
猾	hxv
哗	hxw
觟	hxy
滑	hxz
魂	hyc
诨	hyd
碈	hyg
馄	hyh
阍	hyk
荤	hyo
珲	hyr
昏	hyv
惛	hyx
混	hyz
篌	hza
𬭤	hzc
糇	hzd
厚	hze
候	hzf
齁	hzg
骺	hzj
堠	hzn
鲘	hzs
鲎	hzu
猴	hzv
吼	hzw
差	iaa
镲	iac
诧	iad
侘	iaf
碴	iag
嵖	iah
杈	iai
衩	ial
姹	iam
垞	ian
茶	iao
叉	iap
插	ias
刹	iat
察	iau
猹	iav
嚓	iaw
汊	iaz
钞	icc
巢	icj
朝	ick
炒	icp
晁	icq
抄	ics
绰	icv
吵	icw
怊	icx
潮	icz
差	ida
钗	idc
瘥	ide
侪	idf
虿	idk
茝	ido
柴	idt
豺	idv
彻	ief
砗	ieg
坼	ien
㬚	ieq
尺	ier
扯	ies
掣	iet
澈	iez
谌	ifd
疢	ife
碜	ifg
郴	ifi
衬	ifl
称	ifn
煁	ifp
陈	ifq
琛	ifr
臣	ifs
趁	ift
宸	ifu
辰	ifv
嗔	ifw
忱	ifx
尘	ify
酲	igb
铖	igc
诚	igd
庱	ige
惩	igf
橙	igi
丞	igk
承	igl
蛏	igm
城	ign
塍	igp
晟	igq
琤	igr
撑	igs
骋	igt
宬	igu
呈	igw
憕	igx
澄	igz
𬬮	ihc
厂	ihe
偿	ihf
阊	ihk
长	ihl
娼	ihm
场	ihn
菖	iho
肠	ihp
昌	ihq
鲳	ihs
畅	iht
尝	ihu
猖	ihv
唱	ihw
怅	ihx
敞	ihy
篪	iia
耻	iib
豉	iic
痴	iie
侈	iif
饬	iih
斥	iij
弛	iik
敕	iil
媸	iim
赤	iin
茌	iio
翅	iip
匙	iiq
迟	iir
摛	iis
齿	iit
啻	iiu
鸱	iiv
嗤	iiw
池	iiz
颤	ijb
铲	ijc
谄	ijd
廛	ije
儳	ijf
馋	ijh
梴	iji
单	ijj
阐	ijk
禅	ijl
蝉	ijm
蒇	ijo
𬊤	ijp
刬	ijq
孱	ijr
掺	ijs
躔	ijt
缠	ijv
啴	ijw
忏	ijx
潺	ijz
搋	iks
踹	ikt
啜	ikw
幢	ila
床	ile
闯	ilk
窗	ilu
噇	ilw
怆	ilx
辍	ioc
逴	ioe
龊	iot
绰	iov
啜	iow
惙	iox
船	irc
舛	irf
氚	irg
遄	irh
椽	iri
川	irj
穿	iru
串	irw
舂	isa
充	isb
铳	isc
崇	ish
翀	isj
虫	ism
种	isn
茺	iso
珫	isr
摏	iss
宠	isu
憧	isx
冲	isz
畜	iub
锄	iuc
厨	iue
储	iuf
础	iug
楚	iui
斶	iuj
矗	iuk
初	iul
蜍	ium
处	iup
除	iuq
琡	iur
搐	ius
躇	iut
绌	iuv
怵	iux
触	iuy
滁	iuz
锤	ivc
倕	ivf
槌	ivi
垂	ivk
炊	ivp
陲	ivq
捶	ivs
蠢	iya
醇	iyb
𬭚	iyc
椿	iyi
蝽	iym
堾	iyn
莼	iyo
瑃	iyr
䲠	iys
纯	iyv
淳	iyz
筹	iza
酬	izb
瘳	ize
仇	izf
臭	izg
杻	izi
丑	izk
愁	izn
瞅	izq
畴	izt
绸	izv
惆	izx
雠	izy
巾	jba
金	jbc
谨	jbd
廑	jbe
仅	jbf
馑	jbh
禁	jbi
近	jbj
卺	jbk
今	jbl
妗	jbm
墐	jbn
堇	jbo
烬	jbp
尽	jbr
晋	jbu
劲	jbv
噤	jbw
津	jbz
忌	jia
剂	jib
击	jic
记	jid
疾	jie
即	jif
矶	jig
饥	jih
机	jii
羁	jij
几	jik
棘	jil
嫉	jim
积	jin
基	jio
鸡	jip
际	jiq
迹	jir
及	jis
畸	jit
寄	jiu
级	jiv
唧	jiw
悸	jix
集	jiy
济	jiz
竞	jka
京	jkb
镜	jkc
精	jkd
痉	jke
径	jkf
鼱	jkg
婧	jkm
境	jkn
警	jko
胫	jkp
睛	jkq
静	jkr
鲸	jks
颈	jkv
兢	jkw
惊	jkx
麖	jky
净	jkz
姜	jla
豇	jlc
讲	jld
僵	jlf
礓	jlg
奖	jlh
疆	jlk
虹	jlm
蒋	jlo
膙	jlp
降	jlq
鳉	jls
缰	jlv
江	jlz
简	jma
剑	jmb
键	jmc
谏	jmd
件	jmf
碱	jmg
饯	jmh
检	jmi
坚	jmj
间	jmk
柬	jml
奸	jmm
贱	jmn
荐	jmo
剪	jmp
建	jmq
肩	jmr
捡	jms
践	jmt
蹇	jmu
缄	jmv
尖	jmy
减	jmz
交	jnb
较	jnc
教	jne
侥	jnf
礁	jng
饺	jnh
椒	jni
剿	jnj
娇	jnm
蕉	jno
脚	jnp
矫	jnr
搅	jns
骄	jnt
觉	jnu
缴	jnv
嚼	jnw
恔	jnx
角	jny
浇	jnz
竭	jpa
介	jpb
诫	jpd
疥	jpe
街	jpf
碣	jpg
杰	jpi
骱	jpj
截	jpk
孑	jpl
姐	jpm
劫	jpn
节	jpo
阶	jpq
届	jpr
接	jps
界	jpt
皆	jpv
嗟	jpw
悈	jpx
解	jpy
洁	jpz
鹫	jqb
救	jqc
疚	jqe
僦	jqf
舅	jqg
韭	jqh
柩	jqi
旧	jqj
阄	jqk
九	jql
咎	jqp
玖	jqr
揪	jqs
赳	jqt
究	jqu
纠	jqv
啾	jqw
酒	jqz
眷	jra
鄄	jrb
镌	jrc
倦	jrf
圈	jrk
娟	jrm
蠲	jrp
捐	jrs
绢	jrv
鹃	jrw
隽	jry
涓	jrz
迥	jsk
坰	jsn
炯	jsp
炅	jsq
扃	jsr
𬳶	jst
窘	jsu
䌹	jsv
泂	jsz
爵	jta
镢	jtc
诀	jtd
厥	jte
倔	jtf
砄	jtg
崛	jth
橛	jti
孓	jtl
蕨	jto
爝	jtp
矍	jtq
珏	jtr
掘	jts
蹶	jtt
绝	jtv
嚼	jtw
角	jty
决	jtz
筥	jua
聚	jub
锯	juc
讵	jud
疽	jue
俱	juf
砠	jug
岠	juh
橘	jui
句	juk
裾	jul
娵	jum
弆	jun
菊	juo
炬	jup
具	juq
局	jur
拒	jus
距	jut
窭	juu
狙	juv
咀	juw
惧	jux
举	juy
沮	juz
笳	jxa
贾	jxb
夹	jxc
痂	jxe
假	jxf
岬	jxh
枷	jxi
嫁	jxm
嘉	jxn
茄	jxo
加	jxp
珈	jxr
甲	jxt
斝	jxw
浃	jxz
竣	jya
钧	jyc
俊	jyf
峻	jyh
均	jyn
菌	jyo
䐃	jyp
君	jyq
珺	jyr
捃	jys
骏	jyt
皲	jyu
麇	jyy
浚	jyz
胩	kap
咖	kaw
铐	kcc
栲	kci
烤	kcp
尻	kcr
拷	kcs
靠	kct
洘	kcz
铠	kdc
凯	kdh
楷	kdi
闿	kdk
垲	kdn
蒈	kdo
炌	kdp
揩	kds
慨	kdx
轲	kec
课	ked
疴	kee
磕	keg
岢	keh
柯	kei
髁	kej
匼	kek
蝌	kem
科	ken
苛	keo
炣	kep
瞌	keq
珂	ker
颗	ket
客	keu
缂	kev
克	kew
恪	kex
刻	key
渴	kez
恳	kff
裉	kfl
啃	kfw
铿	kgc
硁	kgg
吭	kgw
亢	khb
钪	khc
糠	khd
伉	khf
闶	khk
𡐓	khn
炕	khp
抗	khs
慷	khx
龛	kjb
侃	kjf
砍	kjg
崁	kjh
槛	kji
阚	kjk
堪	kjn
勘	kjo
瞰	kjq
筷	kka
会	kkb
侩	kkf
块	kkn
蒯	kko
脍	kkp
㧟	kks
狯	kkv
哙	kkw
筐	kla
诳	kld
邝	kle
矿	klg
框	kli
匡	klk
圹	kln
旷	klq
狂	klv
哐	klw
夼	kly
洭	klz
廓	koe
阔	kok
蛞	kom
括	kos
髋	krj
宽	kru
箜	ksa
倥	ksf
硿	ksg
崆	ksh
孔	ksl
埪	ksn
控	kss
恐	ksv
酷	kub
库	kue
矻	kug
枯	kui
骷	kuj
圐	kuk
裤	kul
窟	kuu
绔	kuv
哭	kuw
刳	kuy
篑	kva
聩	kvb
傀	kvf
馈	kvh
櫆	kvi
盔	kvk
馗	kvl
蝰	kvm
魁	kvn
葵	kvo
夔	kvp
睽	kvq
揆	kvs
跬	kvt
窥	kvu
喟	kvw
愧	kvx
奎	kvy
溃	kvz
剋	kww
