啊	a
鲍	bcz
柏	bde
佰	bdk
稗	bdn
百	bdp
摆	bds
败	bdv
拜	bdy
坌	bfa
犇	bfc
栟	bfe
倴	bfk
锛	bfm
苯	bfr
奔	bft
畚	bfu
贲	bfw
笨	bfz
绷	bga
蹦	bgf
嘣	bgg
琫	bgh
祊	bgi
镚	bgm
甭	bgp
蚌	bgq
泵	bgy
绑	bha
膀	bhb
棒	bhe
𠳐	bhg
玤	bhh
傍	bhk
镑	bhm
浜	bho
邦	bhp
蚌	bhq
蒡	bhr
搒	bhs
谤	bht
磅	bhy
弊	bia
毕	bib
必	bic
闭	bid
跸	bif
鄙	big
碧	bih
裨	bii
庇	bij
彼	bik
陛	bil
铋	bim
秘	bin
泌	bio
逼	bip
避	biq
蔽	bir
鼻	bit
狴	biu
畀	biv
婢	biw
币	bix
笔	biz
半	bja
板	bje
班	bjh
般	bji
瘢	bjj
伴	bjk
阪	bjl
钣	bjm
瓣	bjn
湴	bjo
搬	bjs
靽	bju
版	bjw
昄	bjx
𨭉	bjz
柄	bke
病	bkj
炳	bkl
秉	bkn
冰	bko
丙	bkp
屏	bkq
摒	bks
兵	bkt
饼	bkv
昺	bkx
禀	bkz
编	bma
忭	bmc
匾	bmd
变	bmf
褊	bmi
便	bmk
煸	bml
辩	bmn
汴	bmo
遍	bmq
苄	bmr
抃	bms
鞭	bmu
贬	bmv
昪	bmx
砭	bmy
卞	bmz
膘	bnb
骉	bnc
飑	bnd
标	bne
裱	bni
瘭	bnj
俵	bnk
熛	bnl
镖	bnm
瀌	bno
彪	bnp
藨	bnr
摽	bns
飙	bnt
婊	bnw
幖	bny
鳔	bnz
脖	bob
驳	boc
柏	boe
跛	bof
啵	bog
玻	boh
舶	boi
伯	bok
钵	bom
嶓	bon
波	boo
卜	bop
擘	boq
薄	bor
播	bos
帛	bot
饽	bov
勃	bow
礴	boy
簸	boz
憋	bpa
瘪	bpj
癿	bpt
埠	bua
怖	buc
瓿	bud
逋	bue
步	buf
哺	bug
补	bui
堡	buk
钚	bum
卜	bup
蔀	bur
捕	bus
醭	buv
布	buw
晡	bux
簿	buz
糒	bwb
悖	bwc
杯	bwe
呗	bwg
琲	bwh
褙	bwi
倍	bwk
焙	bwl
钡	bwm
𬇙	bwo
备	bwp
臂	bwq
蓓	bwr
卑	bwt
狈	bwu
贝	bwv
北	bww
碑	bwy
嚓	cag
糙	ccb
槽	cce
嘈	ccg
艚	cci
漕	cco
曹	ccp
螬	ccq
操	ccs
𥕢	ccy
材	cde
踩	cdf
偲	cdk
彩	cdp
蔡	cdr
猜	cdu
财	cdv
裁	cdw
睬	cdx
恻	cec
册	ced
厕	cej
侧	cek
测	ceo
涔	cfo
参	cfu
蹭	cgf
噌	cgg
嶒	cgn
层	cgq
舱	chi
伧	chk
沧	cho
仓	chp
苍	chr
慈	cia
糍	cib
此	cif
呲	cig
玼	cih
祠	cii
疵	cij
伺	cik
瓷	cio
茨	cir
词	cit
赐	civ
辞	ciw
刺	ciy
惨	cjc
璨	cjh
灿	cjl
餐	cjn
蚕	cjt
脞	cob
棤	coe
蹉	cof
瑳	coh
厝	coj
锉	com
矬	con
鹾	cop
莝	cor
措	cos
磋	coy
蹿	crf
镩	crm
汆	crp
攒	crs
爨	crx
篡	crz
骢	csc
枞	cse
琮	csh
聪	csl
淙	cso
丛	csp
葱	csr
匆	csv
囱	csy
粗	cub
蹙	cuc
蹴	cuf
徂	cuk
殂	cun
蔟	cur
猝	cuu
醋	cuv
簇	cuz
缞	cva
粹	cvb
悴	cvc
榱	cve
毳	cvf
啐	cvg
璀	cvh
瘁	cvj
催	cvk
崔	cvn
淬	cvo
翠	cvq
萃	cvr
摧	cvs
忖	cyc
邨	cyp
寸	cyq
皴	cyu
存	cyw
腠	czb
辏	czi
垯	daa
怛	dac
跶	daf
哒	dag
褡	dai
瘩	daj
炟	dal
𨱏	dam
溚	dao
沓	dap
荙	dar
打	das
达	dat
鞑	dau
妲	daw
鿎	day
答	daz
道	dca
悼	dcc
蹈	dcf
叨	dcg
刀	dch
祷	dci
倒	dck
稻	dcn
盗	dco
导	dcp
岛	dcq
捣	dcs
氘	dcw
帱	dcy
鱽	dcz
绐	dda
骀	ddc
呆	ddg
玳	ddh
轪	ddi
代	ddk
歹	ddn
叇	ddp
逮	dds
大	ddt
怠	ddu
戴	ddw
地	dea
嘚	deg
德	dek
锝	dem
蹬	dgf
噔	dgg
璒	dgh
灯	dgl
镫	dgm
登	dgn
澄	dgo
邓	dgp
瞪	dgx
磴	dgy
垱	dha
党	dhd
档	dhe
珰	dhh
裆	dhi
铛	dhm
𬍡	dho
凼	dhp
荡	dhr
挡	dhs
谠	dht
砀	dhy
筜	dhz
地	dia
弟	dib
帝	did
棣	die
踶	dif
嘀	dig
玓	dih
禘	dii
底	dij
低	dik
镝	dim
滴	dio
骶	dip
翟	diq
蒂	dir
抵	dis
谛	dit
狄	diu
迪	div
敌	diw
睇	dix
砥	diy
第	diz
𬘘	dja
胆	djb
惮	djc
丹	djd
蛋	djf
啖	djg
弹	djh
疸	djj
儋	djk
耽	djl
殚	djn
淡	djo
单	djp
萏	djr
担	djs
诞	djt
赕	djv
氮	djw
旦	djx
石	djy
箪	djz
腚	dkb
叮	dkg
玎	dkh
疔	dkj
仃	dkk
耵	dkl
钉	dkm
顶	dkq
萣	dkr
订	dkt
町	dkv
盯	dkx
碇	dky
奠	dma
惦	dmc
典	dmd
踮	dmf
玷	dmh
店	dmj
佃	dmk
阽	dml
钿	dmm
巅	dmn
淀	dmo
殿	dmq
垫	dms
电	dmv
颠	dmw
碘	dmy
簟	dmz
雕	dnd
吊	dng
刁	dnh
钓	dnm
凋	dno
调	dnt
貂	dnu
碉	dny
鲷	dnz
垛	doa
惰	doc
朵	dod
踱	dof
哆	dog
舵	doi
度	doj
堕	dol
铎	dom
剟	dop
掇	dos
夺	dot
饳	dov
躲	doy
亸	doz
堞	dpa
楪	dpe
跌	dpf
喋	dpg
迭	dpn
叠	dpp
蝶	dpq
谍	dpt
牒	dpw
昳	dpx
碟	dpy
鲽	dpz
铥	dqm
缎	dra
端	drd
椴	dre
瑖	drh
煅	drl
锻	drm
短	drn
段	drx
簖	drz
垌	dsa
胴	dsb
懂	dsc
栋	dse
咚	dsg
东	dsi
侗	dsk
岽	dsn
洞	dso
冬	dsp
𬟽	dsq
董	dsr
氡	dsw
硐	dsy
堵	dua
肚	dub
犊	duc
蠹	dud
杜	due
嘟	dug
毒	duh
度	duj
镀	dum
渡	duo
督	dup
芏	dur
读	dut
独	duu
赌	duv
妒	duw
睹	dux
笃	duz
堆	dva
祋	dvi
队	dvl
怼	dvp
碓	dvy
嘚	dwg
嗲	dxg
墩	dya
惇	dyc
囤	dyd
蹲	dyf
吨	dyg
炖	dyl
钝	dym
沌	dyo
趸	dyw
盾	dyx
礅	dyy
敦	dyz
窦	dzd
痘	dzj
陡	dzl
钭	dzm
斗	dzo
豆	dzp
蚪	dzq
蔸	dzr
抖	dzs
兜	dzt
篼	dzz
堨	eea
腭	eeb
愕	eec
额	eed
呃	eeg
噩	eeh
轭	eei
厄	eej
俄	eek
阿	eel
锷	eem
峨	een
涐	eeo
蛾	eeq
萼	eer
扼	ees
讹	eet
垩	eeu
饿	eev
娥	eew
鹅	eex
𥔲	eey
鳄	eez
蒽	enr
摁	ens
贰	erc
鸸	erf
咡	erg
尔	erh
耳	erl
铒	erm
洱	ero
二	erp
饵	erv
鲕	erz
阀	fad
珐	fah
伐	fak
罚	faq
乏	fax
砝	fay
筏	faz
纷	ffa
粉	ffb
愤	ffc
焚	ffe
吩	ffg
玢	ffh
份	ffk
汾	ffo
翂	ffq
芬	ffr
奋	fft
豮	ffu
酚	ffv
氛	ffw
鲼	ffz
封	fga
凤	fgd
枫	fge
唪	fgg
丰	fgh
疯	fgj
俸	fgk
烽	fgl
锋	fgm
峰	fgn
冯	fgo
逢	fgp
蜂	fgq
葑	fgr
讽	fgt
赗	fgv
奉	fgy
坊	fha
肪	fhb
牥	fhc
枋	fhe
舫	fhi
仿	fhk
防	fhl
钫	fhm
房	fhq
芳	fhr
访	fht
放	fhv
妨	fhw
昉	fhx
鲂	fhz
墦	fja
凡	fjd
樊	fje
蹯	fjf
璠	fjh
繁	fjk
烦	fjl
钒	fjm
泛	fjo
翻	fjp
范	fjr
犯	fju
饭	fjv
返	fjx
帆	fjy
父	fua
服	fub
付	fuc
富	fud
甫	fue
赴	fuf
咐	fug
负	fuh
福	fui
府	fuj
佛	fuk
附	ful
弗	fum
馥	fun
浮	fuo
副	fup
蝠	fuq
芙	fur
扶	fus
夫	fut
黼	fuu
覆	fuv
妇	fuw
阜	fux
幅	fuy
符	fuz
绯	fwa
肥	fwb
悱	fwc
匪	fwd
榧	fwe
霏	fwf
啡	fwg
飞	fwh
废	fwj
费	fwm
沸	fwo
扉	fwq
菲	fwr
诽	fwt
狒	fwu
斐	fww
鲱	fwz
缶	fzc
否	fzp
嘎	gag
伽	gak
旮	gam
戛	gap
尕	gas
尜	gat
缟	gca
糕	gcb
告	gcc
槁	gce
镐	gcm
稿	gcn
藁	gcr
搞	gcs
皋	gct
睾	gcx
羔	gcy
膏	gcz
垓	gda
概	gde
陔	gdl
钙	gdm
溉	gdo
改	gdp
荄	gdr
戤	gds
赅	gdv
晐	gdx
盖	gdy
圪	gea
胳	geb
戈	gec
割	ged
格	gee
咯	geg
舸	gei
疙	gej
仡	gek
隔	gel
铬	gem
滆	geo
鸽	gep
哥	geq
葛	ger
搁	ges
革	geu
饹	gev
硌	gey
根	gfe
哏	gfg
亘	gfp
茛	gfr
艮	gfz
埂	gga
梗	gge
哽	ggg
庚	ggj
耿	ggl
耕	ggm
浭	ggo
颈	ggp
暅	ggx
羹	ggy
鲠	ggz
纲	gha
肛	ghb
缸	ghc
冈	ghd
杠	ghe
戆	ghi
钢	ghm
岗	ghn
港	gho
罡	ghq
扛	ghs
矼	ghy
筻	ghz
坩	gja
肝	gjb
杆	gje
赶	gjf
敢	gjh
赣	gji
疳	gjj
秆	gjn
泔	gjo
虷	gjq
苷	gjr
擀	gjs
甘	gju
酐	gjv
干	gjw
旰	gjx
矸	gjy
竿	gjz
夬	gkh
拐	gks
乖	gkw
垙	gla
胱	glb
桄	gle
咣	glg
珖	glh
𨐈	gli
广	glj
洸	glo
逛	glu
埚	goa
粿	gob
国	god
椁	goe
呙	gog
聒	gol
锅	gom
崞	gon
涡	goo
虢	gop
蝈	goq
果	gov
裹	gow
帼	goy
郭	goz
纶	gra
惯	grc
官	grd
棺	gre
琯	grh
贯	gri
倌	grk
爟	grl
灌	gro
观	grp
莞	grr
掼	grs
馆	grv
盥	grx
管	grz
公	gsa
肱	gsb
宫	gsd
龚	gsf
弓	gsh
供	gsk
功	gsp
蚣	gsq
共	gsr
拱	gss
躬	gsy
鼓	gua
股	gub
牯	guc
固	gud
梏	gue
古	guf
咕	gug
觚	guh
轱	gui
顾	guj
估	guk
锢	gum
崮	gun
沽	guo
骨	gup
雇	guq
菇	gur
诂	gut
贾	guv
姑	guw
孤	guy
箍	guz
圭	gva
闺	gvd
柜	gve
跪	gvf
瑰	gvh
轨	gvi
庋	gvj
归	gvl
癸	gvn
刽	gvp
贵	gvq
鬼	gvs
诡	gvt
妫	gvw
晷	gvx
硅	gvy
龟	gvz
卦	gxa
胍	gxb
寡	gxd
栝	gxe
呱	gxg
褂	gxi
瓜	gxp
诖	gxt
刮	gxw
绲	gya
棍	gye
辊	gyi
衮	gyw
磙	gyy
鲧	gyz
垢	gza
勾	gzd
构	gze
佝	gzk
钩	gzm
岣	gzn
沟	gzo
耇	gzp
苟	gzr
诟	gzt
狗	gzu
购	gzv
媾	gzw
篝	gzz
铪	ham
蛤	haq
郝	hca
号	hcg
耗	hcm
浩	hco
蚝	hcq
蒿	hcr
皓	hct
貉	hcu
昊	hcx
毫	hcz
胲	hdb
骇	hdc
害	hdd
嗨	hdg
亥	hdl
海	hdo
骸	hdp
醢	hdv
氦	hdw
孩	hdy
赫	hea
鹤	hed
核	hee
龁	hef
喝	heg
褐	hei
何	hek
贺	hel
禾	hen
河	heo
盒	hep
翯	heq
荷	her
诃	het
貉	heu
饸	hev
曷	hex
翮	hey
恨	hfc
痕	hfj
𬣳	hft
狠	hfu
堼	hga
恒	hgc
横	hge
哼	hgg
珩	hgh
衡	hgk
蘅	hgr
姮	hgw
亨	hgz
绗	hha
杭	hhe
吭	hhg
航	hhi
沆	hho
巷	hhr
夯	hht
颃	hhz
垾	hja
含	hjb
憾	hjc
寒	hjd
喊	hjg
函	hjh
焊	hjl
崡	hjn
汗	hjo
蚶	hjq
菡	hjr
撼	hjs
鼾	hjt
邯	hju
酣	hjv
韩	hjw
旱	hjx
怀	hkc
槐	hke
踝	hkf
徊	hkk
淮	hko
慌	hlc
凰	hld
喤	hlg
璜	hlh
艎	hli
癀	hlj
徨	hlk
煌	hll
锽	hlm
潢	hlo
蝗	hlq
荒	hlr
皇	hlt
媓	hlw
晃	hlx
幌	hly
簧	hlz
或	hoc
豁	hod
霍	hof
嚯	hog
祸	hoi
伙	hok
火	hol
镬	hom
和	hon
漷	hoo
蠖	hoq
获	hor
攉	hos
夥	hov
缓	hra
寰	hrd
桓	hre
唤	hrg
环	hrh
痪	hrj
焕	hrl
锾	hrm
峘	hrn
浣	hro
还	hrp
鹮	hrq
荁	hrr
换	hrs
獾	hru
㬊	hrx
豢	hry
鲩	hrz
纮	hsa
宏	hsd
哄	hsg
弘	hsh
轰	hsi
烘	hsl
𫟹	hsm
洪	hso
虹	hsq
蕻	hsr
讧	hst
翃	hsw
壶	hua
糊	hub
惚	huc
囫	hud
槲	hue
胡	huf
呼	hug
弧	huh
祜	hui
煳	hul
和	hun
湖	huo
虎	hup
户	huq
葫	hur
互	hus
瓠	hut
狐	huu
忽	huv
嫭	huw
乎	hux
笏	huz
绘	hva
悔	hvc
回	hvd
桧	hve
喙	hvg
慧	hvh
袆	hvi
麾	hvj
徽	hvk
烩	hvl
𬭬	hvm
秽	hvn
汇	hvo
惠	hvp
蛔	hvq
荟	hvr
挥	hvs
毁	hvt
贿	hvv
灰	hvw
晦	hvx
虺	hvy
嘿	hwg
𬭶	hwm
划	hxc
桦	hxe
哗	hxg
砉	hxh
化	hxk
铧	hxm
滑	hxo
画	hxp
花	hxr
猾	hxu
婳	hxw
昏	hyb
惛	hyc
阍	hyd
珲	hyh
混	hyo
魂	hyp
荤	hyr
诨	hyt
馄	hyv
碈	hyy
堠	hza
糇	hzb
鲎	hzd
吼	hzg
厚	hzj
候	hzk
𬭤	hzm
骺	hzp
齁	hzt
猴	hzu
逅	hzx
篌	hzz
岔	iaa
𥻗	iab
察	iad
杈	iae
蹅	iaf
嚓	iag
衩	iai
侘	iak
刹	ial
镲	iam
嵖	ian
汊	iao
叉	iap
茶	iar
插	ias
诧	iat
猹	iau
馇	iav
姹	iaw
差	iay
绰	ica
怊	icc
吵	icg
弨	ich
炒	icl
钞	icm
潮	ico
抄	ics
朝	icw
晁	icx
柴	idf
瘥	idj
侪	idk
钗	idm
茝	idr
豺	idu
虿	idw
差	idy
坼	iea
掣	iec
彻	iek
澈	ieo
尺	ieq
扯	ies
㬚	iex
砗	iey
𬘭	ifa
辰	ifb
忱	ifc
宸	ifd
郴	ife
趁	iff
嗔	ifg
琛	ifh
衬	ifi
疢	ifj
陈	ifl
称	ifn
抻	ifs
尘	ift
臣	ifv
晨	ifx
碜	ify
城	iga
塍	igb
骋	igc
宬	igd
橙	ige
呈	igg
丞	igh
裎	igi
庱	igj
惩	igk
铖	igm
程	ign
澄	igo
蛏	igq
撑	igs
诚	igt
酲	igv
晟	igx
承	igy
场	iha
肠	ihb
怅	ihc
尝	ihd
唱	ihg
长	ihh
厂	ihj
偿	ihk
鬯	ihl
𬬮	ihm
昶	ihp
菖	ihr
敞	iht
猖	ihu
畅	ihv
娼	ihw
昌	ihx
鲳	ihz
赤	iia
鸱	iib
驰	iic
啻	iid
齿	iif
嗤	iig
弛	iih
褫	iii
痴	iij
侈	iik
耻	iil
漦	iim
池	iio
翅	iip
迟	iiq
茌	iir
魑	iis
饬	iiv
媸	iiw
匙	iix
敕	iiy
篪	iiz
缠	ija
忏	ijc
阐	ijd
梴	ije
躔	ijf
啴	ijg
禅	iji
廛	ijj
儳	ijk
𬊤	ijl
铲	ijm
巉	ijn
潺	ijo
单	ijp
蝉	ijq
蒇	ijr
掺	ijs
谄	ijt
韂	iju
馋	ijv
婵	ijw
旵	ijx
颤	ijz
踹	ikf
啜	ikg
搋	iks
怆	ilc
窗	ild
噇	ilg
床	ilj
幢	ily
绰	ioa
惙	ioc
龊	iof
啜	iog
辍	ioi
逴	iop
穿	ird
椽	ire
串	irg
船	iri
川	irl
钏	irm
舛	irn
氚	irw
憧	isc
宠	isd
珫	ish
艟	isi
铳	ism
崇	isn
冲	iso
虫	isq
茺	isr
摏	iss
舂	isy
充	isz
绌	iua
怵	iuc
䢺	iud
楚	iue
躇	iuf
触	iuh
初	iui
厨	iuj
储	iuk
除	iul
锄	ium
滁	iuo
处	iup
蜍	iuq
搐	ius
黜	iut
䝙	iuu
矗	iuw
础	iuy
畜	iuz
圌	ivd
槌	ive
倕	ivk
炊	ivl
锤	ivm
捶	ivs
垂	ivw
纯	iya
唇	iyb
椿	iye
瑃	iyh
𬭚	iym
淳	iyo
蝽	iyq
莼	iyr
醇	iyv
蠢	iyy
鹑	iyz
绸	iza
惆	izc
杻	ize
踌	izf
丑	izh
瘳	izj
仇	izk
愁	izn
侴	izp
臭	izt
酬	izv
瞅	izx
帱	izy
筹	izz
缙	jba
今	jbb
禁	jbe
噤	jbg
瑾	jbh
襟	jbi
廑	jbj
仅	jbk
紧	jbl
金	jbm
殣	jbn
津	jbo
近	jbp
尽	jbq
荩	jbr
谨	jbt
晋	jbu
馑	jbv
妗	jbw
巾	jby
筋	jbz
级	jia
肌	jib
悸	jic
几	jid
机	jie
迹	jif
唧	jig
急	jih
辑	jii
疾	jij
伎	jik
际	jil
耤	jim
积	jin
济	jio
击	jip
羁	jiq
藉	jir
及	jis
记	jit
基	jiu
饥	jiv
嫉	jiw
集	jix
矶	jiy
即	jiz
境	jka
精	jkb
惊	jkc
竞	jkd
兢	jkf
静	jkh
竟	jki
痉	jkj
径	jkk
阱	jkl
镜	jkm
净	jko
颈	jkp
警	jkr
鼱	jkt
猄	jku
旌	jkv
婧	jkw
睛	jkx
京	jkz
缰	jla
糨	jlb
匠	jld
疆	jlh
僵	jlk
降	jll
耩	jlm
江	jlo
豇	jlp
虹	jlq
蒋	jlr
讲	jlt
奖	jlw
姜	jly
鳉	jlz
剪	jma
腱	jmb
犍	jmc
间	jmd
检	jme
践	jmf
舰	jmi
件	jmk
坚	jml
键	jmm
歼	jmn
减	jmo
剑	jmp
肩	jmq
荐	jmr
建	jms
尖	jmt
戬	jmu
贱	jmv
奸	jmw
睑	jmx
柬	jmy
简	jmz
缴	jna
脚	jnb
骄	jnc
觉	jnd
椒	jne
跤	jnf
嚼	jng
角	jnh
较	jni
侥	jnk
剿	jnl
铰	jnm
矫	jnn
浇	jno
教	jnp
蛟	jnq
蕉	jnr
搅	jns
皎	jnt
狡	jnu
饺	jnv
娇	jnw
焦	jnx
礁	jny
交	jnz
劫	jpa
皆	jpb
戒	jpc
竭	jpd
杰	jpe
嗟	jpg
解	jph
褯	jpi
疥	jpj
街	jpk
阶	jpl
秸	jpn
洁	jpo
介	jpp
届	jpq
节	jpr
接	jps
诫	jpt
界	jpv
姐	jpw
睫	jpx
羯	jpy
鲒	jpz
纠	jqa
究	jqd
柩	jqe
赳	jqf
啾	jqg
玖	jqh
疚	jqj
僦	jqk
旧	jql
九	jqm
㠇	jqn
酒	jqo
救	jqp
揪	jqs
舅	jqt
韭	jqw
鹫	jqz
绢	jra
圈	jrd
鹃	jrg
倦	jrk
焆	jrl
镌	jrm
涓	jro
捐	jrs
狷	jru
鄄	jrv
娟	jrw
隽	jrx
眷	jry
䌹	jsa
颎	jsb
𬳶	jsc
窘	jsd
炯	jsl
泂	jso
扃	jsq
炅	jsx
绝	jta
𫘝	jtc
橛	jte
蹶	jtf
嚼	jtg
角	jth
厥	jtj
倔	jtk
爝	jtl
镢	jtm
崛	jtn
决	jto
爵	jtp
蕨	jtr
掘	jts
诀	jtt
獗	jtu
矍	jtx
孓	jty
弆	jua
具	jub
惧	juc
句	jud
橘	jue
距	juf
咀	jug
琚	juh
裾	jui
疽	juj
俱	juk
聚	jul
锯	jum
矩	jun
沮	juo
遽	jup
局	juq
菊	jur
拒	jus
举	jut
鞠	juu
醵	juv
娵	juw
䴗	jux
砠	juy
筥	juz
嘉	jxa
胛	jxb
枷	jxe
跏	jxf
斝	jxg
珈	jxh
痂	jxj
假	jxk
加	jxl
钾	jxm
稼	jxn
浃	jxo
夹	jxp
蛱	jxq
茄	jxr
甲	jxv
嫁	jxw
笳	jxz
均	jya
䐃	jyb
骏	jyc
竣	jyd
珺	jyh
俊	jyk
焌	jyl
钧	jym
峻	jyn
浚	jyo
菌	jyr
君	jys
畯	jyv
晙	jyx
筠	jyz
胩	kab
咖	kag
靠	kcc
栲	kce
烤	kcl
铐	kcm
洘	kco
尻	kcq
拷	kcs
垲	kda
慨	kdc
闿	kdd
楷	kde
炌	kdl
铠	kdm
凯	kdn
蒈	kdr
揩	kds
壳	kea
恪	kec
客	ked
柯	kee
克	kef
咳	keg
珂	keh
轲	kei
疴	kej
刻	kel
锞	kem
科	ken
渴	keo
髁	kep
蝌	keq
苛	ker
课	ket
颗	kev
氪	kew
瞌	kex
磕	key
啃	kfg
裉	kfi
恳	kfz
吭	kgg
铿	kgm
硁	kgy
𡐓	kha
糠	khb
慷	khc
闶	khd
伉	khk
炕	khl
钪	khm
抗	khs
亢	khz
堪	kja
阚	kjd
槛	kje
侃	kjk
崁	kjn
龛	kjp
莰	kjr
勘	kju
瞰	kjx
砍	kjy
块	kka
脍	kkb
哙	kkg
侩	kkk
会	kkp
蒯	kkr
㧟	kks
狯	kku
筷	kkz
圹	kla
匡	kld
框	kle
哐	klg
邝	klj
洭	klo
诳	klt
狂	klu
贶	klv
旷	klx
矿	kly
筐	klz
阔	kod
