啊	a
饱	bcr
报	bcs
孢	bct
宝	bcu
雹	bcv
柏	bdf
佰	bdi
拜	bdk
百	bdp
败	bdq
摆	bds
栟	bff
笨	bfh
倴	bfi
坌	bfk
苯	bfn
奔	bfo
贲	bfp
锛	bfw
畚	bfy
犇	bfz
蹦	bga
泵	bgj
迸	bgk
绷	bgm
嘣	bgo
甭	bgp
甏	bgr
蚌	bgt
镚	bgw
琫	bgy
膀	bhb
浜	bhe
棒	bhf
傍	bhi
磅	bhj
绑	bhm
蒡	bhn
𠳐	bho
邦	bhp
塝	bhr
搒	bhs
蚌	bht
谤	bhv
镑	bhw
玤	bhy
庇	bia
毕	bic
泌	bie
舭	big
笔	bih
彼	bii
鼻	bij
弊	bik
闭	bil
蔽	bin
鄙	bio
逼	bip
婢	biq
裨	bir
畀	bit
币	biv
避	biw
必	bix
碧	biy
陛	biz
瘢	bja
𨭉	bjc
版	bjd
湴	bje
板	bjf
般	bjg
伴	bji
半	bjk
绊	bjm
坂	bjr
搬	bjs
瓣	bjv
钣	bjw
班	bjy
阪	bjz
病	bka
禀	bkc
昺	bkd
冰	bke
柄	bkf
炳	bkg
秉	bkp
兵	bkq
饼	bkr
摒	bks
蛃	bkt
屏	bkw
变	bmc
昪	bmd
汴	bme
煸	bmg
笾	bmh
便	bmi
砭	bmj
鞭	bmk
匾	bml
编	bmm
苄	bmn
鳊	bmp
贬	bmq
褊	bmr
抃	bms
蝙	bmt
辩	bmv
遍	bmw
忭	bmx
弁	bmy
瘭	bna
膘	bnb
幖	bnd
瀌	bne
标	bnf
熛	bng
俵	bni
飑	bnl
藨	bnn
飙	bno
鳔	bnp
婊	bnq
裱	bnr
摽	bns
彪	bnu
镖	bnw
骉	bnz
跛	boa
脖	bob
亳	boc
剥	bod
波	boe
柏	bof
舶	bog
簸	boh
伯	boi
礴	boj
僰	bom
薄	bon
啵	boo
勃	bop
饽	bor
播	bos
卜	bou
钵	bow
玻	boy
驳	boz
瘪	bpa
癿	bpj
憋	bpk
步	bua
晡	bud
簿	buh
堡	bui
瓿	buk
醭	bul
蔀	bun
哺	buo
布	bup
补	bur
捕	bus
卜	buu
钚	buw
怖	bux
逋	buz
糒	bwb
北	bwd
𬇙	bwe
杯	bwf
焙	bwg
狈	bwh
倍	bwi
卑	bwj
鞁	bwk
蓓	bwn
呗	bwo
孛	bwp
贝	bwq
褙	bwr
备	bwt
臂	bww
悖	bwx
琲	bwy
嚓	cao
糙	ccb
漕	cce
槽	ccf
艚	ccg
𥕢	ccj
嘈	cco
曹	ccp
操	ccs
螬	cct
踩	cda
彩	cdc
睬	cdd
材	cdf
猜	cdh
偲	cdi
蔡	cdn
裁	cdp
财	cdq
厕	cea
测	cee
侧	cei
册	cel
恻	cex
涔	cfe
参	cfy
蹭	cga
嶒	cgc
噌	cgo
层	cgw
仓	chb
沧	che
舱	chg
伧	chi
苍	chn
此	cia
糍	cib
瓷	cie
伺	cii
磁	cij
慈	cik
刺	cim
茨	cin
呲	cio
辞	cip
赐	ciq
祠	cir
词	civ
玼	ciy
灿	cjg
黪	cjj
餐	cjk
蚕	cjo
䅟	cjp
惨	cjx
璨	cjy
骖	cjz
蹉	coa
脞	cob
嵯	coc
棤	cof
磋	coj
莝	con
矬	coq
措	cos
鹾	cou
锉	cow
瑳	coy
蹿	cra
汆	crb
篡	crh
攒	crs
爨	crv
镩	crw
丛	csb
淙	cse
枞	csf
熜	csg
囱	csj
匆	csk
葱	csn
聪	csv
悰	csx
琮	csy
骢	csz
蹴	cua
粗	cub
卒	cuc
簇	cuh
徂	cui
殂	cuk
醋	cul
蔟	cun
蹙	cuy
瘁	cva
粹	cvb
崔	cvc
淬	cve
榱	cvf
催	cvi
缞	cvm
萃	cvn
啐	cvo
摧	cvs
悴	cvx
璀	cvy
翠	cvz
存	cyp
忖	cyx
皴	cyy
腠	czb
辏	czg
瘩	daa
溚	dae
炟	dag
答	dah
鿎	daj
鞑	dak
荙	dan
达	dao
妲	daq
褡	dar
打	das
沓	dav
𨱏	daw
怛	dax
蹈	dca
帱	dcd
盗	dce
舠	dcg
倒	dci
道	dck
刀	dcn
叨	dco
稻	dcp
氘	dcq
祷	dcr
捣	dcs
岛	dct
悼	dcx
导	dcy
逮	ddd
轪	ddg
代	ddi
歹	ddk
绐	ddm
呆	ddo
戴	ddp
埭	ddr
怠	ddy
骀	ddz
德	dei
嘚	deo
地	der
锝	dew
蹬	dga
嶝	dgc
瞪	dgd
澄	dge
灯	dgg
磴	dgj
登	dgk
噔	dgo
邓	dgt
镫	dgw
璒	dgy
𬍡	dhe
档	dhf
筜	dhh
砀	dhj
荡	dhn
裆	dhr
挡	dhs
党	dhu
凼	dhv
铛	dhw
珰	dhy
底	dia
籴	dib
骶	dic
睇	did
滴	die
棣	dif
弟	dig
第	dih
低	dii
砥	dij
羝	dik
邸	dil
缔	dim
蒂	din
嘀	dio
敌	dip
娣	diq
地	dir
抵	dis
迪	dit
帝	diu
谛	div
镝	diw
玓	diy
翟	diz
蛋	dja
胆	djb
亶	djc
旦	djd
淡	dje
箪	djh
儋	dji
石	djj
单	djk
丹	djl
𬘘	djm
弹	djn
啖	djo
氮	djq
担	djs
诞	djv
惮	djx
疔	dka
腚	dkb
盯	dkd
仃	dki
碇	dkj
酊	dkl
萣	dkn
叮	dko
顶	dkp
町	dkt
订	dkv
钉	dkw
玎	dky
店	dma
巅	dmc
淀	dme
簟	dmh
佃	dmi
碘	dmj
奠	dmk
典	dml
颠	dmp
坫	dmr
垫	dms
电	dmt
殿	dmw
惦	dmx
玷	dmy
阽	dmz
凋	dne
貂	dnh
碉	dnj
雕	dnl
刁	dnn
吊	dno
鲷	dnp
窎	dnu
调	dnv
钓	dnw
踱	doa
亸	doc
舵	dog
躲	doj
朵	dol
夺	doo
垛	dor
掇	dos
剟	dot
铎	dow
惰	dox
堕	doz
跌	dpa
瓞	dpc
牒	dpd
楪	dpf
碟	dpj
绖	dpm
喋	dpo
鲽	dpp
迭	dpq
堞	dpr
蝶	dpt
谍	dpv
耋	dpx
铥	dqw
耑	drc
椴	drf
煅	drg
簖	drh
端	drk
缎	drm
短	drq
塅	drr
段	drv
锻	drw
瑖	dry
胴	dsb
岽	dsc
洞	dse
栋	dsf
东	dsg
侗	dsi
硐	dsj
董	dsn
咚	dso
氡	dsq
垌	dsr
冬	dst
懂	dsx
度	dua
肚	dub
髑	duc
睹	dud
渡	due
杜	duf
独	duh
黩	duj
阇	dul
厾	dun
嘟	duo
赌	duq
堵	dur
督	duu
读	duv
镀	duw
毒	duy
犊	duz
碓	dvj
兑	dvk
堆	dvr
怼	dvt
队	dvz
嘚	dwo
嗲	dxo
蹲	dya
敦	dyc
盹	dyd
沌	dye
炖	dyg
礅	dyj
吨	dyo
趸	dyp
墩	dyr
囤	dyu
盾	dyv
钝	dyw
惇	dyx
痘	dza
斗	dze
篼	dzh
兜	dzj
蔸	dzn
豆	dzp
抖	dzs
蚪	dzt
窦	dzu
读	dzv
钭	dzw
陡	dzz
厄	eea
腭	eeb
峨	eec
遏	eed
涐	eee
轭	eeg
俄	eei
𥔲	eej
垩	eel
萼	een
呃	eeo
鳄	eep
娥	eeq
饿	eer
扼	ees
蛾	eet
额	eeu
鹅	eev
屙	eew
愕	eex
噩	eey
阿	eez
蒽	enn
摁	ens
洱	ere
尔	ern
咡	ero
二	erp
饵	err
耳	erv
铒	erw
贰	ery
陑	erz
筏	fah
伐	fai
砝	faj
阀	fal
罚	faq
乏	fav
珐	fay
粉	ffb
汾	ffe
焚	fff
豮	ffh
份	ffi
鼢	ffj
忿	ffk
酚	ffl
纷	ffm
芬	ffn
奋	ffo
鲼	ffp
氛	ffq
坟	ffr
愤	ffx
玢	ffy
翂	ffz
疯	fga
峰	fgc
冯	fge
枫	fgf
烽	fgg
俸	fgi
砜	fgj
奉	fgk
凤	fgl
缝	fgm
葑	fgn
唪	fgo
赗	fgq
封	fgr
蜂	fgt
讽	fgv
锋	fgw
丰	fgy
肪	fhb
昉	fhd
枋	fhf
舫	fhg
仿	fhi
纺	fhm
芳	fhn
鲂	fhp
妨	fhq
坊	fhr
放	fht
访	fhv
房	fhw
防	fhz
蹯	fja
翻	fjc
帆	fjd
泛	fje
樊	fjf
烦	fjg
犯	fjh
繁	fji
矾	fjj
凡	fjl
范	fjn
贩	fjq
饭	fjr
畈	fjt
返	fjv
钒	fjw
璠	fjy
府	fua
服	fub
孚	fuc
幅	fud
浮	fue
阜	fuf
辅	fug
符	fuh
佛	fui
弗	fuj
父	fuk
覆	ful
缚	fum
负	fun
夫	fuo
副	fup
妇	fuq
福	fur
扶	fus
蝠	fut
富	fuu
讣	fuv
鄜	fuw
付	fux
麸	fuy
附	fuz
废	fwa
肥	fwb
斐	fwd
沸	fwe
榧	fwf
狒	fwh
费	fwj
匪	fwl
绯	fwm
飞	fwn
啡	fwo
鲱	fwp
妃	fwq
诽	fwv
扉	fww
悱	fwx
𬴂	fwz
否	fzp
缶	fzz
尕	gab
伽	gai
旮	gak
嘎	gao
戛	gap
钆	gaw
糕	gcb
膏	gcc
杲	gcd
槁	gcf
篙	gch
皋	gcj
羔	gck
缟	gcm
藁	gcn
稿	gcp
搞	gcs
睾	gcv
镐	gcw
告	gcz
戤	gdb
晐	gdd
溉	gde
概	gdf
盖	gdk
荄	gdn
丐	gdp
赅	gdq
垓	gdr
钙	gdw
改	gdy
陔	gdz
疙	gea
胳	geb
骼	gec
滆	gee
格	gef
舸	geg
仡	gei
硌	gej
革	gek
阁	gel
葛	gen
咯	geo
哥	gep
哿	geq
圪	ger
搁	ges
蛤	get
割	geu
铬	gew
戈	gey
隔	gez
根	gff
艮	gfh
茛	gfn
哏	gfo
亘	gfp
庚	gga
暅	ggd
浭	gge
梗	ggf
𬒔	ggj
羹	ggk
耕	ggl
绠	ggm
哽	ggo
鲠	ggp
埂	ggr
耿	ggv
肛	ghb
岗	ghc
港	ghe
杠	ghf
筻	ghh
戆	ghj
冈	ghl
纲	ghm
罡	ghq
堽	ghr
扛	ghs
钢	ghw
缸	ghz
赶	gja
肝	gjb
旰	gjd
泔	gje
杆	gjf
竿	gjh
赣	gjj
甘	gjk
酐	gjl
绀	gjm
敢	gjn
干	gjp
坩	gjr
擀	gjs
虷	gjt
玕	gjy
夬	gkn
乖	gkp
拐	gks
广	gla
胱	glb
洸	gle
桄	glf
𨐈	glg
逛	glh
咣	glo
垙	glr
珖	gly
粿	gob
郭	goc
帼	god
涡	goe
椁	gof
馘	gok
裹	goo
埚	gor
果	got
国	gou
聒	gov
锅	gow
贯	grb
灌	gre
棺	grf
爟	grg
管	grh
倌	gri
纶	grm
莞	grn
鳏	grp
馆	grr
掼	grs
观	grt
官	gru
盥	grv
惯	grx
琯	gry
罐	grz
肱	gsb
供	gsi
躬	gsj
公	gsk
共	gsn
功	gso
拱	gss
蚣	gst
宫	gsu
珙	gsy
顾	gua
股	gub
骨	guc
沽	gue
梏	guf
轱	gug
箍	guh
估	gui
谷	guk
贾	gul
菇	gun
咕	guo
鲴	gup
古	guq
鼓	gur
孤	gut
固	guu
诂	guv
雇	guw
牯	guz
跪	gva
刽	gvb
刿	gvc
晷	gvd
柜	gvf
轨	gvg
簋	gvh
硅	gvj
癸	gvk
闺	gvl
鬶	gvo
龟	gvp
妫	gvq
圭	gvr
鬼	gvs
贵	gvt
宄	gvu
诡	gvv
瑰	gvy
归	gvz
胍	gxb
瓜	gxc
栝	gxf
呱	gxo
刮	gxp
卦	gxr
寡	gxu
诖	gxv
棍	gyf
辊	gyg
磙	gyj
绲	gym
衮	gyo
鲧	gyp
岣	gzc
沟	gze
构	gzf
狗	gzh
佝	gzi
鞲	gzk
勾	gzl
缑	gzm
苟	gzn
购	gzq
垢	gzr
诟	gzv
钩	gzw
耇	gzx
蛤	hat
铪	haw
毫	hcc
昊	hcd
浩	hce
貉	hch
皓	hcj
耗	hcl
蒿	hcn
号	hco
郝	hcr
蚝	hct
胲	hdb
骸	hdc
海	hde
亥	hdk
醢	hdl
嗨	hdo
氦	hdq
孩	hdt
害	hdu
骇	hdz
龁	hea
盒	heb
曷	hed
河	hee
核	hef
熇	heg
貉	heh
何	hei
𬌗	hej
劾	hek
阂	hel
纥	hem
荷	hen
喝	heo
禾	hep
贺	heq
赫	her
鹤	heu
诃	hev
翯	hez
痕	hfa
狠	hfh
𬣳	hfv
恨	hfx
亨	hgc
横	hgf
衡	hgi
蘅	hgn
哼	hgo
姮	hgq
堼	hgr
恒	hgx
珩	hgy
颃	hhc
沆	hhe
杭	hhf
航	hhg
绗	hhm
巷	hhn
夯	hho
含	hjb
崡	hjc
旱	hjd
汗	hje
焊	hjg
犴	hjh
鼾	hjj
邯	hjk
酣	hjl
函	hjn
喊	hjo
韩	hjp
垾	hjr
撼	hjs
蚶	hjt
寒	hju
憾	hjx
琀	hjy
踝	hka
淮	hke
槐	hkf
徊	hki
怀	hkx
癀	hla
肓	hlc
晃	hld
潢	hle
煌	hlg
簧	hlh
徨	hli
皇	hlj
凰	hll
荒	hln
喤	hlo
鳇	hlp
媓	hlq
蝗	hlt
谎	hlv
锽	hlw
慌	hlx
璜	hly
隍	hlz
漷	hoe
火	hog
伙	hoi
耠	hol
获	hon
嚯	hoo
和	hop
祸	hor
攉	hos
夥	hot
豁	hou
霍	hov
镬	how
或	hoy
𬴃	hoz
痪	hra
峘	hrc
㬊	hrd
浣	hre
桓	hrf
焕	hrg
獾	hrh
豢	hrk
郇	hrl
缓	hrm
奂	hrn
唤	hro
还	hrp
鹮	hrq
换	hrs
寰	hru
锾	hrw
环	hry
洪	hse
轰	hsg
竑	hsk
訇	hsl
纮	hsm
弘	hsn
哄	hso
翃	hsp
虹	hst
宏	hsu
讧	hsv
𫟹	hsw
玒	hsy
糊	hub
鹘	huc
互	hud
湖	hue
槲	huf
煳	hug
狐	huh
忽	huk
醐	hul
葫	hun
呼	huo
和	hup
胡	huq
壶	hur
蝴	hut
虎	huu
乎	huv
户	huw
惚	hux
瑚	huy
鹄	huz
麾	hva
翙	hvc
晦	hvd
汇	hve
桧	hvf
烩	hvg
徽	hvi
毁	hvj
绘	hvm
荟	hvn
辉	hvo
灰	hvp
贿	hvq
恚	hvr
挥	hvs
蛔	hvt
回	hvu
讳	hvv
𬭬	hvw
悔	hvx
慧	hvy
翚	hvz
嘿	hwo
𬭶	hww
滑	hxe
桦	hxf
猾	hxh
化	hxi
花	hxn
哗	hxo
画	hxp
婳	hxq
铧	hxw
划	hxy
骅	hxz
混	hye
碈	hyj
昏	hyl
荤	hyn
魂	hyp
馄	hyr
诨	hyv
惛	hyx
珲	hyy
厚	hza
糇	hzb
骺	hzc
猴	hzh
候	hzi
齁	hzj
吼	hzo
鲘	hzp
堠	hzr
鲎	hzu
逅	hzv
𬭤	hzw
蹅	iaa
𥻗	iab
嵖	iac
汊	iae
杈	iaf
猹	iah
侘	iai
碴	iaj
差	iak
茶	ian
嚓	iao
姹	iaq
衩	iar
插	ias
叉	iat
察	iau
诧	iav
镲	iaw
刹	iax
晁	icd
潮	ice
炒	icg
耖	icl
绰	icm
弨	icn
吵	ico
朝	icp
抄	ics
钞	icw
怊	icx
巢	icz
柴	ida
豺	idh
侪	idi
差	idk
茝	idn
虿	idp
钗	idw
㬚	ied
澈	iee
彻	iei
砗	iej
坼	ier
扯	ies
尺	iew
掣	iez
趁	ifa
臣	ifb
晨	ifd
郴	iff
煁	ifg
碜	ifj
辰	ifl
𬘭	ifm
尘	ifo
称	ifp
衬	ifr
抻	ifs
宸	ifu
谌	ifv
忱	ifx
琛	ify
陈	ifz
庱	iga
塍	igb
晟	igd
澄	ige
橙	igf
惩	igi
酲	igl
丞	ign
呈	igo
程	igp
城	igr
撑	igs
承	igt
宬	igu
诚	igv
铖	igw
憕	igx
琤	igy
骋	igz
厂	iha
肠	ihb
昌	ihd
猖	ihh
偿	ihi
阊	ihl
菖	ihn
唱	iho
鲳	ihp
娼	ihq
场	ihr
畅	iht
尝	ihu
昶	ihv
𬬮	ihw
怅	ihx
长	ihz
痴	iia
胣	iib
匙	iid
池	iie
炽	iig
篪	iih
侈	iii
蚩	iil
敕	iim
弛	iin
嗤	iio
斥	iip
媸	iiq
赤	iir
魑	iis
翅	iit
啻	iiu
耻	iiv
迟	iiw
瓻	iix
驰	iiz
廛	ija
颤	ijc
旵	ijd
潺	ije
梴	ijf
𬊤	ijg
儳	iji
单	ijk
阐	ijl
缠	ijm
蒇	ijn
啴	ijo
婵	ijq
馋	ijr
掺	ijs
蝉	ijt
觇	iju
谄	ijv
铲	ijw
忏	ijx
刬	ijy
骣	ijz
踹	ika
啜	iko
搋	iks
床	ila
幢	ild
闯	ill
噇	ilo
窗	ilu
怆	ilx
龊	ioa
辍	iog
绰	iom
啜	ioo
逴	iou
惙	iox
遄	irc
椽	irf
船	irg
舛	irk
串	iro
氚	irq
穿	iru
钏	irw
川	irz
充	isc
冲	ise
艟	isg
舂	isk
茺	isn
种	isp
摏	iss
虫	ist
宠	isu
铳	isw
憧	isx
珫	isy
翀	isz
厨	iua
畜	iuc
滁	iue
楚	iuf
䝙	iuh
储	iui
础	iuj
䢺	iul
绌	ium
触	iun
矗	iup
初	iur
搐	ius
处	iut
锄	iuw
怵	iux
琡	iuy
除	iuz
槌	ivf
炊	ivg
倕	ivi
垂	ivp
捶	ivs
圌	ivu
锤	ivw
陲	ivz
鹑	iyc
淳	iye
椿	iyf
蠢	iyk
唇	iyl
纯	iym
莼	iyn
䲠	iyp
堾	iyr
蝽	iyt
𬭚	iyw
瑃	iyy
踌	iza
侴	izb
瞅	izd
杻	izf
筹	izh
仇	izi
臭	izj
酬	izl
绸	izm
丑	izn
愁	izp
畴	izt
惆	izx
廑	jba
今	jbb
巾	jbd
津	jbe
禁	jbf
烬	jbg
筋	jbh
仅	jbi
堇	jbk
晋	jbl
缙	jbm
荩	jbn
劲	jbo
近	jbp
妗	jbq
襟	jbr
矜	jbs
谨	jbv
金	jbw
瑾	jby
紧	jbz
疾	jia
及	jib
迹	jic
冀	jid
济	jie
机	jif
辑	jig
即	jih
伎	jii
矶	jij
基	jik
几	jil
级	jim
急	jin
唧	jio
击	jip
嫉	jiq
吉	jir
技	jis
集	jit
寄	jiu
记	jiv
屐	jiw
悸	jix
忌	jiy
际	jiz
痉	jka
精	jkb
京	jkc
睛	jkd
净	jke
猄	jkh
径	jki
竟	jkj
竞	jkk
警	jkn
颈	jko
鲸	jkp
兢	jkq
境	jkr
旌	jkt
镜	jkw
惊	jkx
静	jky
阱	jkz
糨	jlb
奖	jld
江	jle
僵	jli
礓	jlj
姜	jlk
匠	jll
缰	jlm
疆	jln
豇	jlp
虹	jlt
讲	jlv
降	jlz
践	jma
剑	jmb
建	jmd
减	jme
检	jmf
舰	jmg
简	jmh
件	jmi
碱	jmj
剪	jmk
间	jml
柬	jmm
荐	jmn
尖	jmo
鲣	jmp
奸	jmq
饯	jmr
捡	jms
艰	jmt
蹇	jmu
谏	jmv
键	jmw
毽	jmx
戋	jmy
坚	jmz
跤	jna
脚	jnb
交	jnc
浇	jne
椒	jnf
较	jng
狡	jnh
侥	jni
礁	jnj
酵	jnl
缴	jnm
角	jnn
嚼	jno
鲛	jnp
娇	jnq
饺	jnr
搅	jns
焦	jnt
觉	jnu
铰	jnw
教	jnx
璬	jny
骄	jnz
疥	jpa
介	jpb
皆	jpc
睫	jpd
洁	jpe
杰	jpf
街	jpi
碣	jpj
竭	jpk
解	jpn
嗟	jpo
截	jpp
姐	jpq
劫	jpr
接	jps
界	jpt
诫	jpv
届	jpw
悈	jpx
戒	jpy
阶	jpz
疚	jqa
鹫	jqc
韭	jqd
酒	jqe
柩	jqf
僦	jqi
舅	jqj
九	jqk
阄	jql
纠	jqm
啾	jqo
救	jqp
揪	jqs
咎	jqt
究	jqu
玖	jqy
旧	jqz
涓	jre
焆	jrg
狷	jrh
倦	jri
眷	jrk
鄄	jrl
绢	jrm
鹃	jro
娟	jrq
捐	jrs
隽	jrt
圈	jru
镌	jrw
颎	jsc
炅	jsd
泂	jse
炯	jsg
迥	jsl
䌹	jsm
坰	jsr
窘	jsu
扃	jsw
𬳶	jsz
厥	jta
爵	jtc
矍	jtd
决	jte
橛	jtf
爝	jtg
獗	jth
倔	jti
砄	jtj
绝	jtm
角	jtn
嚼	jto
掘	jts
孓	jtt
诀	jtv
镢	jtw
珏	jty
𫘝	jtz
距	jua
具	jub
岠	juc
䴗	jud
沮	jue
橘	juf
炬	jug
狙	juh
俱	jui
砠	juj
鞠	juk
句	jul
菊	jun
举	juo
秬	jup
矩	juq
裾	jur
拒	jus
遽	juu
聚	juv
局	juw
惧	jux
琚	juy
驹	juz
痂	jxa
胛	jxb
岬	jxc
浃	jxe
枷	jxf
笳	jxh
假	jxi
贾	jxl
茄	jxn
斝	jxo
夹	jxp
加	jxq
嘉	jxr
甲	jxt
钾	jxw
珈	jxy
䐃	jyb
峻	jyc
君	jyd
浚	jye
焌	jyg
筠	jyh
俊	jyi
竣	jyk
菌	jyn
鲪	jyp
均	jyr
捃	jys
畯	jyt
皲	jyu
钧	jyw
珺	jyy
骏	jyz
胩	kab
咖	kao
洘	kce
栲	kcf
烤	kcg
拷	kcs
铐	kcw
靠	kcz
凯	kdc
楷	kdf
炌	kdg
闿	kdl
蒈	kdn
垲	kdr
揩	kds
铠	kdw
慨	kdx
疴	kea
髁	kec
瞌	ked
渴	kee
柯	kef
轲	keg
磕	kej
刻	kek
匼	kel
缂	kem
苛	ken
咳	keo
科	kep
克	keq
壳	ker
颗	ket
客	keu
课	kev
锞	kew
恪	kex
珂	key
骒	kez
恳	kfh
啃	kfo
裉	kfr
硁	kgj
吭	kgo
铿	kgw
糠	khb
亢	khc
炕	khg
伉	khi
闶	khl
𩾌	khp
𡐓	khr
抗	khs
钪	khw
慷	khx
龛	kjb
崁	kjc
瞰	kjd
槛	kjf
侃	kji
砍	kjj
勘	kjk
阚	kjl
莰	kjn
堪	kjr
会	kkb
筷	kkh
侩	kki
蒯	kkn
哙	kko
鲙	kkp
块	kkr
㧟	kks
邝	kla
旷	kld
洭	kle
框	klf
狂	klh
矿	klj
匡	kll
纩	klm
哐	klo
贶	klq
圹	klr
诳	klv
