啊	a
宝	bcp
褒	bcr
包	bcs
雹	bcu
鲍	bcv
爆	bcw
龅	bcy
柏	bda
摆	bdf
拜	bdk
佰	bdn
稗	bdo
百	bdq
败	bdx
栟	bfa
笨	bfc
奔	bfg
苯	bfi
锛	bfj
坌	bfl
畚	bfm
倴	bfn
犇	bfv
贲	bfz
祊	bga
嘣	bgb
镚	bgj
迸	bgl
琫	bgm
甭	bgq
蚌	bgt
甏	bgw
蹦	bgy
绷	bgz
棒	bha
𠳐	bhb
谤	bhe
搒	bhf
蒡	bhi
镑	bhj
膀	bhk
玤	bhm
傍	bhn
浜	bho
邦	bhq
蚌	bht
塝	bhw
绑	bhz
裨	bia
鄙	bib
笔	bic
陛	bid
诐	bie
觱	bif
鼻	big
髀	bih
蔽	bii
铋	bij
弼	bik
弊	bil
碧	bim
彼	bin
秘	bio
避	bip
逼	biq
必	bir
闭	bis
币	bit
畀	biv
毕	biw
赑	bix
跸	biy
板	bja
昄	bjc
阪	bjd
瓣	bje
搬	bjf
钣	bjj
半	bjl
班	bjm
伴	bjn
湴	bjo
瘢	bjr
版	bju
坂	bjw
绊	bjz
柄	bka
昺	bkc
禀	bke
摒	bkf
饼	bkh
冰	bko
屏	bkp
丙	bkq
病	bkr
蛃	bkt
兵	bkv
炳	bkw
变	bma
昪	bmc
辩	bme
抃	bmf
苄	bmi
弁	bmm
便	bmn
汴	bmo
遍	bmp
砭	bmq
忭	bmr
匾	bms
蝙	bmt
鞭	bmu
鳊	bmv
煸	bmw
贬	bmx
编	bmz
标	bna
摽	bnf
飙	bng
藨	bni
镖	bnj
膘	bnk
幖	bnl
俵	bnn
瀌	bno
瘭	bnr
婊	bns
鳔	bnv
熛	bnw
柏	boa
啵	bob
簸	boc
亳	boe
播	bof
帛	bog
饽	boh
薄	boi
钵	boj
脖	bok
舶	bol
玻	bom
伯	bon
波	boo
擘	bop
礴	boq
剥	bor
卜	bos
驳	bov
跛	boy
勃	boz
癿	bpg
憋	bpl
瘪	bpr
补	bua
哺	bub
簿	buc
捕	buf
逋	bug
蔀	bui
钚	buj
醭	bul
堡	bun
瓿	bup
怖	bur
卜	bus
埠	buw
步	buy
布	buz
杯	bwa
呗	bwb
狈	bwd
卑	bwg
糒	bwh
蓓	bwi
钡	bwj
琲	bwm
倍	bwn
𬇙	bwo
备	bwp
碑	bwq
悖	bwr
北	bwu
焙	bww
贝	bwx
孛	bwz
嚓	cab
槽	cca
嘈	ccb
操	ccf
糙	cch
艚	ccl
漕	cco
曹	ccq
螬	cct
材	cda
睬	cdc
猜	cdd
彩	cde
蔡	cdi
偲	cdn
财	cdx
踩	cdy
裁	cdz
侧	cen
测	ceo
厕	cer
册	ces
参	cfm
涔	cfo
噌	cgb
层	cgp
蹭	cgy
苍	chi
舱	chl
伧	chn
沧	cho
仓	chq
祠	cia
呲	cib
词	cie
糍	cih
茨	cii
差	cik
慈	cil
玼	cim
伺	cin
瓷	cio
刺	cip
磁	ciq
疵	cir
赐	cix
此	ciy
辞	ciz
蚕	cjg
璨	cjm
䅟	cjo
惨	cjr
餐	cju
骖	cjv
灿	cjw
棤	coa
矬	coc
措	cof
莝	coi
锉	coj
脞	cok
瑳	com
磋	coq
厝	cor
鹾	cos
蹉	coy
篡	crc
攒	crf
镩	crj
汆	crq
爨	crt
蹿	cry
枞	csa
葱	csi
囱	csm
淙	cso
聪	csq
悰	csr
骢	csv
熜	csw
匆	csy
簇	cuc
猝	cud
卒	cue
蹙	cuf
粗	cuh
蔟	cui
醋	cul
徂	cun
殂	cuu
蹴	cuy
榱	cva
啐	cvb
毳	cvd
摧	cvf
翠	cvg
粹	cvh
萃	cvi
璀	cvm
催	cvn
淬	cvo
悴	cvr
崔	cvy
缞	cvz
皴	cym
寸	cyq
忖	cyr
存	cyz
腠	czk
辏	czl
褡	daa
哒	dab
答	dac
打	daf
达	dag
荙	dai
𨱏	daj
溚	dao
沓	daq
瘩	dar
妲	das
鞑	dau
垯	daw
跶	day
祷	dca
叨	dcb
氘	dcd
捣	dcf
刀	dcg
道	dcl
纛	dcm
倒	dcn
盗	dco
导	dcp
悼	dcr
岛	dct
鱽	dcv
蹈	dcy
呆	ddb
大	ddg
轪	ddl
怠	ddm
代	ddn
叇	ddq
逮	ddr
歹	ddu
骀	ddv
埭	ddw
戴	ddz
嘚	deb
锝	dej
德	den
地	dew
噔	dgb
瞪	dgc
镫	dgj
璒	dgm
澄	dgo
邓	dgp
磴	dgq
登	dgu
灯	dgw
蹬	dgy
档	dha
筜	dhc
谠	dhe
挡	dhf
荡	dhi
铛	dhj
珰	dhm
𬍡	dho
党	dhp
砀	dhq
垱	dhw
棣	dia
嘀	dib
第	dic
狄	did
谛	die
抵	dif
翟	dig
骶	dih
蒂	dii
邸	dij
羝	dik
玓	dim
低	din
滴	dio
帝	dip
弟	diq
底	dir
娣	dis
䗖	dit
鞮	diu
迪	div
地	diw
踶	diy
敌	diz
啖	djb
单	djc
氮	djd
诞	dje
担	djf
萏	dji
弹	djk
儋	djn
淡	djo
耽	djq
惮	djr
丹	djs
殚	dju
赕	djx
蛋	djy
𬘘	djz
叮	dkb
盯	dkc
订	dke
萣	dki
钉	dkj
腚	dkk
酊	dkl
玎	dkm
仃	dkn
顶	dkq
疔	dkr
町	dkv
簟	dmc
阽	dmd
垫	dmf
钿	dmj
奠	dml
玷	dmm
佃	dmn
淀	dmo
殿	dmp
碘	dmq
店	dmr
典	dms
电	dmv
坫	dmw
巅	dmy
颠	dmz
吊	dnb
貂	dnd
调	dne
钓	dnj
刁	dnk
凋	dno
窎	dnp
碉	dnq
雕	dns
鲷	dnv
裰	doa
哆	dob
堕	dod
亸	doe
掇	dof
夺	dog
饳	doh
铎	doj
舵	dol
躲	dom
剟	dop
惰	dor
朵	dos
驮	dov
垛	dow
踱	doy
楪	dpa
喋	dpb
迭	dpc
谍	dpe
耋	dph
叠	dpp
碟	dpq
蝶	dpt
牒	dpu
鲽	dpv
堞	dpw
跌	dpy
绖	dpz
铥	dqj
椴	dra
短	drc
锻	drj
瑖	drm
端	drp
段	drt
煅	drw
耑	dry
缎	drz
栋	dsa
咚	dsb
氡	dsd
董	dsi
胴	dsk
东	dsl
侗	dsn
洞	dso
冬	dsp
硐	dsq
懂	dsr
𬟽	dst
垌	dsw
岽	dsy
杜	dua
嘟	dub
睹	duc
独	dud
读	due
黩	dug
髑	duh
芏	dui
镀	duj
肚	duk
毒	dum
渡	duo
蠹	dup
度	dur
督	dus
牍	duu
犊	duv
堵	duw
赌	dux
祋	dva
队	dvd
兑	dvl
怼	dvp
碓	dvq
堆	dvw
嘚	dwb
嗲	dxb
吨	dyb
盹	dyc
敦	dye
钝	dyj
沌	dyo
礅	dyq
惇	dyr
盾	dyt
囤	dyu
炖	dyw
蹲	dyy
趸	dyz
篼	dzc
陡	dzd
读	dze
抖	dzf
兜	dzg
蔸	dzi
钭	dzj
斗	dzo
窦	dzp
豆	dzq
痘	dzr
蚪	dzt
呃	eeb
遏	eec
阿	eed
讹	eee
扼	eef
饿	eeh
萼	eei
垩	eej
腭	eek
轭	eel
噩	eem
俄	een
涐	eeo
额	eep
𥔲	eeq
厄	eer
娥	ees
鹅	eet
鳄	eev
堨	eew
峨	eey
摁	enf
蒽	eni
咡	erb
陑	erd
贰	erf
尔	erg
饵	erh
铒	erj
珥	erm
洱	ero
二	erq
鸸	eru
鲕	erv
筏	fac
珐	fam
伐	fan
砝	faq
阀	fas
罚	fat
焚	ffa
吩	ffb
氛	ffd
奋	ffg
粉	ffh
芬	ffi
忿	ffl
玢	ffm
份	ffn
汾	ffo
愤	ffr
鲼	ffv
坟	ffw
纷	ffz
枫	fga
唪	fgb
讽	fge
葑	fgi
锋	fgj
奉	fgk
丰	fgm
俸	fgn
冯	fgo
逢	fgp
砜	fgq
疯	fgr
凤	fgs
蜂	fgt
封	fgw
赗	fgx
峰	fgy
缝	fgz
枋	fha
昉	fhc
防	fhd
访	fhe
芳	fhi
钫	fhj
肪	fhk
舫	fhl
仿	fhn
房	fhp
放	fhr
妨	fhs
蚄	fht
鲂	fhv
坊	fhw
纺	fhz
樊	fja
犯	fjd
翻	fje
饭	fjh
范	fji
钒	fjj
帆	fjl
璠	fjm
繁	fjn
泛	fjo
矾	fjq
凡	fjs
返	fjt
畈	fjv
烦	fjw
贩	fjx
蹯	fjy
福	fua
咐	fub
符	fuc
附	fud
孚	fue
扶	fuf
夫	fug
芙	fui
黼	fuj
服	fuk
父	ful
麸	fum
佛	fun
付	fuo
富	fup
副	fuq
府	fur
妇	fus
蝠	fut
驸	fuv
垺	fuw
赋	fux
赴	fuy
缚	fuz
榧	fwa
啡	fwb
篚	fwc
狒	fwd
诽	fwe
菲	fwi
镄	fwj
飞	fwk
费	fwl
沸	fwo
扉	fwp
废	fwr
匪	fws
斐	fwu
鲱	fwv
绯	fwz
否	fzq
缶	fzv
嘎	gab
尜	gag
旮	gaj
尕	gak
伽	gan
戛	gaq
槁	gca
篙	gcc
膏	gce
搞	gcf
皋	gcg
糕	gch
藁	gci
镐	gcj
羔	gck
稿	gco
睾	gct
告	gcv
缟	gcz
概	gda
晐	gdc
陔	gdd
荄	gdi
钙	gdj
盖	gdk
溉	gdo
改	gdp
丐	gdq
垓	gdw
赅	gdx
格	gea
咯	geb
隔	ged
戈	gef
骼	geh
葛	gei
铬	gej
胳	gek
舸	gel
仡	gen
滆	geo
割	gep
哥	geq
疙	ger
阁	ges
蛤	get
革	geu
圪	gew
哿	gex
根	gfa
哏	gfb
茛	gfi
艮	gfm
亘	gfq
梗	gga
哽	ggb
暅	ggc
羹	ggk
浭	ggo
耿	ggq
庚	ggr
鲠	ggv
埂	ggw
耕	ggz
杠	gha
筻	ghc
扛	ghf
戆	ghg
钢	ghj
肛	ghk
港	gho
矼	ghq
冈	ghs
罡	ght
缸	ghv
堽	ghw
岗	ghy
纲	ghz
杆	gja
竿	gjc
擀	gjf
赣	gjg
苷	gji
敢	gjk
酐	gjl
玕	gjm
秆	gjo
矸	gjq
疳	gjr
虷	gjt
甘	gju
鳡	gjv
坩	gjw
赶	gjy
干	gjz
拐	gkf
夬	gkk
乖	gkz
桄	gla
咣	glb
逛	gld
胱	glk
𨐈	gll
珖	glm
洸	glo
广	glr
垙	glw
椁	goa
呙	gob
郭	goe
粿	goh
锅	goj
腘	gok
帼	gol
涡	goo
聒	goq
裹	gor
蝈	got
国	gou
果	gov
埚	gow
崞	goy
棺	gra
管	grc
掼	grf
馆	grh
莞	gri
琯	grm
倌	grn
灌	gro
观	grp
惯	grr
盥	grt
罐	grv
爟	grw
贯	grz
拱	gsf
觥	gsg
共	gsi
弓	gsk
公	gsl
躬	gsm
供	gsn
功	gso
宫	gsp
硔	gsq
蚣	gst
龚	gsx
梏	gua
咕	gub
箍	guc
孤	gue
觚	gug
骨	guh
菇	gui
锢	guj
股	guk
谷	gul
估	gun
沽	guo
雇	gup
古	guq
顾	gur
姑	gus
蛊	gut
固	guu
牯	guv
鼓	guw
崮	guy
柜	gva
晷	gvc
鬼	gvd
诡	gve
皈	gvg
轨	gvl
瑰	gvm
宄	gvp
硅	gvq
庋	gvr
闺	gvs
贵	gvt
癸	gvu
龟	gvv
圭	gvw
归	gvx
跪	gvy
褂	gxa
呱	gxb
瓜	gxe
胍	gxk
寡	gxp
卦	gxw
刮	gxz
棍	gya
辊	gyl
磙	gyq
衮	gyr
鲧	gyv
绲	gyz
构	gza
篝	gzc
狗	gzd
诟	gze
耇	gzh
苟	gzi
钩	gzj
佝	gzn
沟	gzo
勾	gzs
鞲	gzu
垢	gzw
购	gzx
岣	gzy
缑	gzz
铪	haj
蛤	hat
号	hcb
昊	hcc
貉	hcd
毫	hce
皓	hcg
蒿	hci
浩	hco
蚝	hct
郝	hcw
耗	hcz
嗨	hdb
氦	hdd
孩	hde
骸	hdh
亥	hdk
醢	hdl
海	hdo
害	hdp
骇	hdv
核	hea
喝	heb
曷	hec
貉	hed
诃	hee
翯	heg
饸	heh
荷	hei
劾	hek
何	hen
河	heo
鹤	hep
盒	heq
阂	hes
鞨	heu
赫	hew
贺	hex
龁	hey
纥	hez
狠	hfd
𬣳	hfe
恨	hfr
横	hga
哼	hgb
亨	hge
蘅	hgi
珩	hgm
衡	hgn
恒	hgr
姮	hgs
堼	hgw
杭	hha
吭	hhb
颃	hhe
夯	hhg
巷	hhi
航	hhl
沆	hho
绗	hhz
喊	hjb
旱	hjc
含	hjd
撼	hjf
鼾	hjg
菡	hji
函	hjk
酣	hjl
琀	hjm
汗	hjo
寒	hjp
憾	hjr
蚶	hjt
邯	hju
焊	hjw
崡	hjy
韩	hjz
槐	hka
徊	hkn
淮	hko
怀	hkr
踝	hky
喤	hlb
晃	hlc
隍	hld
谎	hle
皇	hlg
荒	hli
锽	hlj
幌	hll
璜	hlm
徨	hln
潢	hlo
慌	hlr
凰	hls
蝗	hlt
鳇	hlv
煌	hlw
祸	hoa
嚯	hob
或	hof
获	hoi
镬	hoj
伙	hon
和	hoo
豁	hop
蠖	hot
霍	hou
夥	hov
火	how
耠	hoz
桓	hra
唤	hrb
㬊	hrc
獾	hrd
换	hrf
奂	hrg
荁	hri
锾	hrj
豢	hrk
环	hrm
浣	hro
寰	hrp
还	hrq
痪	hrr
郇	hrs
鹮	hrt
圜	hru
鲩	hrv
焕	hrw
峘	hry
缓	hrz
哄	hsb
讧	hse
蕻	hsi
𫟹	hsj
弘	hsk
轰	hsl
玒	hsm
洪	hso
宏	hsp
訇	hss
虹	hst
烘	hsw
纮	hsz
槲	hua
呼	hub
笏	huc
狐	hud
斛	hug
糊	huh
葫	hui
弧	huk
醐	hul
瑚	hum
湖	huo
户	hup
胡	huq
互	hur
虎	hus
乎	hut
囫	huu
鹄	huv
壶	huw
忽	huy
桧	hva
喙	hvb
晦	hvc
隳	hvd
讳	hve
挥	hvf
毁	hvg
荟	hvi
𬭬	hvj
慧	hvm
徽	hvn
汇	hvo
惠	hvq
悔	hvr
蛔	hvt
回	hvu
烩	hvw
贿	hvx
翙	hvy
灰	hvz
嘿	hwb
𬭶	hwj
桦	hxa
哗	hxb
猾	hxd
划	hxf
觟	hxg
花	hxi
铧	hxj
砉	hxm
化	hxn
滑	hxo
画	hxq
婳	hxs
骅	hxv
诨	hye
馄	hyh
荤	hyi
昏	hyj
珲	hym
混	hyo
魂	hyq
惛	hyr
阍	hys
吼	hzb
篌	hzc
猴	hzd
齁	hzg
骺	hzh
𬭤	hzj
候	hzn
鲎	hzp
厚	hzr
逅	hzt
鲘	hzv
堠	hzw
衩	iaa
嚓	iab
猹	iad
诧	iae
插	iaf
馇	iah
茶	iai
镲	iaj
差	iak
岔	ial
侘	ian
汊	iao
察	iap
碴	iaq
姹	ias
垞	iaw
嵖	iay
吵	icb
晁	icc
抄	icf
钞	icj
弨	ick
潮	ico
怊	icr
炒	icw
巢	icx
朝	icz
豺	idd
茝	idi
钗	idj
差	idk
侪	idn
瘥	idr
柴	idy
虿	idz
㬚	iec
扯	ief
彻	ien
澈	ieo
尺	iep
砗	ieq
掣	iev
坼	iew
衬	ifa
嗔	ifb
晨	ifc
陈	ifd
谌	ife
抻	iff
尘	ifg
辰	ifj
臣	ifm
称	ifo
宸	ifp
碜	ifq
忱	ifr
煁	ifw
趁	ify
𬘭	ifz
橙	iga
呈	igb
晟	igc
承	ige
撑	igf
铖	igj
丞	igk
酲	igl
琤	igm
惩	ign
程	igo
宬	igp
庱	igr
蛏	igt
骋	igv
城	igw
唱	ihb
昌	ihc
猖	ihd
敞	ihg
长	ihh
菖	ihi
𬬮	ihj
肠	ihk
偿	ihn
尝	ihp
昶	ihq
厂	ihr
娼	ihs
畅	ihv
场	ihw
褫	iia
嗤	iib
篪	iic
魑	iid
摛	iif
饬	iih
茌	iii
鸱	iij
弛	iik
侈	iin
池	iio
迟	iip
耻	iiq
痴	iir
蚩	iis
螭	iit
驰	iiv
赤	iiw
齿	iiy
漦	iiz
禅	ija
啴	ijb
单	ijc
颤	ije
掺	ijf
馋	ijh
蒇	iji
铲	ijj
儳	ijn
潺	ijo
孱	ijp
忏	ijr
阐	ijs
蝉	ijt
韂	iju
骣	ijv
𬊤	ijw
巉	ijy
缠	ijz
啜	ikb
搋	ikf
踹	iky
噇	ilb
幢	ill
窗	ilp
床	ilr
闯	ils
啜	iob
辍	iol
惙	ior
逴	ios
龊	ioy
绰	ioz
椽	ira
串	irb
氚	ird
钏	irj
船	irl
穿	irp
舛	iru
川	irx
遄	iry
充	ise
摏	isf
翀	isg
茺	isi
铳	isj
舂	isk
艟	isl
珫	ism
冲	iso
宠	isp
憧	isr
虫	ist
崇	isy
初	iua
除	iud
畜	iue
搐	iuf
触	iug
锄	iuj
琡	ium
储	iun
滁	iuo
处	iup
础	iuq
厨	iur
䢺	ius
蜍	iut
躇	iuy
矗	iuz
槌	iva
陲	ivd
捶	ivf
锤	ivj
倕	ivn
圌	ivu
炊	ivw
垂	ivz
椿	iya
鹑	iye
莼	iyi
唇	iyj
蠢	iyk
醇	iyl
瑃	iym
淳	iyo
蝽	iyt
䲠	iyv
堾	iyw
纯	iyz
杻	iza
筹	izc
臭	izg
丑	izk
酬	izl
雠	izm
仇	izn
愁	izo
侴	izq
惆	izr
畴	izv
踌	izy
绸	izz
禁	jba
噤	jbb
筋	jbc
今	jbd
谨	jbe
馑	jbh
荩	jbi
金	jbj
卺	jbk
巾	jbl
瑾	jbm
仅	jbn
近	jbo
尽	jbp
廑	jbr
妗	jbs
矜	jbt
堇	jbu
烬	jbw
紧	jbx
缙	jbz
机	jia
唧	jib
籍	jic
际	jid
记	jie
技	jif
急	jig
饥	jih
藉	jii
𫓯	jij
及	jik
辑	jil
集	jim
伎	jin
济	jio
鸡	jip
击	jiq
疾	jir
几	jis
羁	jit
基	jiu
畸	jiv
吉	jiw
岌	jiy
级	jiz
睛	jkc
阱	jkd
京	jke
竟	jkg
精	jkh
警	jki
镜	jkj
胫	jkk
静	jkm
径	jkn
净	jko
竞	jkp
兢	jkq
惊	jkr
婧	jks
鲸	jkv
境	jkw
降	jld
讲	jle
糨	jlh
蒋	jli
疆	jlk
僵	jln
江	jlo
豇	jlq
匠	jls
虹	jlt
奖	jlu
鳉	jlv
缰	jlz
检	jma
简	jmc
毽	jmd
谏	jme
捡	jmf
尖	jmg
饯	jmh
荐	jmi
键	jmj
腱	jmk
剪	jml
件	jmn
减	jmo
肩	jmp
剑	jmq
建	jmr
间	jms
歼	jmu
犍	jmv
坚	jmx
践	jmy
缄	jmz
椒	jna
嚼	jnb
矫	jnc
狡	jnd
交	jne
搅	jnf
角	jng
教	jnh
蕉	jni
铰	jnj
脚	jnk
较	jnl
焦	jnm
侥	jnn
浇	jno
觉	jnp
礁	jnq
恔	jnr
娇	jns
蛟	jnt
骄	jnv
燋	jnw
剿	jnx
跤	jny
缴	jnz
杰	jpa
嗟	jpb
睫	jpc
阶	jpd
诫	jpe
接	jpf
解	jpg
骱	jph
节	jpi
羯	jpk
絜	jpm
街	jpn
洁	jpo
届	jpp
介	jpq
疥	jpr
姐	jps
蚧	jpt
桀	jpu
界	jpv
劫	jpw
截	jpz
柩	jqa
啾	jqb
鹫	jqe
揪	jqf
舅	jqg
九	jqj
玖	jqm
僦	jqn
酒	jqo
究	jqp
救	jqq
疚	jqr
阄	jqs
韭	jqu
旧	jqx
赳	jqy
纠	jqz
鹃	jrb
狷	jrd
捐	jrf
镌	jrj
眷	jrk
鄄	jrl
隽	jrm
倦	jrn
涓	jro
娟	jrs
圈	jru
焆	jrw
绢	jrz
炅	jsc
泂	jso
窘	jsp
迥	jss
𬳶	jsv
炯	jsw
䌹	jsz
橛	jta
嚼	jtb
矍	jtc
獗	jtd
爵	jte
掘	jtf
角	jtg
蕨	jti
镢	jtj
珏	jtm
倔	jtn
决	jto
砄	jtq
厥	jtr
𫘝	jtv
爝	jtw
崛	jty
绝	jtz
橘	jua
咀	jub
矩	juc
狙	jud
讵	jue
具	juf
举	jug
菊	jui
锯	juj
腒	juk
车	jul
琚	jum
俱	jun
沮	juo
局	jup
聚	juq
惧	jur
句	jus
鞠	juu
驹	juv
炬	juw
距	juy
枷	jxa
斝	jxb
笳	jxc
茄	jxi
钾	jxj
胛	jxk
贾	jxl
珈	jxm
假	jxn
稼	jxo
夹	jxq
痂	jxr
嫁	jxs
蛱	jxt
甲	jxv
嘉	jxw
加	jxx
岬	jxy
晙	jyc
捃	jyf
菌	jyi
钧	jyj
䐃	jyk
珺	jym
俊	jyn
浚	jyo
竣	jyp
君	jyr
骏	jyv
均	jyw
峻	jyy
咖	kab
胩	kak
栲	kca
拷	kcf
铐	kcj
洘	kco
尻	kcp
靠	kcv
烤	kcw
楷	kda
揩	kdf
蒈	kdi
铠	kdj
慨	kdr
闿	kds
垲	kdw
凯	kdy
柯	kea
咳	keb
瞌	kec
氪	ked
课	kee
髁	keh
苛	kei
锞	kej
刻	kek
轲	kel
珂	kem
科	keo
客	kep
克	keq
恪	ker
匼	kes
蝌	ket
牁	keu
颗	kev
壳	kew
岢	key
缂	kez
裉	kfa
啃	kfb
恳	kfm
吭	kgb
铿	kgj
硁	kgq
亢	khe
抗	khf
糠	khh
钪	khj
伉	khn
慷	khr
闶	khs
𩾌	khv
炕	khw
槛	kja
瞰	kjc
莰	kji
侃	kjn
砍	kjq
阚	kjs
勘	kju
堪	kjw
崁	kjy
哙	kkb
筷	kkc
狯	kkd
㧟	kkf
蒯	kki
脍	kkk
侩	kkn
会	kkq
鲙	kkv
块	kkw
框	kla
哐	klb
旷	klc
狂	kld
诳	kle
夼	klg
洭	klo
矿	klq
邝	klr
匡	kls
圹	klw
贶	klx
纩	klz
括	kof
廓	kor
阔	kos
蛞	kot
髋	krh
宽	krp
箜	ksc
孔	kse
控	ksf
倥	ksn
恐	kso
硿	ksq
埪	ksw
崆	ksy
裤	kua
哭	kub
刳	kug
骷	kuh
酷	kul
窟	kup
矻	kuq
库	kur
圐	kuu
绔	kuz
櫆	kva
喟	kvb
睽	kvc
魁	kvd
揆	kvf
奎	kvg
馈	kvh
葵	kvi
馗	kvj
夔	kvl
傀	kvn
溃	kvo
窥	kvp
聩	kvq
愧	kvr
匮	kvs
蝰	kvt
戣	kvu
