啊	a
孢	bcl
褒	bcm
薄	bco
报	bcs
雹	bct
宝	bcv
胞	bcw
包	bcz
佰	bdc
柏	bdi
稗	bdk
摆	bds
拜	bdu
百	bdw
败	bdy
贲	bfb
倴	bfc
锛	bfh
栟	bfi
畚	bfl
苯	bfo
奔	bfq
笨	bfu
甏	bga
迸	bgb
祊	bgf
蹦	bgg
镚	bgh
琫	bgl
嘣	bgp
蚌	bgq
绷	bgr
甭	bgw
泵	bgx
浜	bha
傍	bhc
镑	bhh
棒	bhi
玤	bhl
谤	bhn
蒡	bho
𠳐	bhp
蚌	bhq
绑	bhr
搒	bhs
邦	bhw
磅	bhx
泌	bia
鼻	bib
彼	bic
陛	bid
避	bie
裨	bif
跸	big
铋	bih
鲾	bij
秘	bik
碧	bil
舭	bim
诐	bin
蔽	bio
鄙	bip
畀	biq
弼	bir
毕	bit
笔	biu
币	biv
逼	biw
必	biy
闭	biz
坂	bja
半	bjb
伴	bjc
阪	bjd
瘢	bje
昄	bjf
钣	bjh
板	bji
版	bjk
班	bjl
般	bjm
瓣	bjn
靽	bjo
绊	bjr
搬	bjs
冰	bka
饼	bkb
病	bke
昺	bkf
炳	bkg
柄	bki
秉	bkk
蛃	bkq
摒	bks
兵	bkv
丙	bkw
汴	bma
便	bmc
变	bme
褊	bmf
煸	bmg
鳊	bmj
弁	bml
辩	bmn
鞭	bmo
蝙	bmq
编	bmr
抃	bms
笾	bmu
砭	bmx
贬	bmy
匾	bmz
瀌	bna
俵	bnc
瘭	bne
裱	bnf
熛	bng
镖	bnh
标	bni
鳔	bnj
婊	bnk
藨	bno
飙	bnq
摽	bns
幖	bnt
膘	bnw
彪	bnz
波	boa
勃	bob
伯	boc
擘	boe
剥	bof
跛	bog
钵	boh
柏	boi
鲌	boj
馞	bok
玻	bol
舶	bom
薄	boo
啵	bop
播	bos
簸	bou
脖	bow
礴	box
卜	boz
憋	bpb
瘪	bpe
埠	bua
布	bub
堡	buc
瓿	bud
补	buf
步	bug
钚	buh
逋	bui
醭	bun
蔀	buo
哺	bup
捕	bus
簿	buu
怖	buy
卜	buz
𬇙	bwa
卑	bwb
倍	bwc
臂	bwe
褙	bwf
狈	bwg
钡	bwh
杯	bwi
北	bwk
琲	bwl
蓓	bwo
呗	bwp
备	bwt
碑	bwx
贝	bwy
糒	bwz
嚓	cap
漕	cca
槽	cci
艚	ccm
嘈	ccp
螬	ccq
操	ccs
曹	ccw
𥕢	ccx
糙	ccz
裁	cdb
彩	cdc
睬	cdf
猜	cdg
材	cdi
蔡	cdo
财	cdy
测	cea
侧	cec
厕	cee
恻	cey
册	cez
涔	cfa
参	cfl
层	cge
蹭	cgg
嶒	cgm
噌	cgp
沧	cha
伧	chc
舱	chm
苍	cho
仓	chz
瓷	cia
辞	cib
伺	cic
疵	cie
祠	cif
此	cig
玼	cil
词	cin
茨	cio
刺	cip
差	ciu
磁	cix
赐	ciy
糍	ciz
黪	cjb
灿	cjg
䅟	cjk
璨	cjl
骖	cjo
蚕	cjq
餐	cjs
惨	cjy
厝	coe
蹉	cog
锉	coh
棤	coi
瑳	col
嵯	com
莝	coo
矬	coq
措	cos
脞	cow
磋	cox
鹾	coz
蹿	crg
镩	crh
攒	crs
篡	cru
爨	crv
汆	crz
淙	csa
匆	csd
熜	csg
枞	csi
琮	csl
葱	cso
聪	csv
囱	csx
悰	csy
丛	csz
徂	cuc
卒	cue
猝	cug
醋	cun
蔟	cuo
蹙	cur
殂	cus
簇	cuu
粗	cuz
淬	cva
催	cvc
毳	cvd
瘁	cve
榱	cvi
璀	cvl
崔	cvm
翠	cvn
萃	cvo
啐	cvp
缞	cvr
摧	cvs
悴	cvy
粹	cvz
存	cyb
皴	cyl
寸	cyp
邨	cyw
忖	cyy
辏	czm
腠	czw
垯	daa
瘩	dae
褡	daf
跶	dag
𨱏	dah
妲	dak
沓	dam
鞑	dao
哒	dap
达	daq
打	das
答	dau
鿎	dax
怛	day
盗	dca
道	dcb
倒	dcc
祷	dcf
蹈	dcg
鱽	dcj
稻	dck
纛	dcl
舠	dcm
刀	dcp
岛	dcq
捣	dcs
帱	dct
氘	dcu
导	dcx
悼	dcy
埭	dda
戴	ddb
代	ddc
逮	ddf
怠	ddl
轪	ddm
骀	ddo
呆	ddp
大	ddq
绐	ddr
歹	dds
叇	ddw
地	dea
德	dec
锝	deh
嘚	dep
澄	dga
瞪	dgf
灯	dgg
镫	dgh
璒	dgl
嶝	dgm
噔	dgp
登	dgs
邓	dgt
磴	dgx
垱	dha
裆	dhf
铛	dhh
档	dhi
珰	dhl
凼	dhm
谠	dhn
荡	dho
挡	dhs
筜	dhu
党	dhv
砀	dhx
地	dia
敌	dib
低	dic
弟	did
底	die
睇	dif
狄	dig
镝	dih
棣	dii
娣	dik
玓	dil
谛	din
蒂	dio
嘀	dip
迪	diq
缔	dir
抵	dis
邸	dit
第	diu
帝	div
髢	diw
砥	dix
骶	diy
籴	diz
淡	dja
儋	djc
疸	dje
旦	djf
蛋	djg
诞	djn
萏	djo
啖	djp
弹	djr
担	djs
单	djt
氮	dju
耽	djv
胆	djw
石	djx
惮	djy
丹	djz
仃	dkc
疔	dke
盯	dkf
钉	dkh
玎	dkl
订	dkn
萣	dko
顶	dkp
町	dkq
耵	dkv
腚	dkw
碇	dkx
淀	dma
颠	dmb
佃	dmc
阽	dmd
店	dme
踮	dmg
钿	dmh
玷	dml
巅	dmm
电	dmq
垫	dms
簟	dmu
碘	dmx
惦	dmy
典	dmz
凋	dna
貂	dng
钓	dnh
鲷	dnj
调	dnn
吊	dnp
刁	dnr
窎	dnv
碉	dnx
雕	dnz
垛	doa
饳	dob
堕	dod
度	doe
裰	dof
踱	dog
铎	doh
舵	dom
驮	doo
哆	dop
夺	doq
掇	dos
剟	dot
躲	dox
惰	doy
朵	doz
堞	dpa
瓞	dpc
昳	dpf
跌	dpg
楪	dpi
鲽	dpj
牒	dpk
𫶇	dpm
谍	dpn
喋	dpp
蝶	dpq
绖	dpr
叠	dpt
碟	dpx
铥	dqh
塅	dra
端	drd
煅	drg
锻	drh
椴	dri
瑖	drl
耑	drm
短	drq
缎	drr
簖	dru
段	drv
洞	dsa
侗	dsc
栋	dsi
东	dsm
董	dso
咚	dsp
𬟽	dsq
冬	dst
氡	dsu
胴	dsw
硐	dsx
懂	dsy
堵	dua
黩	dub
度	due
睹	duf
独	dug
镀	duh
杜	dui
妒	duk
毒	dul
读	dun
犊	duo
嘟	dup
厾	dur
笃	duu
蠹	duv
肚	duw
赌	duy
督	duz
堆	dva
兑	dvb
队	dvd
祋	dvf
怼	dvt
碓	dvx
嘚	dwp
嗲	dxp
墩	dya
趸	dyb
敦	dye
盹	dyf
蹲	dyg
钝	dyh
吨	dyp
囤	dyu
盾	dyv
礅	dyx
惇	dyy
斗	dza
兜	dzb
陡	dzd
痘	dze
钭	dzh
读	dzn
蔸	dzo
蚪	dzq
抖	dzs
篼	dzu
窦	dzv
豆	dzw
堨	eea
饿	eeb
俄	eec
阿	eed
厄	eee
遏	eef
锷	eeh
鳄	eej
娥	eek
噩	eel
峨	eem
讹	een
萼	eeo
呃	eep
蛾	eeq
扼	ees
额	eev
腭	eew
𥔲	eex
愕	eey
蒽	eno
摁	ens
洱	era
饵	erb
陑	erd
铒	erh
鲕	erj
珥	erl
尔	erp
贰	err
鸸	ert
耳	erv
二	erw
伐	fac
珐	fal
筏	fau
乏	fav
砝	fax
罚	fay
阀	faz
坟	ffa
忿	ffb
份	ffc
豮	ffg
焚	ffi
鲼	ffj
玢	ffl
酚	ffn
芬	ffo
吩	ffp
奋	ffq
纷	ffr
氛	ffu
愤	ffy
粉	ffz
封	fga
俸	fgc
疯	fge
烽	fgg
锋	fgh
枫	fgi
丰	fgl
峰	fgm
讽	fgn
葑	fgo
唪	fgp
蜂	fgq
缝	fgr
逢	fgt
奉	fgu
砜	fgx
赗	fgy
凤	fgz
坊	fha
仿	fhc
防	fhd
房	fhe
昉	fhf
钫	fhh
枋	fhi
鲂	fhj
妨	fhk
舫	fhm
访	fhn
芳	fho
蚄	fhq
纺	fhr
放	fhs
肪	fhw
泛	fja
饭	fjb
翻	fjc
烦	fjg
钒	fjh
樊	fji
璠	fjl
范	fjo
畈	fjq
帆	fjt
返	fjv
矾	fjx
贩	fjy
凡	fjz
浮	fua
父	fub
佛	fuc
附	fud
府	fue
福	fuf
赴	fug
阜	fuh
甫	fui
黼	fuj
妇	fuk
弗	ful
辅	fum
覆	fun
芙	fuo
负	fup
夫	fuq
缚	fur
扶	fus
幅	fut
符	fuu
富	fuv
服	fuw
付	fux
赋	fuy
匐	fuz
沸	fwa
废	fwe
狒	fwg
镄	fwh
榧	fwi
鲱	fwj
斐	fwk
费	fwl
诽	fwn
菲	fwo
啡	fwp
飞	fwr
霏	fwt
篚	fwu
肥	fww
悱	fwy
匪	fwz
缶	fzo
否	fzw
伽	gac
尕	gad
钆	gah
旮	gan
嘎	gap
尜	gaq
戛	gaw
皋	gcb
膏	gce
杲	gcf
镐	gch
槁	gci
稿	gck
诰	gcn
告	gco
缟	gcr
搞	gcs
羔	gcu
睾	gcv
糕	gcz
溉	gda
陔	gdd
晐	gdf
钙	gdh
概	gdi
荄	gdo
盖	gdu
丐	gdw
改	gdx
赅	gdy
圪	gea
饹	geb
仡	gec
隔	ged
疙	gee
袼	gef
铬	geh
格	gei
鬲	gel
舸	gem
革	geo
哥	gep
蛤	geq
戈	ger
搁	ges
哿	get
盖	geu
割	gev
胳	gew
硌	gex
骼	gey
阁	gez
根	gfi
艮	gfo
哏	gfp
亘	gfw
埂	gga
庚	gge
暅	ggf
梗	ggi
鲠	ggj
耕	ggm
颈	ggn
哽	ggp
绠	ggr
羹	ggu
耿	ggv
𬒔	ggx
港	gha
钢	ghh
杠	ghi
岗	ghm
缸	gho
戆	ghq
纲	ghr
扛	ghs
筻	ghu
肛	ghw
矼	ghx
罡	ghy
冈	ghz
泔	gja
干	gjb
疳	gje
旰	gjf
赶	gjg
杆	gji
鳡	gjj
秆	gjk
玕	gjl
酐	gjn
甘	gjo
赣	gjq
敢	gjr
擀	gjs
竿	gju
肝	gjw
矸	gjx
乖	gkb
夬	gkr
拐	gks
垙	gla
广	gle
逛	glg
桄	gli
珖	gll
𨐈	glm
咣	glp
胱	glw
涡	goa
馃	gob
虢	goc
郭	goe
锅	goh
椁	goi
裹	gom
呙	gop
果	goq
帼	got
国	gou
聒	gov
腘	gow
粿	goz
灌	gra
馆	grb
倌	grc
祼	grf
爟	grg
棺	gri
鳏	grj
琯	grl
罐	gro
纶	grr
掼	grs
观	grt
管	gru
官	grv
贯	grx
惯	gry
公	gsb
供	gsc
龚	gsj
珙	gsl
功	gsn
共	gso
觥	gsp
蚣	gsq
弓	gsr
拱	gss
宫	gsv
肱	gsw
躬	gsx
鼓	gua
谷	gub
估	guc
顾	gue
锢	guh
梏	gui
鲴	guj
姑	guk
孤	gul
轱	gum
贾	gun
菇	guo
咕	gup
蛊	guq
古	gut
固	guu
股	guw
骨	guy
圭	gva
皈	gvb
庋	gve
晷	gvf
跪	gvg
柜	gvi
龟	gvj
妫	gvk
瑰	gvl
轨	gvm
诡	gvn
贵	gvq
癸	gvs
归	gvt
簋	gvu
宄	gvv
鬼	gvx
闺	gvz
卦	gxa
刮	gxb
瓜	gxc
褂	gxf
栝	gxi
诖	gxn
呱	gxp
寡	gxv
胍	gxw
棍	gyi
鲧	gyj
辊	gym
绲	gyr
磙	gyx
沟	gza
佝	gzc
狗	gzg
钩	gzh
构	gzi
媾	gzk
岣	gzm
诟	gzn
苟	gzo
缑	gzr
篝	gzu
购	gzy
勾	gzz
铪	hah
蛤	haq
浩	hca
皓	hcb
毫	hce
昊	hcf
貉	hcg
耗	hcm
蒿	hco
号	hcp
蚝	hcq
海	hda
孩	hdl
醢	hdn
骇	hdo
嗨	hdp
亥	hdr
氦	hdu
害	hdv
胲	hdw
骸	hdy
河	hea
饸	heb
何	hec
𬌗	hed
褐	hef
貉	heg
核	hei
禾	hek
翮	hel
诃	hen
荷	heo
喝	hep
劾	her
贺	het
鹤	hev
盒	hez
痕	hfe
狠	hfg
𬣳	hfn
恨	hfy
堼	hga
衡	hgc
亨	hge
横	hgi
姮	hgk
珩	hgl
蘅	hgo
哼	hgp
恒	hgy
沆	hha
颃	hhe
杭	hhi
航	hhm
巷	hho
吭	hhp
夯	hhq
绗	hhr
汗	hja
韩	hjb
旱	hjf
焊	hjg
琀	hjl
崡	hjm
酣	hjn
邯	hjo
喊	hjp
蚶	hjq
函	hjr
撼	hjs
寒	hjv
憾	hjy
淮	hka
徊	hkc
踝	hkg
槐	hki
怀	hky
潢	hla
皇	hlb
徨	hlc
隍	hld
肓	hle
晃	hlf
煌	hlg
锽	hlh
鳇	hlj
媓	hlk
璜	hll
艎	hlm
谎	hln
荒	hlo
喤	hlp
蝗	hlq
幌	hlt
簧	hlu
慌	hly
凰	hlz
漷	hoa
伙	hoc
祸	hof
火	hog
镬	hoh
和	hok
耠	hom
获	hoo
嚯	hop
夥	hoq
或	hor
攉	hos
霍	hot
豁	hov
浣	hra
痪	hre
㬊	hrf
焕	hrg
锾	hrh
桓	hri
鲩	hrj
环	hrl
峘	hrm
荁	hro
唤	hrp
缓	hrr
换	hrs
豢	hru
寰	hrv
还	hrw
鹮	hry
郇	hrz
洪	hsa
翃	hsb
竑	hsd
烘	hsg
𫟹	hsh
玒	hsl
轰	hsm
讧	hsn
蕻	hso
哄	hsp
虹	hsq
弘	hsr
宏	hsv
訇	hsz
湖	hua
忽	hud
户	hue
互	huf
狐	hug
槲	hui
鳠	huj
和	huk
瑚	hul
岵	hum
醐	hun
葫	huo
呼	hup
蝴	huq
弧	hur
胡	hut
囫	huu
乎	huv
惚	huy
虎	huz
汇	hva
毁	hvb
徽	hvc
隳	hvd
麾	hve
晦	hvf
烩	hvg
𬭬	hvh
桧	hvi
秽	hvk
慧	hvl
翙	hvm
讳	hvn
荟	hvo
喙	hvp
辉	hvq
绘	hvr
挥	hvs
回	hvu
惠	hvw
硊	hvx
悔	hvy
𬭶	hwh
嘿	hwp
滑	hxa
化	hxc
猾	hxg
铧	hxh
桦	hxi
婳	hxk
砉	hxl
花	hxo
哗	hxp
划	hxr
画	hxw
混	hya
馄	hyb
珲	hyl
诨	hyn
荤	hyo
昏	hyt
魂	hyw
碈	hyx
惛	hyy
阍	hyz
堠	hza
齁	hzb
候	hzc
厚	hze
猴	hzg
𬭤	hzh
鲘	hzj
吼	hzp
篌	hzu
逅	hzv
骺	hzy
糇	hzz
汊	iaa
岔	iab
侘	iac
衩	iaf
猹	iag
镲	iah
杈	iai
姹	iak
刹	ial
嵖	iam
诧	ian
茶	iao
嚓	iap
插	ias
叉	iat
差	iau
察	iav
碴	iax
𥻗	iaz
潮	ica
朝	icb
晁	icf
炒	icg
钞	ich
耖	icm
吵	icp
弨	icr
抄	ics
巢	ict
怊	icy
虿	idb
侪	idc
瘥	ide
柴	idg
钗	idh
茝	ido
差	idu
澈	iea
彻	iec
尺	iee
㬚	ief
掣	ieo
扯	ies
砗	iex
陈	ifd
疢	ife
晨	iff
趁	ifg
郴	ifi
称	ifk
琛	ifl
臣	ifm
谌	ifn
嗔	ifp
尘	ifq
𬘭	ifr
抻	ifs
辰	ift
宸	ifv
碜	ifx
忱	ify
城	iga
惩	igc
庱	ige
晟	igf
铖	igh
橙	igi
程	igk
承	igl
诚	ign
骋	igo
呈	igp
蛏	igq
丞	igr
撑	igs
宬	igv
塍	igw
憕	igy
场	iha
偿	ihc
厂	ihe
昌	ihf
猖	ihg
𬬮	ihh
鲳	ihj
娼	ihk
长	ihl
昶	ihm
菖	iho
唱	ihp
畅	ihq
尝	ihv
肠	ihw
怅	ihy
阊	ihz
池	iia
饬	iib
侈	iic
迟	iie
匙	iif
齿	iig
媸	iik
瓻	iil
漦	iim
驰	iio
斥	iip
螭	iiq
弛	iir
摛	iis
翅	iit
篪	iiu
耻	iiv
豉	iiw
魑	iix
蚩	iiz
潺	ija
馋	ijb
儳	ijc
颤	ije
禅	ijf
躔	ijg
铲	ijh
梴	iji
婵	ijk
巉	ijm
谄	ijn
蒇	ijo
啴	ijp
蝉	ijq
缠	ijr
掺	ijs
单	ijt
忏	ijy
阐	ijz
踹	ikg
啜	ikp
搋	iks
床	ile
噇	ilp
幢	ilt
窗	ilv
怆	ily
闯	ilz
龊	iog
辍	iom
啜	iop
绰	ior
惙	ioy
逴	ioz
钏	irh
椽	iri
船	irm
串	irp
舛	irs
川	irt
氚	iru
穿	irv
冲	isa
充	ise
铳	ish
种	isk
珫	isl
崇	ism
翀	isn
茺	iso
虫	isq
摏	iss
舂	isu
宠	isv
憧	isy
滁	iua
矗	iub
储	iuc
除	iud
厨	iue
初	iuf
躇	iug
锄	iuh
楚	iui
琡	iul
触	iup
蜍	iuq
绌	iur
搐	ius
处	iut
亍	iuw
础	iux
怵	iuy
䢺	iuz
垂	ivb
倕	ivc
陲	ivd
炊	ivg
锤	ivh
槌	ivi
捶	ivs
圌	ivu
淳	iya
鹑	iye
𬭚	iyh
椿	iyi
䲠	iyj
瑃	iyl
醇	iyn
莼	iyo
蝽	iyq
纯	iyr
唇	iyt
蠢	iyu
臭	izb
仇	izc
瘳	ize
瞅	izf
踌	izg
杻	izi
愁	izk
酬	izn
畴	izq
丑	izr
帱	izt
筹	izu
惆	izy
侴	izz
津	jba
今	jbb
仅	jbc
尽	jbe
襟	jbf
烬	jbg
金	jbh
禁	jbi
晋	jbj
妗	jbk
瑾	jbl
劲	jbn
矜	jbo
近	jbp
缙	jbr
殣	jbs
紧	jbt
筋	jbu
赆	jby
济	jia
饥	jib
伎	jic
及	jid
迹	jie
集	jif
跻	jig
𫓯	jih
机	jii
鲫	jij
积	jik
亟	jil
辑	jim
记	jin
基	jio
急	jip
畸	jiq
级	jir
技	jis
鸡	jit
籍	jiu
寄	jiv
击	jiw
忌	jix
羁	jiy
几	jiz
境	jka
鼱	jkb
径	jkc
竞	jkd
京	jke
睛	jkf
猄	jkg
镜	jkh
鲸	jkj
婧	jkk
静	jkl
颈	jkn
警	jko
竟	jkq
旌	jks
兢	jkt
胫	jkw
惊	jky
精	jkz
江	jla
僵	jlc
降	jld
鳉	jlj
奖	jlk
耩	jlm
讲	jln
蒋	jlo
虹	jlq
疆	jlr
姜	jlu
豇	jlw
礓	jlx
匠	jlz
减	jma
剪	jmb
件	jmc
毽	jmd
肩	jme
建	jmf
践	jmg
键	jmh
检	jmi
戬	jmj
奸	jmk
舰	jmm
谏	jmn
荐	jmo
柬	jmp
尖	jmq
缄	jmr
捡	jms
坚	jmt
简	jmu
蹇	jmv
腱	jmw
碱	jmx
贱	jmy
间	jmz
浇	jna
饺	jnb
侥	jnc
交	jne
焦	jnf
狡	jng
铰	jnh
椒	jni
鲛	jnj
教	jnk
璬	jnl
较	jnm
酵	jnn
骄	jno
角	jnp
矫	jnq
缴	jnr
搅	jns
剿	jnt
觉	jnv
脚	jnw
礁	jnx
恔	jny
洁	jpa
截	jpb
街	jpc
阶	jpd
届	jpe
睫	jpf
杰	jpi
鲒	jpj
姐	jpk
孑	jpl
诫	jpn
节	jpo
解	jpp
界	jpq
戒	jpr
接	jps
皆	jpt
羯	jpu
碣	jpx
骱	jpy
介	jpz
酒	jqa
舅	jqb
僦	jqc
疚	jqe
赳	jqg
柩	jqi
韭	jqk
玖	jql
㠇	jqm
九	jqn
啾	jqp
纠	jqr
揪	jqs
旧	jqt
究	jqv
救	jqw
阄	jqz
涓	jra
蠲	jrb
倦	jrc
隽	jrf
狷	jrg
镌	jrh
娟	jrk
鄄	jrn
鹃	jrp
绢	jrr
捐	jrs
眷	jru
坰	jsa
扃	jse
炅	jsf
炯	jsg
𬳶	jso
䌹	jsr
颎	jst
窘	jsv
迥	jsz
决	jta
爵	jtc
厥	jte
矍	jtf
獗	jtg
镢	jth
橛	jti
珏	jtl
崛	jtm
诀	jtn
蕨	jto
角	jtp
绝	jtr
掘	jts
砄	jtx
沮	jua
俱	juc
局	jue
裾	juf
距	jug
锯	juh
橘	jui
𬶋	juj
娵	juk
琚	jul
车	jum
讵	jun
菊	juo
咀	jup
举	juq
拒	jus
筥	juu
聚	juv
腒	juw
具	jux
惧	juy
句	juz
嘉	jxa
假	jxc
痂	jxe
跏	jxg
钾	jxh
枷	jxi
嫁	jxk
珈	jxl
岬	jxm
贾	jxn
茄	jxo
斝	jxp
甲	jxq
加	jxt
笳	jxu
夹	jxw
均	jya
俊	jyc
竣	jyd
君	jyf
焌	jyg
钧	jyh
鲪	jyj
珺	jyl
峻	jym
菌	jyo
麇	jyq
捃	jys
筠	jyu
皲	jyv
䐃	jyw
咖	kap
胩	kaw
洘	kca
尻	kce
烤	kcg
铐	kch
栲	kci
靠	kco
拷	kcs
垲	kda
炌	kdg
铠	kdh
楷	kdi
凯	kdm
蒈	kdo
揩	kds
慨	kdy
闿	kdz
渴	kea
疴	kee
瞌	kef
炣	keg
锞	keh
柯	kei
科	kek
珂	kel
轲	kem
课	ken
苛	keo
咳	kep
颗	keq
刻	ker
克	ket
氪	keu
客	kev
磕	kex
恪	key
匼	kez
裉	kff
恳	kfo
啃	kfp
铿	kgh
吭	kgp
硁	kgx
𡐓	kha
伉	khc
亢	khe
炕	khg
钪	khh
𩾌	khj
抗	khs
慷	khy
糠	khz
堪	kja
侃	kjc
瞰	kjf
槛	kji
崁	kjm
勘	kjo
砍	kjx
龛	kjz
块	kka
侩	kkc
狯	kkg
鲙	kkj
蒯	kko
哙	kkp
㧟	kks
筷	kku
脍	kkw
会	kkz
圹	kla
邝	kle
旷	klf
狂	klg
框	kli
诳	kln
哐	klp
夼	klq
纩	klr
筐	klu
矿	klx
贶	kly
匡	klz
廓	koe
蛞	koq
括	kos
阔	koz
宽	krv
髋	kry
埪	ksa
倥	ksc
孔	ksl
崆	ksm
恐	ksn
控	kss
箜	ksu
硿	ksx
库	kue
裤	kuf
枯	kui
酷	kun
哭	kup
刳	kuq
绔	kur
圐	kuu
窟	kuv
矻	kux
骷	kuy
溃	kva
馈	kvb
傀	kvc
睽	kvf
跬	kvg
櫆	kvi
岿	kvm
馗	kvn
葵	kvo
喟	kvp
奎	kvq
