啊	a
暴	bcq
薄	bcs
鲍	bct
宝	bcu
包	bcx
豹	bcz
柏	bdi
佰	bdk
败	bdm
摆	bdo
拜	bdp
百	bdt
稗	bdw
贲	bfb
笨	bfe
锛	bfh
栟	bfi
倴	bfk
畚	bfm
苯	bfs
犇	bfv
奔	bfy
甏	bga
镚	bgh
琫	bgl
蚌	bgn
嘣	bgp
绷	bgr
蹦	bgs
甭	bgt
迸	bgv
塝	bha
膀	bhb
谤	bhd
浜	bhf
镑	bhh
棒	bhi
傍	bhk
玤	bhl
蚌	bhn
搒	bho
𠳐	bhp
绑	bhr
蒡	bhs
邦	bht
裨	bia
庇	bic
诐	bid
笔	bie
泌	bif
鼻	big
毕	bih
舭	bij
彼	bik
碧	bil
赑	bim
婢	bin
鄙	bip
畀	biq
蔽	bis
逼	bit
弊	biv
必	biw
闭	bix
弼	biy
避	biz
坂	bja
瘢	bjc
阪	bje
湴	bjf
钣	bjh
板	bji
般	bjj
伴	bjk
班	bjl
版	bjo
昄	bjq
绊	bjr
瓣	bjt
半	bjv
靽	bjw
病	bkc
炳	bke
冰	bkf
柄	bki
兵	bkj
饼	bkm
蛃	bkn
摒	bko
昺	bkq
丙	bkt
秉	bkw
屏	bkz
褊	bma
卞	bme
汴	bmf
便	bmk
贬	bmm
蝙	bmn
抃	bmo
变	bmp
昪	bmq
编	bmr
苄	bms
辩	bmt
鞭	bmw
匾	bmx
遍	bmz
裱	bna
膘	bnb
彪	bnc
熛	bne
瀌	bnf
镖	bnh
标	bni
俵	bnk
婊	bnn
摽	bno
藨	bns
鳔	bnt
骉	bnv
飑	bnx
飙	bny
袯	boa
脖	bob
卜	boc
簸	boe
波	bof
剥	bog
钵	boh
柏	boi
舶	boj
伯	bok
玻	bol
饽	bom
播	boo
啵	bop
礴	bor
薄	bos
鲌	bot
驳	bov
馞	bow
擘	boz
瘪	bpc
癿	bpg
憋	bpv
补	bua
布	bub
卜	buc
簿	bue
逋	bug
钚	buh
醭	buj
堡	buk
捕	buo
哺	bup
晡	buq
步	bus
怖	buw
瓿	buz
褙	bwa
孛	bwb
焙	bwe
𬇙	bwf
卑	bwg
钡	bwh
杯	bwi
倍	bwk
琲	bwl
贝	bwm
北	bwo
呗	bwp
备	bwq
碑	bwr
蓓	bws
悖	bww
狈	bwz
嚓	cap
糙	ccb
漕	ccf
槽	cci
艚	ccj
螬	ccn
操	cco
嘈	ccp
𥕢	ccr
曹	cct
裁	cdb
材	cdi
偲	cdk
财	cdm
彩	cdo
睬	cdq
踩	cds
猜	cdz
厕	cec
测	cef
侧	cek
恻	cew
册	cex
涔	cff
参	cfm
嶒	cgm
噌	cgp
蹭	cgs
层	cgz
沧	chf
仓	chg
舱	chj
伧	chk
苍	chs
祠	cia
辞	cib
疵	cic
词	cid
瓷	cif
伺	cik
刺	cil
赐	cim
差	cip
磁	cir
此	cis
慈	civ
灿	cje
黪	cjg
璨	cjl
餐	cjn
骖	cjv
惨	cjw
蚕	cjy
脞	cob
厝	coc
矬	cog
锉	coh
棤	coi
瑳	col
嵯	com
措	coo
磋	cor
蹉	cos
篡	cre
汆	crg
镩	crh
攒	cro
蹿	crs
爨	crt
熜	cse
淙	csf
丛	csg
枞	csi
琮	csl
匆	cso
葱	css
骢	csv
聪	csw
囱	csz
粗	cub
簇	cue
醋	cuj
徂	cuk
殂	cun
蹴	cus
蹙	cuv
猝	cuz
粹	cvb
瘁	cvc
淬	cvf
榱	cvi
催	cvk
璀	cvl
崔	cvm
毳	cvn
摧	cvo
啐	cvp
缞	cvr
萃	cvs
悴	cvw
翠	cvz
存	cyb
皴	cym
寸	cyt
忖	cyw
腠	czb
辏	czj
褡	daa
瘩	dac
答	dae
溚	daf
𨱏	dah
沓	dal
妲	dan
打	dao
哒	dap
鿎	dar
跶	das
鞑	daw
达	day
祷	dca
盗	dcf
舠	dcj
导	dck
纛	dcl
岛	dcn
捣	dco
叨	dcp
氘	dcr
蹈	dcs
鱽	dct
道	dcv
稻	dcw
刀	dcy
埭	dda
戴	ddb
逮	ddg
轪	ddj
代	ddk
玳	ddl
怠	ddm
歹	ddn
呆	ddp
绐	ddr
叇	ddt
骀	ddv
大	ddy
地	dea
锝	deh
德	dek
嘚	dep
灯	dge
澄	dgf
镫	dgh
璒	dgl
嶝	dgm
登	dgn
噔	dgp
邓	dgq
磴	dgr
蹬	dgs
裆	dha
谠	dhd
筜	dhe
𬍡	dhf
铛	dhh
档	dhi
珰	dhl
挡	dho
砀	dhr
荡	dhs
党	dhu
地	dia
敌	dib
底	dic
谛	did
第	die
滴	dif
籴	dig
镝	dih
棣	dii
低	dik
玓	dil
娣	din
抵	dio
嘀	dip
迪	diq
缔	dir
蒂	dis
骶	dit
帝	diu
弟	div
鞮	diw
狄	diz
胆	djb
疸	djc
诞	djd
箪	dje
淡	djf
儋	djk
赕	djm
殚	djn
担	djo
啖	djp
旦	djq
氮	djr
蛋	djs
单	djt
耽	djw
丹	djx
弹	djy
腚	dkb
疔	dkc
订	dkd
钉	dkh
酊	dkj
仃	dkk
玎	dkl
叮	dkp
盯	dkq
碇	dkr
萣	dks
顶	dkt
耵	dkw
坫	dma
颠	dmb
店	dmc
簟	dme
淀	dmf
钿	dmh
佃	dmk
玷	dml
巅	dmm
垫	dmo
电	dmq
碘	dmr
踮	dms
奠	dmv
惦	dmw
典	dmx
殿	dmz
调	dnd
凋	dnf
钓	dnh
吊	dnp
碉	dnr
鲷	dnt
窎	dnu
雕	dnx
刁	dny
貂	dnz
垛	doa
度	doc
堕	doe
铎	doh
舵	doj
饳	dom
掇	doo
哆	dop
剟	doq
踱	dos
驮	dov
惰	dow
朵	dox
夺	doy
躲	doz
堞	dpa
谍	dpd
迭	dpg
楪	dpi
𫶇	dpm
蝶	dpn
牒	dpo
喋	dpp
叠	dpq
碟	dpr
跌	dps
鲽	dpt
耋	dpw
铥	dqh
塅	dra
煅	dre
短	drg
锻	drh
椴	dri
瑖	drl
耑	drm
缎	drr
段	drt
端	drz
垌	dsa
胴	dsb
洞	dsf
栋	dsi
东	dsj
侗	dsk
岽	dsm
𬟽	dsn
咚	dsp
冬	dsq
氡	dsr
董	dss
懂	dsw
堵	dua
肚	dub
度	duc
读	dud
笃	due
渡	duf
黩	dug
镀	duh
杜	dui
毒	dul
赌	dum
妒	dun
牍	duo
嘟	dup
睹	duq
芏	dus
髑	dut
蠹	duu
犊	duv
阇	dux
厾	duy
独	duz
堆	dva
队	dve
怼	dvq
碓	dvr
兑	dvv
嘚	dwp
嗲	dxp
墩	dya
趸	dyb
敦	dye
沌	dyf
钝	dyh
吨	dyp
盹	dyq
礅	dyr
蹲	dys
盾	dyt
囤	dyu
惇	dyw
痘	dzc
读	dzd
陡	dze
斗	dzf
兜	dzg
钭	dzh
蚪	dzn
抖	dzo
蔸	dzs
豆	dzt
窦	dzu
堨	eea
腭	eeb
厄	eec
讹	eed
阿	eee
涐	eef
垩	eeh
轭	eej
俄	eek
噩	eel
饿	eem
娥	een
扼	eeo
呃	eep
遏	eeq
𥔲	eer
萼	ees
鹅	eet
额	eeu
愕	eew
屙	eez
摁	eno
蒽	ens
陑	ere
洱	erf
铒	erh
珥	erl
饵	erm
咡	erp
二	ert
鸸	eru
贰	erv
耳	erw
尔	ery
筏	fae
伐	fak
珐	fal
砝	far
乏	fat
罚	fax
坟	ffa
粉	ffb
汾	fff
鼢	ffg
焚	ffi
酚	ffj
份	ffk
玢	ffl
吩	ffp
纷	ffr
芬	ffs
鲼	fft
忿	ffv
愤	ffw
奋	ffy
翂	ffz
封	fga
疯	fgc
讽	fgd
烽	fge
冯	fgf
锋	fgh
枫	fgi
俸	fgk
丰	fgl
峰	fgm
蜂	fgn
奉	fgp
逢	fgq
缝	fgr
葑	fgs
凤	fgx
坊	fha
肪	fhb
访	fhd
防	fhe
钫	fhh
枋	fhi
舫	fhj
仿	fhk
妨	fhn
放	fho
昉	fhq
纺	fhr
芳	fhs
鲂	fht
牥	fhv
房	fhz
墦	fja
烦	fje
泛	fjf
钒	fjh
樊	fji
繁	fjk
璠	fjl
饭	fjm
翻	fjo
畈	fjq
矾	fjr
范	fjs
返	fjt
凡	fjx
帆	fjy
犯	fjz
福	fua
服	fub
府	fuc
讣	fud
附	fue
浮	fuf
甫	fug
黼	fuh
孵	fui
覆	fuj
佛	fuk
弗	ful
赋	fum
妇	fun
扶	fuo
咐	fup
付	fuq
缚	fur
赴	fus
副	fut
富	fuu
父	fuv
馥	fuw
匐	fux
夫	fuy
阜	fuz
肥	fwb
废	fwc
诽	fwd
篚	fwe
沸	fwf
镄	fwh
榧	fwi
费	fwl
妃	fwn
斐	fwo
啡	fwp
绯	fwr
菲	fws
鲱	fwt
霏	fwu
𬴂	fwv
悱	fww
匪	fwx
飞	fwy
扉	fwz
否	fzt
缶	fzv
尕	gab
旮	gah
伽	gak
嘎	gap
戛	gat
尜	gay
糕	gcb
诰	gcd
膏	gce
皋	gcg
镐	gch
槁	gci
搞	gco
羔	gcp
杲	gcq
缟	gcr
藁	gcs
睾	gct
告	gcv
稿	gcw
垓	gda
戤	gdb
陔	gde
溉	gdf
钙	gdh
概	gdi
改	gdk
赅	gdm
盖	gdp
晐	gdq
荄	gds
丐	gdt
圪	gea
胳	geb
疙	gec
隔	gee
滆	gef
鸽	geg
铬	geh
格	gei
舸	gej
仡	gek
鬲	gel
饹	gem
蛤	gen
搁	geo
咯	gep
硌	ger
葛	ges
哥	get
割	geu
戈	gev
革	gew
阁	gex
根	gfi
艮	gfk
哏	gfp
茛	gfs
亘	gft
埂	gga
庚	ggc
浭	ggf
颈	ggg
梗	ggi
耕	ggn
羹	ggp
暅	ggq
绠	ggr
鲠	ggt
耿	ggw
戆	gha
肛	ghb
筻	ghe
港	ghf
钢	ghh
杠	ghi
岗	ghm
扛	gho
纲	ghr
缸	ghv
冈	ghx
赣	gja
干	gjb
疳	gjc
竿	gje
泔	gjf
杆	gji
酐	gjj
玕	gjl
虷	gjn
擀	gjo
旰	gjq
矸	gjr
赶	gjs
鳡	gjt
甘	gjw
敢	gjy
乖	gkb
拐	gko
夬	gky
垙	gla
胱	glb
广	glc
洸	glf
桄	gli
𨐈	glj
珖	gll
咣	glp
逛	glz
埚	goa
粿	gob
郭	goe
涡	gof
锅	goh
椁	goi
裹	gol
崞	gom
蝈	gon
虢	goo
呙	gop
果	goq
国	gou
馘	gov
聒	gow
帼	goy
祼	gra
管	gre
灌	grf
棺	gri
倌	grk
琯	grl
馆	grm
掼	gro
观	grq
贯	grr
莞	grs
盥	grt
官	gru
罐	grv
惯	grw
肱	gsb
功	gsg
供	gsk
珙	gsl
龚	gsm
蚣	gsn
拱	gso
硔	gsr
共	gss
宫	gsu
公	gsv
弓	gsy
躬	gsz
鼓	gua
股	gub
顾	guc
诂	gud
箍	gue
沽	guf
锢	guh
梏	gui
贾	guj
估	guk
孤	gul
崮	gum
姑	gun
咕	gup
古	gur
菇	gus
骨	gut
固	guu
谷	guv
罟	gux
觚	guy
雇	guz
圭	gva
归	gvc
诡	gvd
簋	gve
刽	gvg
柜	gvi
轨	gvj
瑰	gvl
刿	gvm
贵	gvn
鬼	gvo
晷	gvq
硅	gvr
跪	gvs
龟	gvt
宄	gvu
闺	gvx
鬶	gvy
卦	gxa
刮	gxb
诖	gxd
栝	gxi
瓜	gxo
呱	gxp
寡	gxu
棍	gyi
辊	gyj
衮	gyl
磙	gyr
鲧	gyt
垢	gza
诟	gzd
篝	gze
沟	gzf
钩	gzh
构	gzi
佝	gzk
购	gzm
媾	gzn
缑	gzr
苟	gzs
耇	gzw
勾	gzx
狗	gzz
铪	hah
蛤	han
郝	hca
毫	hce
浩	hcf
皓	hcg
耗	hcn
号	hcp
昊	hcq
蒿	hcs
貉	hcz
胲	hdb
海	hdf
醢	hdj
孩	hdl
亥	hdo
嗨	hdp
氦	hdr
骸	hdt
害	hdu
骇	hdv
赫	hea
壑	hec
诃	hed
熇	hee
河	hef
盒	heg
核	hei
何	hek
翮	hel
饸	hem
劾	heo
喝	hep
曷	heq
纥	her
荷	hes
贺	het
鹤	heu
禾	hew
阂	hex
貉	hez
痕	hfc
𬣳	hfd
恨	hfw
狠	hfz
堼	hga
亨	hge
横	hgi
衡	hgk
珩	hgl
姮	hgn
哼	hgp
蘅	hgs
恒	hgw
颃	hhe
沆	hhf
杭	hhi
航	hhj
吭	hhp
绗	hhr
巷	hhs
夯	hhy
垾	hja
韩	hjb
焊	hje
汗	hjf
鼾	hjg
酣	hjj
琀	hjl
崡	hjm
蚶	hjn
撼	hjo
喊	hjp
旱	hjq
菡	hjs
寒	hju
憾	hjw
函	hjy
犴	hjz
淮	hkf
槐	hki
徊	hkk
踝	hks
怀	hkw
癀	hlc
谎	hld
煌	hle
潢	hlf
皇	hlg
锽	hlh
艎	hlj
徨	hlk
璜	hll
蝗	hln
喤	hlp
晃	hlq
荒	hls
鳇	hlt
慌	hlw
凰	hlx
幌	hly
祸	hoa
火	hoe
漷	hof
镬	hoh
伙	hok
蠖	hon
攉	hoo
嚯	hop
夥	hoq
获	hos
霍	hou
或	hov
和	how
痪	hrc
焕	hre
浣	hrf
锾	hrh
桓	hri
环	hrl
峘	hrm
换	hro
唤	hrp
㬊	hrq
缓	hrr
荁	hrs
还	hrt
寰	hru
鹮	hrx
奂	hry
獾	hrz
翃	hsb
讧	hsd
烘	hse
洪	hsf
𫟹	hsh
轰	hsj
玒	hsl
虹	hsn
哄	hsp
纮	hsr
蕻	hss
宏	hsu
谼	hsv
訇	hsx
弘	hsy
竑	hsz
壶	hua
糊	hub
虎	huc
笏	hue
湖	huf
互	hug
槲	hui
醐	huj
瑚	hul
岵	hum
蝴	hun
忽	huo
呼	hup
昈	huq
胡	hur
葫	hus
乎	hut
囫	huu
鹄	huv
惚	huw
弧	huy
户	huz
恚	hva
灰	hvb
麾	hvc
讳	hvd
烩	hve
汇	hvf
毁	hvg
𬭬	hvh
桧	hvi
徽	hvk
慧	hvl
贿	hvm
蛔	hvn
挥	hvo
喙	hvp
晦	hvq
绘	hvr
荟	hvs
惠	hvt
回	hvu
悔	hvw
辉	hvy
翚	hvz
𬭶	hwh
嘿	hwp
滑	hxf
铧	hxh
桦	hxi
化	hxk
砉	hxl
婳	hxn
哗	hxp
花	hxs
画	hxt
划	hxv
觟	hxy
猾	hxz
昏	hyb
诨	hyd
混	hyf
珲	hyl
馄	hym
碈	hyr
荤	hys
魂	hyt
惛	hyw
阍	hyx
堠	hza
糇	hzb
厚	hzc
篌	hze
齁	hzg
𬭤	hzh
候	hzk
吼	hzp
逅	hzt
鲎	hzu
猴	hzz
衩	iaa
𥻗	iab
诧	iad
汊	iaf
镲	iah
杈	iai
侘	iak
嵖	iam
姹	ian
插	iao
差	iap
叉	iaq
碴	iar
茶	ias
察	iau
岔	iav
刹	iax
猹	iaz
朝	icb
巢	icc
炒	ice
潮	icf
钞	ich
耖	icn
抄	ico
吵	icp
晁	icq
绰	icr
怊	icw
弨	icy
虿	idb
瘥	idc
钗	idh
侪	idk
差	idp
柴	ids
豺	idz
坼	iea
澈	ief
彻	iek
扯	ieo
㬚	ieq
砗	ier
掣	iev
尺	iez
衬	ifa
辰	ifb
疢	ifc
谌	ifd
陈	ife
郴	ifi
琛	ifl
抻	ifo
嗔	ifp
晨	ifq
碜	ifr
趁	ifs
宸	ifu
臣	ifw
尘	ify
城	iga
塍	igb
庱	igc
诚	igd
澄	igf
铖	igh
橙	igi
酲	igj
惩	igk
承	igl
蛏	ign
撑	igo
呈	igp
晟	igq
宬	igu
骋	igv
程	igw
丞	igy
场	iha
肠	ihb
厂	ihc
𬬮	ihh
偿	ihk
昶	ihl
娼	ihn
唱	ihp
畅	ihq
菖	ihs
鲳	iht
尝	ihu
怅	ihw
长	ihx
敞	ihy
猖	ihz
赤	iia
鸱	iib
痴	iic
炽	iie
池	iif
侈	iik
敕	iil
饬	iim
斥	iin
魑	iio
嗤	iip
翅	iiq
𫄨	iir
齿	iis
豉	iit
啻	iiu
驰	iiv
耻	iiw
蚩	iix
弛	iiy
迟	iiz
禅	ija
廛	ijc
谄	ijd
颤	ije
潺	ijf
铲	ijh
梴	iji
儳	ijk
馋	ijm
蝉	ijn
掺	ijo
啴	ijp
旵	ijq
缠	ijr
蒇	ijs
单	ijt
刬	ijv
忏	ijw
阐	ijx
孱	ijz
搋	iko
啜	ikp
踹	iks
床	ilc
噇	ilp
窗	ilu
怆	ilw
闯	ilx
幢	ily
逴	ioc
辍	ioj
啜	iop
绰	ior
龊	ios
惙	iow
川	irc
钏	irh
椽	iri
船	irj
遄	irm
舛	irn
串	irp
氚	irr
穿	iru
充	ise
冲	isf
铳	ish
艟	isj
珫	isl
崇	ism
虫	isn
摏	iso
舂	isp
茺	iss
宠	isu
憧	isw
翀	isz
初	iua
矗	iub
厨	iuc
除	iue
滁	iuf
黜	iug
锄	iuh
楚	iui
储	iuk
琡	iul
蜍	iun
搐	iuo
处	iuq
础	iur
躇	ius
亍	iut
怵	iuw
䢺	iux
触	iuy
䝙	iuz
垂	ivb
炊	ive
锤	ivh
槌	ivi
倕	ivk
捶	ivo
圌	ivu
堾	iya
唇	iyb
鹑	iye
淳	iyf
𬭚	iyh
椿	iyi
醇	iyj
瑃	iyl
蝽	iyn
蠢	iyp
纯	iyr
莼	iys
䲠	iyt
瘳	izc
筹	ize
臭	izg
杻	izi
酬	izj
仇	izk
雠	izp
瞅	izq
绸	izr
踌	izs
愁	izw
丑	izy
襟	jba
今	jbb
紧	jbc
谨	jbd
筋	jbe
津	jbf
劲	jbg
金	jbh
禁	jbi
仅	jbk
瑾	jbl
馑	jbm
近	jbn
矜	jbo
噤	jbp
缙	jbr
荩	jbs
堇	jbw
巾	jby
尽	jbz
吉	jia
及	jib
疾	jic
记	jid
际	jie
济	jif
𫓯	jih
机	jii
辑	jij
即	jik
棘	jil
饥	jim
嫉	jin
技	jio
集	jip
鸡	jiq
级	jir
藉	jis
击	jit
寄	jiu
骥	jiv
基	jiw
几	jix
急	jiy
屐	jiz
竟	jka
精	jkb
痉	jkc
京	jke
净	jkf
颈	jkg
镜	jkh
径	jkk
静	jkl
婧	jkn
旌	jko
睛	jkq
兢	jkr
警	jks
鲸	jkt
惊	jkw
竞	jkz
糨	jlb
讲	jld
降	jle
江	jlf
僵	jlk
耩	jln
奖	jlo
姜	jlp
缰	jlr
蒋	jls
豇	jlt
匠	jlx
疆	jly
裥	jma
腱	jmb
坚	jmc
谏	jmd
简	jme
减	jmf
建	jmg
键	jmh
检	jmi
舰	jmj
件	jmk
柬	jml
贱	jmm
奸	jmn
捡	jmo
艰	jmq
碱	jmr
荐	jms
鲣	jmt
蹇	jmu
剪	jmv
鞯	jmw
间	jmx
尖	jmy
肩	jmz
脚	jnb
剿	jnc
交	jne
浇	jnf
矫	jng
铰	jnh
椒	jni
较	jnj
侥	jnk
璬	jnl
饺	jnm
娇	jnn
搅	jno
焦	jnp
缴	jnr
蕉	jns
鲛	jnt
觉	jnu
骄	jnv
教	jnw
角	jny
狡	jnz
劫	jpa
截	jpb
疥	jpc
诫	jpd
阶	jpe
洁	jpf
介	jpg
皆	jph
杰	jpi
街	jpk
孑	jpl
姐	jpn
接	jpo
羯	jpp
界	jpq
碣	jpr
节	jps
骱	jpt
戒	jpv
秸	jpw
解	jpy
届	jpz
旧	jqc
鹫	jqe
酒	jqf
舅	jqg
九	jqh
柩	jqi
僦	jqk
玖	jql
㠇	jqm
揪	jqo
啾	jqp
咎	jqq
纠	jqr
赳	jqs
救	jqt
究	jqu
阄	jqx
焆	jre
涓	jrf
镌	jrh
鄄	jrj
倦	jrk
娟	jrn
捐	jro
眷	jrp
绢	jrr
圈	jru
蠲	jrv
狷	jrz
坰	jsa
炯	jse
泂	jsf
颎	jsh
炅	jsq
䌹	jsr
窘	jsu
𬳶	jsv
迥	jsx
扃	jsz
厥	jtc
诀	jtd
爝	jte
决	jtf
镢	jth
橛	jti
倔	jtk
珏	jtl
崛	jtm
爵	jto
嚼	jtp
矍	jtq
绝	jtr
蹶	jts
𫘝	jtv
角	jty
獗	jtz
裾	jua
具	jub
疽	juc
讵	jud
炬	jue
沮	juf
矩	jug
锯	juh
橘	jui
车	juj
俱	juk
琚	jul
岠	jum
娵	jun
拒	juo
咀	jup
䴗	juq
砠	jur
距	jus
𬶋	jut
窭	juu
驹	juv
聚	juw
句	jux
举	juy
局	juz
嘉	jxa
胛	jxb
痂	jxc
笳	jxe
浃	jxf
钾	jxh
枷	jxi
贾	jxj
假	jxk
珈	jxl
岬	jxm
嫁	jxn
斝	jxp
甲	jxq
茄	jxs
加	jxt
稼	jxw
均	jya
䐃	jyb
焌	jye
浚	jyf
君	jyg
钧	jyh
俊	jyk
珺	jyl
峻	jym
捃	jyo
晙	jyq
菌	jys
鲪	jyt
皲	jyu
骏	jyv
竣	jyz
胩	kab
咖	kap
烤	kce
洘	kcf
铐	kch
栲	kci
拷	kco
靠	kcv
尻	kcz
垲	kda
炌	kde
铠	kdh
楷	kdi
凯	kdm
揩	kdo
蒈	kds
慨	kdw
闿	kdx
壳	kea
疴	kec
课	ked
炣	kee
渴	kef
锞	keh
柯	kei
轲	kej
珂	kel
岢	kem
蝌	ken
刻	keo
咳	kep
颗	keq
克	ker
苛	kes
髁	ket
客	keu
骒	kev
科	kew
匼	kex
裉	kfa
恳	kfk
啃	kfp
铿	kgh
吭	kgp
硁	kgr
𡐓	kha
糠	khb
炕	khe
钪	khh
伉	khk
抗	kho
𩾌	kht
慷	khw
闶	khx
堪	kja
龛	kjg
槛	kji
侃	kjk
崁	kjm
瞰	kjq
砍	kjr
莰	kjs
勘	kjw
阚	kjx
块	kka
脍	kkb
筷	kke
会	kkg
侩	kkk
㧟	kko
哙	kkp
蒯	kks
鲙	kkt
狯	kkz
圹	kla
邝	klc
诳	kld
筐	kle
洭	klf
框	kli
贶	klm
哐	klp
旷	klq
矿	klr
匡	klx
夼	kly
狂	klz
廓	koc
蛞	kon
括	koo
阔	kox
髋	krt
宽	kru
埪	ksa
箜	kse
恐	ksg
倥	ksk
孔	ksl
崆	ksm
控	kso
硿	ksr
裤	kua
库	kuc
枯	kui
酷	kuj
哭	kup
绔	kur
骷	kut
