啊	a
雹	bcq
瀑	bcr
报	bcs
孢	bct
豹	bcu
枹	bcw
饱	bcy
剥	bcz
拜	bdf
败	bdl
佰	bdo
百	bdp
摆	bds
稗	bdu
柏	bdw
笨	bfc
贲	bfd
犇	bfk
畚	bfl
苯	bfn
倴	bfo
奔	bft
锛	bfv
栟	bfw
坌	bfy
泵	bgf
嘣	bgg
琫	bgh
祊	bgi
绷	bgm
蹦	bgp
镚	bgv
蚌	bgx
迸	bgy
甏	bgz
磅	bhf
𠳐	bhg
玤	bhh
膀	bhk
绑	bhm
蒡	bhn
傍	bho
邦	bhp
谤	bhq
浜	bhr
搒	bhs
镑	bhv
棒	bhw
蚌	bhx
塝	bhz
庇	bia
鼻	bib
笔	bic
闭	bid
婢	bie
必	bif
鄙	big
碧	bih
裨	bii
弼	bil
蔽	bin
彼	bio
逼	bip
币	biq
泌	bir
毕	bis
畀	bit
秘	biu
铋	biv
陛	biw
弊	biy
瘢	bja
昄	bjb
般	bjd
𨭉	bje
班	bjh
版	bjk
绊	bjm
伴	bjo
湴	bjr
搬	bjs
靽	bju
钣	bjv
板	bjw
半	bjy
坂	bjz
病	bka
昺	bkb
屏	bkc
禀	bke
炳	bkp
兵	bkq
冰	bkr
摒	bks
秉	bku
柄	bkw
蛃	bkx
饼	bky
昪	bmb
遍	bmc
匾	bmd
卞	bme
砭	bmf
变	bmg
褊	bmi
贬	bml
编	bmm
苄	bmn
便	bmo
煸	bmp
汴	bmr
抃	bms
鞭	bmu
辩	bmw
蝙	bmx
彪	bna
幖	bnb
鳔	bnc
飑	bnd
婊	bne
裱	bni
膘	bnk
藨	bnn
俵	bno
熛	bnp
瀌	bnr
摽	bns
飙	bnt
镖	bnv
标	bnw
卜	boa
帛	bob
簸	boc
勃	bod
亳	boe
礴	bof
啵	bog
玻	boh
僰	boi
脖	bok
薄	bon
伯	boo
跛	bop
波	bor
播	bos
馞	bou
钵	bov
柏	bow
饽	boy
剥	boz
瘪	bpa
癿	bpb
憋	bpy
卜	bua
晡	bub
簿	buc
布	bud
怖	buf
哺	bug
补	bui
蔀	bun
堡	buo
步	bup
捕	bus
钚	buv
埠	buz
卑	bwb
臂	bwc
孛	bwd
碑	bwf
呗	bwg
琲	bwh
褙	bwi
北	bwk
贝	bwl
蓓	bwn
倍	bwo
焙	bwp
𬇙	bwr
备	bwt
狈	bwu
钡	bwv
杯	bww
嚓	cag
艚	ccd
𥕢	ccf
嘈	ccg
曹	ccp
漕	ccr
操	ccs
糙	cct
槽	ccw
螬	ccx
睬	cdb
裁	cdd
彩	cdh
财	cdl
蔡	cdn
偲	cdo
踩	cdp
猜	cdu
材	cdw
厕	cea
册	ced
恻	cef
侧	ceo
测	cer
参	cfl
涔	cfr
层	cgc
嶒	cge
噌	cgg
蹭	cgp
舱	chd
苍	chn
伧	cho
沧	chr
仓	cht
疵	cia
辞	cid
磁	cif
呲	cig
玼	cih
刺	cii
赐	cil
茨	cin
伺	cio
此	cip
词	ciq
瓷	cir
糍	cit
慈	ciy
黪	cjb
惨	cjf
璨	cjh
骖	cjk
灿	cjp
餐	cjs
蚕	cjt
䅟	cju
厝	coa
嵯	coe
磋	cof
瑳	coh
脞	cok
莝	con
蹉	cop
措	cos
矬	cot
锉	cov
棤	cow
篡	crc
蹿	crp
爨	crq
攒	crs
汆	crt
镩	crv
悰	csf
琮	csh
匆	csj
骢	csk
葱	csn
熜	csp
淙	csr
丛	cst
枞	csw
聪	csx
囱	csz
蹙	cub
簇	cuc
卒	cue
蔟	cun
徂	cuo
蹴	cup
殂	cus
粗	cut
猝	cuu
醋	cuz
瘁	cva
崔	cve
悴	cvf
啐	cvg
璀	cvh
毳	cvk
缞	cvm
萃	cvn
催	cvo
淬	cvr
摧	cvs
粹	cvt
翠	cvw
存	cyd
忖	cyf
皴	cyl
邨	cyp
寸	cyt
辏	czd
腠	czk
瘩	daa
答	dac
妲	dae
怛	daf
哒	dag
褡	dai
荙	dan
跶	dap
沓	daq
溚	dar
打	das
达	dat
鞑	dau
𨱏	dav
垯	daz
帱	dcb
鱽	dcc
舠	dcd
悼	dcf
叨	dcg
纛	dch
祷	dci
刀	dcl
导	dcn
倒	dco
蹈	dcp
盗	dcr
捣	dcs
稻	dcu
岛	dcx
道	dcy
戴	ddd
呆	ddg
玳	ddh
骀	ddk
怠	ddl
绐	ddm
代	ddo
叇	ddp
歹	dds
大	ddt
逮	ddz
嘚	deg
德	deo
锝	dev
地	dez
瞪	dgb
嶝	dge
磴	dgf
噔	dgg
璒	dgh
灯	dgp
澄	dgr
登	dgs
邓	dgt
镫	dgv
筜	dhc
砀	dhf
珰	dhh
裆	dhi
党	dhj
荡	dhn
凼	dhq
𬍡	dhr
挡	dhs
铛	dhv
档	dhw
垱	dhz
底	dia
睇	dib
第	dic
敌	did
娣	die
砥	dif
嘀	dig
玓	dih
禘	dii
帝	dij
缔	dim
蒂	din
低	dio
骶	dip
谛	diq
滴	dir
抵	dis
迪	dit
狄	diu
邸	div
棣	diw
䗖	dix
弟	diy
地	diz
疸	dja
旦	djb
箪	djc
丹	djd
亶	dje
惮	djf
啖	djg
氮	dji
胆	djk
弹	djl
𬘘	djm
萏	djn
儋	djo
蛋	djp
诞	djq
淡	djr
担	djs
单	djt
耽	djx
疔	dka
盯	dkb
碇	dkf
叮	dkg
玎	dkh
腚	dkk
萣	dkn
仃	dko
订	dkq
顶	dkt
钉	dkv
耵	dkx
酊	dkz
店	dma
殿	dmc
典	dmd
巅	dme
惦	dmf
玷	dmh
佃	dmo
踮	dmp
淀	dmr
垫	dms
电	dmt
钿	dmv
阽	dmw
奠	dmy
坫	dmz
鲷	dnc
雕	dnd
碉	dnf
吊	dng
窎	dnj
刁	dnl
调	dnq
凋	dnr
貂	dnu
钓	dnv
度	doa
朵	dod
亸	doe
惰	dof
哆	dog
裰	doi
驮	dok
踱	dop
掇	dos
夺	dot
铎	dov
堕	dow
饳	doy
躲	doz
耋	dpa
昳	dpb
鲽	dpc
𫶇	dpe
碟	dpf
喋	dpg
瓞	dph
牒	dpk
绖	dpm
跌	dpp
谍	dpq
叠	dpt
楪	dpw
蝶	dpx
堞	dpz
铥	dqv
簖	drc
耑	dre
瑖	drh
缎	drm
煅	drp
段	drq
端	drs
短	drt
锻	drv
椴	drw
塅	drz
东	dsd
岽	dse
懂	dsf
咚	dsg
氡	dsi
胴	dsk
董	dsn
侗	dso
洞	dsr
冬	dst
栋	dsw
𬟽	dsx
垌	dsz
度	dua
睹	dub
笃	duc
阇	dud
妒	due
嘟	dug
毒	duh
蠹	duj
肚	duk
赌	dul
芏	dun
髑	dup
读	duq
渡	dur
独	duu
镀	duv
杜	duw
堵	duz
碓	dvf
祋	dvi
怼	dvt
队	dvw
兑	dvy
堆	dvz
嘚	dwg
嗲	dxg
盹	dyb
趸	dyd
敦	dye
惇	dyf
吨	dyg
蹲	dyp
盾	dyq
沌	dyr
囤	dys
钝	dyv
墩	dyz
痘	dza
兜	dzb
篼	dzc
窦	dzj
蔸	dzn
豆	dzp
读	dzq
斗	dzr
抖	dzs
钭	dzv
陡	dzw
蚪	dzx
厄	eea
遏	eeb
鳄	eec
轭	eed
娥	eee
愕	eef
呃	eeg
噩	eeh
额	eej
腭	eek
垩	eel
萼	een
俄	eeo
鹅	eeq
涐	eer
扼	ees
锷	eev
阿	eew
蛾	eex
饿	eey
堨	eez
蒽	enn
摁	ens
贰	erb
鲕	erc
咡	erg
珥	erh
尔	erl
二	erp
鸸	erq
洱	err
铒	erv
陑	erw
耳	erx
饵	ery
筏	fac
阀	fad
砝	faf
珐	fah
伐	fao
乏	faq
罚	fay
鼢	ffb
鲼	ffc
愤	fff
吩	ffg
玢	ffh
氛	ffi
纷	ffm
芬	ffn
份	ffo
汾	ffr
奋	fft
豮	ffu
焚	ffw
忿	ffy
坟	ffz
疯	fga
凤	fgd
峰	fge
奉	fgf
唪	fgg
丰	fgh
赗	fgl
缝	fgm
葑	fgn
俸	fgo
烽	fgp
讽	fgq
冯	fgr
逢	fgt
锋	fgv
枫	fgw
蜂	fgx
封	fgz
昉	fhb
房	fhc
舫	fhd
妨	fhe
肪	fhk
放	fhl
纺	fhm
芳	fhn
仿	fho
访	fhq
钫	fhv
防	fhw
蚄	fhx
坊	fhz
帆	fjb
凡	fjd
矾	fjf
翻	fjh
贩	fjl
范	fjn
繁	fjo
烦	fjp
返	fjq
泛	fjr
畈	fjt
犯	fju
钒	fjv
樊	fjw
饭	fjy
墦	fjz
府	fua
幅	fub
符	fuc
辅	fud
妇	fue
孵	fuf
咐	fug
孚	fuh
福	fui
富	fuj
服	fuk
负	ful
缚	fum
芙	fun
弗	fuo
副	fup
付	fuq
浮	fur
扶	fus
夫	fut
馥	fuu
阜	fuv
附	fuw
蝠	fux
父	fuy
覆	fuz
废	fwa
扉	fwc
匪	fwd
妃	fwe
悱	fwf
啡	fwg
肥	fwk
飞	fwl
绯	fwm
菲	fwn
费	fwo
诽	fwq
沸	fwr
狒	fwu
镄	fwv
榧	fww
缶	fzk
否	fzp
嘎	gag
旮	gal
伽	gao
戛	gap
尜	gat
钆	gav
皋	gcb
篙	gcc
膏	gce
羔	gcf
告	gck
缟	gcm
藁	gcn
睾	gcq
搞	gcs
糕	gct
稿	gcu
镐	gcv
槁	gcw
晐	gdb
盖	gdf
赅	gdl
改	gdn
丐	gdp
溉	gdr
钙	gdv
概	gdw
垓	gdz
疙	gea
戈	geb
阁	ged
硌	gef
咯	geg
袼	gei
割	gej
胳	gek
葛	gen
仡	geo
骼	gep
滆	ger
搁	ges
哥	get
革	geu
铬	gev
格	gew
蛤	gex
饹	gey
圪	gez
艮	gfd
哏	gfg
茛	gfn
亘	gfp
根	gfw
庚	gga
暅	ggb
鲠	ggc
羹	ggf
哽	ggg
绠	ggm
颈	ggp
浭	ggr
梗	ggw
耿	ggx
耕	ggy
埂	ggz
戆	gha
筻	ghc
冈	ghd
岗	ghe
矼	ghf
缸	ghk
纲	ghm
港	ghr
扛	ghs
钢	ghv
杠	ghw
罡	ghy
堽	ghz
赣	gja
旰	gjb
竿	gjc
干	gjd
矸	gjf
玕	gjh
肝	gjk
敢	gjl
绀	gjm
苷	gjn
赶	gjp
泔	gjr
擀	gjs
甘	gju
杆	gjw
虷	gjx
坩	gjz
乖	gkd
夬	gkl
拐	gks
广	gla
𨐈	gld
咣	glg
珖	glh
胱	glk
洸	glr
逛	glu
桄	glw
垙	glz
帼	gob
郭	goe
呙	gog
裹	goh
腘	gok
涡	gor
国	gos
果	got
锅	gov
椁	gow
蝈	gox
馃	goy
埚	goz
贯	gra
管	grc
惯	grf
琯	grh
祼	gri
官	grj
罐	grk
纶	grm
莞	grn
倌	gro
爟	grp
盥	grq
灌	grr
掼	grs
观	grt
棺	grw
馆	gry
硔	gsf
珙	gsh
宫	gsj
肱	gsk
弓	gsl
共	gsn
供	gso
功	gsp
拱	gss
蚣	gsx
公	gsy
躬	gsz
顾	gua
雇	guc
轱	gud
姑	gue
羖	guf
咕	gug
股	guk
觚	gul
菇	gun
估	guo
骨	gup
诂	guq
沽	gur
固	gus
孤	gut
古	guv
梏	guw
蛊	gux
谷	guy
鼓	guz
庋	gva
皈	gvb
龟	gvc
轨	gvd
妫	gve
硅	gvf
瑰	gvh
宄	gvj
鬼	gvm
跪	gvp
诡	gvq
癸	gvs
刽	gvt
柜	gvw
贵	gvx
圭	gvz
刮	gxd
呱	gxg
瓜	gxh
褂	gxi
寡	gxj
胍	gxk
诖	gxq
栝	gxw
卦	gxz
鲧	gyc
辊	gyd
磙	gyf
衮	gyh
绲	gym
棍	gyw
耇	gza
篝	gzc
勾	gzd
媾	gze
购	gzl
缑	gzm
苟	gzn
佝	gzo
诟	gzq
沟	gzr
狗	gzu
钩	gzv
构	gzw
垢	gzz
铪	hav
蛤	hax
昊	hcb
毫	hce
号	hcg
蒿	hcn
浩	hcr
貉	hcu
蚝	hcx
耗	hcy
郝	hcz
亥	hde
嗨	hdg
氦	hdi
害	hdj
骇	hdk
骸	hdp
海	hdr
孩	hdt
醢	hdz
壑	hea
曷	heb
阂	hed
劾	hee
喝	heg
褐	hei
鹤	hej
纥	hem
荷	hen
何	heo
熇	hep
诃	heq
河	her
盒	het
禾	heu
核	hew
饸	hey
赫	hez
痕	hfa
恨	hff
𬣳	hfq
狠	hfu
亨	hge
恒	hgf
哼	hgg
珩	hgh
蘅	hgn
衡	hgo
横	hgw
堼	hgz
航	hhd
颃	hhe
吭	hhg
绗	hhm
巷	hhn
沆	hhr
夯	hht
杭	hhw
含	hjb
韩	hjd
崡	hje
憾	hjf
喊	hjg
琀	hjh
寒	hjj
函	hjl
菡	hjn
焊	hjp
汗	hjr
撼	hjs
邯	hju
蚶	hjx
酣	hjz
怀	hkf
徊	hko
踝	hkp
淮	hkr
槐	hkw
癀	hla
皇	hlb
簧	hlc
凰	hld
肓	hle
慌	hlf
喤	hlg
璜	hlh
荒	hln
徨	hlo
煌	hlp
谎	hlq
潢	hlr
锽	hlv
隍	hlw
蝗	hlx
或	hob
嚯	hog
祸	hoi
豁	hoj
𬴃	hok
获	hon
伙	hoo
火	hop
霍	hoq
漷	hor
攉	hos
夥	hot
和	hou
镬	hov
蠖	hox
耠	hoy
痪	hra
㬊	hrb
鲩	hrc
郇	hrd
峘	hre
豢	hrf
唤	hrg
环	hrh
寰	hrj
奂	hrl
缓	hrm
荁	hrn
还	hrp
浣	hrr
换	hrs
獾	hru
锾	hrv
桓	hrw
鹮	hry
轰	hsd
哄	hsg
玒	hsh
宏	hsj
弘	hsl
纮	hsm
蕻	hsn
烘	hsp
讧	hsq
洪	hsr
竑	hss
𫟹	hsv
虹	hsx
谼	hsy
虎	hua
昈	hub
户	huc
轷	hud
嫭	hue
惚	huf
呼	hug
瑚	huh
祜	hui
忽	huj
鹄	huk
弧	hul
葫	hun
煳	hup
乎	huq
湖	hur
囫	hus
糊	hut
狐	huu
胡	huv
槲	huw
蝴	hux
互	huz
麾	hva
毁	hvb
灰	hvd
翙	hve
悔	hvf
喙	hvg
慧	hvh
袆	hvi
贿	hvl
绘	hvm
荟	hvn
徽	hvo
惠	hvp
讳	hvq
汇	hvr
回	hvs
辉	hvt
秽	hvu
𬭬	hvv
桧	hvw
蛔	hvx
恚	hvz
嘿	hwg
𬭶	hwv
划	hxb
婳	hxe
哗	hxg
砉	hxh
骅	hxk
觟	hxl
花	hxn
化	hxo
画	hxp
滑	hxr
猾	hxu
铧	hxv
桦	hxw
阍	hyd
惛	hyf
珲	hyh
荤	hyn
魂	hyp
诨	hyq
混	hyr
昏	hyv
馄	hyy
厚	hza
齁	hzb
篌	hzc
吼	hzg
鲎	hzj
候	hzo
骺	hzp
逅	hzq
糇	hzt
猴	hzu
𬭤	hzv
堠	hzz
刹	iac
姹	iae
差	iaf
嚓	iag
衩	iai
察	iaj
茶	ian
侘	iao
蹅	iap
诧	iaq
汊	iar
插	ias
叉	iat
猹	iau
镲	iav
杈	iaw
岔	iay
垞	iaz
晁	icb
朝	icd
怊	icf
吵	icg
弨	icl
绰	icm
炒	icp
潮	icr
抄	ics
钞	icv
巢	icx
耖	icy
瘥	ida
虿	idd
差	idf
茝	idn
侪	ido
柴	idp
豺	idu
钗	idv
㬚	ieb
尺	iec
砗	ief
掣	iek
彻	ieo
澈	ier
扯	ies
坼	iez
疢	ifa
晨	ifb
忱	iff
嗔	ifg
琛	ifh
衬	ifi
宸	ifj
𬘭	ifm
趁	ifp
谌	ifq
抻	ifs
尘	ift
称	ifu
辰	ifv
陈	ifw
臣	ify
庱	iga
晟	igb
憕	igf
呈	igg
琤	igh
裎	igi
宬	igj
骋	igk
丞	igl
惩	igo
诚	igq
澄	igr
撑	igs
承	igt
程	igu
铖	igv
橙	igw
蛏	igx
城	igz
厂	iha
昌	ihb
鲳	ihc
阊	ihd
娼	ihe
怅	ihf
唱	ihg
尝	ihj
肠	ihk
菖	ihn
偿	iho
昶	ihq
畅	iht
猖	ihu
长	ihv
场	ihz
痴	iia
匙	iib
迟	iic
蚩	iid
媸	iie
嗤	iig
敕	iii
啻	iij
驰	iik
弛	iil
魑	iim
斥	iin
侈	iio
齿	iip
池	iir
摛	iis
翅	iit
鸱	iiv
耻	iix
饬	iiy
赤	iiz
廛	ija
刬	ijb
孱	ijc
阐	ijd
颤	ije
忏	ijf
啴	ijg
禅	iji
骣	ijk
缠	ijm
蒇	ijn
儳	ijo
躔	ijp
谄	ijq
潺	ijr
掺	ijs
单	ijt
韂	iju
铲	ijv
梴	ijw
蝉	ijx
馋	ijy
啜	ikg
踹	ikp
搋	iks
床	ila
幢	ilb
闯	ild
怆	ilf
噇	ilg
窗	ilj
逴	ioa
辍	iod
惙	iof
啜	iog
绰	iom
龊	iop
船	ird
遄	ire
串	irg
氚	iri
穿	irj
舛	irs
钏	irv
椽	irw
川	irx
艟	isd
充	ise
憧	isf
珫	ish
宠	isj
茺	isn
冲	isr
摏	iss
种	isu
铳	isv
翀	isw
虫	isx
厨	iua
黜	iub
矗	iud
畜	iue
础	iuf
琡	iuh
初	iui
触	iul
绌	ium
斶	iun
储	iuo
躇	iup
滁	iur
搐	ius
处	iut
䝙	iuu
锄	iuv
除	iuw
蜍	iux
垂	ivd
倕	ivo
炊	ivp
捶	ivs
锤	ivv
槌	ivw
䲠	iyc
鹑	iye
蠢	iyf
瑃	iyh
纯	iym
莼	iyn
淳	iyr
唇	iyv
椿	iyw
蝽	iyx
醇	iyz
瘳	iza
臭	izb
筹	izc
惆	izf
丑	izl
绸	izm
仇	izo
踌	izp
畴	izt
愁	izu
杻	izw
酬	izz
矜	jba
今	jbb
尽	jbc
妗	jbe
噤	jbg
瑾	jbh
襟	jbi
晋	jbl
缙	jbm
近	jbn
仅	jbo
劲	jbp
谨	jbq
津	jbr
殣	jbs
堇	jbu
金	jbv
禁	jbw
紧	jbx
馑	jby
墐	jbz
疾	jia
籍	jic
几	jid
嫉	jie
矶	jif
迹	jig
玑	jih
棘	jii
寄	jij
肌	jik
急	jil
级	jim
忌	jin
伎	jio
及	jip
记	jiq
济	jir
技	jis
集	jit
基	jiu
𫓯	jiv
机	jiw
虮	jix
饥	jiy
吉	jiz
竟	jka
睛	jkb
鲸	jkc
京	jke
惊	jkf
静	jkh
胫	jkk
旌	jkl
警	jkn
径	jko
颈	jkp
净	jkr
竞	jks
精	jkt
猄	jku
镜	jkv
阱	jkw
麖	jky
境	jkz
鳉	jlc
匠	jld
姜	jlf
奖	jlk
疆	jll
缰	jlm
蒋	jln
僵	jlo
豇	jlp
讲	jlq
江	jlr
糨	jlt
降	jlw
虹	jlx
耩	jly
睑	jmb
简	jmc
间	jmd
奸	jme
碱	jmf
柬	jmi
蹇	jmj
腱	jmk
贱	jml
缄	jmm
荐	jmn
件	jmo
践	jmp
谏	jmq
减	jmr
捡	jms
剑	jmt
鞯	jmu
键	jmv
检	jmw
坚	jmx
剪	jmy
建	jmz
教	jna
皎	jnb
鲛	jnc
较	jnd
交	jne
礁	jnf
嚼	jng
璬	jnh
觉	jnj
脚	jnk
角	jnl
缴	jnm
蕉	jnn
侥	jno
跤	jnp
浇	jnr
搅	jns
焦	jnt
狡	jnu
铰	jnv
椒	jnw
剿	jnx
饺	jny
酵	jnz
疥	jpa
戒	jpb
届	jpc
截	jpd
姐	jpe
羯	jpf
嗟	jpg
絜	jph
褯	jpi
解	jpl
节	jpn
街	jpo
骱	jpp
诫	jpq
洁	jpr
接	jps
界	jpt
秸	jpu
阶	jpw
蚧	jpx
劫	jpz
疚	jqa
舅	jqb
阄	jqd
鹫	jqe
啾	jqg
玖	jqh
究	jqj
韭	jqk
九	jql
纠	jqm
僦	jqo
救	jqp
酒	jqr
揪	jqs
咎	jqt
柩	jqw
旧	jqx
娟	jre
眷	jrf
鹃	jrg
绢	jrm
倦	jro
焆	jrp
涓	jrr
捐	jrs
隽	jrt
狷	jru
镌	jrv
蠲	jry
鄄	jrz
炅	jsb
扃	jsc
迥	jsd
窘	jsj
𬳶	jsk
䌹	jsm
炯	jsp
泂	jsr
颎	jss
坰	jsz
厥	jta
矍	jtb
崛	jte
砄	jtf
嚼	jtg
爵	jth
𫘝	jtk
角	jtl
绝	jtm
蕨	jtn
倔	jto
蹶	jtp
诀	jtq
决	jtr
掘	jts
孓	jtt
獗	jtu
镢	jtv
橛	jtw
疽	jua
䴗	jub
局	juc
句	jud
娵	jue
惧	juf
咀	jug
琚	juh
裾	jui
窭	juj
驹	juk
菊	jun
俱	juo
距	jup
具	juq
沮	jur
拒	jus
举	jut
鞠	juu
锯	juv
橘	juw
聚	jux
弆	juz
痂	jxa
笳	jxc
嫁	jxe
加	jxg
珈	jxh
胛	jxk
茄	jxn
假	jxo
夹	jxp
浃	jxr
甲	jxt
稼	jxu
钾	jxv
枷	jxw
蛱	jxx
嘉	jxz
晙	jyb
筠	jyc
峻	jye
珺	jyh
皲	jyj
骏	jyk
菌	jyn
俊	jyo
焌	jyp
浚	jyr
竣	jys
畯	jyt
钧	jyv
麇	jyy
均	jyz
咖	kag
胩	kak
尻	kcc
靠	kck
烤	kcp
洘	kcr
拷	kcs
铐	kcv
栲	kcw
闿	kdd
凯	kde
慨	kdf
蒈	kdn
炌	kdp
揩	kds
铠	kdv
楷	kdw
垲	kdz
疴	kea
瞌	keb
轲	ked
刻	kee
磕	kef
咳	keg
珂	keh
氪	kei
客	kej
骒	kek
缂	kem
苛	ken
髁	kep
课	keq
渴	ker
颗	ket
科	keu
克	kev
柯	kew
蝌	kex
壳	kez
恳	kfd
啃	kfg
裉	kfi
硁	kgf
吭	kgg
铿	kgv
𩾌	khc
闶	khd
亢	khe
慷	khf
伉	kho
炕	khp
抗	khs
糠	kht
钪	khv
𡐓	khz
瞰	kjb
阚	kjd
崁	kje
砍	kjf
莰	kjn
侃	kjo
龛	kjt
勘	kju
槛	kjw
堪	kjz
筷	kkc
哙	kkg
脍	kkk
蒯	kkn
侩	kko
㧟	kks
会	kkt
狯	kku
块	kkz
邝	kla
旷	klb
筐	klc
匡	kld
矿	klf
哐	klg
贶	kll
纩	klm
诳	klq
洭	klr
夼	klt
狂	klu
框	klw
圹	klz
廓	koa
阔	kod
括	kos
蛞	kox
宽	krj
